# POINT,X,Y,Mach,FLOW_ANG__D,WALTAN,SECDIF
1.500000000000000000e+01,4.511816300000000002e-01,1.017835299999999998e+00,1.234550700000000001e+00,4.428665999999999769e+00,7.744910400000000472e-02,1.775441600000000064e-01
1.600000000000000000e+01,4.888651299999999811e-01,1.020881699999999892e+00,1.250832699999999909e+00,4.804394900000000135e+00,8.404959300000000577e-02,1.697338599999999864e-01
1.700000000000000000e+01,5.276258200000000231e-01,1.024267400000000050e+00,1.267042999999999919e+00,5.166203999999999574e+00,9.041242400000000512e-02,1.606544000000000028e-01
1.800000000000000000e+01,5.677801999999999572e-01,1.028025299999999920e+00,1.283705400000000107e+00,5.524333799999999961e+00,9.671770799999999946e-02,1.642927299999999979e-01
1.900000000000000000e+01,6.103139899999999729e-01,1.032280199999999981e+00,1.303292700000000082e+00,5.939292000000000016e+00,1.040330899999999947e-01,1.894265300000000096e-01
2.000000000000000000e+01,6.545815799999999962e-01,1.037069599999999925e+00,1.322990099999999947e+00,6.459627600000000136e+00,1.132218900000000056e-01,2.404919699999999994e-01
2.100000000000000000e+01,7.009986999999999746e-01,1.042569800000000102e+00,1.344311100000000092e+00,7.180690099999999632e+00,1.259869899999999932e-01,3.252808300000000208e-01
2.200000000000000000e+01,7.502706500000000389e-01,1.049169299999999971e+00,1.368451700000000049e+00,8.230384900000000670e+00,1.446435699999999991e-01,4.258500000000000063e-01
2.300000000000000000e+01,8.020869999999999944e-01,1.057247499999999896e+00,1.393233900000000025e+00,9.608050199999999208e+00,1.692818600000000062e-01,4.962162600000000201e-01
2.400000000000000000e+01,8.573158199999999507e-01,1.067384399999999900e+00,1.423132099999999900e+00,1.119458999999999982e+01,1.979072199999999948e-01,5.148587199999999919e-01
2.500000000000000000e+01,9.157000199999999479e-01,1.079825599999999941e+00,1.454437999999999898e+00,1.283049199999999956e+01,2.277541499999999886e-01,4.996282400000000012e-01
2.600000000000000000e+01,1.166058500000000109e+00,1.152588200000000063e+00,1.635152099999999997e+00,1.879858400000000174e+01,3.404001899999999914e-01,4.019517400000000018e-01
2.700000000000000000e+01,1.644536100000000056e+00,1.360970999999999931e+00,2.296122500000000066e+00,2.605137200000000064e+01,4.888429799999999825e-01,2.438875199999999965e-01
2.800000000000000000e+01,2.178769099999999792e+00,1.653938099999999967e+00,2.329192700000000116e+00,3.009476199999999935e+01,5.795575899999999558e-01,1.200178600000000040e-01
2.900000000000000000e+01,2.776661799999999847e+00,2.021307900000000046e+00,2.370309900000000081e+00,3.171614599999999839e+01,6.180019500000000221e-01,2.451236000000000040e-02
3.000000000000000000e+01,3.449273499999999881e+00,2.439677699999999838e+00,2.418774299999999933e+00,3.114806799999999853e+01,6.043833899999999648e-01,-3.739718899999999735e-02
3.100000000000000000e+01,4.204469399999999801e+00,2.881161399999999873e+00,2.473738099999999829e+00,2.931854200000000077e+01,5.615994300000000106e-01,-5.928744700000000006e-02
3.200000000000000000e+01,5.053236000000000061e+00,3.335892199999999974e+00,2.534329899999999913e+00,2.696539699999999939e+01,5.087649400000000544e-01,-5.783452000000000037e-02
3.300000000000000000e+01,6.005658399999999730e+00,3.791606199999999927e+00,2.599670000000000147e+00,2.462669700000000006e+01,4.583994900000000206e-01,-4.573020299999999705e-02
3.400000000000000000e+01,7.070993099999999920e+00,4.256027800000000028e+00,2.668883000000000116e+00,2.269483500000000120e+01,4.182031500000000235e-01,-3.352092000000000266e-02
3.500000000000000000e+01,8.257096900000000517e+00,4.728638000000000119e+00,2.741109499999999866e+00,2.100697800000000015e+01,3.840037800000000168e-01,-2.552264599999999953e-02
3.600000000000000000e+01,9.570095200000000801e+00,5.211828500000000197e+00,2.815517900000000129e+00,1.956036100000000033e+01,3.553046200000000154e-01,-2.042338100000000087e-02
3.700000000000000000e+01,1.101384299999999961e+01,5.704635999999999818e+00,2.891313400000000033e+00,1.816442899999999838e+01,3.280954700000000002e-01,-1.831760699999999964e-02
3.800000000000000000e+01,1.258969399999999972e+01,6.198885899999999616e+00,2.967746399999999785e+00,1.670654199999999889e+01,3.001388500000000126e-01,-1.705421999999999841e-02
3.900000000000000000e+01,1.429604600000000048e+01,6.686082800000000326e+00,3.044119400000000031e+00,1.523268400000000078e+01,2.723066399999999887e-01,-1.547891000000000024e-02
4.000000000000000000e+01,1.612830399999999997e+01,7.159023099999999751e+00,3.119791399999999992e+00,1.379776799999999959e+01,2.455822599999999967e-01,-1.377777600000000026e-02
4.100000000000000000e+01,1.807858999999999838e+01,7.611953999999999887e+00,3.194181200000000054e+00,1.242864299999999922e+01,2.203883899999999896e-01,-1.216842100000000045e-02
4.200000000000000000e+01,2.013597000000000037e+01,8.039658299999999258e+00,3.266768700000000081e+00,1.114347300000000018e+01,1.969802599999999904e-01,-1.075681000000000033e-02
4.300000000000000000e+01,2.228636699999999848e+01,8.438727899999999948e+00,3.337094500000000075e+00,9.939823600000000425e+00,1.752442499999999903e-01,-9.616078999999999599e-03
4.400000000000000000e+01,2.451307999999999865e+01,8.805116200000000504e+00,3.404759199999999986e+00,8.808832100000000054e+00,1.549660300000000046e-01,-8.658266700000000204e-03
4.500000000000000000e+01,2.679687900000000056e+01,9.136596700000000126e+00,3.469420200000000065e+00,7.758374200000000442e+00,1.362428900000000054e-01,-7.834408299999999839e-03
4.600000000000000000e+01,2.911677399999999949e+01,9.431689199999999218e+00,3.530789299999999908e+00,6.782062800000000280e+00,1.189252799999999943e-01,-7.147422799999999903e-03
4.700000000000000000e+01,3.145023000000000124e+01,9.689772599999999514e+00,3.588629399999999858e+00,5.880277699999999719e+00,1.029920599999999964e-01,-6.544282600000000429e-03
4.800000000000000000e+01,3.377411299999999983e+01,9.911503500000000244e+00,3.642750500000000002e+00,5.054140900000000158e+00,8.844091299999999600e-02,-6.013417600000000272e-03
4.900000000000000000e+01,3.606494299999999953e+01,1.009835999999999956e+01,3.693007000000000151e+00,4.302005499999999927e+00,7.522557900000000075e-02,-5.550808400000000094e-03
5.000000000000000000e+01,3.829993000000000336e+01,1.025266000000000055e+01,3.739294199999999790e+00,3.621700500000000211e+00,6.329492100000000399e-02,-5.144438299999999978e-03
5.100000000000000000e+01,4.045717700000000150e+01,1.037724299999999999e+01,3.781545799999999957e+00,3.011006599999999978e+00,5.260041000000000022e-02,-4.784025199999999978e-03
5.200000000000000000e+01,4.251673499999999706e+01,1.047545000000000037e+01,3.819731899999999847e+00,2.467262799999999867e+00,4.308849599999999697e-02,-4.459684799999999623e-03
5.300000000000000000e+01,4.446069299999999913e+01,1.055078100000000063e+01,3.853857599999999994e+00,1.987956899999999916e+00,3.471032300000000126e-02,-4.162768800000000123e-03
5.400000000000000000e+01,4.627418399999999821e+01,1.060689099999999918e+01,3.883962200000000031e+00,1.570085100000000011e+00,2.741001499999999938e-02,-3.883760400000000126e-03
5.500000000000000000e+01,4.794532600000000144e+01,1.064726100000000031e+01,3.910119599999999807e+00,1.210941100000000104e+00,2.113805699999999829e-02,-3.614157700000000025e-03
5.600000000000000000e+01,4.946614300000000242e+01,1.067523000000000089e+01,3.932439000000000018e+00,9.071386299999999459e-01,1.583387899999999862e-02,-3.342689800000000089e-03
5.700000000000000000e+01,5.083232100000000031e+01,1.069372399999999956e+01,3.951066899999999826e+00,6.557303799999999461e-01,1.144515400000000079e-02,-3.059674999999999982e-03
5.800000000000000000e+01,5.204402900000000187e+01,1.070534400000000019e+01,3.966189700000000151e+00,4.527341599999999966e-01,7.901866199999999646e-03,-2.756897500000000077e-03
5.900000000000000000e+01,5.310549100000000067e+01,1.071216199999999930e+01,3.978037699999999788e+00,2.939877799999999763e-01,5.131099699999999882e-03,-2.398906799999999968e-03
6.000000000000000000e+01,5.402568699999999779e+01,1.071585199999999993e+01,3.986888899999999847e+00,1.771748499999999948e-01,3.092294399999999908e-03,-1.987524200000000130e-03
6.100000000000000000e+01,5.481777300000000253e+01,1.071767600000000087e+01,3.993074899999999872e+00,9.588568799999999670e-02,1.673522499999999941e-03,-1.548664799999999999e-03
6.200000000000000000e+01,5.549967500000000342e+01,1.071844800000000042e+01,3.996986199999999823e+00,4.353645800000000010e-02,7.598546899999999733e-04,-1.077654499999999892e-03
6.300000000000000000e+01,5.609340000000000259e+01,1.071870599999999918e+01,3.999078900000000214e+00,1.464382200000000078e-02,2.555829199999999765e-04,-6.160530799999999838e-04
6.400000000000000000e+01,5.662558899999999795e+01,1.071875700000000009e+01,3.999881300000000195e+00,2.235041799999999950e-03,3.900883800000000227e-05,-2.374582000000000027e-04
6.500000000000000000e+01,5.712681800000000010e+01,1.071875000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
