# POINT,X,Y,Mach,FLOW_ANG__D,WALTAN,SECDIF
1.000000000000000000e+00,0.000000000000000000e+00,1.000625600000000004e+00,1.063974799999999998e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.665624699999999903e-01
2.000000000000000000e+00,3.062330900000000133e-02,1.000699199999999900e+00,1.074938399999999961e+00,2.855182700000000184e-01,4.983275100000000152e-03,1.653461999999999987e-01
3.000000000000000000e+00,6.126861200000000007e-02,1.000931000000000015e+00,1.085988600000000082e+00,5.804234700000000524e-01,1.013064699999999957e-02,1.675624300000000122e-01
4.000000000000000000e+00,9.200219099999999706e-02,1.001321499999999975e+00,1.097092699999999921e+00,8.747238800000000092e-01,1.526799799999999964e-02,1.671390399999999887e-01
5.000000000000000000e+00,1.221936599999999956e-01,1.001858399999999927e+00,1.107643600000000061e+00,1.163724699999999945e+00,2.031362100000000045e-02,1.675017299999999876e-01
6.000000000000000000e+00,1.537578300000000120e-01,1.002583000000000002e+00,1.119720999999999966e+00,1.467209999999999903e+00,2.561324400000000029e-02,1.687081800000000131e-01
7.000000000000000000e+00,1.848406800000000072e-01,1.003460500000000089e+00,1.131114100000000011e+00,1.768841200000000002e+00,3.088191399999999989e-02,1.705115899999999907e-01
8.000000000000000000e+00,2.155954599999999888e-01,1.004491000000000023e+00,1.142012299999999980e+00,2.070719599999999883e+00,3.615661900000000095e-02,1.721391899999999975e-01
9.000000000000000000e+00,2.479621200000000081e-01,1.005751499999999909e+00,1.154877300000000107e+00,2.390691799999999922e+00,4.174967499999999998e-02,1.731868900000000100e-01
1.000000000000000000e+01,2.802436600000000055e-01,1.007189499999999960e+00,1.167249100000000039e+00,2.711088999999999860e+00,4.735277499999999973e-02,1.736044599999999882e-01
1.100000000000000000e+01,3.125572300000000192e-01,1.008810500000000054e+00,1.179200400000000037e+00,3.031762399999999857e+00,5.296367600000000120e-02,1.737500399999999945e-01
1.200000000000000000e+01,3.460963100000000181e-01,1.010684300000000091e+00,1.192631400000000008e+00,3.364828999999999848e+00,5.879495199999999755e-02,1.744252400000000092e-01
1.300000000000000000e+01,3.804786099999999949e-01,1.012808900000000012e+00,1.206585900000000100e+00,3.708258199999999949e+00,6.481183499999999820e-02,1.763063300000000111e-01
1.400000000000000000e+01,4.153705300000000156e-01,1.015177199999999891e+00,1.220290300000000050e+00,4.061742699999999928e+00,7.100977699999999615e-02,1.787089699999999948e-01
