# X_IN,Y_IN,DY_over_DX,ANGLE,D2Y_over_DX2
-1.623000000000000094e-03,2.511240000000000139e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.698991890000000060e-01
1.000000000000000056e-01,2.546359999999999735e-01,7.001755260000000480e-02,4.005173730000000099e+00,7.179563920000000543e-01
2.000000000000000111e-01,2.655710000000000015e-01,1.711439200000000049e-01,9.711734099999999259e+00,2.179944819999999783e+00
2.999999999999999889e-01,2.930719999999999992e-01,3.751220499999999847e-01,2.056217579999999856e+01,1.865325700000000086e+00
4.000000000000000222e-01,3.381649999999999934e-01,5.092982980000000381e-01,2.698966670000000079e+01,8.181992380000000509e-01
5.000000000000000000e-01,3.924639999999999795e-01,5.732889599999999586e-01,2.982517119999999977e+01,5.481319009999999770e-01
5.999999999999999778e-01,4.522149999999999781e-01,6.178255780000000419e-01,3.170883299999999849e+01,3.160782859999999861e-01
6.999999999999999556e-01,5.151120000000000143e-01,6.354477760000000197e-01,3.243382700000000085e+01,4.112409709999999968e-02
8.000000000000000444e-01,5.785400000000000542e-01,6.298902819999999680e-01,3.220642730000000142e+01,-1.522739750000000059e-01
9.000000000000000222e-01,6.404649999999999510e-01,6.065591689999999536e-01,3.123929000000000045e+01,-2.625446169999999801e-01
1.000000000000000000e+00,6.998529999999999474e-01,5.816650370000000514e-01,3.018506710000000126e+01,-2.353380300000000036e-01
1.100000000000000089e+00,7.568770000000000220e-01,5.587946769999999619e-01,2.919622629999999930e+01,-2.366440569999999910e-01
1.199999999999999956e+00,8.115210000000000479e-01,5.335741659999999609e-01,2.808322880000000055e+01,-2.677661709999999973e-01
1.300000000000000044e+00,8.634960000000000413e-01,5.058576000000000183e-01,2.683291420000000116e+01,-2.653020079999999781e-01
1.399999999999999911e+00,9.128560000000000008e-01,4.823482020000000037e-01,2.575025379999999942e+01,-2.048859530000000095e-01
1.500000000000000000e+00,9.601669999999999927e-01,4.648804089999999944e-01,2.493279349999999894e+01,-1.444698990000000127e-01
1.600000000000000089e+00,1.005940000000000056e+00,4.506303750000000274e-01,2.425777390000000011e+01,-1.413411709999999877e-01
1.699999999999999956e+00,1.050300000000000011e+00,4.366115939999999918e-01,2.358663960000000159e+01,-1.390344619999999976e-01
1.800000000000000044e+00,1.093271000000000104e+00,4.228942989999999735e-01,2.292322479999999985e+01,-1.323363200000000073e-01
1.899999999999999911e+00,1.134924999999999962e+00,4.104568080000000063e-01,2.231603219999999865e+01,-1.164135010000000026e-01
2.000000000000000000e+00,1.175415000000000099e+00,3.996115989999999840e-01,2.178222260000000077e+01,-1.004906809999999984e-01
2.100000000000000089e+00,1.214900000000000091e+00,3.902930059999999979e-01,2.132035379999999947e+01,-8.824396380000000539e-02
2.200000000000000178e+00,1.253497000000000083e+00,3.817502609999999796e-01,2.089436900000000108e+01,-8.261092220000000597e-02
2.299999999999999822e+00,1.291269000000000000e+00,3.737708209999999753e-01,2.049427629999999922e+01,-7.697788070000000094e-02
2.399999999999999911e+00,1.328270000000000062e+00,3.663530870000000217e-01,2.012046429999999830e+01,-7.177225180000000593e-02
