# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,N,CH,H,HU,CTH,THU,DSU,X
1.000000000000000000e+00,5.400000000000000000e+02,7.338999999999999773e+02,8.827000000000000455e+02,6.007000000000000455e+02,3.948777000000000000e+06,5.182000000000000000e+03,1.254930000000000101e+00,2.947999999999999954e+00,3.601739999999999942e+00,3.601739999999999942e+00,7.430999999999999828e-01,1.350999999999999979e+00,1.727500000000000036e+00,0.000000000000000000e+00,1.041999999999999958e-03,8.500000000000000611e-03,7.749999999999999728e-04,5.697460000000000413e+00,7.430170000000000385e-01,1.043199999999999987e-03,1.045799999999999941e-03,1.043199999999999987e-03,1.045799999999999941e-03,7.799999999999999859e-04,0.000000000000000000e+00
2.000000000000000000e+00,5.400000000000000000e+02,7.311000000000000227e+02,8.823999999999999773e+02,5.997999999999999545e+02,3.954800000000000000e+06,5.176000000000000000e+03,1.251519999999999966e+00,2.948690000000000033e+00,3.593809999999999949e+00,3.593850000000000211e+00,7.496000000000000441e-01,1.350999999999999979e+00,1.735219999999999985e+00,0.000000000000000000e+00,1.041999999999999958e-03,8.500000000000000611e-03,7.810000000000000102e-04,5.698739999999999917e+00,7.494640000000000191e-01,1.043099999999999930e-03,1.045700000000000102e-03,1.043099999999999930e-03,1.045700000000000102e-03,7.799999999999999859e-04,8.000000000000000167e-03
3.000000000000000000e+00,5.400000000000000000e+02,7.282000000000000455e+02,8.821000000000000227e+02,5.990000000000000000e+02,3.960248000000000000e+06,5.169000000000000000e+03,1.248059999999999947e+00,2.949409999999999865e+00,3.585799999999999876e+00,3.585980000000000167e+00,7.560999999999999943e-01,1.350899999999999990e+00,1.704269999999999952e+00,1.626000000000000015e-02,1.043000000000000090e-03,8.500000000000000611e-03,7.879999999999999635e-04,5.700009999999999799e+00,7.560289999999999511e-01,1.043199999999999987e-03,1.045799999999999941e-03,1.043199999999999987e-03,1.045799999999999941e-03,7.900000000000000121e-04,1.499999999999999944e-02
4.000000000000000000e+00,5.400000000000000000e+02,7.253999999999999773e+02,8.817999999999999545e+02,5.981000000000000227e+02,3.965104000000000000e+06,5.163000000000000000e+03,1.244569999999999954e+00,2.950120000000000076e+00,3.577669999999999906e+00,3.578089999999999993e+00,7.628000000000000336e-01,1.350800000000000001e+00,1.640290000000000026e+00,7.847999999999999421e-02,1.043000000000000090e-03,8.500000000000000611e-03,7.950000000000000252e-04,5.709439999999999849e+00,8.063550000000000439e-01,1.048399999999999896e-03,1.051199999999999964e-03,1.048399999999999896e-03,1.051199999999999964e-03,8.499999999999999526e-04,7.000000000000000666e-02
5.000000000000000000e+00,5.400000000000000000e+02,7.227000000000000455e+02,8.816000000000000227e+02,5.972999999999999545e+02,3.969152000000000000e+06,5.157000000000000000e+03,1.241239999999999899e+00,2.950709999999999944e+00,3.569819999999999993e+00,3.570559999999999956e+00,7.691999999999999948e-01,1.350700000000000012e+00,1.651690000000000103e+00,6.180999999999999689e-02,1.043000000000000090e-03,8.500000000000000611e-03,8.030000000000000028e-04,5.709439999999999849e+00,8.063550000000000439e-01,1.048399999999999896e-03,1.051199999999999964e-03,1.048399999999999896e-03,1.051199999999999964e-03,8.499999999999999526e-04,7.000000000000000666e-02
6.000000000000000000e+00,5.400000000000000000e+02,7.196000000000000227e+02,8.812000000000000455e+02,5.963999999999999773e+02,3.973119000000000000e+06,5.149000000000000000e+03,1.237419999999999964e+00,2.951639999999999819e+00,3.561100000000000154e+00,3.562269999999999825e+00,7.765999999999999570e-01,1.350600000000000023e+00,1.649420000000000108e+00,5.931000000000000161e-02,1.044000000000000006e-03,8.500000000000000611e-03,8.109999999999999805e-04,5.709439999999999849e+00,8.063550000000000439e-01,1.048399999999999896e-03,1.051199999999999964e-03,1.048399999999999896e-03,1.051199999999999964e-03,8.499999999999999526e-04,7.000000000000000666e-02
7.000000000000000000e+00,5.400000000000000000e+02,7.166000000000000227e+02,8.808999999999999773e+02,5.955000000000000000e+02,3.976220000000000000e+06,5.141000000000000000e+03,1.233800000000000008e+00,2.952440000000000175e+00,3.552729999999999944e+00,3.554419999999999913e+00,7.835999999999999632e-01,1.350600000000000023e+00,1.551260000000000083e+00,1.566899999999999959e-01,1.044999999999999922e-03,8.600000000000000006e-03,8.189999999999999581e-04,5.709439999999999849e+00,8.063550000000000439e-01,1.048399999999999896e-03,1.051199999999999964e-03,1.048399999999999896e-03,1.051199999999999964e-03,8.499999999999999526e-04,7.000000000000000666e-02
8.000000000000000000e+00,5.400000000000000000e+02,7.137999999999999545e+02,8.806000000000000227e+02,5.947000000000000455e+02,3.978613000000000000e+06,5.136000000000000000e+03,1.230320000000000080e+00,2.953019999999999978e+00,3.544470000000000010e+00,3.546780000000000044e+00,7.903999999999999915e-01,1.350500000000000034e+00,1.578689999999999927e+00,1.222899999999999959e-01,1.046000000000000055e-03,8.600000000000000006e-03,8.270000000000000441e-04,5.709439999999999849e+00,8.063550000000000439e-01,1.048399999999999896e-03,1.051199999999999964e-03,1.048399999999999896e-03,1.051199999999999964e-03,8.499999999999999526e-04,7.000000000000000666e-02
9.000000000000000000e+00,5.400000000000000000e+02,7.105000000000000000e+02,8.802999999999999545e+02,5.937000000000000455e+02,3.980728000000000000e+06,5.126000000000000000e+03,1.226189999999999891e+00,2.954159999999999897e+00,3.535200000000000120e+00,3.538279999999999870e+00,7.985999999999999766e-01,1.350400000000000045e+00,1.596780000000000088e+00,9.779000000000000192e-02,1.046999999999999971e-03,8.600000000000000006e-03,8.360000000000000460e-04,5.709439999999999849e+00,8.063550000000000439e-01,1.048399999999999896e-03,1.051199999999999964e-03,1.048399999999999896e-03,1.051199999999999964e-03,8.499999999999999526e-04,7.000000000000000666e-02
1.000000000000000000e+01,5.400000000000000000e+02,7.072999999999999545e+02,8.800000000000000000e+02,5.927000000000000455e+02,3.982052000000000000e+06,5.116000000000000000e+03,1.222210000000000019e+00,2.955220000000000180e+00,3.526209999999999845e+00,3.530159999999999965e+00,8.064999999999999947e-01,1.350300000000000056e+00,1.502129999999999965e+00,1.912200000000000011e-01,1.048000000000000103e-03,8.600000000000000006e-03,8.450000000000000479e-04,5.709439999999999849e+00,8.063550000000000439e-01,1.048399999999999896e-03,1.051199999999999964e-03,1.048399999999999896e-03,1.051199999999999964e-03,8.499999999999999526e-04,7.000000000000000666e-02
