# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
2.100000000000000000e+01,7.009986999999999746e-01,1.042569800000000102e+00,1.042900099999999997e+00,-3.303000000000000055e-04,2.100000000000000000e+01
2.200000000000000000e+01,7.502706999999999571e-01,1.049169299999999971e+00,1.049333999999999989e+00,-1.645999999999999894e-04,2.200000000000000000e+01
2.300000000000000000e+01,8.020869999999999944e-01,1.057247499999999896e+00,1.056685099999999933e+00,5.624000000000000093e-04,2.300000000000000000e+01
2.400000000000000000e+01,8.573157999999999612e-01,1.067384399999999900e+00,1.065148599999999890e+00,2.235800000000000027e-03,2.400000000000000000e+01
2.500000000000000000e+01,9.156999999999999584e-01,1.079825599999999941e+00,1.074793899999999969e+00,5.031700000000000061e-03,2.500000000000000000e+01
2.600000000000000000e+01,1.166058500000000109e+00,1.152588200000000063e+00,1.127689200000000058e+00,2.489900000000000099e-02,2.600000000000000000e+01
2.700000000000000000e+01,1.644536100000000056e+00,1.360970999999999931e+00,1.451907000000000059e+00,-9.093600000000000294e-02,2.700000000000000000e+01
2.800000000000000000e+01,2.178769099999999792e+00,1.653938099999999967e+00,1.776630399999999943e+00,-1.226923000000000041e-01,2.800000000000000000e+01
2.900000000000000000e+01,2.776661799999999847e+00,2.021307900000000046e+00,2.124951199999999929e+00,-1.036432999999999938e-01,2.900000000000000000e+01
3.000000000000000000e+01,3.449273499999999881e+00,2.439677699999999838e+00,2.501038799999999895e+00,-6.136110000000000175e-02,3.000000000000000000e+01
3.100000000000000000e+01,4.204469399999999801e+00,2.881161399999999873e+00,2.901467999999999936e+00,-2.030660000000000104e-02,3.100000000000000000e+01
3.200000000000000000e+01,5.053236000000000061e+00,3.335892199999999974e+00,3.325942400000000188e+00,9.949700000000000558e-03,3.200000000000000000e+01
3.300000000000000000e+01,6.005658399999999730e+00,3.791606199999999927e+00,3.772420799999999907e+00,1.918539999999999829e-02,3.300000000000000000e+01
3.400000000000000000e+01,7.070993099999999920e+00,4.256027800000000028e+00,4.237897399999999593e+00,1.813040000000000138e-02,3.400000000000000000e+01
3.500000000000000000e+01,8.257096900000000517e+00,4.728638000000000119e+00,4.718339000000000283e+00,1.029900000000000086e-02,3.500000000000000000e+01
3.600000000000000000e+01,9.570095200000000801e+00,5.211828500000000197e+00,5.208920499999999620e+00,2.907900000000000155e-03,3.600000000000000000e+01
3.700000000000000000e+01,1.101384290000000021e+01,5.704635999999999818e+00,5.704087999999999603e+00,5.479999999999999845e-04,3.700000000000000000e+01
3.800000000000000000e+01,1.258969360000000037e+01,6.198885899999999616e+00,6.197902400000000256e+00,9.833999999999999426e-04,3.800000000000000000e+01
3.900000000000000000e+01,1.429604579999999991e+01,6.686082800000000326e+00,6.684164499999999620e+00,1.918400000000000010e-03,3.900000000000000000e+01
4.000000000000000000e+01,1.612830429999999993e+01,7.159023099999999751e+00,7.156805499999999931e+00,2.217600000000000127e-03,4.000000000000000000e+01
4.100000000000000000e+01,1.807859020000000072e+01,7.611953999999999887e+00,7.610011599999999987e+00,1.942399999999999943e-03,4.100000000000000000e+01
4.200000000000000000e+01,2.013596959999999925e+01,8.039658299999999258e+00,8.038597400000000448e+00,1.060799999999999981e-03,4.200000000000000000e+01
4.300000000000000000e+01,2.228636669999999853e+01,8.438727899999999948e+00,8.438068100000000626e+00,6.597999999999999915e-04,4.300000000000000000e+01
4.400000000000000000e+01,2.451307990000000103e+01,8.805116200000000504e+00,8.804919699999999239e+00,1.965000000000000058e-04,4.400000000000000000e+01
4.500000000000000000e+01,2.679687940000000168e+01,9.136596700000000126e+00,9.136596700000000126e+00,0.000000000000000000e+00,4.500000000000000000e+01
4.600000000000000000e+01,2.911677410000000066e+01,9.431689199999999218e+00,9.431689199999999218e+00,0.000000000000000000e+00,4.600000000000000000e+01
4.700000000000000000e+01,3.145022990000000007e+01,9.689772599999999514e+00,9.689772599999999514e+00,0.000000000000000000e+00,4.700000000000000000e+01
4.800000000000000000e+01,3.377411299999999983e+01,9.911503500000000244e+00,9.911503500000000244e+00,0.000000000000000000e+00,4.800000000000000000e+01
4.900000000000000000e+01,3.606494320000000187e+01,1.009835980000000077e+01,1.009835980000000077e+01,0.000000000000000000e+00,4.900000000000000000e+01
5.000000000000000000e+01,3.829993000000000336e+01,1.025266030000000050e+01,1.025266030000000050e+01,0.000000000000000000e+00,5.000000000000000000e+01
5.100000000000000000e+01,4.045717719999999673e+01,1.037724339999999934e+01,1.037724339999999934e+01,0.000000000000000000e+00,5.100000000000000000e+01
5.200000000000000000e+01,4.251673530000000056e+01,1.047544949999999986e+01,1.047544949999999986e+01,0.000000000000000000e+00,5.200000000000000000e+01
5.300000000000000000e+01,4.446069250000000039e+01,1.055078130000000058e+01,1.055078130000000058e+01,0.000000000000000000e+00,5.300000000000000000e+01
5.400000000000000000e+01,4.627418370000000181e+01,1.060689089999999979e+01,1.060689089999999979e+01,0.000000000000000000e+00,5.400000000000000000e+01
5.500000000000000000e+01,4.794532610000000261e+01,1.064726070000000036e+01,1.064726070000000036e+01,0.000000000000000000e+00,5.500000000000000000e+01
5.600000000000000000e+01,4.946614259999999774e+01,1.067522959999999976e+01,1.067522959999999976e+01,0.000000000000000000e+00,5.600000000000000000e+01
5.700000000000000000e+01,5.083232149999999905e+01,1.069372360000000022e+01,1.069372360000000022e+01,0.000000000000000000e+00,5.700000000000000000e+01
5.800000000000000000e+01,5.204402890000000070e+01,1.070534360000000085e+01,1.070534360000000085e+01,0.000000000000000000e+00,5.800000000000000000e+01
5.900000000000000000e+01,5.310549089999999950e+01,1.071216169999999934e+01,1.071216169999999934e+01,0.000000000000000000e+00,5.900000000000000000e+01
6.000000000000000000e+01,5.402568689999999663e+01,1.071585250000000045e+01,1.071587650000000025e+01,-2.400000000000000061e-05,6.000000000000000000e+01
6.100000000000000000e+01,5.481777329999999893e+01,1.071767550000000035e+01,1.071767550000000035e+01,0.000000000000000000e+00,6.100000000000000000e+01
6.200000000000000000e+01,5.549967469999999992e+01,1.071844800000000042e+01,1.071844800000000042e+01,0.000000000000000000e+00,6.200000000000000000e+01
6.300000000000000000e+01,5.609340029999999899e+01,1.071870629999999913e+01,1.071869240000000012e+01,1.399999999999999979e-05,6.300000000000000000e+01
6.400000000000000000e+01,5.662558870000000155e+01,1.071875670000000014e+01,1.071875670000000014e+01,0.000000000000000000e+00,6.400000000000000000e+01
6.500000000000000000e+01,5.712681789999999893e+01,1.071875000000000000e+01,1.071875000000000000e+01,0.000000000000000000e+00,6.500000000000000000e+01
