# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
1.000000000000000000e+00,0.000000000000000000e+00,1.000625600000000004e+00,1.000625600000000004e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,3.062329999999999913e-02,1.000699199999999900e+00,1.000710599999999895e+00,-1.139999999999999927e-05,2.000000000000000000e+00
3.000000000000000000e+00,6.126859999999999945e-02,1.000931000000000015e+00,1.000906099999999910e+00,2.489999999999999877e-05,3.000000000000000000e+00
4.000000000000000000e+00,9.200220000000000620e-02,1.001321499999999975e+00,1.001316300000000048e+00,5.100000000000000299e-06,4.000000000000000000e+00
5.000000000000000000e+00,1.221937000000000023e-01,1.001858399999999927e+00,1.001877399999999918e+00,-1.900000000000000105e-05,5.000000000000000000e+00
6.000000000000000000e+00,1.537578000000000000e-01,1.002583000000000002e+00,1.002611300000000094e+00,-2.820000000000000105e-05,6.000000000000000000e+00
7.000000000000000000e+00,1.848406999999999967e-01,1.003460500000000089e+00,1.003524700000000047e+00,-6.420000000000000197e-05,7.000000000000000000e+00
8.000000000000000000e+00,2.155954999999999955e-01,1.004491000000000023e+00,1.004455799999999899e+00,3.520000000000000180e-05,8.000000000000000000e+00
9.000000000000000000e+00,2.479620999999999909e-01,1.005751499999999909e+00,1.005709900000000045e+00,4.160000000000000151e-05,9.000000000000000000e+00
1.000000000000000000e+01,2.802436999999999845e-01,1.007189499999999960e+00,1.007172399999999968e+00,1.720000000000000134e-05,1.000000000000000000e+01
1.100000000000000000e+01,3.125571999999999795e-01,1.008810500000000054e+00,1.008832600000000079e+00,-2.209999999999999847e-05,1.100000000000000000e+01
1.200000000000000000e+01,3.460963000000000234e-01,1.010684300000000091e+00,1.010703099999999965e+00,-1.879999999999999957e-05,1.200000000000000000e+01
1.300000000000000000e+01,3.804786000000000001e-01,1.012808900000000012e+00,1.012839800000000068e+00,-3.089999999999999892e-05,1.300000000000000000e+01
1.400000000000000000e+01,4.153704999999999758e-01,1.015177199999999891e+00,1.015247800000000034e+00,-7.059999999999999490e-05,1.400000000000000000e+01
1.500000000000000000e+01,4.511816000000000160e-01,1.017835299999999998e+00,1.017765100000000089e+00,7.030000000000000116e-05,1.500000000000000000e+01
1.600000000000000000e+01,4.888650999999999969e-01,1.020881699999999892e+00,1.020804000000000045e+00,7.770000000000000485e-05,1.600000000000000000e+01
1.700000000000000000e+01,5.276258000000000337e-01,1.024267400000000050e+00,1.024239200000000016e+00,2.830000000000000010e-05,1.700000000000000000e+01
1.800000000000000000e+01,5.677801999999999572e-01,1.028025299999999920e+00,1.028094000000000063e+00,-6.870000000000000293e-05,1.800000000000000000e+01
1.900000000000000000e+01,6.103140000000000231e-01,1.032280199999999981e+00,1.032465600000000094e+00,-1.854000000000000071e-04,1.900000000000000000e+01
2.000000000000000000e+01,6.545815999999999857e-01,1.037069599999999925e+00,1.037434500000000037e+00,-3.647999999999999767e-04,2.000000000000000000e+01
