# POINT,X,X_IN,Mach,DM_over_DX,D2M_over_DX2,D3M_over_DX3,W_Q_over_Astar,DW_over_DX,D2W_over_DX2,D3W_over_DX3
1.000000000000000000e+00,1.561327999999999960e+01,3.903319999999999901e+00,4.000000000000000000e+00,5.806466999999999812e-17,3.036781999999999901e-17,1.195767000000000010e-02,2.138090000000000046e+00,7.389731000000000326e-18,3.864829000000000129e-18,1.521819999999999900e-03
2.000000000000000000e+00,1.511801999999999957e+01,3.779510000000000147e+00,3.999763000000000179e+00,1.429235000000000054e-03,-5.696483999999999923e-03,1.104649000000000082e-02,2.138059999999999850e+00,1.819195000000000122e-04,-7.252228000000000320e-04,1.407824000000000011e-03
3.000000000000000000e+00,1.462655999999999956e+01,3.656639999999999890e+00,3.998158000000000101e+00,5.526490000000000222e-03,-1.090321999999999993e-02,1.014229999999999993e-02,2.137855000000000061e+00,7.040819999999999718e-04,-1.391307999999999954e-03,1.305313999999999910e-03
4.000000000000000000e+00,1.413896000000000086e+01,3.534740000000000215e+00,3.993975999999999971e+00,1.201297999999999949e-02,-1.562985000000000069e-02,9.245207999999999551e-03,2.137322000000000166e+00,1.534133000000000024e-03,-2.006570000000000055e-03,1.221897999999999908e-03
5.000000000000000000e+00,1.365531000000000006e+01,3.413829999999999920e+00,3.986167000000000016e+00,2.061914000000000108e-02,-1.988619000000000150e-02,8.355365999999999488e-03,2.136321999999999832e+00,2.644983999999999964e-03,-2.582183999999999955e-03,1.162595999999999899e-03
6.000000000000000000e+00,1.317566000000000059e+01,3.293919999999999959e+00,3.973840000000000039e+00,3.108469999999999983e-02,-2.368216000000000071e-02,7.472910000000000143e-03,2.134736000000000189e+00,4.015748999999999881e-03,-3.131009000000000136e-03,1.130560999999999979e-03
7.000000000000000000e+00,1.270011000000000045e+01,3.175030000000000019e+00,3.956249999999999822e+00,4.315876999999999908e-02,-2.702786000000000077e-02,6.597986000000000129e-03,2.132451999999999792e+00,5.632149999999999830e-03,-3.666790000000000067e-03,1.127731000000000089e-03
8.000000000000000000e+00,1.222874000000000017e+01,3.057179999999999787e+00,3.932792000000000066e+00,5.659983999999999849e-02,-2.993356999999999962e-02,5.730749000000000259e-03,2.129370000000000207e+00,7.486592000000000247e-03,-4.203652999999999904e-03,1.155343999999999989e-03
9.000000000000000000e+00,1.176163000000000025e+01,2.940409999999999968e+00,3.902995000000000214e+00,7.117590999999999501e-02,-3.240972000000000297e-02,4.871361000000000267e-03,2.125394000000000005e+00,9.578033999999999160e-03,-4.755839999999999894e-03,1.214339999999999951e-03
1.000000000000000000e+01,1.129889000000000010e+01,2.824720000000000120e+00,3.866511000000000031e+00,8.666456999999999633e-02,-3.446695000000000314e-02,4.019993000000000351e-03,2.120432000000000095e+00,1.191176000000000040e-02,-5.337594999999999666e-03,1.305631999999999930e-03
1.100000000000000000e+01,1.084060000000000024e+01,2.710150000000000059e+00,3.823113000000000206e+00,1.028530000000000000e-01,-3.611605999999999844e-02,3.176826000000000216e-03,2.114392000000000049e+00,1.449907999999999926e-02,-5.963172000000000091e-03,1.430281999999999951e-03
