# POINT,X,X_IN,Mach,DM_over_DX,D2M_over_DX2,D3M_over_DX3,W_Q_over_Astar,DW_over_DX,D2W_over_DX2,D3W_over_DX3
1.200000000000000000e+01,1.038687000000000005e+01,2.596719999999999917e+00,3.772682000000000091e+00,1.195383000000000001e-01,-3.736808999999999964e-02,2.342049000000000127e-03,2.107175999999999938e+00,1.735712000000000019e-02,-6.646870000000000035e-03,1.589570999999999909e-03
1.300000000000000000e+01,9.937810000000000699e+00,2.484449999999999825e+00,3.715202999999999811e+00,1.365271000000000123e-01,-3.823431000000000052e-02,1.515866000000000045e-03,2.098686999999999969e+00,2.050845999999999919e-02,-7.403098000000000317e-03,1.784989000000000063e-03
1.400000000000000000e+01,9.493539999999999424e+00,2.373390000000000111e+00,3.650755000000000194e+00,1.536362000000000005e-01,-3.872619000000000061e-02,6.984883999999999581e-04,2.088817999999999842e+00,2.398093999999999920e-02,-8.246385999999999647e-03,2.018128000000000109e-03
1.500000000000000000e+01,9.054180000000000561e+00,2.263539999999999885e+00,3.579508999999999830e+00,1.706923999999999941e-01,-3.885550000000000115e-02,-1.098555000000000056e-04,2.077456999999999887e+00,2.780728999999999840e-02,-9.191332999999999448e-03,2.290481999999999935e-03
1.600000000000000000e+01,8.619859999999999189e+00,2.154959999999999987e+00,3.501713000000000076e+00,1.875326999999999966e-01,-3.863426999999999834e-02,-9.089241000000000074e-04,2.064480000000000093e+00,3.202478000000000269e-02,-1.025241999999999994e-02,2.603116999999999844e-03
1.700000000000000000e+01,8.190720000000000667e+00,2.047680000000000167e+00,3.417692999999999870e+00,2.040041999999999967e-01,-3.807479999999999892e-02,-1.698459000000000036e-03,2.049758000000000191e+00,3.667468000000000117e-02,-1.144369999999999936e-02,2.956213999999999977e-03
1.800000000000000000e+01,7.766910000000000203e+00,1.941729999999999956e+00,3.327838999999999992e+00,2.199646000000000101e-01,-3.718976000000000226e-02,-2.478184000000000029e-03,2.033148000000000177e+00,4.180148999999999671e-02,-1.277816000000000021e-02,3.348424000000000018e-03
1.900000000000000000e+01,7.348600000000000243e+00,1.837150000000000061e+00,3.232603999999999811e+00,2.352822999999999998e-01,-3.599212999999999718e-02,-3.247800999999999813e-03,2.014501999999999793e+00,4.745190999999999992e-02,-1.426695000000000046e-02,3.776041999999999853e-03
2.000000000000000000e+01,6.935959999999999681e+00,1.733989999999999920e+00,3.132492000000000054e+00,2.498362000000000083e-01,-3.449531000000000125e-02,-4.006993000000000360e-03,1.993660999999999905e+00,5.367331000000000185e-02,-1.591816000000000064e-02,4.231948000000000133e-03
2.100000000000000000e+01,6.529169999999999696e+00,1.632290000000000019e+00,3.028054000000000023e+00,2.635163999999999840e-01,-3.271306999999999687e-02,-4.755411999999999660e-03,1.970461000000000018e+00,6.051171999999999801e-02,-1.773521999999999946e-02,4.704337000000000275e-03
2.200000000000000000e+01,6.128429999999999822e+00,1.532110000000000083e+00,2.919880000000000031e+00,2.762240000000000251e-01,-3.065970000000000154e-02,-5.492684999999999755e-03,1.944736999999999938e+00,6.800915000000000432e-02,-1.971494000000000024e-02,5.175273999999999673e-03
2.300000000000000000e+01,5.733979999999999855e+00,1.433499999999999996e+00,2.808596000000000092e+00,2.878717000000000081e-01,-2.834996999999999864e-02,-6.218402999999999951e-03,1.916322000000000081e+00,7.620010000000000672e-02,-2.184505000000000127e-02,5.619181000000000002e-03
2.400000000000000000e+01,5.346049999999999969e+00,1.336510000000000087e+00,2.694850999999999885e+00,2.983836999999999740e-01,-2.579924000000000106e-02,-6.932121999999999763e-03,1.885062999999999933e+00,8.510729999999999684e-02,-2.410148000000000151e-02,6.001443000000000402e-03
2.500000000000000000e+01,4.964909999999999712e+00,1.241230000000000055e+00,2.579317000000000082e+00,3.076962999999999782e-01,-2.302349000000000062e-02,-7.633349000000000210e-03,1.850818000000000074e+00,9.473668999999999840e-02,-2.644550000000000026e-02,6.277457000000000176e-03
2.600000000000000000e+01,4.590860000000000163e+00,1.147710000000000008e+00,2.462679000000000062e+00,3.157582999999999918e-01,-2.003947999999999841e-02,-8.321544000000000163e-03,1.813476000000000088e+00,1.050717000000000040e-01,-2.882103999999999916e-02,6.392537999999999693e-03
2.700000000000000000e+01,4.224210000000000242e+00,1.056049999999999933e+00,2.345629999999999882e+00,3.225313000000000208e-01,-1.686475999999999947e-02,-8.996103999999999559e-03,1.772961999999999927e+00,1.160675000000000040e-01,-3.115274999999999989e-02,6.283201000000000411e-03
2.800000000000000000e+01,3.865340000000000220e+00,9.663399999999999768e-01,2.228868999999999989e+00,3.279900000000000038e-01,-1.351788999999999942e-02,-9.656351999999999991e-03,1.729255999999999904e+00,1.276449000000000056e-01,-3.334539000000000253e-02,5.880350999999999807e-03
2.900000000000000000e+01,3.514670000000000183e+00,8.786699999999999511e-01,2.113090999999999831e+00,3.321234000000000131e-01,-1.001853999999999939e-02,-1.030152999999999971e-02,1.682403000000000093e+00,1.396862000000000104e-01,-3.528533999999999837e-02,5.114775000000000224e-03
3.000000000000000000e+01,3.172670000000000101e+00,7.931700000000000417e-01,1.998987000000000069e+00,3.349350999999999856e-01,-6.387756999999999984e-03,-1.093074999999999949e-02,1.632533000000000012e+00,1.520323000000000091e-01,-3.684488999999999820e-02,3.924974000000000345e-03
3.100000000000000000e+01,2.839869999999999894e+00,7.099699999999999900e-01,1.887237000000000053e+00,3.364442999999999739e-01,-2.648181999999999793e-03,-1.154302999999999926e-02,1.579876000000000058e+00,1.644832999999999990e-01,-3.788988000000000078e-02,2.266807999999999931e-03
3.200000000000000000e+01,2.516929999999999890e+00,6.292299999999999560e-01,1.778510999999999953e+00,3.366872000000000198e-01,1.175524000000000057e-03,-1.213719000000000083e-02,1.524771000000000098e+00,1.768029000000000128e-01,-3.829069000000000222e-02,1.237292999999999878e-04
3.300000000000000000e+01,2.204590000000000050e+00,5.511500000000000288e-01,1.673470000000000013e+00,3.357186999999999810e-01,5.056188999999999996e-03,-1.271184000000000029e-02,1.467683000000000071e+00,1.887283999999999906e-01,-3.793594000000000133e-02,-2.484333999999999935e-03
3.400000000000000000e+01,1.903769999999999962e+00,4.759399999999999742e-01,1.572767000000000026e+00,3.336142000000000274e-01,8.963387999999999217e-03,-1.326529000000000076e-02,1.409208000000000016e+00,1.999842000000000009e-01,-3.674768999999999952e-02,-5.495690999999999597e-03
3.500000000000000000e+01,1.615609999999999991e+00,4.038999999999999813e-01,1.477057000000000064e+00,3.304732000000000225e-01,1.286233999999999988e-02,-1.379546000000000071e-02,1.350079999999999947e+00,2.103009000000000128e-01,-3.469628000000000295e-02,-8.807172999999999738e-03
3.600000000000000000e+01,1.341550000000000020e+00,3.353900000000000214e-01,1.387019999999999920e+00,3.264238999999999891e-01,1.671212999999999865e-02,-1.429966000000000050e-02,1.291176000000000101e+00,2.194361999999999979e-01,-3.181290999999999980e-02,-1.228090000000000084e-02
3.700000000000000000e+01,1.083550000000000013e+00,2.708900000000000197e-01,1.303398999999999974e+00,3.216307999999999945e-01,2.046275999999999998e-02,-1.477435000000000033e-02,1.233538999999999941e+00,2.271971999999999881e-01,-2.819922000000000054e-02,-1.575667000000000040e-02
3.800000000000000000e+01,8.443399999999999794e-01,2.110899999999999999e-01,1.227084000000000064e+00,3.163093000000000155e-01,2.404943000000000011e-02,-1.521442999999999927e-02,1.178423999999999916e+00,2.334603000000000095e-01,-2.403504000000000057e-02,-1.906677999999999845e-02
3.900000000000000000e+01,6.282600000000000406e-01,1.570699999999999874e-01,1.159321999999999964e+00,3.107542999999999833e-01,2.737995999999999833e-02,-1.561198999999999920e-02,1.127450000000000063e+00,2.381853999999999916e-01,-1.959212000000000106e-02,-2.204715000000000147e-02
4.000000000000000000e+01,4.433599999999999763e-01,1.108399999999999941e-01,1.102346999999999966e+00,3.054227999999999943e-01,3.029812000000000130e-02,-1.595217000000000163e-02,1.083096999999999976e+00,2.414168999999999898e-01,-1.528470000000000002e-02,-2.452874999999999847e-02
4.100000000000000000e+01,3.169100000000000250e-01,7.922999999999999488e-02,1.063974999999999893e+00,3.014635999999999982e-01,3.232994000000000145e-02,-1.618481000000000086e-02,1.052456999999999976e+00,2.431491000000000069e-01,-1.207920000000000001e-02,-2.616160000000000013e-02
