# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,6.282615200000000177e-01,0.000000000000000000e+00,1.159321899999999905e+00,5.960674399999999906e+01,2.591842000000000201e+00,0.000000000000000000e+00,1.570653999999999939e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.293962099999999893e-01,1.661795600000000039e-01,1.194128599999999985e+00,5.686980199999999996e+01,3.414509699999999981e+00,8.226677100000000520e-01,1.823490999999999862e-01,4.154490000000000266e-02
3.000000000000000000e+00,8.282487499999999780e-01,3.174405699999999775e-01,1.234512700000000018e+00,5.409946800000000167e+01,4.427619599999999878e+00,1.835777599999999898e+00,2.070622000000000018e-01,7.936010000000000286e-02
4.000000000000000000e+00,9.226502699999999946e-01,4.532671699999999970e-01,1.279098199999999963e+00,5.142575099999999821e+01,5.602912400000000126e+00,3.011070399999999925e+00,2.306625999999999954e-01,1.133167999999999953e-01
5.000000000000000000e+00,1.011088500000000057e+00,5.742873499999999742e-01,1.326830799999999977e+00,4.890978199999999987e+01,6.911183699999999597e+00,4.319341699999999840e+00,2.527720999999999996e-01,1.435717999999999994e-01
6.000000000000000000e+00,1.092376000000000014e+00,6.812760100000000429e-01,1.376860100000000031e+00,4.657628499999999860e+01,8.323240200000000755e+00,5.731398200000000109e+00,2.730940000000000034e-01,1.703189999999999982e-01
7.000000000000000000e+00,1.165580099999999897e+00,7.749097999999999820e-01,1.428468499999999919e+00,4.443104900000000157e+01,9.810798800000000597e+00,7.218956900000000232e+00,2.913950000000000151e-01,1.937273999999999941e-01
8.000000000000000000e+00,1.230020700000000078e+00,8.557451400000000152e-01,1.481031500000000056e+00,4.247007800000000088e+01,1.134723600000000054e+01,8.755394199999999572e+00,3.075051999999999786e-01,2.139362999999999959e-01
9.000000000000000000e+00,1.285280800000000001e+00,9.242624900000000476e-01,1.533995500000000067e+00,4.068443299999999851e+01,1.290816500000000033e+01,1.031632300000000058e+01,3.213202000000000003e-01,2.310656000000000099e-01
1.000000000000000000e+01,1.331211499999999992e+00,9.809251700000000129e-01,1.586867400000000039e+00,3.906284200000000340e+01,1.447183300000000017e+01,1.187999100000000041e+01,3.328029000000000126e-01,2.452313000000000132e-01
1.100000000000000000e+01,1.367925499999999905e+00,1.026233699999999915e+00,1.639208699999999963e+00,3.759315099999999887e+01,1.601933999999999969e+01,1.342749799999999993e+01,3.419813999999999909e-01,2.565584000000000198e-01
1.200000000000000000e+01,1.395778200000000080e+00,1.060768600000000061e+00,1.690632700000000099e+00,3.626313700000000040e+01,1.753470799999999841e+01,1.494286600000000043e+01,3.489444999999999908e-01,2.651920999999999862e-01
1.300000000000000000e+01,1.415337999999999985e+00,1.085218500000000086e+00,1.740802600000000089e+00,3.506096200000000351e+01,1.900480699999999956e+01,1.641296499999999980e+01,3.538344999999999962e-01,2.713046000000000069e-01
1.400000000000000000e+01,1.427349399999999990e+00,1.100394300000000047e+00,1.789429299999999889e+00,3.397543399999999991e+01,2.041918499999999881e+01,1.782734299999999905e+01,3.568373000000000239e-01,2.750986000000000264e-01
1.500000000000000000e+01,1.432691900000000018e+00,1.107229699999999983e+00,1.836269499999999999e+00,3.299612900000000337e+01,2.176982599999999834e+01,1.917798399999999859e+01,3.581730000000000191e-01,2.768073999999999812e-01
1.600000000000000000e+01,1.432338600000000017e+00,1.106771500000000019e+00,1.881122500000000031e+00,3.211345399999999728e+01,2.305086599999999919e+01,2.045902399999999943e+01,3.580846999999999780e-01,2.766929000000000194e-01
1.700000000000000000e+01,1.427317600000000075e+00,1.100161299999999898e+00,1.923827100000000012e+00,3.131865099999999913e+01,2.425829099999999983e+01,2.166644900000000007e+01,3.568294000000000188e-01,2.750403000000000153e-01
1.800000000000000000e+01,1.418676899999999907e+00,1.088613400000000064e+00,1.964257900000000001e+00,3.060377400000000137e+01,2.538964400000000055e+01,2.279780200000000079e+01,3.546692000000000178e-01,2.721533999999999898e-01
1.900000000000000000e+01,1.407456599999999947e+00,1.073389799999999950e+00,2.002321799999999818e+00,2.996164999999999878e+01,2.644374300000000133e+01,2.385190100000000157e+01,3.518641000000000130e-01,2.683474000000000137e-01
2.000000000000000000e+01,1.394665499999999891e+00,1.055774599999999896e+00,2.037953599999999810e+00,2.938583099999999959e+01,2.742043200000000169e+01,2.482858999999999838e+01,3.486663999999999874e-01,2.639437000000000033e-01
2.100000000000000000e+01,1.381264700000000012e+00,1.037051500000000015e+00,2.071113400000000215e+00,2.887053299999999822e+01,2.832035799999999881e+01,2.572851599999999905e+01,3.453162000000000176e-01,2.592629000000000183e-01
2.200000000000000000e+01,1.368156399999999939e+00,1.018481600000000098e+00,2.101782500000000109e+00,2.841057899999999847e+01,2.914478700000000089e+01,2.655294500000000113e+01,3.420390999999999848e-01,2.546204000000000245e-01
2.300000000000000000e+01,1.356176300000000001e+00,1.001286099999999957e+00,2.129960800000000098e+00,2.800133999999999901e+01,2.989545100000000133e+01,2.730360900000000157e+01,3.390441000000000149e-01,2.503214999999999746e-01
2.400000000000000000e+01,1.346090100000000067e+00,9.866304200000000080e-01,2.155664300000000200e+00,2.763867499999999922e+01,3.057442599999999899e+01,2.798258399999999924e+01,3.365225000000000022e-01,2.466576000000000046e-01
2.500000000000000000e+01,1.338592299999999957e+00,9.756115499999999940e-01,2.178923399999999955e+00,2.731887299999999996e+01,3.118404200000000159e+01,2.859219999999999828e+01,3.346481000000000039e-01,2.439029000000000058e-01
2.600000000000000000e+01,1.334305999999999992e+00,9.692466800000000271e-01,2.199781000000000208e+00,2.703860299999999839e+01,3.172681599999999946e+01,2.913497399999999971e+01,3.335764999999999980e-01,2.423116999999999910e-01
2.700000000000000000e+01,1.333783299999999894e+00,9.684631099999999604e-01,2.218291900000000094e+00,2.679485000000000028e+01,3.220541699999999707e+01,2.961357500000000087e+01,3.334458000000000144e-01,2.421157999999999921e-01
2.800000000000000000e+01,1.337504599999999932e+00,9.740880899999999620e-01,2.234522300000000072e+00,2.658486999999999867e+01,3.262264100000000155e+01,3.003079899999999824e+01,3.343762000000000123e-01,2.435219999999999885e-01
2.900000000000000000e+01,1.345877699999999955e+00,9.868376300000000212e-01,2.248549999999999827e+00,2.640613199999999949e+01,3.298142099999999743e+01,3.038957900000000123e+01,3.364693999999999741e-01,2.467093999999999954e-01
3.000000000000000000e+01,1.359233099999999972e+00,1.007303400000000071e+00,2.260465400000000180e+00,2.625626700000000113e+01,3.328484199999999760e+01,3.069300000000000139e+01,3.398083000000000076e-01,2.518258999999999914e-01
3.100000000000000000e+01,1.377818100000000046e+00,1.035936500000000038e+00,2.270372200000000174e+00,2.613300600000000173e+01,3.353618500000000324e+01,3.094434299999999993e+01,3.444544999999999968e-01,2.589840999999999949e-01
3.200000000000000000e+01,1.401786100000000035e+00,1.073027100000000011e+00,2.278389900000000079e+00,2.603412799999999905e+01,3.373897699999999844e+01,3.114713499999999868e+01,3.504464999999999941e-01,2.682568000000000175e-01
3.300000000000000000e+01,1.431181999999999954e+00,1.118679200000000096e+00,2.284655799999999903e+00,2.595739599999999925e+01,3.389707400000000348e+01,3.130523200000000017e+01,3.577954999999999885e-01,2.796698000000000239e-01
3.400000000000000000e+01,1.465922799999999970e+00,1.172779000000000016e+00,2.289327899999999971e+00,2.590048600000000079e+01,3.401473699999999667e+01,3.142289500000000046e+01,3.664806999999999926e-01,2.931947999999999777e-01
3.500000000000000000e+01,1.505772200000000005e+00,1.234957300000000036e+00,2.292588700000000035e+00,2.586092199999999863e+01,3.409674400000000105e+01,3.150490200000000129e+01,3.764430999999999750e-01,3.087392999999999943e-01
3.600000000000000000e+01,1.550310300000000030e+00,1.304543999999999926e+00,2.294648500000000091e+00,2.583599299999999843e+01,3.414849999999999852e+01,3.155665799999999876e+01,3.875776000000000221e-01,3.261359999999999815e-01
3.700000000000000000e+01,1.598896700000000060e+00,1.380516000000000076e+00,2.295749999999999957e+00,2.582268300000000139e+01,3.417616199999999793e+01,3.158432000000000173e+01,3.997241999999999740e-01,3.451290000000000191e-01
3.800000000000000000e+01,1.650629200000000019e+00,1.461438100000000073e+00,2.296172199999999997e+00,2.581758500000000112e+01,3.418676200000000165e+01,3.159491999999999834e+01,4.126573000000000047e-01,3.653595000000000037e-01
