# Untitled0,STA_IN,Y_IN,DELR_IN,R_IN,DY_over_DX,D2Y_over_DX2,DA_over_DX,DR_over_DX,MACH_NO,_____DM_over_DX,PE_over_PO,BETA
2.000000000000000000e+01,1.636450000000000127e-01,2.592670000000000252e-01,1.242999999999999964e-03,2.605103999999999753e-01,1.132219000000000003e-01,9.619678999999999869e-01,2.478399999999999961e-03,1.157003000000000059e-01,1.322990099999999947e+00,1.807912500000000033e+00,3.497500000000000053e-01,-6.651899999999999480e-01
2.100000000000000000e+01,1.752499999999999891e-01,2.606419999999999848e-01,1.273100000000000100e-03,2.619156000000000262e-01,1.259869999999999879e-01,1.301123299999999983e+00,2.736699999999999897e-03,1.287236999999999965e-01,1.344311100000000092e+00,1.896734799999999943e+00,3.396299999999999875e-01,-6.939600000000000213e-01
2.200000000000000000e+01,1.875680000000000125e-01,2.622920000000000251e-01,1.308700000000000098e-03,2.636009999999999742e-01,1.446436000000000111e-01,1.703400000000000025e+00,3.000000000000000062e-03,1.476436000000000137e-01,1.368451700000000049e+00,1.937022500000000091e+00,3.284400000000000097e-01,-7.034399999999999542e-01
2.300000000000000000e+01,2.005220000000000058e-01,2.643119999999999914e-01,1.349099999999999995e-03,2.656608999999999776e-01,1.692819000000000129e-01,1.984865000000000101e+00,3.364499999999999869e-03,1.726464000000000054e-01,1.393233900000000025e+00,2.035219300000000064e+00,3.172499999999999765e-01,-7.331100000000000394e-01
2.400000000000000000e+01,2.143289999999999917e-01,2.668460000000000276e-01,1.399199999999999966e-03,2.682453000000000198e-01,1.979072000000000053e-01,2.059434899999999846e+00,3.748800000000000049e-03,2.016561000000000048e-01,1.423132099999999900e+00,2.155399300000000018e+00,3.041400000000000214e-01,-7.678300000000000125e-01
2.500000000000000000e+01,2.289249999999999896e-01,2.699559999999999738e-01,1.455700000000000093e-03,2.714120999999999895e-01,2.277540999999999871e-01,1.998512999999999984e+00,4.211999999999999598e-03,2.319662000000000113e-01,1.454437999999999898e+00,2.285225899999999921e+00,2.908700000000000174e-01,-8.044799999999999729e-01
2.600000000000000000e+01,2.915150000000000241e-01,2.881469999999999865e-01,1.809999999999999977e-03,2.899570000000000203e-01,3.404001999999999861e-01,1.607806999999999986e+00,8.975399999999999698e-03,3.493755000000000055e-01,1.635152099999999997e+00,3.793562500000000171e+00,2.232899999999999885e-01,-1.249000000000000110e+00
2.700000000000000000e+01,4.111339999999999995e-01,3.402430000000000176e-01,3.641600000000000045e-03,3.438842999999999761e-01,4.888430000000000275e-01,9.755500999999999756e-01,1.331680000000000016e-02,5.021598000000000450e-01,2.296122500000000066e+00,3.031901799999999980e+00,8.045900000000000274e-02,-8.489100000000000534e-01
2.800000000000000000e+01,5.446919999999999540e-01,4.134849999999999914e-01,5.122599999999999723e-03,4.186072000000000126e-01,5.795576000000000061e-01,4.800713999999999815e-01,8.871900000000000272e-03,5.884295000000000497e-01,2.329192700000000116e+00,2.605723999999999818e-01,7.640299999999999869e-02,-9.162399999999999711e-02
2.900000000000000000e+01,6.941650000000000320e-01,5.053269999999999706e-01,6.077800000000000390e-03,5.114047999999999927e-01,6.180018999999999929e-01,9.804939999999999489e-02,7.363999999999999886e-03,6.253659999999999775e-01,2.370309900000000081e+00,2.812625000000000264e-01,7.164600000000000135e-02,-1.034400000000000042e-01
3.000000000000000000e+01,8.623180000000000289e-01,6.099189999999999889e-01,7.500299999999999676e-03,6.174197000000000157e-01,6.043834000000000151e-01,-1.495887999999999940e-01,8.202900000000000816e-03,6.125863000000000280e-01,2.418774299999999933e+00,2.895858000000000043e-01,6.642399999999999693e-02,-1.209800000000000042e-01
3.100000000000000000e+01,1.051117000000000079e+00,7.202899999999999858e-01,8.994600000000000165e-03,7.292849999999999611e-01,5.615993999999999708e-01,-2.371497999999999939e-01,8.146900000000000322e-03,5.697463000000000388e-01,2.473738099999999829e+00,2.885001999999999844e-01,6.097000000000000336e-02,-1.353100000000000136e-01
3.200000000000000000e+01,1.263309000000000015e+00,8.339729999999999643e-01,1.077859999999999929e-02,8.447516999999999943e-01,5.087648999999999644e-01,-2.313380999999999910e-01,8.688700000000000589e-03,5.174535999999999580e-01,2.534329899999999913e+00,2.803050000000000264e-01,5.548600000000000060e-02,-1.480400000000000049e-01
3.300000000000000000e+01,1.501414999999999944e+00,9.479020000000000223e-01,1.292259999999999937e-02,9.608242000000000171e-01,4.583995000000000153e-01,-1.829207999999999945e-01,9.419999999999999554e-03,4.678194999999999992e-01,2.599670000000000147e+00,2.675517000000000034e-01,5.014099999999999807e-02,-1.583700000000000108e-01
3.400000000000000000e+01,1.767748000000000097e+00,1.064006999999999925e+00,1.555529999999999934e-02,1.079562200000000027e+00,4.182030999999999943e-01,-1.340837000000000001e-01,1.028979999999999999e-02,4.284930000000000128e-01,2.668883000000000116e+00,2.521614999999999829e-01,4.505800000000000083e-02,-1.661400000000000099e-01
3.500000000000000000e+01,2.064274000000000164e+00,1.182160000000000100e+00,1.874019999999999853e-02,1.200899699999999903e+00,3.840038000000000062e-01,-1.020906000000000036e-01,1.118380000000000069e-02,3.951876000000000277e-01,2.741109499999999866e+00,2.355579999999999896e-01,4.032199999999999673e-02,-1.718500000000000028e-01
3.600000000000000000e+01,2.392523999999999873e+00,1.302956999999999921e+00,2.257230000000000000e-02,1.325529399999999969e+00,3.553046000000000260e-01,-8.169350000000000223e-02,1.210609999999999985e-02,3.674106999999999790e-01,2.815517900000000129e+00,2.187350999999999879e-01,3.598599999999999716e-02,-1.758200000000000041e-01
3.700000000000000000e+01,2.753461000000000158e+00,1.426158999999999955e+00,2.711320000000000049e-02,1.453272200000000014e+00,3.280954999999999844e-01,-7.327039999999999942e-02,1.300029999999999936e-02,3.410958000000000045e-01,2.891313400000000033e+00,2.023533000000000137e-01,3.207100000000000228e-02,-1.785299999999999943e-01
3.800000000000000000e+01,3.147422999999999860e+00,1.549720999999999904e+00,3.241519999999999818e-02,1.582136699999999951e+00,3.001387999999999834e-01,-6.821689999999999698e-02,1.389630000000000032e-02,3.140351000000000115e-01,2.967746399999999785e+00,1.868192999999999937e-01,2.857499999999999971e-02,-1.804000000000000048e-01
3.900000000000000000e+01,3.574011000000000049e+00,1.671521000000000035e+00,3.854559999999999931e-02,1.710066300000000039e+00,2.723066000000000098e-01,-6.191560000000000119e-02,1.482610000000000004e-02,2.871328000000000213e-01,3.044119400000000031e+00,1.723619000000000123e-01,2.548399999999999971e-02,-1.816099999999999937e-01
4.000000000000000000e+01,4.032075999999999993e+00,1.789755999999999903e+00,4.556090000000000140e-02,1.835316699999999912e+00,2.455823000000000034e-01,-5.511110000000000314e-02,1.578080000000000108e-02,2.613630000000000120e-01,3.119791399999999992e+00,1.590826999999999936e-01,2.276999999999999857e-02,-1.823099999999999998e-01
4.100000000000000000e+01,4.519648000000000110e+00,1.902989000000000042e+00,5.349679999999999713e-02,1.956485299999999983e+00,2.203884000000000121e-01,-4.867370000000000030e-02,1.674360000000000084e-02,2.371320000000000094e-01,3.194181200000000054e+00,1.470019999999999938e-01,2.040200000000000000e-02,-1.826299999999999868e-01
4.200000000000000000e+01,5.033991999999999578e+00,2.009914999999999896e+00,6.236230000000000245e-02,2.072276899999999866e+00,1.969802999999999971e-01,-4.302720000000000156e-02,1.769990000000000105e-02,2.146801000000000126e-01,3.266768700000000081e+00,1.360842999999999914e-01,1.834300000000000166e-02,-1.826500000000000068e-01
4.300000000000000000e+01,5.571591999999999878e+00,2.109681999999999835e+00,7.213809999999999667e-02,2.181820099999999929e+00,1.752441999999999889e-01,-3.846429999999999988e-02,1.863079999999999944e-02,1.938750999999999947e-01,3.337094500000000075e+00,1.262635000000000007e-01,1.656099999999999933e-02,-1.824699999999999933e-01
4.400000000000000000e+01,6.128269999999999662e+00,2.201278999999999986e+00,8.276690000000000436e-02,2.284046000000000021e+00,1.549659999999999926e-01,-3.463310000000000000e-02,1.952629999999999991e-02,1.744922999999999891e-01,3.404759199999999986e+00,1.174536999999999942e-01,1.502200000000000063e-02,-1.821299999999999863e-01
4.500000000000000000e+01,6.699220000000000397e+00,2.284149000000000207e+00,9.416900000000000270e-02,2.378318199999999827e+00,1.362429000000000001e-01,-3.133760000000000018e-02,2.037829999999999850e-02,1.566211000000000131e-01,3.469420200000000065e+00,1.095618000000000009e-01,1.369399999999999958e-02,-1.816899999999999904e-01
4.600000000000000000e+01,7.279194000000000386e+00,2.357921999999999851e+00,1.062281999999999949e-01,2.464150500000000132e+00,1.189252999999999977e-01,-2.858969999999999914e-02,2.117230000000000154e-02,1.400975000000000137e-01,3.530789299999999908e+00,1.024911000000000016e-01,1.255099999999999966e-02,-1.811399999999999955e-01
4.700000000000000000e+01,7.862556999999999796e+00,2.422442999999999902e+00,1.188020999999999938e-01,2.541245299999999929e+00,1.029921000000000031e-01,-2.617709999999999829e-02,2.190140000000000142e-02,1.248935000000000045e-01,3.588629399999999858e+00,9.614659999999999873e-02,1.156800000000000016e-02,-1.804800000000000015e-01
4.800000000000000000e+01,8.443528000000000588e+00,2.477876000000000190e+00,1.317271000000000136e-01,2.609602900000000059e+00,8.844090000000000285e-02,-2.405370000000000077e-02,2.255599999999999966e-02,1.109968999999999956e-01,3.642750500000000002e+00,9.043510000000000437e-02,1.072399999999999916e-02,-1.796899999999999886e-01
4.900000000000000000e+01,9.016235999999999251e+00,2.524589999999999890e+00,1.448193999999999870e-01,2.669409299999999874e+00,7.522560000000000358e-02,-2.220319999999999933e-02,2.312650000000000122e-02,9.835209999999999786e-02,3.693007000000000151e+00,8.526649999999999507e-02,9.999400000000000302e-03,-1.786999999999999977e-01
5.000000000000000000e+01,9.574982999999999578e+00,2.563165000000000138e+00,1.578863000000000072e-01,2.721051399999999898e+00,6.329490000000000116e-02,-2.057780000000000026e-02,2.360430000000000167e-02,8.689919999999999589e-02,3.739294199999999790e+00,8.055249999999999910e-02,9.379300000000000137e-03,-1.774399999999999866e-01
5.100000000000000000e+01,1.011429399999999923e+01,2.594310999999999812e+00,1.707299999999999929e-01,2.765040799999999965e+00,5.260039999999999855e-02,-1.913609999999999964e-02,2.398049999999999835e-02,7.658089999999999342e-02,3.781545799999999957e+00,7.620520000000000072e-02,8.849900000000000821e-03,-1.758000000000000118e-01
5.200000000000000000e+01,1.062918400000000041e+01,2.618862000000000023e+00,1.831587000000000076e-01,2.802020999999999873e+00,4.308850000000000180e-02,-1.783869999999999900e-02,2.424520000000000147e-02,6.733369999999999633e-02,3.819731899999999847e+00,7.213440000000000130e-02,8.399399999999999575e-03,-1.736600000000000088e-01
5.300000000000000000e+01,1.111517300000000041e+01,2.637694999999999901e+00,1.949905000000000110e-01,2.832685800000000143e+00,3.471029999999999949e-02,-1.665109999999999854e-02,2.438680000000000014e-02,5.909720000000000251e-02,3.853857599999999994e+00,6.824399999999999911e-02,8.018000000000000821e-03,-1.708199999999999996e-01
5.400000000000000000e+01,1.156854599999999955e+01,2.651723000000000052e+00,2.060642000000000029e-01,2.857786899999999797e+00,2.741000000000000034e-02,-1.553500000000000020e-02,2.439049999999999899e-02,5.180049999999999932e-02,3.883962200000000031e+00,6.442810000000000203e-02,7.697200000000000396e-03,-1.670699999999999963e-01
5.500000000000000000e+01,1.198633200000000087e+01,2.661814999999999820e+00,2.162409000000000137e-01,2.878056099999999784e+00,2.113809999999999995e-02,-1.445660000000000001e-02,2.423610000000000000e-02,4.537410000000000054e-02,3.910119599999999807e+00,6.056469999999999909e-02,7.429899999999999699e-03,-1.621199999999999863e-01
5.600000000000000000e+01,1.236653599999999997e+01,2.668807000000000151e+00,2.254131000000000051e-01,2.894220499999999863e+00,1.583390000000000145e-02,-1.337080000000000039e-02,2.390240000000000073e-02,3.973619999999999930e-02,3.932439000000000018e+00,5.651040000000000230e-02,7.209799999999999716e-03,-1.555799999999999961e-01
5.700000000000000000e+01,1.270808000000000071e+01,2.673430999999999891e+00,2.335087000000000135e-01,2.906939599999999846e+00,1.144520000000000086e-02,-1.223869999999999993e-02,2.335380000000000095e-02,3.479899999999999660e-02,3.951066899999999826e+00,5.209289999999999754e-02,7.031599999999999830e-03,-1.469999999999999918e-01
5.800000000000000000e+01,1.301100699999999932e+01,2.676336000000000048e+00,2.404893999999999921e-01,2.916825300000000176e+00,7.901899999999999896e-03,-1.102760000000000025e-02,2.254859999999999851e-02,3.045049999999999840e-02,3.966189700000000151e+00,4.711080000000000129e-02,6.890499999999999924e-03,-1.358099999999999863e-01
5.900000000000000000e+01,1.327637299999999954e+01,2.678040000000000198e+00,2.463577999999999879e-01,2.924398200000000170e+00,5.131100000000000418e-03,-9.595599999999999269e-03,2.144659999999999969e-02,2.657769999999999924e-02,3.978037699999999788e+00,4.134159999999999918e-02,6.782100000000000108e-03,-1.213599999999999957e-01
6.000000000000000000e+01,1.350642200000000059e+01,2.678962999999999983e+00,2.511584000000000039e-01,2.930121499999999823e+00,3.092300000000000083e-03,-7.950099999999999875e-03,2.001179999999999973e-02,2.310409999999999894e-02,3.986888899999999847e+00,3.458640000000000325e-02,6.702299999999999577e-03,-1.030900000000000011e-01
6.100000000000000000e+01,1.370444299999999949e+01,2.679419000000000217e+00,2.549753000000000158e-01,2.934394199999999842e+00,1.673500000000000074e-03,-6.194700000000000033e-03,1.824610000000000121e-02,1.991959999999999911e-02,3.993074899999999872e+00,2.678099999999999925e-02,6.647199999999999810e-03,-8.084700000000000220e-02
6.200000000000000000e+01,1.387491900000000022e+01,2.679612000000000105e+00,2.579347000000000167e-01,2.937546799999999791e+00,7.598999999999999852e-04,-4.310600000000000369e-03,1.624659999999999993e-02,1.700650000000000078e-02,3.996986199999999823e+00,1.821549999999999905e-02,6.612599999999999728e-03,-5.556900000000000034e-02
6.300000000000000000e+01,1.402335000000000065e+01,2.679676999999999865e+00,2.602024000000000004e-01,2.939878900000000073e+00,2.555999999999999787e-04,-2.464200000000000158e-03,1.427220000000000051e-02,1.452769999999999929e-02,3.999078900000000214e+00,9.844300000000000272e-03,6.594199999999999715e-03,-3.029600000000000001e-02
6.400000000000000000e+01,1.415639700000000012e+01,2.679689000000000210e+00,2.619813999999999754e-01,2.941670600000000135e+00,3.899999999999999929e-05,-9.497999999999999932e-04,1.272949999999999950e-02,1.276850000000000034e-02,3.999881300000000195e+00,3.412999999999999801e-03,6.587100000000000247e-03,-1.058300000000000039e-02
6.500000000000000000e+01,1.428170399999999951e+01,2.679688000000000070e+00,2.635006999999999766e-01,2.943188199999999810e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.152049999999999949e-02,1.152049999999999949e-02,4.000000000000000000e+00,0.000000000000000000e+00,6.586100000000000114e-03,0.000000000000000000e+00
