# POINT,X_over_YO,Y_over_YO,INT_Y_over_YO,PAR_over_YO,HYP_over_YO,C_Y,C_YI,C_YP
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.126398400000000022e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,nan
2.000000000000000000e+00,3.060420000000000154e-02,1.000073599999999896e+00,1.126478300000000043e+00,1.000078100000000081e+00,1.000078000000000022e+00,1.558091000000000059e-01,-4.409671000000000276e+03,4.178841999999999973e-02
3.000000000000000000e+00,6.123030000000000139e-02,1.000305199999999894e+00,1.126718099999999945e+00,1.000312400000000101e+00,1.000312400000000101e+00,3.131335999999999842e-02,-5.506394000000000233e+02,6.615199999999999900e-03
4.000000000000000000e+00,9.194470000000000420e-02,1.000695499999999960e+00,1.127119600000000110e+00,1.000704500000000108e+00,1.000704199999999933e+00,1.161427999999999940e-02,-1.626370000000000005e+02,2.212578000000000201e-03
5.000000000000000000e+00,1.221172999999999981e-01,1.001232099999999958e+00,1.127665399999999929e+00,1.001242699999999930e+00,1.001241899999999907e+00,5.825643999999999614e-03,-6.942149000000000569e+01,8.774806000000000229e-04
6.000000000000000000e+00,1.536617000000000122e-01,1.001956199999999964e+00,1.128401800000000010e+00,1.001967700000000017e+00,1.001965699999999959e+00,3.145727000000000072e-03,-3.484716000000000236e+01,-4.178195999999999798e-05
7.000000000000000000e+00,1.847251000000000032e-01,1.002833199999999980e+00,1.129295399999999949e+00,1.002843600000000057e+00,1.002839599999999942e+00,1.657964999999999960e-03,-2.006074999999999875e+01,-9.220810000000000508e-04
8.000000000000000000e+00,2.154607000000000050e-01,1.003862999999999950e+00,1.130331399999999986e+00,1.003868600000000111e+00,1.003861200000000009e+00,5.620062999999999795e-04,-1.264324000000000048e+01,-1.769986999999999993e-03
9.000000000000000000e+00,2.478071000000000024e-01,1.005122800000000094e+00,1.131595899999999988e+00,1.005117400000000050e+00,1.005104299999999951e+00,-3.545070999999999791e-04,-8.311424000000000589e+00,-2.434472000000000025e-03
1.000000000000000000e+01,2.800684999999999980e-01,1.006559900000000063e+00,1.133045599999999986e+00,1.006536499999999945e+00,1.006515300000000002e+00,-1.062278999999999958e-03,-5.758759000000000405e+00,-2.867211000000000152e-03
1.100000000000000000e+01,3.123618000000000228e-01,1.008179799999999959e+00,1.134671200000000102e+00,1.008130799999999994e+00,1.008097999999999939e+00,-1.606360000000000036e-03,-4.151981000000000144e+00,-3.086236000000000014e-03
1.200000000000000000e+01,3.458799000000000179e-01,1.010052500000000020e+00,1.136546300000000009e+00,1.009969399999999906e+00,1.009920200000000046e+00,-2.007388000000000141e-03,-3.058990999999999794e+00,-3.199495000000000117e-03
1.300000000000000000e+01,3.802406999999999870e-01,1.012175700000000012e+00,1.138678999999999997e+00,1.012048599999999965e+00,1.011976900000000068e+00,-2.312363999999999913e-03,-2.303361999999999910e+00,-3.316150999999999821e-03
1.400000000000000000e+01,4.151109000000000049e-01,1.014542599999999961e+00,1.141056400000000082e+00,1.014359800000000034e+00,1.014258099999999940e+00,-2.555593000000000101e-03,-1.771220999999999934e+00,-3.529608999999999958e-03
1.500000000000000000e+01,4.508996000000000115e-01,1.017198999999999964e+00,1.143714399999999909e+00,1.016942500000000082e+00,1.016801400000000077e+00,-2.797740999999999856e-03,-1.382876999999999912e+00,-3.769567000000000143e-03
1.600000000000000000e+01,4.885594999999999799e-01,1.020243500000000081e+00,1.146765899999999894e+00,1.019890900000000045e+00,1.019696900000000017e+00,-3.023627999999999993e-03,-1.087987000000000037e+00,-3.663055000000000130e-03
1.700000000000000000e+01,5.272959999999999869e-01,1.023627099999999901e+00,1.150181700000000085e+00,1.023170099999999971e+00,1.022907699999999975e+00,-3.117243000000000010e-03,-8.663231999999999600e-01,-3.032841000000000096e-03
1.800000000000000000e+01,5.674251999999999629e-01,1.027382599999999924e+00,1.154000700000000101e+00,1.026831000000000049e+00,1.026480300000000012e+00,-3.019463999999999915e-03,-6.960779999999999745e-01,-2.222593000000000138e-03
1.900000000000000000e+01,6.099324000000000412e-01,1.031634900000000021e+00,1.158382100000000081e+00,1.031001499999999904e+00,1.030535299999999932e+00,-2.791434000000000189e-03,-5.613816999999999835e-01,-2.130444000000000001e-03
2.000000000000000000e+01,6.541723999999999872e-01,1.036421299999999990e+00,1.163326099999999919e+00,1.035661799999999966e+00,1.035047599999999957e+00,-2.713024999999999985e-03,-4.560294999999999765e-01,-3.266148999999999875e-03
2.100000000000000000e+01,7.005605000000000304e-01,1.041918099999999958e+00,1.168923300000000109e+00,1.040898700000000066e+00,1.040094899999999933e+00,-2.964646000000000035e-03,-3.723542000000000241e-01,-6.266774999999999603e-03
2.200000000000000000e+01,7.498015999999999570e-01,1.048513400000000040e+00,1.175357900000000066e+00,1.046850199999999953e+00,1.045801299999999934e+00,-3.945516999999999948e-03,-3.048525999999999736e-01,-1.166640000000000038e-02
2.300000000000000000e+01,8.015856000000000092e-01,1.056586500000000095e+00,1.182679100000000094e+00,1.053544999999999954e+00,1.052183400000000102e+00,-5.905417999999999952e-03,-2.507213999999999832e-01,-1.851210999999999829e-02
2.400000000000000000e+01,8.567797999999999803e-01,1.066717200000000032e+00,1.191147399999999967e+00,1.061172599999999910e+00,1.059407999999999905e+00,-8.815669999999999409e-03,-2.066574999999999940e-01,-2.502506999999999995e-02
2.500000000000000000e+01,9.151274999999999826e-01,1.079150499999999901e+00,1.200894700000000093e+00,1.069788200000000078e+00,1.067509400000000053e+00,-1.221621999999999986e-02,-1.710722000000000076e-01,-2.994493000000000155e-02
2.600000000000000000e+01,1.165329499999999907e+00,1.151867600000000103e+00,1.253601200000000082e+00,1.113166099999999936e+00,1.107398799999999905e+00,-2.445583999999999952e-02,-8.874208999999999570e-02,-3.588104999999999767e-02
2.700000000000000000e+01,1.643507999999999969e+00,1.360120100000000054e+00,1.452428300000000005e+00,1.225093200000000104e+00,1.204236899999999943e+00,-3.041620000000000087e-02,-5.120956000000000119e-02,-2.652296000000000167e-02
2.800000000000000000e+01,2.177407000000000092e+00,1.652904200000000046e+00,1.775653099999999984e+00,1.395091800000000104e+00,1.337977399999999983e+00,-2.497382000000000074e-02,-3.686429000000000095e-02,-1.523249999999999951e-02
2.900000000000000000e+01,2.774925899999999945e+00,2.020044299999999904e+00,2.124489699999999814e+00,1.641684499999999991e+00,1.511082100000000095e+00,-1.770723999999999909e-02,-2.259527999999999884e-02,-6.732033000000000114e-03
3.000000000000000000e+01,3.447117099999999823e+00,2.438152500000000167e+00,2.499756800000000112e+00,1.990218000000000043e+00,1.726393899999999926e+00,-1.093569999999999959e-02,-1.243967999999999983e-02,-8.377467999999999460e-04
3.100000000000000000e+01,4.201840899999999657e+00,2.879360199999999814e+00,2.899893399999999843e+00,2.471288899999999789e+00,1.985592599999999930e+00,-5.500689999999999920e-03,-5.777472999999999984e-03,2.618781000000000147e-03
