# POINT,X_over_YO,Y_over_YO,INT_Y_over_YO,PAR_over_YO,HYP_over_YO,C_Y,C_YI,C_YP
3.200000000000000000e+01,5.050076800000000254e+00,3.333806699999999790e+00,3.324031900000000039e+00,3.125272999999999968e+00,2.291406999999999972e+00,-1.619131999999999906e-03,-1.543237000000000038e-03,4.351264999999999994e-03
3.300000000000000000e+01,6.001903900000000291e+00,3.789235800000000154e+00,3.770180499999999935e+00,4.001904200000000245e+00,2.646470900000000182e+00,9.836389999999999110e-04,1.071773999999999947e-03,5.014575000000000282e-03
3.400000000000000000e+01,7.066572500000000367e+00,4.253367100000000178e+00,4.235338699999999790e+00,5.161370500000000305e+00,3.053316399999999931e+00,2.573125999999999799e-03,2.624215000000000055e-03,5.070171000000000053e-03
3.500000000000000000e+01,8.251934800000000791e+00,4.725681800000000266e+00,4.715419800000000272e+00,6.674535699999999849e+00,3.514124600000000154e+00,3.468262000000000168e-03,3.486524999999999867e-03,4.852666999999999745e-03
3.600000000000000000e+01,9.564112299999999678e+00,5.208570199999999595e+00,5.205703299999999700e+00,8.622687000000000879e+00,4.030554999999999666e+00,3.902512999999999815e-03,3.905790000000000130e-03,4.513989000000000369e-03
3.700000000000000000e+01,1.100695739999999923e+01,5.701069600000000293e+00,5.700498099999999901e+00,1.109609260000000042e+01,4.603497100000000231e+00,4.045678999999999942e-03,4.046107999999999649e-03,4.144611000000000302e-03
3.800000000000000000e+01,1.258182290000000059e+01,6.195010500000000420e+00,6.194035399999999747e+00,1.419185550000000084e+01,5.232944800000000285e+00,4.015022000000000035e-03,4.015511999999999727e-03,3.783546000000000045e-03
3.900000000000000000e+01,1.428710829999999987e+01,6.681902899999999867e+00,6.679934799999999839e+00,1.801012210000000024e+01,5.917790499999999732e+00,3.884442000000000103e-03,3.885116999999999998e-03,3.443828999999999814e-03
4.000000000000000000e+01,1.611822129999999831e+01,7.154547499999999616e+00,7.152321299999999660e+00,2.264975490000000136e+01,6.655787700000000306e+00,3.700377999999999827e-03,3.700909000000000056e-03,3.131660000000000086e-03
4.100000000000000000e+01,1.806728800000000135e+01,7.607195299999999882e+00,7.605195900000000009e+00,2.820224139999999835e+01,7.443418799999999891e+00,3.492077000000000115e-03,3.492415999999999923e-03,2.849874000000000070e-03
4.200000000000000000e+01,2.012338120000000075e+01,8.034632099999999610e+00,8.033553500000000014e+00,3.474587249999999727e+01,8.275973999999999720e+00,3.277865999999999939e-03,3.277997999999999849e-03,2.598603000000000111e-03
4.300000000000000000e+01,2.227243389999999934e+01,8.433452199999999621e+00,8.432739500000000277e+00,4.233844280000000282e+01,9.147507100000000335e+00,3.068743000000000078e-03,3.068808000000000126e-03,2.376607000000000199e-03
4.400000000000000000e+01,2.449775500000000150e+01,8.799611499999999253e+00,8.799393900000000102e+00,5.101166659999999808e+01,1.005103639999999920e+01,2.871162000000000020e-03,2.871176000000000023e-03,2.181708999999999992e-03
4.500000000000000000e+01,2.678012670000000028e+01,9.130884800000000467e+00,9.130842400000000580e+00,6.076459899999999692e+01,1.097857899999999987e+01,2.688410000000000018e-03,2.688411999999999833e-03,2.011183000000000155e-03
4.600000000000000000e+01,2.909857119999999853e+01,9.425792700000000579e+00,9.425772300000000214e+00,7.156057040000000313e+01,1.192145720000000075e+01,2.521853000000000115e-03,2.521854000000000023e-03,1.862401999999999981e-03
4.700000000000000000e+01,3.143056809999999857e+01,9.683714900000000014e+00,9.683685000000000542e+00,8.332338450000000307e+01,1.287038339999999970e+01,2.371675000000000172e-03,2.371676000000000079e-03,1.732812999999999931e-03
4.800000000000000000e+01,3.375299840000000273e+01,9.905307099999999920e+00,9.905288900000000396e+00,9.593874200000000485e+01,1.381584179999999940e+01,2.237330999999999955e-03,2.237330999999999955e-03,1.620067999999999899e-03
4.900000000000000000e+01,3.604239650000000239e+01,1.009204659999999976e+01,1.009202800000000089e+01,1.092545286000000004e+02,1.474818830000000069e+01,2.117904999999999788e-03,2.117904999999999788e-03,1.522092000000000063e-03
5.000000000000000000e+01,3.827598600000000317e+01,1.024625069999999916e+01,1.024623509999999982e+01,1.230875920999999948e+02,1.565807090000000024e+01,2.012283000000000127e-03,2.012283000000000127e-03,1.437045999999999983e-03
5.100000000000000000e+01,4.043188459999999651e+01,1.037075579999999952e+01,1.037074609999999986e+01,1.372281074999999930e+02,1.653651160000000075e+01,1.919303999999999932e-03,1.919303999999999932e-03,1.363328000000000022e-03
5.200000000000000000e+01,4.249015500000000145e+01,1.046890059999999956e+01,1.046888709999999989e+01,1.514511062999999922e+02,1.737533349999999999e+01,1.837805000000000081e-03,1.837805000000000081e-03,1.299536999999999914e-03
5.300000000000000000e+01,4.443289699999999698e+01,1.054418530000000054e+01,1.054418159999999993e+01,1.655235276999999883e+02,1.816719720000000038e+01,1.766687999999999982e-03,1.766687999999999982e-03,1.244464000000000030e-03
5.400000000000000000e+01,4.624525440000000032e+01,1.060025979999999990e+01,1.060024740000000065e+01,1.792186294999999916e+02,1.890601119999999824e+01,1.704917000000000021e-03,1.704917999999999928e-03,1.197052000000000099e-03
5.500000000000000000e+01,4.791535209999999978e+01,1.064060440000000085e+01,1.064060429999999968e+01,1.923234137000000032e+02,1.958690449999999927e+01,1.651543000000000108e-03,1.651543000000000108e-03,1.156382999999999977e-03
5.600000000000000000e+01,4.943521779999999666e+01,1.066855570000000064e+01,1.066854340000000079e+01,2.046533965000000137e+02,2.020660270000000125e+01,1.605677999999999923e-03,1.605677999999999923e-03,1.121646000000000015e-03
5.700000000000000000e+01,5.080054259999999999e+01,1.068703819999999993e+01,1.068703960000000031e+01,2.160579271999999946e+02,2.076332959999999872e+01,1.566511999999999939e-03,1.566511999999999939e-03,1.092122999999999965e-03
5.800000000000000000e+01,5.201149250000000279e+01,1.069865090000000052e+01,1.069863819999999954e+01,2.264329458999999929e+02,2.125713740000000129e+01,1.533279000000000022e-03,1.533279000000000022e-03,1.067166000000000035e-03
5.900000000000000000e+01,5.307229089999999871e+01,1.070546470000000028e+01,1.070546610000000065e+01,2.357223386000000005e+02,2.168973670000000098e+01,1.505260000000000018e-03,1.505260000000000018e-03,1.046183000000000009e-03
6.000000000000000000e+01,5.399191160000000167e+01,1.070915319999999937e+01,1.070916440000000058e+01,2.439272096999999917e+02,2.206477780000000166e+01,1.481754000000000057e-03,1.481754000000000057e-03,1.028606999999999959e-03
6.100000000000000000e+01,5.478350280000000083e+01,1.071097510000000064e+01,1.071097579999999994e+01,2.511026818999999932e+02,2.238761630000000125e+01,1.462076000000000087e-03,1.462076000000000087e-03,1.013907000000000089e-03
6.200000000000000000e+01,5.546497790000000094e+01,1.071174719999999958e+01,1.071173609999999954e+01,2.573636480999999776e+02,2.266555310000000034e+01,1.445532999999999931e-03,1.445532999999999931e-03,1.001551000000000047e-03
6.300000000000000000e+01,5.605833229999999645e+01,1.071200529999999951e+01,1.071199140000000050e+01,2.628780515999999920e+02,2.290755559999999846e+01,1.431416999999999932e-03,1.431416999999999932e-03,9.910041000000000076e-04
6.400000000000000000e+01,5.659018799999999771e+01,1.071205570000000051e+01,1.071204799999999935e+01,2.678707817000000091e+02,2.312447969999999842e+01,1.418984999999999995e-03,1.418984999999999995e-03,9.817129999999999433e-04
6.500000000000000000e+01,5.709110379999999907e+01,1.071204889999999921e+01,1.071204889999999921e+01,2.726161779999999908e+02,2.332878810000000058e+01,1.407463000000000073e-03,1.407463000000000073e-03,9.731034999999999642e-04
