# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,N,CH,H,HU,CTH,THU,DSU,X
1.000000000000000000e+00,5.400000000000000000e+02,7.338999999999999773e+02,8.827000000000000455e+02,6.007000000000000455e+02,3.948777000000000000e+06,5.180000000000000000e+03,1.254930000000000101e+00,2.948240000000000194e+00,3.602040000000000131e+00,3.602040000000000131e+00,7.431999999999999718e-01,1.350999999999999979e+00,1.728380000000000027e+00,0.000000000000000000e+00,1.041999999999999958e-03,8.500000000000000611e-03,7.739999999999999485e-04,5.697269999999999612e+00,7.430259999999999643e-01,1.042699999999999920e-03,1.045300000000000092e-03,1.042699999999999920e-03,1.045300000000000092e-03,7.799999999999999859e-04,0.000000000000000000e+00
2.000000000000000000e+00,5.400000000000000000e+02,7.311000000000000227e+02,8.823999999999999773e+02,5.997999999999999545e+02,3.954800000000000000e+06,5.174000000000000000e+03,1.251519999999999966e+00,2.948929999999999829e+00,3.594090000000000007e+00,3.594160000000000021e+00,7.496000000000000441e-01,1.350999999999999979e+00,1.734629999999999894e+00,0.000000000000000000e+00,1.041999999999999958e-03,8.500000000000000611e-03,7.810000000000000102e-04,5.698540000000000383e+00,7.494729999999999448e-01,1.042699999999999920e-03,1.045300000000000092e-03,1.042699999999999920e-03,1.045300000000000092e-03,7.799999999999999859e-04,8.000000000000000167e-03
3.000000000000000000e+00,5.400000000000000000e+02,7.282000000000000455e+02,8.821000000000000227e+02,5.990000000000000000e+02,3.960248000000000000e+06,5.167000000000000000e+03,1.248059999999999947e+00,2.949650000000000105e+00,3.586079999999999934e+00,3.586310000000000109e+00,7.561999999999999833e-01,1.350899999999999990e+00,1.702469999999999928e+00,1.905000000000000096e-02,1.041999999999999958e-03,8.500000000000000611e-03,7.879999999999999635e-04,5.699819999999999887e+00,7.560379999999999878e-01,1.042799999999999977e-03,1.045399999999999932e-03,1.042799999999999977e-03,1.045399999999999932e-03,7.900000000000000121e-04,1.499999999999999944e-02
4.000000000000000000e+00,5.400000000000000000e+02,7.253999999999999773e+02,8.817999999999999545e+02,5.981000000000000227e+02,3.965104000000000000e+06,5.161000000000000000e+03,1.244569999999999954e+00,2.950340000000000185e+00,3.577939999999999898e+00,3.578430000000000000e+00,7.628000000000000336e-01,1.350800000000000001e+00,1.637259999999999938e+00,8.247999999999999776e-02,1.041999999999999958e-03,8.500000000000000611e-03,7.950000000000000252e-04,5.709419999999999717e+00,8.063559999999999617e-01,1.048399999999999896e-03,1.051099999999999908e-03,1.048399999999999896e-03,1.051099999999999908e-03,8.499999999999999526e-04,7.000000000000000666e-02
5.000000000000000000e+00,5.400000000000000000e+02,7.227000000000000455e+02,8.816000000000000227e+02,5.972999999999999545e+02,3.969152000000000000e+06,5.155000000000000000e+03,1.241239999999999899e+00,2.950909999999999922e+00,3.570069999999999855e+00,3.570899999999999963e+00,7.691999999999999948e-01,1.350700000000000012e+00,1.647459999999999924e+00,6.701000000000000012e-02,1.043000000000000090e-03,8.500000000000000611e-03,8.019999999999999785e-04,5.709419999999999717e+00,8.063559999999999617e-01,1.048399999999999896e-03,1.051099999999999908e-03,1.048399999999999896e-03,1.051099999999999908e-03,8.499999999999999526e-04,7.000000000000000666e-02
6.000000000000000000e+00,5.400000000000000000e+02,7.196000000000000227e+02,8.812000000000000455e+02,5.963999999999999773e+02,3.973119000000000000e+06,5.147000000000000000e+03,1.237419999999999964e+00,2.951810000000000045e+00,3.561310000000000198e+00,3.562600000000000211e+00,7.765999999999999570e-01,1.350600000000000023e+00,1.643939999999999957e+00,6.574000000000000676e-02,1.044000000000000006e-03,8.500000000000000611e-03,8.099999999999999561e-04,5.709419999999999717e+00,8.063559999999999617e-01,1.048399999999999896e-03,1.051099999999999908e-03,1.048399999999999896e-03,1.051099999999999908e-03,8.499999999999999526e-04,7.000000000000000666e-02
7.000000000000000000e+00,5.400000000000000000e+02,7.166000000000000227e+02,8.808999999999999773e+02,5.955000000000000000e+02,3.976220000000000000e+06,5.140000000000000000e+03,1.233800000000000008e+00,2.952589999999999826e+00,3.552909999999999791e+00,3.554749999999999854e+00,7.835999999999999632e-01,1.350600000000000023e+00,1.544519999999999893e+00,1.643300000000000038e-01,1.044000000000000006e-03,8.600000000000000006e-03,8.180000000000000422e-04,5.709419999999999717e+00,8.063559999999999617e-01,1.048399999999999896e-03,1.051099999999999908e-03,1.048399999999999896e-03,1.051099999999999908e-03,8.499999999999999526e-04,7.000000000000000666e-02
8.000000000000000000e+00,5.400000000000000000e+02,7.137999999999999545e+02,8.806000000000000227e+02,5.947000000000000455e+02,3.978613000000000000e+06,5.135000000000000000e+03,1.230320000000000080e+00,2.953139999999999876e+00,3.544599999999999973e+00,3.547109999999999985e+00,7.903999999999999915e-01,1.350500000000000034e+00,1.570710000000000051e+00,1.311299999999999966e-01,1.046000000000000055e-03,8.600000000000000006e-03,8.270000000000000441e-04,5.709419999999999717e+00,8.063559999999999617e-01,1.048399999999999896e-03,1.051099999999999908e-03,1.048399999999999896e-03,1.051099999999999908e-03,8.499999999999999526e-04,7.000000000000000666e-02
9.000000000000000000e+00,5.400000000000000000e+02,7.105000000000000000e+02,8.802999999999999545e+02,5.937000000000000455e+02,3.980728000000000000e+06,5.125000000000000000e+03,1.226189999999999891e+00,2.954229999999999912e+00,3.535289999999999822e+00,3.538590000000000124e+00,7.985999999999999766e-01,1.350400000000000045e+00,1.587480000000000002e+00,1.078899999999999998e-01,1.046999999999999971e-03,8.600000000000000006e-03,8.360000000000000460e-04,5.709419999999999717e+00,8.063559999999999617e-01,1.048399999999999896e-03,1.051099999999999908e-03,1.048399999999999896e-03,1.051099999999999908e-03,8.499999999999999526e-04,7.000000000000000666e-02
1.000000000000000000e+01,5.400000000000000000e+02,7.072999999999999545e+02,8.800000000000000000e+02,5.927000000000000455e+02,3.982052000000000000e+06,5.116000000000000000e+03,1.222210000000000019e+00,2.955249999999999932e+00,3.526240000000000041e+00,3.530450000000000088e+00,8.064999999999999947e-01,1.350300000000000056e+00,1.491489999999999982e+00,2.025800000000000101e-01,1.048000000000000103e-03,8.600000000000000006e-03,8.450000000000000479e-04,5.709419999999999717e+00,8.063559999999999617e-01,1.048399999999999896e-03,1.051099999999999908e-03,1.048399999999999896e-03,1.051099999999999908e-03,8.499999999999999526e-04,7.000000000000000666e-02
1.100000000000000000e+01,5.400000000000000000e+02,7.042000000000000455e+02,8.796000000000000227e+02,5.917999999999999545e+02,3.982683000000000000e+06,5.109000000000000000e+03,1.218339999999999979e+00,2.955979999999999830e+00,3.517160000000000064e+00,3.522390000000000132e+00,8.142000000000000348e-01,1.350200000000000067e+00,1.484539999999999971e+00,2.031999999999999917e-01,1.049000000000000019e-03,8.699999999999999400e-03,8.540000000000000499e-04,5.725769999999999804e+00,9.129810000000000425e-01,1.074000000000000085e-03,1.076899999999999993e-03,1.074000000000000085e-03,1.076899999999999993e-03,9.799999999999999684e-04,1.640000000000000069e-01
1.200000000000000000e+01,5.400000000000000000e+02,7.007000000000000455e+02,8.792999999999999545e+02,5.907999999999999545e+02,3.982646000000000000e+06,5.098000000000000000e+03,1.213989999999999903e+00,2.957149999999999945e+00,3.507319999999999993e+00,3.513729999999999798e+00,8.228999999999999648e-01,1.350100000000000078e+00,1.507859999999999978e+00,1.720299999999999885e-01,1.051000000000000068e-03,8.699999999999999400e-03,8.649999999999999920e-04,5.725769999999999804e+00,9.129810000000000425e-01,1.074000000000000085e-03,1.076899999999999993e-03,1.074000000000000085e-03,1.076899999999999993e-03,9.799999999999999684e-04,1.640000000000000069e-01
1.300000000000000000e+01,5.400000000000000000e+02,6.970000000000000000e+02,8.788999999999999773e+02,5.897000000000000455e+02,3.981791000000000000e+06,5.086000000000000000e+03,1.209440000000000071e+00,2.958520000000000039e+00,3.497209999999999930e+00,3.504950000000000010e+00,8.320999999999999508e-01,1.350000000000000089e+00,1.448199999999999932e+00,2.280099999999999905e-01,1.052999999999999900e-03,8.699999999999999400e-03,8.760000000000000425e-04,5.725769999999999804e+00,9.129810000000000425e-01,1.074000000000000085e-03,1.076899999999999993e-03,1.074000000000000085e-03,1.076899999999999993e-03,9.799999999999999684e-04,1.640000000000000069e-01
1.400000000000000000e+01,5.400000000000000000e+02,6.935000000000000000e+02,8.785000000000000000e+02,5.886000000000000227e+02,3.980158000000000000e+06,5.076000000000000000e+03,1.204960000000000031e+00,2.959620000000000140e+00,3.486959999999999837e+00,3.496189999999999909e+00,8.411999999999999478e-01,1.349900000000000100e+00,1.390989999999999949e+00,2.807100000000000151e-01,1.054999999999999948e-03,8.800000000000000530e-03,8.869999999999999846e-04,5.725769999999999804e+00,9.129810000000000425e-01,1.074000000000000085e-03,1.076899999999999993e-03,1.074000000000000085e-03,1.076899999999999993e-03,9.799999999999999684e-04,1.640000000000000069e-01
1.500000000000000000e+01,5.400000000000000000e+02,6.897000000000000455e+02,8.781000000000000227e+02,5.875000000000000000e+02,3.977646000000000000e+06,5.065000000000000000e+03,1.200280000000000014e+00,2.960840000000000138e+00,3.476309999999999789e+00,3.487239999999999895e+00,8.508999999999999897e-01,1.349800000000000111e+00,1.410360000000000058e+00,2.523099999999999787e-01,1.056999999999999997e-03,8.800000000000000530e-03,8.999999999999999754e-04,5.725769999999999804e+00,9.129810000000000425e-01,1.074000000000000085e-03,1.076899999999999993e-03,1.074000000000000085e-03,1.076899999999999993e-03,9.799999999999999684e-04,1.640000000000000069e-01
1.600000000000000000e+01,5.400000000000000000e+02,6.855000000000000000e+02,8.777000000000000455e+02,5.862000000000000455e+02,3.973789000000000000e+06,5.049000000000000000e+03,1.194919999999999982e+00,2.962650000000000006e+00,3.464599999999999902e+00,3.477399999999999824e+00,8.619999999999999885e-01,1.349699999999999900e+00,1.391599999999999948e+00,2.639599999999999724e-01,1.059999999999999961e-03,8.800000000000000530e-03,9.129999999999999661e-04,5.725769999999999804e+00,9.129810000000000425e-01,1.074000000000000085e-03,1.076899999999999993e-03,1.074000000000000085e-03,1.076899999999999993e-03,9.799999999999999684e-04,1.640000000000000069e-01
1.700000000000000000e+01,5.400000000000000000e+02,6.812999999999999545e+02,8.772999999999999545e+02,5.848999999999999773e+02,3.968932000000000000e+06,5.034000000000000000e+03,1.189559999999999951e+00,2.964339999999999975e+00,3.452729999999999855e+00,3.467459999999999987e+00,8.731999999999999762e-01,1.349599999999999911e+00,1.313560000000000061e+00,3.379400000000000182e-01,1.062999999999999926e-03,8.899999999999999925e-03,9.280000000000000054e-04,5.725769999999999804e+00,9.129810000000000425e-01,1.074000000000000085e-03,1.076899999999999993e-03,1.074000000000000085e-03,1.076899999999999993e-03,9.799999999999999684e-04,1.640000000000000069e-01
1.800000000000000000e+01,5.400000000000000000e+02,6.768999999999999773e+02,8.767999999999999545e+02,5.836000000000000227e+02,3.962914000000000000e+06,5.019000000000000000e+03,1.184029999999999916e+00,2.965990000000000126e+00,3.440360000000000085e+00,3.457149999999999945e+00,8.849000000000000199e-01,1.349499999999999922e+00,1.321989999999999998e+00,3.192499999999999782e-01,1.066000000000000107e-03,8.899999999999999925e-03,9.430000000000000448e-04,5.725769999999999804e+00,9.129810000000000425e-01,1.074000000000000085e-03,1.076899999999999993e-03,1.074000000000000085e-03,1.076899999999999993e-03,9.799999999999999684e-04,1.640000000000000069e-01
