# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,1.664511299999999849e+01,0.000000000000000000e+00,1.327576600000000084e+01,4.319908899999999718e+00,7.714753799999999728e+01,0.000000000000000000e+00,8.322556499999999247e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.700778199999999885e+01,2.750721600000000100e-02,1.351232399999999956e+01,4.244141100000000222e+00,7.736989599999999712e+01,1.107255500000000059e-01,8.503890900000000030e+00,1.375359999999999951e-02
3.000000000000000000e+00,1.736219200000000029e+01,5.459323499999999690e-02,1.373570600000000042e+01,4.174995899999999871e+00,7.757296900000000051e+01,2.108769299999999902e-01,8.681096000000000146e+00,2.729660000000000072e-02
4.000000000000000000e+00,1.770950099999999949e+01,8.131405399999999672e-02,1.394635199999999919e+01,4.111827199999999571e+00,7.775861199999999940e+01,3.012719799999999948e-01,8.854750400000000354e+00,4.065699999999999870e-02
5.000000000000000000e+00,1.805092700000000150e+01,1.077347099999999974e-01,1.414472300000000082e+01,4.054064300000000287e+00,7.792847100000000182e+01,3.826485199999999920e-01,9.025463699999999534e+00,5.386740000000000278e-02
6.000000000000000000e+00,1.838774199999999936e+01,1.339278600000000097e-01,1.433128300000000088e+01,4.001203099999999679e+00,7.808399900000000571e+01,4.556612099999999832e-01,9.193870900000000290e+00,6.696390000000000675e-02
7.000000000000000000e+00,1.872125499999999931e+01,1.599725300000000017e-01,1.450649100000000047e+01,3.952799900000000033e+00,7.822647999999999513e+01,5.208903799999999862e-01,9.360627400000000264e+00,7.998629999999999629e-02
8.000000000000000000e+00,1.905280899999999988e+01,1.859529000000000043e-01,1.467078500000000041e+01,3.908464400000000172e+00,7.835704599999999687e+01,5.788495799999999747e-01,9.526404599999999334e+00,9.297650000000000359e-02
9.000000000000000000e+00,1.938377200000000045e+01,2.119571399999999883e-01,1.482458300000000051e+01,3.867853799999999787e+00,7.847668899999999326e+01,6.299929699999999855e-01,9.691886099999999615e+00,1.059786000000000061e-01
1.000000000000000000e+01,1.971552600000000055e+01,2.380761899999999931e-01,1.496827299999999994e+01,3.830668100000000020e+00,7.858628199999999708e+01,6.747228600000000354e-01,9.857763200000000836e+00,1.190380999999999939e-01
1.100000000000000000e+01,2.004945899999999881e+01,2.644025300000000245e-01,1.510221300000000078e+01,3.796644300000000083e+00,7.868658899999999790e+01,7.133976100000000153e-01,1.002472969999999997e+01,1.322012999999999938e-01
1.200000000000000000e+01,2.038694999999999879e+01,2.910286499999999998e-01,1.522672900000000062e+01,3.765552399999999800e+00,7.877827999999999520e+01,7.463401499999999800e-01,1.019347510000000057e+01,1.455143000000000131e-01
1.300000000000000000e+01,2.072935299999999970e+01,3.180452999999999752e-01,1.534212400000000009e+01,3.737189700000000059e+00,7.886194500000000573e+01,7.738474699999999817e-01,1.036467670000000041e+01,1.590225999999999862e-01
1.400000000000000000e+01,2.107797400000000110e+01,3.455393199999999831e-01,1.544867799999999924e+01,3.711376800000000031e+00,7.893810700000000224e+01,7.962014600000000275e-01,1.053898700000000055e+01,1.727696999999999983e-01
1.500000000000000000e+01,2.143403700000000001e+01,3.735909099999999983e-01,1.554667000000000066e+01,3.687951299999999932e+00,7.900723999999999592e+01,8.136814300000000388e-01,1.071701859999999940e+01,1.867955000000000032e-01
1.600000000000000000e+01,2.179864699999999900e+01,4.022702300000000064e-01,1.563638500000000064e+01,3.666762400000000088e+00,7.906978499999999599e+01,8.265785700000000125e-01,1.089932360000000067e+01,2.011351000000000111e-01
1.700000000000000000e+01,2.217273099999999886e+01,4.316331800000000052e-01,1.571814299999999953e+01,3.647663800000000123e+00,7.912617000000000189e+01,8.352131699999999492e-01,1.108636560000000060e+01,2.158165999999999973e-01
1.800000000000000000e+01,2.255697199999999825e+01,4.617161599999999866e-01,1.579232499999999995e+01,3.630506399999999800e+00,7.917683200000000454e+01,8.399541000000000368e-01,1.127848599999999912e+01,2.308581000000000105e-01
