# X_IN,Y_IN,DY_over_DX,ANGLE,D2Y_over_DX2
1.623999999999999844e+01,4.489640999999999771e+00,1.645572489999999888e-01,9.344687929999999199e+00,-5.206332430000000164e-03
1.632000000000000028e+01,4.502788999999999930e+00,1.641421550000000118e-01,9.321530259999999402e+00,-5.171034389999999877e-03
1.639999999999999858e+01,4.515903999999999918e+00,1.637298839999999922e-01,9.298527099999999379e+00,-5.135736360000000417e-03
1.648000000000000043e+01,4.528985999999999734e+00,1.633204420000000101e-01,9.275678770000000739e+00,-5.100206050000000157e-03
1.655999999999999872e+01,4.542035000000000267e+00,1.629138549999999963e-01,9.252986809999999451e+00,-5.064473370000000148e-03
1.664000000000000057e+01,4.555051999999999879e+00,1.625101260000000047e-01,9.230451499999999143e+00,-5.028740680000000178e-03
1.671999999999999886e+01,4.568037000000000347e+00,1.621092560000000071e-01,9.208072890000000399e+00,-4.993008000000000168e-03
1.680000000000000071e+01,4.580989999999999895e+00,1.617112450000000035e-01,9.185851070000000007e+00,-4.957275310000000199e-03
1.687999999999999901e+01,4.593911000000000300e+00,1.613160919999999943e-01,9.163786079999999501e+00,-4.921542630000000189e-03
1.696000000000000085e+01,4.606799999999999784e+00,1.609237980000000068e-01,9.141878009999999222e+00,-4.885809940000000219e-03
1.703999999999999915e+01,4.619659000000000404e+00,1.605343620000000138e-01,9.120126920000000581e+00,-4.850077260000000209e-03
1.712000000000000099e+01,4.632486000000000104e+00,1.601477859999999864e-01,9.098532860000000611e+00,-4.814344570000000240e-03
1.719999999999999929e+01,4.645281999999999911e+00,1.597640670000000096e-01,9.077095910000000600e+00,-4.778611890000000230e-03
1.728000000000000114e+01,4.658047999999999966e+00,1.593832079999999984e-01,9.055816119999999358e+00,-4.742879200000000260e-03
1.735999999999999943e+01,4.670784000000000269e+00,1.590052070000000095e-01,9.034693559999999124e+00,-4.707146520000000250e-03
1.744000000000000128e+01,4.683488999999999791e+00,1.586300639999999873e-01,9.013728300000000360e+00,-4.671413830000000281e-03
1.751999999999999957e+01,4.696164999999999701e+00,1.582577799999999868e-01,8.992920379999999270e+00,-4.635681140000000311e-03
