# POINT,X_over_YO,Y_over_YO,INT_Y_over_YO,PAR_over_YO,HYP_over_YO,C_Y,C_YI,C_YP
1.100000000000000000e+01,1.316950000000000065e-01,1.000860800000000106e+00,4.264324199999999898e+00,1.000216800000000017e+00,1.000216800000000017e+00,-2.819343999999999739e-01,-1.429079999999999927e+03,-1.798678999999999972e-01
1.200000000000000000e+01,1.437305999999999861e-01,1.001018299999999916e+00,4.264399499999999676e+00,1.000258199999999986e+00,1.000258199999999986e+00,-2.559853000000000267e-01,-1.099314000000000078e+03,-1.592631999999999937e-01
1.300000000000000000e+01,1.558808999999999889e-01,1.001186499999999979e+00,4.264480800000000293e+00,1.000303699999999907e+00,1.000303699999999907e+00,-2.330503999999999909e-01,-8.617768999999999551e+02,-1.406007999999999980e-01
1.400000000000000000e+01,1.682501000000000135e-01,1.001365300000000014e+00,4.264568699999999879e+00,1.000353899999999907e+00,1.000353800000000071e+00,-2.123655000000000126e-01,-6.853510999999999740e+02,-1.235474000000000017e-01
1.500000000000000000e+01,1.809449999999999947e-01,1.001554999999999973e+00,4.264664100000000069e+00,1.000409300000000057e+00,1.000409199999999998e+00,-1.933996000000000048e-01,-5.509909000000000106e+02,-1.078830999999999957e-01
1.600000000000000000e+01,1.940729999999999955e-01,1.001755900000000032e+00,4.264768000000000114e+00,1.000470799999999993e+00,1.000470699999999935e+00,-1.758109999999999951e-01,-4.465747999999999820e+02,-9.346575999999999496e-02
1.700000000000000000e+01,2.077388000000000012e-01,1.001968100000000028e+00,4.264881299999999875e+00,1.000539400000000079e+00,1.000539300000000020e+00,-1.593604000000000132e-01,-3.641186000000000149e+02,-8.015189000000000341e-02
1.800000000000000000e+01,2.220412999999999970e-01,1.002191499999999902e+00,4.265005300000000332e+00,1.000616299999999903e+00,1.000616100000000008e+00,-1.438887000000000083e-01,-2.981949999999999932e+02,-6.809705000000000619e-02
1.900000000000000000e+01,2.370716999999999963e-01,1.002426400000000051e+00,4.265141200000000410e+00,1.000702500000000050e+00,1.000702299999999934e+00,-1.293787999999999883e-01,-2.450019000000000062e+02,-5.742241000000000012e-02
2.000000000000000000e+01,2.529107999999999912e-01,1.002673200000000042e+00,4.265290099999999640e+00,1.000799500000000064e+00,1.000799200000000111e+00,-1.158238000000000045e-01,-2.017964000000000055e+02,-4.817205000000000098e-02
2.100000000000000000e+01,2.696284999999999932e-01,1.002933199999999969e+00,4.265453299999999892e+00,1.000908700000000096e+00,1.000908300000000084e+00,-1.032769000000000048e-01,-1.665425999999999931e+02,-4.076327999999999896e-02
2.200000000000000000e+01,2.872833000000000192e-01,1.003210699999999900e+00,4.265631800000000418e+00,1.001031599999999910e+00,1.001031100000000063e+00,-9.190408999999999384e-02,-1.376888999999999896e+02,-3.534849999999999798e-02
2.300000000000000000e+01,3.059224999999999861e-01,1.003511899999999901e+00,4.265826800000000141e+00,1.001169900000000057e+00,1.001169200000000092e+00,-8.180183000000000593e-02,-1.140258000000000038e+02,-3.155113999999999835e-02
2.400000000000000000e+01,3.255834000000000228e-01,1.003843599999999947e+00,4.266039199999999809e+00,1.001325100000000079e+00,1.001324199999999998e+00,-7.297359999999999958e-02,-9.459287999999999386e+01,-2.864968000000000029e-02
2.500000000000000000e+01,3.462945000000000051e-01,1.004209200000000024e+00,4.266269999999999563e+00,1.001498999999999917e+00,1.001497899999999941e+00,-6.526197999999999722e-02,-7.861691999999999325e+01,-2.626256999999999897e-02
2.600000000000000000e+01,1.633864200000000100e+00,1.063978700000000055e+00,4.300596699999999828e+00,1.033368899999999924e+00,1.032829999999999915e+00,-7.017993000000000148e-03,-7.490858000000000239e-01,-3.777578000000000186e-03
2.700000000000000000e+01,3.371763000000000066e+00,1.245432799999999895e+00,4.418199900000000291e+00,1.142109800000000064e+00,1.133234199999999969e+00,-2.695415999999999958e-03,-8.546428999999999832e-02,-1.292401000000000097e-03
2.800000000000000000e+01,5.581470500000000001e+00,1.596426899999999982e+00,4.730888600000000110e+00,1.389410199999999929e+00,1.333724200000000026e+00,-1.190581999999999925e-03,-1.921731999999999954e-02,-4.723673999999999863e-04
2.900000000000000000e+01,1.340936999999999912e+01,3.723150200000000076e+00,7.760364000000000040e+00,3.247640000000000082e+00,2.344201400000000213e+00,-1.972126000000000098e-04,-1.871602999999999895e-03,1.261326999999999960e-05
3.000000000000000000e+01,2.301925710000000080e+01,7.548780899999999683e+00,1.313086629999999921e+01,7.623577499999999674e+00,3.774540399999999796e+00,6.132082000000000051e-06,-4.515063999999999840e-04,9.502173999999999462e-05
3.100000000000000000e+01,3.772431149999999889e+01,1.438264329999999980e+01,2.015652980000000127e+01,1.878904590000000141e+01,6.047982499999999817e+00,8.207676000000000392e-05,-2.547172000000000013e-05,1.078581999999999967e-04
3.200000000000000000e+01,5.973832910000000140e+01,2.559672559999999919e+01,2.919914079999999856e+01,4.560834959999999683e+01,9.498247199999999779e+00,9.386920000000000582e-05,7.697122999999999454e-05,9.292782000000000299e-05
3.300000000000000000e+01,9.242652420000000291e+01,4.136831279999999822e+01,4.055299550000000153e+01,1.077832796999999942e+02,1.464809059999999974e+01,8.411550999999999859e-05,8.514812000000000021e-05,7.260780999999999355e-05
3.400000000000000000e+01,1.392534105000000011e+02,6.024653820000000337e+01,5.449324289999999849e+01,2.433939042000000086e+02,2.204059459999999859e+01,6.782396000000000377e-05,6.995454999999999924e-05,5.362801999999999684e-05
3.500000000000000000e+01,2.040991869000000065e+02,7.995601580000000297e+01,7.083483379999999840e+01,5.217059762999999748e+02,3.228640510000000319e+01,5.195803000000000167e-05,5.303084999999999727e-05,3.867639000000000054e-05
3.600000000000000000e+01,2.910878213999999957e+02,9.930140729999999394e+01,8.962697350000000540e+01,1.060151497300000074e+03,4.603588810000000109e+01,3.895682000000000084e-05,3.934906000000000303e-05,2.786242000000000081e-05
3.700000000000000000e+01,4.041102912000000060e+02,1.172329687999999948e+02,1.103821949999999958e+02,2.042314092699999946e+03,6.390327210000000235e+01,2.917085999999999941e-05,2.927467000000000071e-05,2.031700999999999947e-05
3.800000000000000000e+01,5.464417554999999993e+02,1.367551424000000111e+02,1.328189734999999985e+02,3.733482402399999955e+03,8.640581459999999936e+01,2.204326000000000009e-05,2.206739000000000083e-05,1.510476000000000037e-05
3.900000000000000000e+01,7.203437490999999682e+02,1.579441768000000081e+02,1.562123726000000090e+02,6.487188960100000259e+03,1.139007371000000006e+02,1.693294999999999853e-05,1.693758000000000056e-05,1.149402000000000011e-05
