# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
4.700000000000000000e+01,3.144521954499999993e+03,3.174826348999999936e+02,3.174826348999999936e+02,0.000000000000000000e+00,4.700000000000000000e+01
4.800000000000000000e+01,3.520258426899999904e+03,3.295266692000000148e+02,3.295266692000000148e+02,0.000000000000000000e+00,4.800000000000000000e+01
4.900000000000000000e+01,3.893485047399999985e+03,3.395173398000000020e+02,3.395173398000000020e+02,0.000000000000000000e+00,4.900000000000000000e+01
5.000000000000000000e+01,4.259227942499999699e+03,3.476737140999999838e+02,3.476737140999999838e+02,0.000000000000000000e+00,5.000000000000000000e+01
5.100000000000000000e+01,4.611221626399999877e+03,3.541095126000000164e+02,3.541095126000000164e+02,0.000000000000000000e+00,5.100000000000000000e+01
5.200000000000000000e+01,4.945471057499999915e+03,3.591101716000000010e+02,3.591101716000000010e+02,0.000000000000000000e+00,5.200000000000000000e+01
5.300000000000000000e+01,5.256672446499999751e+03,3.628227330999999936e+02,3.628227330999999936e+02,0.000000000000000000e+00,5.300000000000000000e+01
5.400000000000000000e+01,5.542248832799999946e+03,3.655426603000000227e+02,3.655426603000000227e+02,0.000000000000000000e+00,5.400000000000000000e+01
5.500000000000000000e+01,5.798231989199999589e+03,3.674034780000000069e+02,3.674034780000000069e+02,0.000000000000000000e+00,5.500000000000000000e+01
5.600000000000000000e+01,6.023732168200000160e+03,3.686714483000000087e+02,3.686714483000000087e+02,0.000000000000000000e+00,5.600000000000000000e+01
5.700000000000000000e+01,6.216361258599999928e+03,3.694372524999999996e+02,3.694372524999999996e+02,0.000000000000000000e+00,5.700000000000000000e+01
5.800000000000000000e+01,6.377074123700000200e+03,3.699166223999999943e+02,3.699166223999999943e+02,0.000000000000000000e+00,5.800000000000000000e+01
5.900000000000000000e+01,6.505229211300000316e+03,3.701449807999999848e+02,3.701449807999999848e+02,0.000000000000000000e+00,5.900000000000000000e+01
6.000000000000000000e+01,6.603718638500000452e+03,3.702647569999999746e+02,3.702825305999999728e+02,-1.777369999999999992e-02,6.000000000000000000e+01
6.100000000000000000e+01,6.673768607500000144e+03,3.703119563999999855e+02,3.703119563999999855e+02,0.000000000000000000e+00,6.100000000000000000e+01
6.200000000000000000e+01,6.720265456000000086e+03,3.703279994999999758e+02,3.703467421999999942e+02,-1.874270000000000103e-02,6.200000000000000000e+01
6.300000000000000000e+01,6.746395248800000445e+03,3.703312609999999836e+02,3.703312609999999836e+02,0.000000000000000000e+00,6.300000000000000000e+01
6.400000000000000000e+01,6.759080142699999669e+03,3.703316866000000118e+02,3.703507199000000014e+02,-1.903329999999999952e-02,6.400000000000000000e+01
6.500000000000000000e+01,6.763546235800000431e+03,3.703316965999999866e+02,3.703316965999999866e+02,0.000000000000000000e+00,6.500000000000000000e+01
