# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
1.000000000000000000e+00,0.000000000000000000e+00,1.000018000000000074e+00,1.000018000000000074e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.495959999999999998e-02,1.000028899999999998e+00,1.000028899999999998e+00,-0.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,2.941459999999999908e-02,1.000060500000000019e+00,1.000060399999999960e+00,9.999999999999999547e-08,3.000000000000000000e+00
4.000000000000000000e+00,4.339319999999999983e-02,1.000110999999999972e+00,1.000110700000000019e+00,2.999999999999999864e-07,4.000000000000000000e+00
5.000000000000000000e+00,5.692959999999999687e-02,1.000178800000000034e+00,1.000178299999999965e+00,4.999999999999999774e-07,5.000000000000000000e+00
6.000000000000000000e+00,7.006460000000000465e-02,1.000262399999999996e+00,1.000261599999999973e+00,7.999999999999999638e-07,6.000000000000000000e+00
7.000000000000000000e+00,8.284619999999999485e-02,1.000360600000000044e+00,1.000359500000000068e+00,1.100000000000000056e-06,7.000000000000000000e+00
8.000000000000000000e+00,9.533079999999999332e-02,1.000472199999999923e+00,1.000470900000000052e+00,1.300000000000000047e-06,8.000000000000000000e+00
9.000000000000000000e+00,1.075833999999999957e-01,1.000596299999999994e+00,1.000594900000000065e+00,1.399999999999999937e-06,9.000000000000000000e+00
1.000000000000000000e+01,1.196779000000000037e-01,1.000731999999999955e+00,1.000730700000000084e+00,1.300000000000000047e-06,1.000000000000000000e+01
1.100000000000000000e+01,1.316973999999999922e-01,1.000878799999999957e+00,1.000877900000000098e+00,8.999999999999999593e-07,1.100000000000000000e+01
1.200000000000000000e+01,1.437331000000000025e-01,1.001036299999999990e+00,1.001035899999999979e+00,3.999999999999999819e-07,1.200000000000000000e+01
1.300000000000000000e+01,1.558836999999999862e-01,1.001204500000000053e+00,1.001204699999999947e+00,-1.999999999999999909e-07,1.300000000000000000e+01
1.400000000000000000e+01,1.682530999999999888e-01,1.001383300000000087e+00,1.001384100000000110e+00,-6.999999999999999683e-07,1.400000000000000000e+01
1.500000000000000000e+01,1.809482000000000035e-01,1.001573100000000105e+00,1.001574200000000081e+00,-1.199999999999999946e-06,1.500000000000000000e+01
1.600000000000000000e+01,1.940765000000000129e-01,1.001773900000000106e+00,1.001775300000000035e+00,-1.399999999999999937e-06,1.600000000000000000e+01
1.700000000000000000e+01,2.077424999999999966e-01,1.001986100000000102e+00,1.001987600000000089e+00,-1.500000000000000038e-06,1.700000000000000000e+01
1.800000000000000000e+01,2.220453000000000010e-01,1.002209499999999975e+00,1.002211600000000091e+00,-2.099999999999999799e-06,1.800000000000000000e+01
1.900000000000000000e+01,2.370759000000000061e-01,1.002444399999999902e+00,1.002447599999999994e+00,-3.199999999999999855e-06,1.900000000000000000e+01
2.000000000000000000e+01,2.529153000000000096e-01,1.002691299999999952e+00,1.002696100000000090e+00,-4.799999999999999783e-06,2.000000000000000000e+01
2.100000000000000000e+01,2.696333000000000202e-01,1.002951200000000043e+00,1.002957600000000005e+00,-6.399999999999999710e-06,2.100000000000000000e+01
2.200000000000000000e+01,2.872885000000000022e-01,1.003228699999999973e+00,1.003232499999999972e+00,-3.700000000000000150e-06,2.200000000000000000e+01
2.300000000000000000e+01,3.059279999999999777e-01,1.003530000000000033e+00,1.003521200000000002e+00,8.800000000000000449e-06,2.300000000000000000e+01
2.400000000000000000e+01,3.255892000000000230e-01,1.003861700000000079e+00,1.003824100000000108e+00,3.759999999999999915e-05,2.400000000000000000e+01
2.500000000000000000e+01,3.463007000000000168e-01,1.004227200000000098e+00,1.004141600000000079e+00,8.559999999999999359e-05,2.500000000000000000e+01
2.600000000000000000e+01,1.633893599999999946e+00,1.063997899999999941e+00,1.029236299999999993e+00,3.476150000000000073e-02,2.600000000000000000e+01
2.700000000000000000e+01,3.371823700000000201e+00,1.245455200000000096e+00,1.147156800000000088e+00,9.829839999999999411e-02,2.700000000000000000e+01
2.800000000000000000e+01,5.581571000000000282e+00,1.596455600000000086e+00,1.444595400000000085e+00,1.518602000000000007e-01,2.800000000000000000e+01
2.900000000000000000e+01,1.340961129999999990e+01,3.723217200000000116e+00,7.703702800000000295e+00,-3.980485700000000016e+00,2.900000000000000000e+01
3.000000000000000000e+01,2.301967140000000001e+01,7.548916700000000368e+00,1.306030160000000073e+01,-5.511384900000000364e+00,3.000000000000000000e+01
3.100000000000000000e+01,3.772499040000000292e+01,1.438290210000000080e+01,2.011498160000000013e+01,-5.732079500000000216e+00,3.100000000000000000e+01
3.200000000000000000e+01,5.973940420000000273e+01,2.559718619999999945e+01,2.909773739999999975e+01,-3.500551199999999863e+00,3.200000000000000000e+01
3.300000000000000000e+01,9.242818750000000705e+01,4.136905720000000031e+01,4.051199479999999653e+01,8.570624000000000020e-01,3.300000000000000000e+01
3.400000000000000000e+01,1.392559165000000121e+02,6.024762239999999736e+01,5.442709620000000115e+01,5.820526300000000042e+00,3.400000000000000000e+01
3.500000000000000000e+01,2.041028598999999986e+02,7.995745469999999955e+01,7.082213980000000220e+01,9.135314899999999128e+00,3.500000000000000000e+01
3.600000000000000000e+01,2.910930599000000143e+02,9.930319439999999531e+01,8.957401049999999998e+01,9.729183900000000662e+00,3.600000000000000000e+01
3.700000000000000000e+01,4.041175635999999827e+02,1.172350785999999943e+02,1.103827395999999936e+02,6.852338900000000343e+00,3.700000000000000000e+01
3.800000000000000000e+01,5.464515893999999889e+02,1.367576034999999877e+02,1.327926166999999964e+02,3.964986800000000144e+00,3.800000000000000000e+01
3.900000000000000000e+01,7.203567123999999922e+02,1.579470191999999997e+02,1.562218650000000082e+02,1.725154199999999971e+00,3.900000000000000000e+01
4.000000000000000000e+01,9.272727829000000384e+02,1.805219655999999873e+02,1.801131173999999930e+02,4.088481999999999950e-01,4.000000000000000000e+01
4.100000000000000000e+01,1.166960069799999928e+03,2.040501572999999951e+02,2.038162095000000136e+02,2.339478000000000113e-01,4.100000000000000000e+01
4.200000000000000000e+01,1.438381392499999947e+03,2.269454791999999941e+02,2.268233904999999879e+02,1.220887999999999973e-01,4.200000000000000000e+01
4.300000000000000000e+01,1.738645793599999934e+03,2.485935143000000096e+02,2.485935143000000096e+02,0.000000000000000000e+00,4.300000000000000000e+01
4.400000000000000000e+01,2.064472122600000148e+03,2.687973236000000270e+02,2.687973236000000270e+02,0.000000000000000000e+00,4.400000000000000000e+01
4.500000000000000000e+01,2.410825667499999781e+03,2.870909942999999771e+02,2.870909942999999771e+02,0.000000000000000000e+00,4.500000000000000000e+01
4.600000000000000000e+01,2.772945147100000213e+03,3.033659966999999824e+02,3.033659966999999824e+02,0.000000000000000000e+00,4.600000000000000000e+01
