# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,3.286781700000000228e+01,0.000000000000000000e+00,8.462043899999999397e+00,6.786774499999999932e+00,6.998634500000000003e+01,0.000000000000000000e+00,2.465086299999999842e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.410500100000000145e+01,1.525639900000000104e-01,8.802517999999999176e+00,6.523104199999999686e+00,7.073614200000000096e+01,7.497975999999999530e-01,2.557875099999999957e+00,1.144230000000000073e-02
3.000000000000000000e+00,3.516829899999999753e+01,2.922367300000000001e-01,9.118434999999999846e+00,6.296174299999999668e+00,7.138390300000000366e+01,1.397558000000000078e+00,2.637622400000000145e+00,2.191780000000000117e-02
4.000000000000000000e+00,3.607690300000000150e+01,4.179335399999999923e-01,9.410102999999999440e+00,6.100270300000000034e+00,7.194486299999999801e+01,1.958518699999999946e+00,2.705767699999999998e+00,3.134499999999999786e-02
5.000000000000000000e+00,3.685104400000000169e+01,5.297299600000000552e-01,9.678131999999999735e+00,5.930712999999999901e+00,7.243166499999999530e+01,2.445320699999999903e+00,2.763828300000000127e+00,3.972969999999999974e-02
6.000000000000000000e+00,3.751099700000000325e+01,6.285269399999999784e-01,9.923334999999999795e+00,5.783660399999999591e+00,7.285479700000000491e+01,2.868452299999999955e+00,2.813324800000000181e+00,4.713950000000000085e-02
7.000000000000000000e+00,3.807639999999999958e+01,7.157769099999999884e-01,1.014665300000000059e+01,5.655947799999999859e+00,7.322297299999999609e+01,3.236628599999999967e+00,2.855729999999999880e+00,5.368330000000000324e-02
8.000000000000000000e+00,3.856581899999999763e+01,7.932701300000000177e-01,1.034909700000000043e+01,5.544958799999999854e+00,7.354345200000000204e+01,3.557107100000000077e+00,2.892436399999999797e+00,5.949530000000000096e-02
9.000000000000000000e+00,3.899650799999999862e+01,8.629746700000000548e-01,1.053170500000000054e+01,5.448521699999999690e+00,7.382229300000000194e+01,3.835948600000000042e+00,2.924738099999999896e+00,6.472310000000000563e-02
1.000000000000000000e+01,3.938429699999999656e+01,9.269209800000000055e-01,1.069551599999999958e+01,5.364826400000000106e+00,7.406457600000000241e+01,4.078231099999999998e+00,2.953822300000000123e+00,6.951910000000000034e-02
1.100000000000000000e+01,3.974358399999999847e+01,9.871213599999999477e-01,1.084154700000000027e+01,5.292356899999999698e+00,7.427457099999999457e+01,4.288226200000000432e+00,2.980768799999999885e+00,7.403410000000000546e-02
1.200000000000000000e+01,4.008737200000000200e+01,1.045515500000000042e+00,1.097078400000000009e+01,5.229837599999999753e+00,7.445588800000000163e+01,4.469542999999999822e+00,3.006552899999999973e+00,7.841370000000000284e-02
1.300000000000000000e+01,4.042733400000000188e+01,1.103934200000000088e+00,1.108417900000000067e+01,5.176187900000000397e+00,7.461159399999999664e+01,4.625249000000000166e+00,3.032049999999999912e+00,8.279509999999999648e-02
1.400000000000000000e+01,4.077389300000000105e+01,1.164075299999999924e+00,1.118264899999999962e+01,5.130485700000000371e+00,7.474431599999999776e+01,4.757970900000000114e+00,3.058041900000000091e+00,8.730569999999999997e-02
1.500000000000000000e+01,4.113627499999999770e+01,1.227485399999999949e+00,1.126708499999999979e+01,5.091935399999999667e+00,7.485632499999999823e+01,4.869980700000000162e+00,3.085220599999999980e+00,9.206140000000000156e-02
1.600000000000000000e+01,4.152254899999999793e+01,1.295543799999999912e+00,1.133836400000000033e+01,5.059841300000000430e+00,7.494961600000000601e+01,4.963271800000000233e+00,3.114191100000000212e+00,9.716579999999999662e-02
1.700000000000000000e+01,4.193961199999999678e+01,1.369445000000000023e+00,1.139735800000000054e+01,5.033583000000000141e+00,7.502597099999999841e+01,5.039626499999999787e+00,3.145470899999999848e+00,1.027084000000000052e-01
1.800000000000000000e+01,4.239313899999999791e+01,1.450175100000000050e+00,1.144496200000000030e+01,5.012592699999999901e+00,7.508702499999999702e+01,5.100679900000000266e+00,3.179485399999999906e+00,1.087631000000000014e-01
1.900000000000000000e+01,4.288744899999999660e+01,1.538481599999999894e+00,1.148211099999999973e+01,4.996333899999999772e+00,7.513432600000000150e+01,5.147981500000000210e+00,3.216558700000000215e+00,1.153861000000000053e-01
2.000000000000000000e+01,4.342531699999999972e+01,1.634831200000000040e+00,1.150980900000000062e+01,4.984280000000000044e+00,7.516940099999999347e+01,5.183055900000000271e+00,3.256898800000000094e+00,1.226122999999999935e-01
2.100000000000000000e+01,4.400768000000000058e+01,1.739356200000000019e+00,1.152916199999999947e+01,4.975891899999999701e+00,7.519381099999999662e+01,5.207466600000000057e+00,3.300575999999999954e+00,1.304517000000000038e-01
2.200000000000000000e+01,4.463326099999999741e+01,1.851785400000000026e+00,1.154141599999999990e+01,4.970595699999999617e+00,7.520922500000000355e+01,5.222880499999999593e+00,3.347494600000000098e+00,1.388839000000000046e-01
2.300000000000000000e+01,4.529808599999999785e+01,1.971360500000000071e+00,1.154798899999999939e+01,4.967759299999999989e+00,7.521747999999999479e+01,5.231135799999999669e+00,3.397356400000000054e+00,1.478520000000000112e-01
2.400000000000000000e+01,4.599490500000000281e+01,2.096737300000000026e+00,1.155051800000000028e+01,4.966668999999999556e+00,7.522065399999999613e+01,5.234309299999999610e+00,3.449617799999999956e+00,1.572552999999999868e-01
2.500000000000000000e+01,4.671253500000000258e+01,2.225874000000000130e+00,1.155089300000000030e+01,4.966507100000000285e+00,7.522112500000000068e+01,5.234780400000000000e+00,3.503440100000000168e+00,1.669405999999999946e-01
2.600000000000000000e+01,9.253238699999999994e+01,1.047123000000000026e+01,1.155089300000000030e+01,4.966507100000000285e+00,7.522112500000000068e+01,5.234780400000000000e+00,6.939929099999999629e+00,7.853421999999999903e-01
2.700000000000000000e+01,1.383522399999999948e+02,1.871658499999999847e+01,1.155089300000000030e+01,4.966507100000000285e+00,7.522112500000000068e+01,5.234780400000000000e+00,1.037641799999999925e+01,1.403743900000000044e+00
2.800000000000000000e+01,1.841720899999999972e+02,2.696194099999999949e+01,1.155089300000000030e+01,4.966507100000000285e+00,7.522112500000000068e+01,5.234780400000000000e+00,1.381290689999999977e+01,2.022145599999999988e+00
