# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,RE_over_FT,DELTA,N,H,THETA,DELTAstar,X
3.700000000000000000e+01,5.400000000000000000e+02,4.450000000000000000e+01,1.052099999999999909e+03,3.026000000000000227e+02,2.887530000000000000e+05,5.440000000000000000e+02,1.147399999999999948e-01,4.838470000000000049e+00,7.117700000000000138e-01,7.196399999999999464e-01,2.588560000000000016e+01,1.306400000000000006e+00,-6.400000000000000524e-04,3.699000000000000066e-01,1.574400000000000105e-02,6.563999999999999835e-01,4.075420000000000154e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,5.400000000000000000e+02,3.839999999999999858e+01,1.051299999999999955e+03,2.963999999999999773e+02,2.688810000000000000e+05,5.440000000000000000e+02,9.894999999999999629e-02,4.837449999999999584e+00,6.265300000000000313e-01,6.318200000000000482e-01,3.007789999999999964e+01,1.300000000000000044e+00,-2.799999999999999755e-04,3.213099999999999845e-01,1.944200000000000095e-02,9.181000000000000272e-01,5.847890000000000033e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,5.400000000000000000e+02,3.350000000000000000e+01,1.050700000000000045e+03,2.911000000000000227e+02,2.517190000000000000e+05,5.380000000000000000e+02,8.634000000000000008e-02,4.851029999999999731e+00,5.582099999999999840e-01,5.619600000000000151e-01,3.452020000000000266e+01,1.294499999999999984e+00,-2.000000000000000164e-05,2.814400000000000235e-01,2.332599999999999951e-02,1.238399999999999945e+00,8.052089999999999526e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,5.400000000000000000e+02,2.960000000000000142e+01,1.050200000000000045e+03,2.866000000000000227e+02,2.368990000000000000e+05,5.310000000000000000e+02,7.620000000000000384e-02,4.867810000000000414e+00,5.021799999999999597e-01,5.048899999999999499e-01,3.915330000000000155e+01,1.289600000000000080e+00,9.000000000000000567e-05,2.500299999999999745e-01,2.744699999999999918e-02,1.626100000000000101e+00,1.074653999999999998e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,5.400000000000000000e+02,2.639999999999999858e+01,1.049799999999999955e+03,2.826999999999999886e+02,2.240870000000000000e+05,5.230000000000000000e+02,6.797999999999999876e-02,4.886689999999999756e+00,4.559500000000000219e-01,4.578599999999999892e-01,4.391660000000000252e+01,1.285199999999999898e+00,-1.000000000000000082e-05,2.293699999999999906e-01,3.173399999999999832e-02,2.082300000000000040e+00,1.393642999999999965e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+01,5.400000000000000000e+02,2.380000000000000071e+01,1.049400000000000091e+03,2.793000000000000114e+02,2.129960000000000000e+05,5.180000000000000000e+02,6.128000000000000114e-02,4.900229999999999642e+00,4.170200000000000018e-01,4.183000000000000052e-01,4.874989999999999668e+01,1.281199999999999894e+00,-2.300000000000000070e-04,2.174500000000000044e-01,3.626900000000000263e-02,2.618700000000000028e+00,1.768135000000000012e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+01,5.400000000000000000e+02,2.160000000000000142e+01,1.049200000000000045e+03,2.765000000000000000e+02,2.033780000000000000e+05,5.150000000000000000e+02,5.575999999999999707e-02,4.906780000000000364e+00,3.839199999999999835e-01,3.847900000000000209e-01,5.359550000000000125e+01,1.277400000000000091e+00,-3.800000000000000209e-04,2.079799999999999982e-01,4.106300000000000228e-02,3.242399999999999949e+00,2.200785000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,5.400000000000000000e+02,1.989999999999999858e+01,1.048900000000000091e+03,2.740000000000000000e+02,1.950220000000000000e+05,5.150000000000000000e+02,5.118999999999999939e-02,4.907820000000000071e+00,3.557199999999999807e-01,3.563000000000000056e-01,5.839929999999999666e+01,1.274000000000000021e+00,-4.899999999999999842e-04,2.006600000000000050e-01,4.604899999999999965e-02,3.952999999999999847e+00,2.689226999999999812e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,5.400000000000000000e+02,1.839999999999999858e+01,1.048799999999999955e+03,2.718000000000000114e+02,1.877510000000000000e+05,5.170000000000000000e+02,4.737999999999999851e-02,4.903520000000000323e+00,3.315500000000000114e-01,3.319500000000000228e-01,6.311169999999999902e+01,1.270799999999999930e+00,-5.800000000000000034e-04,1.955800000000000038e-01,5.118999999999999939e-02,4.750600000000000378e+00,3.230684000000000111e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,5.400000000000000000e+02,1.710000000000000142e+01,1.048599999999999909e+03,2.700000000000000000e+02,1.814180000000000000e+05,5.200000000000000000e+02,4.417999999999999705e-02,4.894190000000000040e+00,3.107500000000000262e-01,3.110200000000000187e-01,6.768840000000000146e+01,1.267900000000000027e+00,-6.499999999999999702e-04,1.920399999999999885e-01,5.645100000000000118e-02,5.634000000000000341e+00,3.821073999999999860e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000000e+01,5.400000000000000000e+02,1.610000000000000142e+01,1.048500000000000000e+03,2.683000000000000114e+02,1.758960000000000000e+05,5.260000000000000000e+02,4.148999999999999910e-02,4.880810000000000315e+00,2.928000000000000047e-01,2.929800000000000182e-01,7.209040000000000248e+01,1.265200000000000102e+00,-6.999999999999999929e-04,1.898100000000000065e-01,6.176899999999999752e-02,6.596499999999999808e+00,4.452948000000000128e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+01,5.400000000000000000e+02,1.519999999999999929e+01,1.048299999999999955e+03,2.668999999999999773e+02,1.710830000000000000e+05,5.330000000000000000e+02,3.921999999999999792e-02,4.863909999999999734e+00,2.772700000000000164e-01,2.773900000000000254e-01,7.628409999999999513e+01,1.262799999999999923e+00,-7.500000000000000156e-04,1.887300000000000089e-01,6.710000000000000686e-02,7.631000000000000227e+00,5.118682999999999872e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,5.400000000000000000e+02,1.450000000000000000e+01,1.048299999999999955e+03,2.656999999999999886e+02,1.668900000000000000e+05,5.410000000000000000e+02,3.729999999999999982e-02,4.844409999999999883e+00,2.638099999999999890e-01,2.638900000000000134e-01,8.024139999999999873e+01,1.260499999999999954e+00,-7.799999999999999859e-04,1.885799999999999976e-01,7.237899999999999889e-02,8.725099999999999412e+00,5.807807000000000386e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+01,5.400000000000000000e+02,1.380000000000000071e+01,1.048200000000000045e+03,2.646000000000000227e+02,1.632420000000000000e+05,5.510000000000000000e+02,3.565999999999999726e-02,4.822869999999999990e+00,2.521399999999999753e-01,2.521900000000000253e-01,8.393869999999999720e+01,1.258399999999999963e+00,-8.099999999999999561e-04,1.892500000000000016e-01,7.755900000000000294e-02,9.865700000000000358e+00,6.510239999999999583e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
