# Untitled0,STA_IN,Y_IN,DELR_IN,R_IN,DY_over_DX,D2Y_over_DX2,DA_over_DX,DR_over_DX,MACH_NO,_____DM_over_DX,PE_over_PO,BETA
1.000000000000000000e+00,0.000000000000000000e+00,2.501559999999999895e-01,9.686000000000000165e-04,2.511248999999999842e-01,0.000000000000000000e+00,6.662498999999999505e-01,1.145900000000000044e-03,1.145900000000000044e-03,1.063974799999999998e+00,1.399140300000000003e+00,4.895300000000000207e-01,-5.647100000000000453e-01
2.000000000000000000e+00,7.761999999999999802e-03,2.501720000000000055e-01,9.772999999999999569e-04,2.511493000000000198e-01,4.643399999999999785e-03,6.466372000000000231e-01,1.116699999999999984e-03,5.760099999999999769e-03,1.075402500000000039e+00,1.426377299999999959e+00,4.827600000000000224e-01,-5.723300000000000054e-01
3.000000000000000000e+00,1.523599999999999954e-02,2.502260000000000040e-01,9.856000000000001045e-04,2.512112000000000234e-01,9.825000000000000400e-03,7.043966000000000394e-01,1.149999999999999981e-03,1.097500000000000038e-02,1.085733499999999907e+00,1.440285800000000060e+00,4.766799999999999926e-01,-5.748999999999999666e-01
4.000000000000000000e+00,2.298400000000000096e-02,2.503230000000000177e-01,9.948999999999999511e-04,2.513177999999999801e-01,1.537140000000000034e-02,7.217571000000000403e-01,1.221800000000000100e-03,1.659319999999999892e-02,1.097357700000000102e+00,1.503825500000000037e+00,4.698899999999999744e-01,-5.967700000000000227e-01
5.000000000000000000e+00,3.077500000000000027e-02,2.504649999999999932e-01,1.004600000000000024e-03,2.514693000000000067e-01,2.104030000000000136e-02,7.205985000000000307e-01,1.271299999999999947e-03,2.231160000000000088e-02,1.109100600000000103e+00,1.472171700000000083e+00,4.630900000000000016e-01,-5.808499999999999774e-01
6.000000000000000000e+00,3.840500000000000164e-02,2.506470000000000087e-01,1.014499999999999994e-03,2.516610000000000236e-01,2.648649999999999963e-02,6.975335999999999759e-01,1.305799999999999973e-03,2.779229999999999895e-02,1.120072200000000073e+00,1.404994800000000099e+00,4.567800000000000193e-01,-5.518199999999999772e-01
7.000000000000000000e+00,4.590099999999999736e-02,2.508650000000000047e-01,1.024299999999999907e-03,2.518889999999999740e-01,3.159599999999999909e-02,6.606340000000000545e-01,1.371299999999999993e-03,3.296720000000000206e-02,1.130362199999999984e+00,1.485291899999999998e+00,4.509099999999999775e-01,-5.811399999999999899e-01
8.000000000000000000e+00,5.388500000000000234e-02,2.511379999999999724e-01,1.035700000000000075e-03,2.521739000000000064e-01,3.669159999999999783e-02,6.266287999999999858e-01,1.430899999999999924e-03,3.812249999999999667e-02,1.143177099999999946e+00,1.598975500000000105e+00,4.436599999999999988e-01,-6.220200000000000173e-01
9.000000000000000000e+00,6.192299999999999888e-02,2.514529999999999821e-01,1.047200000000000084e-03,2.525000000000000022e-01,4.163440000000000196e-02,6.194671000000000483e-01,1.474199999999999946e-03,4.310859999999999692e-02,1.155980000000000008e+00,1.563697399999999904e+00,4.364899999999999891e-01,-6.047299999999999898e-01
1.000000000000000000e+01,6.993900000000000117e-02,2.518059999999999743e-01,1.059400000000000055e-03,2.528657999999999739e-01,4.663670000000000315e-02,6.369449999999999834e-01,1.545799999999999952e-03,4.818250000000000310e-02,1.168282899999999902e+00,1.507455699999999954e+00,4.296599999999999864e-01,-5.803199999999999470e-01
1.100000000000000000e+01,7.796400000000000552e-02,2.522010000000000085e-01,1.072000000000000036e-03,2.532730000000000259e-01,5.185170000000000057e-02,6.875584999999999614e-01,1.593599999999999921e-03,5.344530000000000114e-02,1.180160300000000051e+00,1.491432499999999939e+00,4.231400000000000161e-01,-5.720199999999999729e-01
1.200000000000000000e+01,8.608699999999999686e-02,2.526439999999999797e-01,1.085100000000000084e-03,2.537293999999999938e-01,5.774669999999999803e-02,7.577673000000000325e-01,1.688000000000000047e-03,5.943459999999999716e-02,1.192368300000000048e+00,1.619618999999999920e+00,4.164999999999999813e-01,-6.187300000000000022e-01
1.300000000000000000e+01,9.476400000000000101e-02,2.531749999999999834e-01,1.100499999999999916e-03,2.542751999999999790e-01,6.461920000000000164e-02,8.000391000000000030e-01,1.774299999999999922e-03,6.639349999999999419e-02,1.207504099999999969e+00,1.715364399999999900e+00,4.083499999999999908e-01,-6.512999999999999901e-01
1.400000000000000000e+01,1.035800000000000054e-01,2.537760000000000016e-01,1.116199999999999918e-03,2.548918000000000017e-01,7.174439999999999984e-02,7.940422999999999787e-01,1.835700000000000005e-03,7.358009999999999551e-02,1.222367900000000063e+00,1.658415600000000101e+00,4.004599999999999826e-01,-6.260999999999999899e-01
1.500000000000000000e+01,1.125749999999999945e-01,2.544540000000000135e-01,1.133200000000000006e-03,2.555871000000000115e-01,7.875680000000000180e-02,7.300035000000000274e-01,1.899700000000000043e-03,8.065650000000000597e-02,1.237032300000000085e+00,1.604186700000000076e+00,3.927700000000000080e-01,-6.029600000000000515e-01
1.600000000000000000e+01,1.217879999999999935e-01,2.552110000000000212e-01,1.150800000000000000e-03,2.563618999999999759e-01,8.501430000000000098e-02,6.203258000000000383e-01,1.994699999999999859e-03,8.700890000000000013e-02,1.251565299999999992e+00,1.692334400000000016e+00,3.852499999999999813e-01,-6.336399999999999810e-01
1.700000000000000000e+01,1.315389999999999893e-01,2.560689999999999911e-01,1.171100000000000006e-03,2.572402999999999773e-01,9.045549999999999424e-02,5.305883000000000127e-01,2.121599999999999962e-03,9.257709999999999551e-02,1.269252499999999895e+00,1.843974699999999967e+00,3.762400000000000189e-01,-6.864700000000000246e-01
1.800000000000000000e+01,1.417529999999999901e-01,2.570189999999999975e-01,1.193199999999999946e-03,2.582125000000000115e-01,9.558110000000000217e-02,5.967852000000000157e-01,2.221599999999999790e-03,9.780279999999999530e-02,1.288407700000000045e+00,1.843187399999999920e+00,3.666400000000000214e-01,-6.817999999999999616e-01
1.900000000000000000e+01,1.523529999999999884e-01,2.580609999999999848e-01,1.217399999999999993e-03,2.592780000000000085e-01,1.029517999999999961e-01,9.025073000000000123e-01,2.343299999999999984e-03,1.052951000000000026e-01,1.307591600000000076e+00,1.779090899999999920e+00,3.572000000000000175e-01,-6.546300000000000452e-01
2.000000000000000000e+01,1.633870000000000045e-01,2.592510000000000092e-01,1.243900000000000040e-03,2.604947000000000235e-01,1.152890000000000026e-01,1.414871500000000060e+00,2.618999999999999800e-03,1.179078999999999960e-01,1.326868900000000018e+00,1.907557699999999912e+00,3.478999999999999870e-01,-6.983099999999999863e-01
2.100000000000000000e+01,1.750720000000000054e-01,2.606899999999999773e-01,1.277200000000000037e-03,2.619671000000000083e-01,1.354951000000000072e-01,2.036166999999999838e+00,3.000899999999999922e-03,1.384960000000000080e-01,1.351145199999999935e+00,2.089241599999999810e+00,3.364400000000000168e-01,-7.579500000000000126e-01
2.200000000000000000e+01,1.874780000000000058e-01,2.625330000000000163e-01,1.316399999999999905e-03,2.638498000000000232e-01,1.647986999999999924e-01,2.591434599999999921e+00,3.336899999999999849e-03,1.681354999999999933e-01,1.377219100000000029e+00,2.060365200000000119e+00,3.244500000000000162e-01,-7.391900000000000137e-01
2.300000000000000000e+01,2.005250000000000088e-01,2.649059999999999748e-01,1.362399999999999939e-03,2.662682000000000104e-01,2.017567999999999862e-01,2.955081999999999987e+00,3.917300000000000296e-03,2.056740999999999986e-01,1.403533200000000036e+00,2.234783600000000092e+00,3.126800000000000135e-01,-7.920700000000000518e-01
