# POINT,X,X_IN,Mach,DM_over_DX,D2M_over_DX2,D3M_over_DX3,W_Q_over_Astar,DW_over_DX,D2W_over_DX2,D3W_over_DX3
1.000000000000000000e+00,2.347679000000000116e+01,5.869200000000000195e+00,6.000000000000000000e+00,-3.834987000000000192e-17,-1.324700000000000046e-17,6.164091000000000015e-03,2.295275999999999872e+00,-1.789096000000000006e-18,-6.179983000000000067e-19,2.875668999999999860e-04
2.000000000000000000e+00,2.272693999999999903e+01,5.681729999999999947e+00,5.999575000000000102e+00,1.687111999999999943e-03,-4.438641000000000114e-03,5.674542000000000301e-03,2.295256000000000185e+00,7.872173000000000430e-05,-2.071681999999999929e-04,2.652380999999999771e-04
3.000000000000000000e+00,2.198282999999999987e+01,5.495709999999999873e+00,5.996710000000000207e+00,6.516118000000000431e-03,-8.480384000000000533e-03,5.188744999999999816e-03,2.295122999999999802e+00,3.044290999999999751e-04,-3.970697000000000245e-04,2.458200000000000012e-04
4.000000000000000000e+00,2.124456999999999951e+01,5.311139999999999972e+00,5.989247999999999905e+00,1.414704999999999956e-02,-1.213311000000000077e-02,4.706769000000000404e-03,2.294773000000000174e+00,6.631122999999999835e-04,-5.728372000000000455e-04,2.312636000000000130e-04
5.000000000000000000e+00,2.051227000000000089e+01,5.128070000000000128e+00,5.975335000000000285e+00,2.425137000000000126e-02,-1.540480999999999968e-02,4.228685000000000256e-03,2.294118999999999797e+00,1.143710999999999946e-03,-7.387159000000000130e-04,2.228727999999999916e-04
6.000000000000000000e+00,1.978604999999999947e+01,4.946509999999999962e+00,5.953399000000000107e+00,3.651204000000000255e-02,-1.830359999999999973e-02,3.754569000000000135e-03,2.293079999999999785e+00,1.738671000000000010e-03,-8.996358000000000306e-04,2.215324000000000069e-04
7.000000000000000000e+00,1.906603000000000137e+01,4.766510000000000247e+00,5.922138999999999598e+00,5.062360999999999944e-02,-2.083772999999999875e-02,3.284499000000000186e-03,2.291580999999999868e+00,2.444228000000000112e-03,-1.060954999999999928e-03,2.279112999999999875e-04
8.000000000000000000e+00,1.835234000000000165e+01,4.588090000000000224e+00,5.880510000000000126e+00,6.629229999999999845e-02,-2.301558999999999897e-02,2.818559999999999902e-03,2.289552000000000032e+00,3.260532000000000014e-03,-1.228343000000000013e-03,2.426299999999999995e-04
9.000000000000000000e+00,1.764510999999999896e+01,4.411279999999999646e+00,5.827709999999999724e+00,8.323611000000000204e-02,-2.484569999999999834e-02,2.356837999999999989e-03,2.286923999999999957e+00,4.191717999999999660e-03,-1.407772999999999967e-03,2.663960000000000156e-04
1.000000000000000000e+01,1.694446999999999903e+01,4.236119999999999663e+00,5.763166000000000011e+00,1.011848999999999943e-01,-2.633674000000000084e-02,1.899424999999999942e-03,2.283625999999999934e+00,5.245974999999999944e-03,-1.605599999999999996e-03,3.001130999999999981e-04
1.100000000000000000e+01,1.625058999999999898e+01,4.062649999999999650e+00,5.686514999999999986e+00,1.198805000000000009e-01,-2.749754999999999908e-02,1.446418000000000096e-03,2.279581999999999997e+00,6.435680000000000046e-03,-1.828697000000000005e-03,3.449737999999999936e-04
1.200000000000000000e+01,1.556361000000000061e+01,3.890899999999999803e+00,5.597598999999999769e+00,1.390768000000000004e-01,-2.833716000000000013e-02,9.979184999999999358e-04,2.274709999999999788e+00,7.777611999999999720e-03,-2.084646999999999802e-03,4.025394000000000173e-04
1.300000000000000000e+01,1.488369999999999926e+01,3.720920000000000005e+00,5.496443000000000190e+00,1.585399000000000114e-01,-2.886475000000000152e-02,5.540360000000000467e-04,2.268918000000000212e+00,9.293274000000000673e-03,-2.381966000000000118e-03,4.748161999999999890e-04
1.400000000000000000e+01,1.421104000000000056e+01,3.552760000000000140e+00,5.383246999999999893e+00,1.780482999999999927e-01,-2.908973000000000114e-02,1.148849000000000018e-04,2.262103000000000197e+00,1.100932999999999946e-02,-2.730359999999999818e-03,5.643259000000000513e-04
1.500000000000000000e+01,1.354580999999999946e+01,3.386449999999999960e+00,5.258366999999999791e+00,1.973930000000000129e-01,-2.902170000000000097e-02,-3.194129000000000195e-04,2.254145999999999983e+00,1.295817999999999970e-02,-3.141007999999999821e-03,6.741709999999999934e-04
1.600000000000000000e+01,1.288822000000000045e+01,3.222049999999999859e+00,5.122308000000000305e+00,2.163775000000000004e-01,-2.867050000000000154e-02,-7.487273999999999492e-04,2.244912999999999936e+00,1.517861000000000037e-02,-3.626850000000000039e-03,8.080840000000000375e-04
1.700000000000000000e+01,1.223846999999999952e+01,3.059619999999999784e+00,4.975704000000000349e+00,2.348182000000000047e-01,-2.804620999999999850e-02,-1.172920000000000039e-03,2.234246000000000176e+00,1.771657999999999913e-02,-4.202871000000000384e-03,9.704470000000000414e-04
1.800000000000000000e+01,1.159679000000000038e+01,2.899199999999999999e+00,4.819309999999999761e+00,2.525446000000000080e-01,-2.715916999999999984e-02,-1.591841000000000089e-03,2.221967999999999943e+00,2.062601999999999838e-02,-4.886340000000000301e-03,1.166249999999999969e-03
1.900000000000000000e+01,1.096344000000000030e+01,2.740860000000000074e+00,4.653983000000000203e+00,2.693991000000000025e-01,-2.602002000000000134e-02,-2.005333000000000202e-03,2.207872000000000057e+00,2.396968999999999836e-02,-5.696950000000000104e-03,1.400947000000000043e-03
2.000000000000000000e+01,1.033866000000000085e+01,2.584659999999999958e+00,4.480675999999999881e+00,2.852378999999999887e-01,-2.463970999999999870e-02,-2.413222000000000023e-03,2.191724999999999923e+00,2.781977000000000061e-02,-6.656783000000000318e-03,1.680134999999999918e-03
2.100000000000000000e+01,9.722749999999999559e+00,2.430689999999999795e+00,4.300418999999999770e+00,2.999305999999999917e-01,-2.302954999999999933e-02,-2.815324000000000125e-03,2.173258999999999830e+00,3.225834000000000340e-02,-7.789957000000000131e-03,2.008975000000000084e-03
2.200000000000000000e+01,9.116009999999999280e+00,2.278999999999999915e+00,4.114309000000000438e+00,3.133611000000000035e-01,-2.120121000000000158e-02,-3.211438000000000053e-03,2.152175000000000171e+00,3.737713000000000146e-02,-9.121784000000000836e-03,2.391200000000000010e-03
2.300000000000000000e+01,8.518779999999999575e+00,2.129690000000000083e+00,3.923496000000000095e+00,3.254272000000000276e-01,-1.916680999999999940e-02,-3.601343999999999813e-03,2.128137000000000167e+00,4.327643999999999935e-02,-1.067719999999999954e-02,2.827586999999999896e-03
2.400000000000000000e+01,7.931420000000000137e+00,1.982860000000000067e+00,3.729173999999999989e+00,3.360415999999999959e-01,-1.693893000000000135e-02,-3.984801999999999962e-03,2.100776999999999894e+00,5.006266000000000188e-02,-1.247813000000000047e-02,3.313690000000000212e-03
2.500000000000000000e+01,7.354350000000000165e+00,1.838589999999999947e+00,3.532561999999999980e+00,3.451323000000000030e-01,-1.453069000000000062e-02,-4.361549999999999629e-03,2.069698999999999955e+00,5.784376000000000101e-02,-1.453954000000000010e-02,3.836739999999999942e-03
2.600000000000000000e+01,6.787989999999999746e+00,1.697000000000000064e+00,3.334900999999999893e+00,3.526425000000000254e-01,-1.195582000000000068e-02,-4.731294999999999945e-03,2.034486999999999934e+00,6.672206999999999444e-02,-1.686373999999999859e-02,4.371690000000000124e-03
2.700000000000000000e+01,6.232870000000000132e+00,1.558219999999999938e+00,3.137433999999999834e+00,3.585319000000000145e-01,-9.228748000000000160e-03,-5.093715000000000395e-03,1.994720999999999966e+00,7.678374000000000310e-02,-1.943293000000000104e-02,4.876723999999999816e-03
2.800000000000000000e+01,5.689510000000000289e+00,1.422379999999999978e+00,2.941400999999999932e+00,3.627770000000000161e-01,-6.364698000000000230e-03,-5.448444999999999677e-03,1.949999000000000038e+00,8.808428999999999565e-02,-2.220025000000000123e-02,5.289015999999999683e-03
2.900000000000000000e+01,5.158570000000000100e+00,1.289639999999999898e+00,2.748026999999999997e+00,3.653719999999999746e-01,-3.379846000000000152e-03,-5.795077000000000041e-03,1.899968000000000101e+00,1.006304999999999977e-01,-2.508026000000000005e-02,5.522232999999999656e-03
3.000000000000000000e+01,4.640740000000000087e+00,1.160190000000000055e+00,2.558511999999999897e+00,3.663300999999999918e-01,-2.914859999999999804e-04,-6.133140999999999940e-03,1.844368000000000007e+00,1.143593999999999999e-01,-2.794080999999999995e-02,5.468020999999999993e-03
3.100000000000000000e+01,4.136870000000000047e+00,1.034219999999999917e+00,2.374022000000000077e+00,3.656845000000000234e-01,2.881737000000000101e-03,-6.462100000000000136e-03,1.783082999999999974e+00,1.291177000000000019e-01,-3.059952000000000158e-02,5.004126999999999707e-03
3.200000000000000000e+01,3.647899999999999920e+00,9.119800000000000129e-01,2.195688000000000084e+00,3.634901999999999855e-01,6.119514000000000377e-03,-6.781322999999999691e-03,1.716197999999999890e+00,1.446445000000000092e-01,-3.282862000000000280e-02,4.011248000000000244e-03
3.300000000000000000e+01,3.174999999999999822e+00,7.937499999999999556e-01,2.024595999999999840e+00,3.598264999999999936e-01,9.399443999999999855e-03,-7.090062999999999747e-03,1.644058999999999937e+00,1.605642999999999931e-01,-3.437206999999999762e-02,2.398531000000000187e-03
3.400000000000000000e+01,2.719539999999999846e+00,6.798800000000000399e-01,1.861796000000000006e+00,3.547996999999999956e-01,1.269641999999999993e-02,-7.387414000000000133e-03,1.567333000000000087e+00,1.763963000000000059e-01,-3.497659999999999658e-02,1.337006000000000121e-04
