# X_IN,Y_IN,DY_over_DX,ANGLE,D2Y_over_DX2
-1.729999999999999984e-03,2.511240000000000139e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.624768399999999557e-01
1.000000000000000056e-01,2.546340000000000270e-01,7.059273779999999943e-02,4.037967309999999976e+00,8.260397640000000097e-01
2.000000000000000111e-01,2.661609999999999809e-01,2.033847579999999988e-01,1.149628389999999989e+01,3.216154809999999920e+00
2.999999999999999889e-01,3.019350000000000089e-01,5.031003659999999655e-01,2.670698519999999831e+01,2.684398310000000176e+00
4.000000000000000222e-01,3.645129999999999759e-01,7.369267680000000098e-01,3.638749560000000116e+01,1.992129720000000104e+00
5.000000000000000000e-01,4.470199999999999729e-01,9.023496140000000221e-01,4.206150300000000186e+01,1.360886660000000026e+00
5.999999999999999778e-01,5.432820000000000427e-01,1.015133290000000077e+00,4.543027310000000085e+01,8.947869309999999521e-01
6.999999999999999556e-01,6.484940000000000149e-01,1.081507400000000008e+00,4.724243510000000157e+01,4.613025660000000250e-01
8.000000000000000444e-01,7.586159999999999570e-01,1.117603249999999937e+00,4.817871399999999937e+01,2.606143519999999936e-01
9.000000000000000222e-01,8.713450000000000362e-01,1.133630270000000051e+00,4.858378069999999838e+01,5.992613730000000138e-02
1.000000000000000000e+00,9.846979999999999622e-01,1.131181229999999927e+00,4.852230000000000132e+01,-7.263000679999999376e-02
1.100000000000000089e+00,1.097361999999999949e+00,1.121169910000000103e+00,4.826941630000000316e+01,-1.275963709999999862e-01
1.199999999999999956e+00,1.208749000000000073e+00,1.105661950000000004e+00,4.787268819999999891e+01,-1.825627350000000038e-01
1.300000000000000044e+00,1.318311000000000011e+00,1.084635989999999994e+00,4.732492549999999909e+01,-2.398543079999999883e-01
1.399999999999999911e+00,1.425462000000000007e+00,1.057269669999999939e+00,4.659457129999999836e+01,-3.074721639999999923e-01
1.500000000000000000e+00,1.529538999999999982e+00,1.023141560000000005e+00,4.565534509999999813e+01,-3.750900209999999957e-01
1.600000000000000089e+00,1.629864999999999897e+00,9.822516650000000515e-01,4.448700889999999930e+01,-4.427078779999999991e-01
1.699999999999999956e+00,1.725764000000000076e+00,9.346587320000000476e-01,4.306562449999999842e+01,-4.987298789999999871e-01
1.800000000000000044e+00,1.816815000000000069e+00,8.871269720000000136e-01,4.157709700000000197e+01,-4.519053060000000066e-01
1.899999999999999911e+00,1.903345999999999982e+00,8.442776699999999801e-01,4.017365550000000241e+01,-4.050807330000000261e-01
2.000000000000000000e+00,1.985826000000000091e+00,8.061108259999999470e-01,3.887266329999999925e+01,-3.582561590000000185e-01
2.100000000000000089e+00,2.064724000000000004e+00,7.726264390000000537e-01,3.769062290000000104e+01,-3.114315859999999825e-01
2.200000000000000178e+00,2.140508000000000077e+00,7.438243159999999854e-01,3.664276749999999794e+01,-2.649184099999999931e-01
2.299999999999999822e+00,2.213601999999999848e+00,7.184172760000000491e-01,3.569411939999999817e+01,-2.432223799999999880e-01
2.399999999999999911e+00,2.284263000000000154e+00,6.951798399999999933e-01,3.480624790000000246e+01,-2.215263500000000108e-01
2.500000000000000000e+00,2.352710000000000079e+00,6.741120059999999858e-01,3.398438269999999761e+01,-1.998303210000000052e-01
2.600000000000000089e+00,2.419157999999999920e+00,6.552137749999999983e-01,3.323336909999999733e+01,-1.781342910000000002e-01
2.700000000000000178e+00,2.483824999999999950e+00,6.384851480000000024e-01,3.255762680000000131e+01,-1.564382619999999946e-01
2.799999999999999822e+00,2.546927000000000163e+00,6.239261230000000547e-01,3.196111660000000043e+01,-1.347422319999999896e-01
2.899999999999999911e+00,2.608673000000000020e+00,6.111354209999999565e-01,3.143057969999999912e+01,-1.248577619999999971e-01
3.000000000000000000e+00,2.669169999999999821e+00,5.988652730000000313e-01,3.091592740000000106e+01,-1.205451929999999949e-01
3.100000000000000089e+00,2.728460999999999803e+00,5.870263820000000132e-01,3.041405819999999949e+01,-1.162326240000000066e-01
3.200000000000000178e+00,2.786589999999999900e+00,5.756187480000000134e-01,2.992553759999999841e+01,-1.119200550000000044e-01
3.299999999999999822e+00,2.843599000000000210e+00,5.646423710000000318e-01,2.945091359999999980e+01,-1.076074860000000022e-01
3.399999999999999911e+00,2.899532000000000220e+00,5.540972509999999573e-01,2.899071620000000138e+01,-1.032949170000000000e-01
3.500000000000000000e+00,2.954432999999999865e+00,5.439833880000000121e-01,2.854545630000000145e+01,-9.898234810000000605e-02
3.600000000000000089e+00,3.008342999999999989e+00,5.343007810000000024e-01,2.811562500000000142e+01,-9.466977910000000385e-02
3.700000000000000178e+00,3.061312000000000033e+00,5.252226389999999911e-01,2.770947190000000049e+01,-8.616233809999999937e-02
3.799999999999999822e+00,3.113418999999999937e+00,5.170760199999999696e-01,2.734240069999999889e+01,-7.677004260000000468e-02
3.899999999999999911e+00,3.164759000000000100e+00,5.098686310000000166e-01,2.701560800000000029e+01,-6.737774709999999612e-02
4.000000000000000000e+00,3.215424000000000060e+00,5.036004710000000495e-01,2.672984680000000068e+01,-5.798545160000000143e-02
4.099999999999999645e+00,3.265509999999999913e+00,4.982715409999999845e-01,2.648576969999999875e+01,-4.859315599999999846e-02
4.200000000000000178e+00,3.315109999999999779e+00,4.938818400000000164e-01,2.628392960000000045e+01,-3.920086049999999683e-02
4.299999999999999822e+00,3.364317999999999920e+00,4.904313690000000059e-01,2.612478090000000108e+01,-2.980856499999999867e-02
4.400000000000000355e+00,3.413227000000000011e+00,4.879201269999999813e-01,2.600867960000000068e+01,-2.041626950000000051e-02
4.500000000000000000e+00,3.461933000000000149e+00,4.863481150000000253e-01,2.593588430000000145e+01,-1.102397389999999928e-02
4.599999999999999645e+00,3.510527999999999871e+00,4.856856370000000034e-01,2.590517990000000026e+01,-4.173720080000000235e-03
4.700000000000000178e+00,3.559073000000000153e+00,4.851938470000000114e-01,2.588237609999999833e+01,-5.662081410000000328e-03
4.799999999999999822e+00,3.607562000000000157e+00,4.845532209999999784e-01,2.585265779999999936e+01,-7.150442740000000422e-03
4.900000000000000355e+00,3.655978999999999868e+00,4.837637590000000154e-01,2.581601450000000142e+01,-8.638804070000000515e-03
5.000000000000000000e+00,3.704309999999999992e+00,4.828254599999999841e-01,2.577243329999999943e+01,-1.012716540000000061e-02
5.099999999999999645e+00,3.752539000000000069e+00,4.817383259999999945e-01,2.572189919999999930e+01,-1.161552669999999995e-02
5.200000000000000178e+00,3.800651999999999919e+00,4.805023549999999921e-01,2.566439430000000144e+01,-1.310388810000000064e-02
5.299999999999999822e+00,3.848634999999999806e+00,4.791175480000000042e-01,2.559989870000000067e+01,-1.459224939999999998e-02
5.400000000000000355e+00,3.896471000000000018e+00,4.775839049999999752e-01,2.552839000000000169e+01,-1.608061070000000106e-02
5.500000000000000000e+00,3.944147000000000070e+00,4.759014260000000163e-01,2.544984339999999889e+01,-1.756897199999999867e-02
5.599999999999999645e+00,3.991645999999999805e+00,4.740701099999999890e-01,2.536423179999999888e+01,-1.905733340000000109e-02
5.700000000000000178e+00,4.038955999999999769e+00,4.720899590000000035e-01,2.527152560000000037e+01,-2.054569469999999870e-02
5.799999999999999822e+00,4.086059999999999803e+00,4.699885759999999912e-01,2.517298840000000126e+01,-2.101401840000000076e-02
5.900000000000000355e+00,4.132953999999999795e+00,4.679069880000000237e-01,2.507522219999999891e+01,-2.061773730000000110e-02
6.000000000000000000e+00,4.179643000000000441e+00,4.658650280000000143e-01,2.497916520000000062e+01,-2.022145620000000144e-02
6.099999999999999645e+00,4.226129000000000246e+00,4.638626969999999905e-01,2.488482649999999907e+01,-1.982517509999999830e-02
6.200000000000000178e+00,4.272415999999999769e+00,4.618999930000000087e-01,2.479221480000000000e+01,-1.942889399999999864e-02
6.299999999999999822e+00,4.318509999999999849e+00,4.599769180000000124e-01,2.470133870000000087e+01,-1.903261289999999897e-02
6.400000000000000355e+00,4.364412999999999876e+00,4.580934709999999743e-01,2.461220649999999921e+01,-1.863633179999999931e-02
6.500000000000000000e+00,4.410129999999999661e+00,4.562496509999999783e-01,2.452482639999999847e+01,-1.824005069999999964e-02
6.599999999999999645e+00,4.455663999999999625e+00,4.544454600000000233e-01,2.443920639999999977e+01,-1.784376959999999998e-02
6.700000000000000178e+00,4.501019999999999577e+00,4.526808979999999982e-01,2.435535439999999952e+01,-1.744748850000000032e-02
6.799999999999999822e+00,4.546202000000000076e+00,4.509559630000000152e-01,2.427327800000000124e+01,-1.705120740000000065e-02
6.900000000000000355e+00,4.591212999999999766e+00,4.492706559999999905e-01,2.419298459999999906e+01,-1.665492619999999965e-02
7.000000000000000000e+00,4.636057000000000095e+00,4.476249780000000067e-01,2.411448160000000129e+01,-1.625864509999999999e-02
7.099999999999999645e+00,4.680738999999999983e+00,4.460189270000000095e-01,2.403777589999999975e+01,-1.586236400000000032e-02
7.200000000000000178e+00,4.725261999999999851e+00,4.444448460000000045e-01,2.396250819999999848e+01,-1.577264319999999859e-02
7.299999999999999822e+00,4.769627999999999979e+00,4.428567179999999825e-01,2.388647960000000126e+01,-1.598991859999999987e-02
7.400000000000000355e+00,4.813832999999999807e+00,4.412468620000000175e-01,2.380931950000000086e+01,-1.620719409999999902e-02
7.500000000000000000e+00,4.857876000000000083e+00,4.396152790000000254e-01,2.373102430000000140e+01,-1.642446950000000030e-02
7.599999999999999645e+00,4.901754999999999640e+00,4.379619690000000065e-01,2.365159039999999990e+01,-1.664174499999999945e-02
7.700000000000000178e+00,4.945467999999999975e+00,4.362869300000000172e-01,2.357101420000000047e+01,-1.685902040000000074e-02
7.799999999999999822e+00,4.989011999999999780e+00,4.345901640000000010e-01,2.348929180000000017e+01,-1.707629579999999855e-02
7.900000000000000355e+00,5.032384999999999664e+00,4.328716710000000134e-01,2.340641949999999838e+01,-1.729357130000000117e-02
8.000000000000000000e+00,5.075586000000000375e+00,4.311314500000000272e-01,2.332239360000000161e+01,-1.751084669999999899e-02
8.099999999999999645e+00,5.118610999999999578e+00,4.293695020000000140e-01,2.323721009999999865e+01,-1.772812220000000161e-02
8.199999999999999289e+00,5.161458999999999797e+00,4.275858260000000022e-01,2.315086529999999954e+01,-1.794539759999999942e-02
8.300000000000000711e+00,5.204126999999999725e+00,4.257804219999999917e-01,2.306335530000000134e+01,-1.816267300000000071e-02
8.400000000000000355e+00,5.246614000000000111e+00,4.239532910000000099e-01,2.297467609999999993e+01,-1.837994849999999986e-02
8.500000000000000000e+00,5.288916999999999646e+00,4.221044330000000011e-01,2.288482369999999833e+01,-1.859722390000000114e-02
8.599999999999999645e+00,5.331033999999999828e+00,4.202338460000000220e-01,2.279379409999999950e+01,-1.881449940000000029e-02
8.699999999999999289e+00,5.372963000000000378e+00,4.183415329999999877e-01,2.270158340000000052e+01,-1.903177480000000157e-02
8.800000000000000711e+00,5.414702000000000126e+00,4.164274909999999830e-01,2.260818739999999849e+01,-1.924905019999999939e-02
8.900000000000000355e+00,5.456248000000000431e+00,4.145012679999999783e-01,2.251406880000000044e+01,-1.923849879999999998e-02
9.000000000000000000e+00,5.497601999999999656e+00,4.125801490000000071e-01,2.242007179999999877e+01,-1.918388450000000148e-02
9.099999999999999645e+00,5.538763999999999577e+00,4.106644910000000204e-01,2.232621509999999887e+01,-1.912927019999999950e-02
9.199999999999999289e+00,5.579735000000000333e+00,4.087542949999999897e-01,2.223250009999999932e+01,-1.907465590000000100e-02
9.300000000000000711e+00,5.620515000000000150e+00,4.068495599999999990e-01,2.213892810000000111e+01,-1.902004159999999902e-02
9.400000000000000355e+00,5.661105000000000054e+00,4.049502859999999926e-01,2.204550040000000166e+01,-1.896542730000000052e-02
9.500000000000000000e+00,5.701506000000000185e+00,4.030564739999999979e-01,2.195221839999999958e+01,-1.891081299999999854e-02
9.599999999999999645e+00,5.741717000000000404e+00,4.011681240000000148e-01,2.185908330000000177e+01,-1.885619870000000003e-02
9.699999999999999289e+00,5.781740000000000101e+00,3.992852350000000161e-01,2.176609639999999857e+01,-1.880158440000000153e-02
9.800000000000000711e+00,5.821574000000000026e+00,3.974078070000000018e-01,2.167325920000000039e+01,-1.874697009999999955e-02
9.900000000000000355e+00,5.861220999999999570e+00,3.955358409999999991e-01,2.158057279999999878e+01,-1.869235580000000105e-02
1.000000000000000000e+01,5.900680999999999621e+00,3.936693359999999808e-01,2.148803859999999943e+01,-1.863774149999999907e-02
1.009999999999999964e+01,5.939955000000000318e+00,3.918082920000000025e-01,2.139565779999999862e+01,-1.858312720000000057e-02
1.019999999999999929e+01,5.979042999999999886e+00,3.899527099999999802e-01,2.130343179999999847e+01,-1.852851289999999859e-02
1.030000000000000071e+01,6.017946000000000240e+00,3.881025900000000251e-01,2.121136179999999882e+01,-1.847389860000000009e-02
1.040000000000000036e+01,6.056663999999999604e+00,3.862579309999999988e-01,2.111944910000000064e+01,-1.841928430000000158e-02
1.050000000000000000e+01,6.095197999999999894e+00,3.844187330000000125e-01,2.102769500000000136e+01,-1.836466999999999961e-02
1.059999999999999964e+01,6.133548000000000222e+00,3.825849969999999822e-01,2.093610079999999840e+01,-1.831005570000000110e-02
1.069999999999999929e+01,6.171714999999999840e+00,3.807567219999999919e-01,2.084466769999999869e+01,-1.825544139999999912e-02
1.080000000000000071e+01,6.209698999999999636e+00,3.789347579999999827e-01,2.075343949999999893e+01,-1.815012870000000042e-02
1.090000000000000036e+01,6.247503000000000029e+00,3.771300369999999735e-01,2.066296609999999845e+01,-1.794428780000000001e-02
1.100000000000000000e+01,6.285125999999999991e+00,3.753459009999999818e-01,2.057341849999999894e+01,-1.773844679999999827e-02
1.109999999999999964e+01,6.322572000000000081e+00,3.735823480000000085e-01,2.048480070000000097e+01,-1.753260590000000133e-02
1.119999999999999929e+01,6.359842999999999691e+00,3.718393790000000254e-01,2.039711649999999921e+01,-1.732676489999999958e-02
1.130000000000000071e+01,6.396940999999999988e+00,3.701169950000000042e-01,2.031036960000000136e+01,-1.712092399999999917e-02
1.140000000000000036e+01,6.433867000000000225e+00,3.684151949999999731e-01,2.022456389999999971e+01,-1.691508309999999876e-02
1.150000000000000000e+01,6.470625000000000071e+00,3.667339780000000160e-01,2.013970300000000080e+01,-1.670924210000000049e-02
1.159999999999999964e+01,6.507215000000000416e+00,3.650733460000000208e-01,2.005579039999999935e+01,-1.650340120000000008e-02
1.169999999999999929e+01,6.543639999999999901e+00,3.634332980000000157e-01,1.997282990000000069e+01,-1.629756029999999967e-02
1.180000000000000071e+01,6.579901999999999695e+00,3.618138340000000008e-01,1.989082480000000075e+01,-1.609171930000000139e-02
1.190000000000000036e+01,6.616004000000000218e+00,3.602149539999999761e-01,1.980977860000000135e+01,-1.588587840000000098e-02
