# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,N,CH,H,HU,CTH,THU,DSU,X
1.000000000000000000e+00,5.400000000000000000e+02,7.338999999999999773e+02,8.827000000000000455e+02,6.007000000000000455e+02,3.948777000000000000e+06,5.180000000000000000e+03,1.254930000000000101e+00,2.948249999999999815e+00,3.602050000000000196e+00,3.602050000000000196e+00,7.431999999999999718e-01,1.350999999999999979e+00,1.728420000000000067e+00,0.000000000000000000e+00,1.041999999999999958e-03,8.500000000000000611e-03,7.739999999999999485e-04,5.697259999999999991e+00,7.430259999999999643e-01,1.042699999999999920e-03,1.045300000000000092e-03,1.042699999999999920e-03,1.045300000000000092e-03,7.799999999999999859e-04,0.000000000000000000e+00
2.000000000000000000e+00,5.400000000000000000e+02,7.308999999999999773e+02,8.823999999999999773e+02,5.997999999999999545e+02,3.955041000000000000e+06,5.174000000000000000e+03,1.251370000000000093e+00,2.948939999999999895e+00,3.593739999999999934e+00,3.593799999999999883e+00,7.499000000000000110e-01,1.350999999999999979e+00,1.719610000000000083e+00,5.020000000000000157e-03,1.041999999999999958e-03,8.500000000000000611e-03,7.810000000000000102e-04,5.698610000000000397e+00,7.497470000000000523e-01,1.042699999999999920e-03,1.045300000000000092e-03,1.042699999999999920e-03,1.045300000000000092e-03,7.799999999999999859e-04,8.000000000000000167e-03
3.000000000000000000e+00,5.400000000000000000e+02,7.282999999999999545e+02,8.821000000000000227e+02,5.990000000000000000e+02,3.960129000000000000e+06,5.167000000000000000e+03,1.248140000000000027e+00,2.949609999999999843e+00,3.586250000000000160e+00,3.586460000000000203e+00,7.560000000000000053e-01,1.350899999999999990e+00,1.699170000000000069e+00,2.249999999999999917e-02,1.041999999999999958e-03,8.500000000000000611e-03,7.879999999999999635e-04,5.699810000000000265e+00,7.558850000000000291e-01,1.042799999999999977e-03,1.045399999999999932e-03,1.042799999999999977e-03,1.045399999999999932e-03,7.900000000000000121e-04,1.499999999999999944e-02
4.000000000000000000e+00,5.400000000000000000e+02,7.252999999999999545e+02,8.817999999999999545e+02,5.981000000000000227e+02,3.965213000000000000e+06,5.159000000000000000e+03,1.244490000000000096e+00,2.950480000000000214e+00,3.577900000000000080e+00,3.578399999999999803e+00,7.630000000000000115e-01,1.350800000000000001e+00,1.730790000000000051e+00,0.000000000000000000e+00,1.041999999999999958e-03,8.500000000000000611e-03,7.950000000000000252e-04,5.709069999999999645e+00,8.070420000000000371e-01,1.047399999999999980e-03,1.050099999999999992e-03,1.047399999999999980e-03,1.050099999999999992e-03,8.499999999999999526e-04,7.000000000000000666e-02
5.000000000000000000e+00,5.400000000000000000e+02,7.222999999999999545e+02,8.815000000000000000e+02,5.972000000000000455e+02,3.969668000000000000e+06,5.151000000000000000e+03,1.240779999999999994e+00,2.951420000000000154e+00,3.569500000000000117e+00,3.570390000000000175e+00,7.701000000000000068e-01,1.350700000000000012e+00,1.652949999999999919e+00,6.219000000000000222e-02,1.041999999999999958e-03,8.500000000000000611e-03,8.030000000000000028e-04,5.709069999999999645e+00,8.070420000000000371e-01,1.047399999999999980e-03,1.050099999999999992e-03,1.047399999999999980e-03,1.050099999999999992e-03,8.499999999999999526e-04,7.000000000000000666e-02
6.000000000000000000e+00,5.400000000000000000e+02,7.195000000000000000e+02,8.812000000000000455e+02,5.963999999999999773e+02,3.973224000000000000e+06,5.145000000000000000e+03,1.237309999999999910e+00,2.952020000000000088e+00,3.561269999999999936e+00,3.562640000000000029e+00,7.768000000000000460e-01,1.350600000000000023e+00,1.541940000000000088e+00,1.726800000000000002e-01,1.043000000000000090e-03,8.500000000000000611e-03,8.099999999999999561e-04,5.709069999999999645e+00,8.070420000000000371e-01,1.047399999999999980e-03,1.050099999999999992e-03,1.047399999999999980e-03,1.050099999999999992e-03,8.499999999999999526e-04,7.000000000000000666e-02
7.000000000000000000e+00,5.400000000000000000e+02,7.167999999999999545e+02,8.808999999999999773e+02,5.956000000000000227e+02,3.976034000000000000e+06,5.141000000000000000e+03,1.234029999999999960e+00,2.952440000000000175e+00,3.553339999999999943e+00,3.555270000000000152e+00,7.832000000000000073e-01,1.350600000000000023e+00,1.593879999999999963e+00,1.128299999999999997e-01,1.044000000000000006e-03,8.600000000000000006e-03,8.180000000000000422e-04,5.709069999999999645e+00,8.070420000000000371e-01,1.047399999999999980e-03,1.050099999999999992e-03,1.047399999999999980e-03,1.050099999999999992e-03,8.499999999999999526e-04,7.000000000000000666e-02
8.000000000000000000e+00,5.400000000000000000e+02,7.135000000000000000e+02,8.806000000000000227e+02,5.946000000000000227e+02,3.978835000000000000e+06,5.131000000000000000e+03,1.229940000000000033e+00,2.953609999999999847e+00,3.544210000000000083e+00,3.546790000000000109e+00,7.912000000000000144e-01,1.350500000000000034e+00,1.667159999999999975e+00,3.116000000000000020e-02,1.044999999999999922e-03,8.600000000000000006e-03,8.270000000000000441e-04,5.709069999999999645e+00,8.070420000000000371e-01,1.047399999999999980e-03,1.050099999999999992e-03,1.047399999999999980e-03,1.050099999999999992e-03,8.499999999999999526e-04,7.000000000000000666e-02
9.000000000000000000e+00,5.400000000000000000e+02,7.102000000000000455e+02,8.802999999999999545e+02,5.936000000000000227e+02,3.980874000000000000e+06,5.118000000000000000e+03,1.225840000000000041e+00,2.954979999999999940e+00,3.535270000000000135e+00,3.538549999999999862e+00,7.993000000000000105e-01,1.350400000000000045e+00,1.585620000000000029e+00,1.116100000000000009e-01,1.044999999999999922e-03,8.600000000000000006e-03,8.360000000000000460e-04,5.709069999999999645e+00,8.070420000000000371e-01,1.047399999999999980e-03,1.050099999999999992e-03,1.047399999999999980e-03,1.050099999999999992e-03,8.499999999999999526e-04,7.000000000000000666e-02
1.000000000000000000e+01,5.400000000000000000e+02,7.070000000000000000e+02,8.798999999999999773e+02,5.927000000000000455e+02,3.982132000000000000e+06,5.110000000000000000e+03,1.221870000000000012e+00,2.955909999999999815e+00,3.526170000000000027e+00,3.530260000000000176e+00,8.071000000000000396e-01,1.350300000000000056e+00,1.488709999999999978e+00,2.068200000000000038e-01,1.046999999999999971e-03,8.600000000000000006e-03,8.450000000000000479e-04,5.709069999999999645e+00,8.070420000000000371e-01,1.047399999999999980e-03,1.050099999999999992e-03,1.047399999999999980e-03,1.050099999999999992e-03,8.499999999999999526e-04,7.000000000000000666e-02
