# POINT,X_over_YO,Y_over_YO,INT_Y_over_YO,PAR_over_YO,HYP_over_YO,C_Y,C_YI,C_YP
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.383477300000000021e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,nan
2.000000000000000000e+00,3.083229999999999998e-02,1.000066600000000028e+00,1.383560799999999924e+00,1.000079200000000057e+00,1.000079200000000057e+00,4.288741999999999832e-01,-1.308357999999999993e+04,1.236126000000000030e-01
3.000000000000000000e+00,6.078159999999999813e-02,1.000286299999999962e+00,1.383795000000000108e+00,1.000307899999999917e+00,1.000307800000000080e+00,9.585027000000000130e-02,-1.707788000000000011e+03,1.505703000000000076e-02
4.000000000000000000e+00,9.214400000000000368e-02,1.000685100000000105e+00,1.384205700000000094e+00,1.000707500000000083e+00,1.000707299999999966e+00,2.865730000000000013e-02,-4.901870000000000118e+02,-4.495286999999999721e-03
5.000000000000000000e+00,1.227419000000000010e-01,1.001240799999999931e+00,1.384770899999999916e+00,1.001255500000000076e+00,1.001254700000000053e+00,7.919705000000000841e-03,-2.073979999999999961e+02,-7.196563999999999912e-03
6.000000000000000000e+00,1.526735999999999926e-01,1.001939600000000041e+00,1.385466300000000039e+00,1.001942399999999900e+00,1.001940599999999959e+00,7.940783000000000303e-04,-1.077706000000000017e+02,-5.214098999999999817e-03
7.000000000000000000e+00,1.845115999999999978e-01,1.002844800000000092e+00,1.386373000000000077e+00,1.002836999999999978e+00,1.002833000000000085e+00,-1.235020000000000085e-03,-6.105695000000000050e+01,-2.555313000000000029e-03
8.000000000000000000e+00,2.161492000000000135e-01,1.003907099999999941e+00,1.387458899999999939e+00,1.003893399999999936e+00,1.003885799999999939e+00,-1.363428000000000079e-03,-3.798207000000000022e+01,-6.629970000000000221e-04
9.000000000000000000e+00,2.475518999999999914e-01,1.005120500000000083e+00,1.388705199999999973e+00,1.005106800000000078e+00,1.005093900000000096e+00,-9.005308999999999536e-04,-2.528587999999999880e+01,-7.869705999999999967e-05
1.000000000000000000e+01,2.787836000000000203e-01,1.006491400000000036e+00,1.390097700000000103e+00,1.006476699999999891e+00,1.006455899999999959e+00,-6.770069000000000520e-04,-1.770519000000000176e+01,-8.374936000000000142e-04
1.100000000000000000e+01,3.121187000000000267e-01,1.008145199999999964e+00,1.391771400000000103e+00,1.008118199999999964e+00,1.008085499999999968e+00,-8.872700000000000075e-04,-1.261768000000000001e+01,-2.374423999999999979e-03
1.200000000000000000e+01,3.456692000000000098e-01,1.010018499999999930e+00,1.393669599999999953e+00,1.009957299999999947e+00,1.009908199999999923e+00,-1.482299000000000073e-03,-9.290167999999999537e+00,-4.116828000000000327e-03
1.300000000000000000e+01,3.795709999999999917e-01,1.012132999999999949e+00,1.395789100000000005e+00,1.012006200000000078e+00,1.011935000000000029e+00,-2.319420999999999896e-03,-7.017890999999999657e+00,-5.328394999999999659e-03
1.400000000000000000e+01,4.139687000000000228e-01,1.014499700000000004e+00,1.398130300000000048e+00,1.014280800000000093e+00,1.014180300000000035e+00,-3.085454999999999968e-03,-5.410762000000000072e+00,-5.693094000000000106e-03
1.500000000000000000e+01,4.505636000000000085e-01,1.017253100000000021e+00,1.400856099999999937e+00,1.016917300000000024e+00,1.016776600000000030e+00,-3.670855000000000212e-03,-4.197530999999999679e+00,-5.213973999999999692e-03
1.600000000000000000e+01,4.881384999999999752e-01,1.020310999999999968e+00,1.403933300000000051e+00,1.019856600000000002e+00,1.019663299999999939e+00,-3.906452999999999835e-03,-3.302090000000000192e+00,-3.832325000000000141e-03
1.700000000000000000e+01,5.267973999999999712e-01,1.023670000000000080e+00,1.407373699999999950e+00,1.023126299999999933e+00,1.022864900000000077e+00,-3.718948000000000132e-03,-2.628331000000000195e+00,-1.573345000000000082e-03
1.800000000000000000e+01,5.667347000000000357e-01,1.027320400000000022e+00,1.411205199999999937e+00,1.026765699999999892e+00,1.026416800000000018e+00,-3.047453999999999788e-03,-2.111974000000000018e+00,6.229266999999999739e-07
1.900000000000000000e+01,6.094081000000000081e-01,1.031490299999999971e+00,1.415647600000000006e+00,1.030948200000000092e+00,1.030483599999999944e+00,-2.395153000000000126e-03,-1.699796000000000085e+00,-5.107366000000000119e-04
2.000000000000000000e+01,6.538479999999999848e-01,1.036233799999999983e+00,1.420686200000000010e+00,1.035626399999999947e+00,1.035013500000000031e+00,-2.172976000000000074e-03,-1.377520000000000078e+00,-4.317361999999999936e-03
2.100000000000000000e+01,7.002542000000000488e-01,1.041924400000000084e+00,1.426365000000000105e+00,1.040863000000000094e+00,1.040060599999999891e+00,-3.091257999999999940e-03,-1.122689000000000048e+00,-1.197997999999999945e-02
2.200000000000000000e+01,7.498340999999999479e-01,1.049204699999999990e+00,1.432950799999999969e+00,1.046854299999999904e+00,1.045805199999999990e+00,-5.575191999999999648e-03,-9.157994999999999886e-01,-2.253592999999999916e-02
2.300000000000000000e+01,8.020197999999999494e-01,1.058597100000000069e+00,1.440508200000000016e+00,1.053603000000000067e+00,1.052238500000000077e+00,-9.680565000000000350e-03,-7.499793000000000154e-01,-3.382095999999999714e-02
2.400000000000000000e+01,8.571288000000000240e-01,1.070663300000000095e+00,1.449185900000000027e+00,1.061222499999999958e+00,1.059455000000000036e+00,-1.499238999999999954e-02,-6.161018000000000328e-01,-4.318972000000000089e-02
2.500000000000000000e+01,9.161240999999999968e-01,1.085912699999999953e+00,1.459362700000000013e+00,1.069940300000000066e+00,1.067651899999999987e+00,-2.077340999999999910e-02,-5.064750000000000085e-01,-4.918369999999999687e-02
2.600000000000000000e+01,1.504387499999999989e+00,1.354396900000000015e+00,1.768054800000000037e+00,1.188598499999999891e+00,1.173540400000000039e+00,-4.869687999999999795e-02,-1.701929000000000081e-01,-4.906358999999999720e-02
2.700000000000000000e+01,2.155838099999999979e+00,1.826691899999999924e+00,2.302317700000000134e+00,1.387303100000000011e+00,1.332143499999999925e+00,-4.385312999999999711e-02,-9.132287999999999517e-02,-3.050701999999999928e-02
2.800000000000000000e+01,2.928218999999999905e+00,2.487397000000000080e+00,2.869897599999999827e+00,1.714538899999999977e+00,1.558549900000000044e+00,-3.078144999999999840e-02,-4.601572000000000301e-02,-1.511958000000000052e-02
2.900000000000000000e+01,3.836168600000000151e+00,3.306636000000000131e+00,3.507481499999999919e+00,2.226349100000000192e+00,1.858143799999999901e+00,-1.913578000000000154e-02,-2.269347000000000031e-02,-5.260863000000000171e-03
3.000000000000000000e+01,4.908539400000000441e+00,4.202485300000000201e+00,4.219937999999999967e+00,3.007813200000000187e+00,2.239559400000000089e+00,-1.010164000000000027e-02,-1.024920999999999992e-02,5.048369999999999507e-04
3.100000000000000000e+01,6.179199699999999851e+00,5.114643300000000004e+00,5.012247300000000294e+00,4.181875800000000254e+00,2.713623300000000071e+00,-3.953454000000000343e-03,-3.519458000000000048e-03,3.163533000000000057e-03
