# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
1.000000000000000000e+00,0.000000000000000000e+00,1.000625600000000004e+00,1.000625600000000004e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,3.085159999999999986e-02,1.000692300000000090e+00,1.000714799999999904e+00,-2.250000000000000142e-05,2.000000000000000000e+00
3.000000000000000000e+00,6.081960000000000144e-02,1.000912100000000082e+00,1.000868300000000044e+00,4.380000000000000077e-05,3.000000000000000000e+00
4.000000000000000000e+00,9.220169999999999755e-02,1.001311099999999898e+00,1.001276899999999914e+00,3.419999999999999782e-05,4.000000000000000000e+00
5.000000000000000000e+00,1.228187000000000029e-01,1.001867199999999958e+00,1.001860299999999926e+00,6.900000000000000005e-06,5.000000000000000000e+00
6.000000000000000000e+00,1.527691999999999939e-01,1.002566400000000080e+00,1.002591900000000091e+00,-2.549999999999999980e-05,6.000000000000000000e+00
7.000000000000000000e+00,1.846270000000000133e-01,1.003472099999999978e+00,1.003492499999999898e+00,-2.029999999999999876e-05,7.000000000000000000e+00
8.000000000000000000e+00,2.162843999999999878e-01,1.004535100000000014e+00,1.004593599999999975e+00,-5.849999999999999894e-05,8.000000000000000000e+00
9.000000000000000000e+00,2.477067000000000019e-01,1.005749299999999957e+00,1.005877700000000097e+00,-1.284000000000000039e-04,9.000000000000000000e+00
1.000000000000000000e+01,2.789579999999999838e-01,1.007120999999999933e+00,1.007053900000000057e+00,6.710000000000000469e-05,1.000000000000000000e+01
1.100000000000000000e+01,3.123139999999999805e-01,1.008775800000000000e+00,1.008709000000000078e+00,6.679999999999999740e-05,1.100000000000000000e+01
1.200000000000000000e+01,3.458855000000000124e-01,1.010650300000000001e+00,1.010614600000000030e+00,3.570000000000000040e-05,1.200000000000000000e+01
1.300000000000000000e+01,3.798083999999999905e-01,1.012766199999999950e+00,1.012767699999999937e+00,-1.599999999999999928e-06,1.300000000000000000e+01
1.400000000000000000e+01,4.142276999999999765e-01,1.015134399999999992e+00,1.015169599999999894e+00,-3.529999999999999745e-05,1.400000000000000000e+01
1.500000000000000000e+01,4.508454000000000073e-01,1.017889400000000055e+00,1.017876800000000026e+00,1.259999999999999964e-05,1.500000000000000000e+01
1.600000000000000000e+01,4.884437999999999835e-01,1.020949200000000001e+00,1.020960899999999949e+00,-1.169999999999999979e-05,1.600000000000000000e+01
1.700000000000000000e+01,5.271268999999999538e-01,1.024310300000000007e+00,1.024439799999999900e+00,-1.294000000000000011e-04,1.700000000000000000e+01
