# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
1.800000000000000000e+01,5.670893000000000184e-01,1.027963100000000018e+00,1.028034099999999951e+00,-7.100000000000000462e-05,1.800000000000000000e+01
1.900000000000000000e+01,6.097892999999999786e-01,1.032135500000000095e+00,1.032461599999999979e+00,-3.261000000000000118e-04,1.900000000000000000e+01
2.000000000000000000e+01,6.542569999999999775e-01,1.036882099999999918e+00,1.037518200000000057e+00,-6.361000000000000118e-04,2.000000000000000000e+01
2.100000000000000000e+01,7.006921999999999873e-01,1.042576200000000064e+00,1.043252199999999963e+00,-6.759999999999999516e-04,2.100000000000000000e+01
2.200000000000000000e+01,7.503031000000000006e-01,1.049861099999999992e+00,1.049816700000000047e+00,4.429999999999999937e-05,2.200000000000000000e+01
2.300000000000000000e+01,8.025214999999999987e-01,1.059259299999999904e+00,1.057396900000000084e+00,1.862399999999999950e-03,2.300000000000000000e+01
2.400000000000000000e+01,8.576650000000000107e-01,1.071333099999999927e+00,1.065838999999999981e+00,5.494100000000000025e-03,2.400000000000000000e+01
2.500000000000000000e+01,9.166971999999999898e-01,1.086592000000000002e+00,1.076037899999999992e+00,1.055410000000000029e-02,2.500000000000000000e+01
2.600000000000000000e+01,1.505328599999999906e+00,1.355244099999999952e+00,1.807704999999999895e+00,-4.524608999999999992e-01,2.600000000000000000e+01
2.700000000000000000e+01,2.157186700000000013e+00,1.827834600000000087e+00,2.303900000000000059e+00,-4.760654000000000274e-01,2.700000000000000000e+01
2.800000000000000000e+01,2.930050800000000066e+00,2.488952999999999971e+00,2.872158000000000211e+00,-3.832050000000000178e-01,2.800000000000000000e+01
2.900000000000000000e+01,3.838568299999999933e+00,3.308704500000000159e+00,3.509654199999999946e+00,-2.009497000000000089e-01,2.900000000000000000e+01
3.000000000000000000e+01,4.911609999999999587e+00,4.205114199999999691e+00,4.222292500000000004e+00,-1.717820000000000111e-02,3.000000000000000000e+01
3.100000000000000000e+01,6.183065199999999706e+00,5.117842900000000306e+00,5.015336300000000413e+00,1.025065000000000004e-01,3.100000000000000000e+01
3.200000000000000000e+01,7.685996499999999898e+00,6.031553100000000001e+00,5.887339299999999831e+00,1.442137000000000002e-01,3.200000000000000000e+01
3.300000000000000000e+01,9.463347399999999965e+00,6.956674300000000422e+00,6.844136500000000289e+00,1.125377999999999934e-01,3.300000000000000000e+01
3.400000000000000000e+01,1.154780620000000013e+01,7.939641499999999574e+00,7.876002500000000239e+00,6.363900000000000112e-02,3.400000000000000000e+01
3.500000000000000000e+01,1.397750510000000013e+01,9.000946000000000780e+00,8.977750199999999126e+00,2.319579999999999906e-02,3.500000000000000000e+01
3.600000000000000000e+01,1.678521909999999906e+01,1.013957049999999960e+01,1.013845770000000002e+01,1.112799999999999944e-03,3.600000000000000000e+01
3.700000000000000000e+01,1.999838749999999976e+01,1.134947440000000007e+01,1.134412550000000053e+01,5.348999999999999588e-03,3.700000000000000000e+01
3.800000000000000000e+01,2.363788149999999888e+01,1.259291550000000015e+01,1.257872779999999935e+01,1.418780000000000041e-02,3.800000000000000000e+01
3.900000000000000000e+01,2.771473119999999923e+01,1.384336500000000036e+01,1.382383180000000067e+01,1.953329999999999997e-02,3.900000000000000000e+01
4.000000000000000000e+01,3.223015370000000246e+01,1.507878149999999984e+01,1.506058119999999967e+01,1.820029999999999912e-02,4.000000000000000000e+01
4.100000000000000000e+01,3.717254820000000137e+01,1.628331329999999966e+01,1.626943109999999848e+01,1.388220000000000079e-02,4.100000000000000000e+01
4.200000000000000000e+01,4.251892670000000152e+01,1.743898859999999829e+01,1.743232090000000056e+01,6.667700000000000363e-03,4.200000000000000000e+01
4.300000000000000000e+01,4.823250230000000016e+01,1.853446930000000137e+01,1.853225559999999916e+01,2.213699999999999869e-03,4.300000000000000000e+01
4.400000000000000000e+01,5.426582859999999897e+01,1.955645579999999839e+01,1.955537580000000020e+01,1.080000000000000014e-03,4.400000000000000000e+01
4.500000000000000000e+01,6.055896390000000196e+01,2.049098770000000158e+01,2.049014740000000145e+01,8.402999999999999879e-04,4.500000000000000000e+01
4.600000000000000000e+01,6.704427149999999358e+01,2.132912449999999893e+01,2.132912449999999893e+01,0.000000000000000000e+00,4.600000000000000000e+01
4.700000000000000000e+01,7.364485439999999983e+01,2.206764659999999978e+01,2.206764659999999978e+01,0.000000000000000000e+00,4.700000000000000000e+01
4.800000000000000000e+01,8.028071950000000356e+01,2.270523899999999884e+01,2.270523899999999884e+01,0.000000000000000000e+00,4.800000000000000000e+01
4.900000000000000000e+01,8.686704179999999553e+01,2.324386309999999867e+01,2.324386309999999867e+01,0.000000000000000000e+00,4.900000000000000000e+01
5.000000000000000000e+01,9.332129480000000399e+01,2.368902720000000173e+01,2.368902720000000173e+01,0.000000000000000000e+00,5.000000000000000000e+01
5.100000000000000000e+01,9.956092309999999657e+01,2.404773540000000054e+01,2.404773540000000054e+01,0.000000000000000000e+00,5.100000000000000000e+01
5.200000000000000000e+01,1.055110614000000027e+02,2.432944859999999920e+01,2.432944859999999920e+01,0.000000000000000000e+00,5.200000000000000000e+01
5.300000000000000000e+01,1.111013056000000034e+02,2.454391139999999893e+01,2.454391139999999893e+01,0.000000000000000000e+00,5.300000000000000000e+01
5.400000000000000000e+01,1.162737166000000002e+02,2.470211730000000117e+01,2.470211730000000117e+01,0.000000000000000000e+00,5.400000000000000000e+01
5.500000000000000000e+01,1.209785217000000017e+02,2.481417569999999984e+01,2.481417569999999984e+01,0.000000000000000000e+00,5.500000000000000000e+01
5.600000000000000000e+01,1.251821747000000045e+02,2.489040789999999959e+01,2.489040789999999959e+01,0.000000000000000000e+00,5.600000000000000000e+01
5.700000000000000000e+01,1.288619475000000136e+02,2.493937469999999834e+01,2.493937469999999834e+01,0.000000000000000000e+00,5.700000000000000000e+01
5.800000000000000000e+01,1.320138780999999994e+02,2.496918559999999943e+01,2.496918559999999943e+01,0.000000000000000000e+00,5.800000000000000000e+01
5.900000000000000000e+01,1.346463190999999995e+02,2.498575269999999904e+01,2.498575269999999904e+01,0.000000000000000000e+00,5.900000000000000000e+01
6.000000000000000000e+01,1.367876612999999963e+02,2.499422739999999976e+01,2.499434099999999859e+01,-1.135999999999999966e-04,6.000000000000000000e+01
6.100000000000000000e+01,1.384790035999999986e+02,2.499801270000000031e+01,2.499805440000000090e+01,-4.179999999999999959e-05,6.100000000000000000e+01
6.200000000000000000e+01,1.397816320000000019e+02,2.499948290000000028e+01,2.499959510000000051e+01,-1.121000000000000008e-04,6.200000000000000000e+01
6.300000000000000000e+01,1.407691005000000075e+02,2.499991740000000107e+01,2.499991740000000107e+01,0.000000000000000000e+00,6.300000000000000000e+01
6.400000000000000000e+01,1.415346121999999980e+02,2.500000890000000098e+01,2.500009479999999940e+01,-8.590000000000000088e-05,6.400000000000000000e+01
6.500000000000000000e+01,1.421829912999999976e+02,2.500000000000000000e+01,2.500000000000000000e+01,0.000000000000000000e+00,6.500000000000000000e+01
