# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.900000000000000000e+01,8.431409300000000662e-02,7.504691700000000187e-01,1.046729299999999974e+00,7.281520500000000595e+01,4.412901399999999974e-01,2.579501000000000155e-01,2.107850000000000001e-02,1.876172999999999869e-01
2.000000000000000000e+01,1.189926300000000020e-01,8.529597300000000271e-01,1.075198300000000051e+00,6.844432700000000125e+01,8.848536399999999968e-01,7.015135999999999594e-01,2.974819999999999895e-02,2.132399000000000100e-01
2.100000000000000000e+01,1.697515599999999958e-01,9.738917700000000455e-01,1.117952199999999952e+00,6.344333799999999712e+01,1.692934399999999950e+00,1.509594399999999892e+00,4.243790000000000062e-02,2.434728999999999921e-01
2.200000000000000000e+01,2.255618500000000082e-01,1.084948599999999930e+00,1.168376899999999941e+00,5.885799999999999699e+01,2.800682899999999975e+00,2.617342900000000139e+00,5.639050000000000312e-02,2.712372000000000116e-01
2.300000000000000000e+01,2.807780999999999749e-01,1.181247500000000006e+00,1.224162799999999995e+00,5.477415799999999990e+01,4.162766200000000083e+00,3.979426099999999966e+00,7.019450000000000689e-02,2.953119000000000161e-01
