# X_IN,Y_IN,DY_over_DX,ANGLE,D2Y_over_DX2
1.040000000000000036e+01,4.555837000000000359e+00,2.422038400000000036e-01,1.361506709999999920e+01,-1.643460230000000008e-02
1.050000000000000000e+01,4.579976000000000269e+00,2.405761009999999867e-01,1.352693960000000040e+01,-1.612017370000000047e-02
1.059999999999999964e+01,4.603952999999999740e+00,2.389798049999999896e-01,1.344045110000000065e+01,-1.580574510000000085e-02
1.069999999999999929e+01,4.627772000000000219e+00,2.374107000000000023e-01,1.335537500000000044e+01,-1.561232599999999929e-02
1.080000000000000071e+01,4.651436000000000348e+00,2.358565780000000112e-01,1.327105210000000035e+01,-1.547010780000000058e-02
1.090000000000000036e+01,4.674943999999999988e+00,2.343166789999999999e-01,1.318744309999999942e+01,-1.532788969999999973e-02
1.100000000000000000e+01,4.698299999999999699e+00,2.327909999999999979e-01,1.310454979999999914e+01,-1.518567149999999928e-02
1.109999999999999964e+01,4.721503000000000227e+00,2.312795440000000036e-01,1.302237410000000040e+01,-1.504345340000000017e-02
1.119999999999999929e+01,4.744556000000000218e+00,2.297823099999999896e-01,1.294091790000000053e+01,-1.490123519999999972e-02
1.130000000000000071e+01,4.767459999999999809e+00,2.282992970000000121e-01,1.286018289999999986e+01,-1.475901710000000061e-02
1.140000000000000036e+01,4.790216000000000030e+00,2.268305059999999873e-01,1.278017080000000050e+01,-1.461679899999999976e-02
1.150000000000000000e+01,4.812826000000000271e+00,2.253759369999999984e-01,1.270088359999999916e+01,-1.447458079999999932e-02
1.159999999999999964e+01,4.835291999999999923e+00,2.239355899999999899e-01,1.262232269999999978e+01,-1.433236270000000021e-02
1.169999999999999929e+01,4.857613999999999876e+00,2.225094649999999896e-01,1.254449010000000087e+01,-1.419014449999999976e-02
1.180000000000000071e+01,4.879794000000000409e+00,2.210975609999999980e-01,1.246738719999999923e+01,-1.404792640000000065e-02
1.190000000000000036e+01,4.901834000000000024e+00,2.196998799999999863e-01,1.239101570000000052e+01,-1.390570820000000020e-02
1.200000000000000000e+01,4.923734999999999751e+00,2.183164200000000110e-01,1.231537729999999975e+01,-1.376349009999999935e-02
1.209999999999999964e+01,4.945497999999999728e+00,2.169467700000000110e-01,1.224045090000000080e+01,-1.364093010000000036e-02
1.219999999999999929e+01,4.967124000000000095e+00,2.155874409999999908e-01,1.216604710000000011e+01,-1.354565739999999928e-02
1.230000000000000071e+01,4.988616000000000383e+00,2.142376390000000075e-01,1.209212340000000019e+01,-1.345038469999999993e-02
1.240000000000000036e+01,5.009972000000000314e+00,2.128973640000000056e-01,1.201868110000000023e+01,-1.335511200000000058e-02
1.250000000000000000e+01,5.031195000000000306e+00,2.115666160000000129e-01,1.194572119999999948e+01,-1.325983929999999950e-02
1.259999999999999964e+01,5.052285999999999611e+00,2.102453960000000011e-01,1.187324470000000076e+01,-1.316456660000000015e-02
1.269999999999999929e+01,5.073245000000000005e+00,2.089337029999999984e-01,1.180125269999999915e+01,-1.306929390000000080e-02
1.280000000000000071e+01,5.094072999999999851e+00,2.076315370000000049e-01,1.172974619999999923e+01,-1.297402119999999971e-02
1.290000000000000036e+01,5.114771000000000178e+00,2.063388989999999923e-01,1.165872620000000026e+01,-1.287874850000000036e-02
1.300000000000000000e+01,5.135341000000000378e+00,2.050557869999999894e-01,1.158819369999999971e+01,-1.278347579999999928e-02
1.309999999999999964e+01,5.155782999999999561e+00,2.037822029999999951e-01,1.151814959999999921e+01,-1.268820309999999993e-02
1.319999999999999929e+01,5.176097999999999644e+00,2.025181470000000095e-01,1.144859499999999919e+01,-1.259293040000000058e-02
1.330000000000000071e+01,5.196286999999999878e+00,2.012636170000000058e-01,1.137953090000000067e+01,-1.249765759999999989e-02
1.340000000000000036e+01,5.216351000000000404e+00,2.000186150000000107e-01,1.131095799999999940e+01,-1.240238490000000054e-02
1.350000000000000000e+01,5.236290999999999585e+00,1.987831399999999971e-01,1.124287750000000052e+01,-1.230711219999999946e-02
1.359999999999999964e+01,5.256108000000000224e+00,1.975571349999999948e-01,1.117528689999999969e+01,-1.221530850000000085e-02
1.369999999999999929e+01,5.275802999999999798e+00,1.963398500000000102e-01,1.110814599999999963e+01,-1.213037749999999922e-02
1.380000000000000071e+01,5.295376000000000083e+00,1.951310589999999956e-01,1.104144289999999984e+01,-1.204544660000000066e-02
1.390000000000000036e+01,5.314828999999999581e+00,1.939307610000000071e-01,1.097517850000000017e+01,-1.196051560000000076e-02
1.400000000000000000e+01,5.334162000000000070e+00,1.927389559999999891e-01,1.090935349999999993e+01,-1.187558470000000047e-02
1.409999999999999964e+01,5.353377000000000052e+00,1.915556439999999971e-01,1.084396880000000074e+01,-1.179065370000000057e-02
1.419999999999999929e+01,5.372474000000000416e+00,1.903808250000000035e-01,1.077902500000000074e+01,-1.170572280000000027e-02
1.430000000000000071e+01,5.391454000000000413e+00,1.892144990000000082e-01,1.071452309999999919e+01,-1.162079189999999998e-02
1.440000000000000036e+01,5.410317000000000043e+00,1.880566670000000107e-01,1.065046360000000014e+01,-1.153586090000000008e-02
1.450000000000000000e+01,5.429064999999999586e+00,1.869073270000000120e-01,1.058684739999999991e+01,-1.145092999999999979e-02
1.459999999999999964e+01,5.447699000000000069e+00,1.857664810000000111e-01,1.052367510000000017e+01,-1.136599899999999989e-02
1.469999999999999929e+01,5.466218999999999717e+00,1.846341270000000090e-01,1.046094760000000079e+01,-1.128106809999999960e-02
1.480000000000000071e+01,5.484625999999999557e+00,1.835102670000000047e-01,1.039866540000000050e+01,-1.119613719999999930e-02
1.490000000000000036e+01,5.502920999999999729e+00,1.823948999999999987e-01,1.033682929999999978e+01,-1.111120619999999941e-02
1.500000000000000000e+01,5.521105000000000373e+00,1.812880259999999910e-01,1.027544010000000085e+01,-1.102627530000000085e-02
1.509999999999999964e+01,5.539178999999999853e+00,1.801896450000000094e-01,1.021449819999999953e+01,-1.094134429999999922e-02
1.519999999999999929e+01,5.557142999999999944e+00,1.790998560000000017e-01,1.015400999999999954e+01,-1.085312289999999964e-02
1.530000000000000071e+01,5.574999000000000038e+00,1.780190640000000046e-01,1.009399849999999965e+01,-1.076273150000000081e-02
1.540000000000000036e+01,5.592748000000000275e+00,1.769473099999999965e-01,1.003446689999999997e+01,-1.067234010000000025e-02
1.550000000000000000e+01,5.610388999999999626e+00,1.758845960000000042e-01,9.975415639999999584e+00,-1.058194869999999968e-02
1.559999999999999964e+01,5.627925000000000288e+00,1.748309200000000008e-01,9.916845540000000625e+00,-1.049155719999999951e-02
1.569999999999999929e+01,5.645355999999999597e+00,1.737862840000000131e-01,9.858757230000000149e+00,-1.040116580000000068e-02
1.580000000000000071e+01,5.662682000000000215e+00,1.727506870000000139e-01,9.801151340000000545e+00,-1.031077440000000012e-02
1.590000000000000036e+01,5.679905999999999899e+00,1.717241290000000031e-01,9.744028500000000648e+00,-1.022038289999999995e-02
1.600000000000000000e+01,5.697027000000000285e+00,1.707066100000000086e-01,9.687389339999999294e+00,-1.012999149999999939e-02
1.610000000000000142e+01,5.714048000000000016e+00,1.696981310000000021e-01,9.631234459999999942e+00,-1.003960010000000055e-02
1.619999999999999929e+01,5.730966999999999700e+00,1.686986900000000122e-01,9.575564469999999773e+00,-9.949208649999999321e-03
1.630000000000000071e+01,5.747787999999999897e+00,1.677082890000000104e-01,9.520379970000000469e+00,-9.858817219999999742e-03
1.639999999999999858e+01,5.764509000000000327e+00,1.667269269999999970e-01,9.465681520000000404e+00,-9.768425790000000164e-03
1.650000000000000000e+01,5.781132999999999633e+00,1.657546039999999998e-01,9.411469719999999484e+00,-9.678034349999999758e-03
1.660000000000000142e+01,5.797660999999999731e+00,1.647913199999999911e-01,9.357745120000000583e+00,-9.587642920000000180e-03
1.669999999999999929e+01,5.814091999999999594e+00,1.638370749999999987e-01,9.304508280000000298e+00,-9.497251490000000601e-03
1.680000000000000071e+01,5.830428000000000388e+00,1.628915649999999882e-01,9.251742710000000258e+00,-9.422532940000000537e-03
1.689999999999999858e+01,5.846669999999999590e+00,1.619518179999999974e-01,9.199283129999999531e+00,-9.372398420000000591e-03
1.700000000000000000e+01,5.862819000000000003e+00,1.610170850000000042e-01,9.147087980000000229e+00,-9.322263900000000644e-03
1.710000000000000142e+01,5.878873999999999711e+00,1.600873650000000092e-01,9.095157580000000408e+00,-9.272129389999999791e-03
1.719999999999999929e+01,5.894835999999999743e+00,1.591626590000000119e-01,9.043492260000000726e+00,-9.221994869999999844e-03
1.730000000000000071e+01,5.910707000000000377e+00,1.582429660000000127e-01,8.992092330000000189e+00,-9.171860349999999898e-03
1.739999999999999858e+01,5.926484999999999559e+00,1.573282870000000111e-01,8.940958130000000281e+00,-9.121725829999999952e-03
1.750000000000000000e+01,5.942172000000000232e+00,1.564186210000000077e-01,8.890089939999999302e+00,-9.071591320000000833e-03
1.760000000000000142e+01,5.957768999999999870e+00,1.555139690000000019e-01,8.839488100000000514e+00,-9.021456799999999152e-03
1.769999999999999929e+01,5.973275000000000112e+00,1.546143299999999943e-01,8.789152890000000440e+00,-8.971322279999999205e-03
1.780000000000000071e+01,5.988692000000000348e+00,1.537197040000000126e-01,8.739084619999999859e+00,-8.921187759999999259e-03
1.789999999999999858e+01,6.004019999999999690e+00,1.528300920000000007e-01,8.689283599999999552e+00,-8.871053250000000140e-03
1.800000000000000000e+01,6.019257999999999775e+00,1.519454939999999865e-01,8.639750100000000543e+00,-8.820918730000000194e-03
1.810000000000000142e+01,6.034409000000000134e+00,1.510659089999999982e-01,8.590484430000000060e+00,-8.770784210000000247e-03
1.819999999999999929e+01,6.049471999999999738e+00,1.501913370000000081e-01,8.541486869999999954e+00,-8.720649690000000301e-03
1.830000000000000071e+01,6.064447000000000365e+00,1.493217789999999878e-01,8.492757709999999349e+00,-8.670515170000000355e-03
1.839999999999999858e+01,6.079335999999999629e+00,1.484572339999999935e-01,8.444297219999999271e+00,-8.620380659999999501e-03
1.850000000000000000e+01,6.094139000000000195e+00,1.475976270000000090e-01,8.396101440000000693e+00,-8.571949290000000291e-03
1.860000000000000142e+01,6.108856000000000286e+00,1.467428430000000117e-01,8.348164199999999369e+00,-8.523733029999999364e-03
1.869999999999999929e+01,6.123488000000000042e+00,1.458928800000000026e-01,8.300485679999999533e+00,-8.475516759999999344e-03
1.880000000000000071e+01,6.138035000000000352e+00,1.450477390000000089e-01,8.253066159999999485e+00,-8.427300500000000152e-03
1.889999999999999858e+01,6.152497000000000327e+00,1.442074200000000028e-01,8.205905870000000490e+00,-8.379084239999999226e-03
1.900000000000000000e+01,6.166876000000000246e+00,1.433719230000000122e-01,8.159005080000000021e+00,-8.330867980000000034e-03
1.910000000000000142e+01,6.181172000000000111e+00,1.425412470000000098e-01,8.112364039999999221e+00,-8.282651710000000014e-03
1.919999999999999929e+01,6.195384999999999920e+00,1.417153919999999956e-01,8.065982990000000186e+00,-8.234435450000000822e-03
1.930000000000000071e+01,6.209514999999999674e+00,1.408943599999999963e-01,8.019862180000000507e+00,-8.186219189999999896e-03
1.939999999999999858e+01,6.223563999999999652e+00,1.400781480000000134e-01,7.974001849999999614e+00,-8.138002930000000704e-03
1.950000000000000000e+01,6.237530999999999715e+00,1.392667589999999900e-01,7.928402229999999662e+00,-8.089786660000000684e-03
1.960000000000000142e+01,6.251417000000000002e+00,1.384601910000000102e-01,7.883063570000000020e+00,-8.041570399999999758e-03
1.969999999999999929e+01,6.265222999999999764e+00,1.376584449999999904e-01,7.837986090000000239e+00,-7.993354140000000566e-03
1.980000000000000071e+01,6.278948999999999891e+00,1.368615199999999865e-01,7.793170029999999748e+00,-7.945137879999999639e-03
1.989999999999999858e+01,6.292595999999999634e+00,1.360694169999999981e-01,7.748615599999999937e+00,-7.896921609999999619e-03
2.000000000000000000e+01,6.306162999999999741e+00,1.352821359999999973e-01,7.704323040000000233e+00,-7.848705350000000427e-03
2.010000000000000142e+01,6.319651999999999603e+00,1.344996569999999947e-01,7.660291469999999769e+00,-7.801785959999999950e-03
2.019999999999999929e+01,6.333063000000000109e+00,1.337216720000000136e-01,7.616503749999999684e+00,-7.757918699999999737e-03
2.030000000000000071e+01,6.346396999999999622e+00,1.329480729999999999e-01,7.572954059999999821e+00,-7.714051430000000431e-03
2.039999999999999858e+01,6.359652999999999778e+00,1.321788610000000086e-01,7.529642589999999913e+00,-7.670184160000000258e-03
2.050000000000000000e+01,6.372832999999999970e+00,1.314140360000000118e-01,7.486569539999999634e+00,-7.626316890000000084e-03
2.060000000000000142e+01,6.385936000000000057e+00,1.306535980000000097e-01,7.443735089999999666e+00,-7.582449629999999871e-03
2.069999999999999929e+01,6.398963000000000179e+00,1.298975460000000026e-01,7.401139449999999620e+00,-7.538582359999999698e-03
2.080000000000000071e+01,6.411915999999999727e+00,1.291458819999999896e-01,7.358782800000000179e+00,-7.494715090000000392e-03
2.089999999999999858e+01,6.424793000000000198e+00,1.283986030000000000e-01,7.316665320000000250e+00,-7.450847830000000178e-03
2.100000000000000000e+01,6.437594999999999956e+00,1.276557120000000045e-01,7.274787199999999565e+00,-7.406980560000000005e-03
2.110000000000000142e+01,6.450324000000000169e+00,1.269172070000000041e-01,7.233148619999999696e+00,-7.363113289999999832e-03
2.119999999999999929e+01,6.462978999999999807e+00,1.261830889999999983e-01,7.191749760000000435e+00,-7.319246019999999658e-03
2.130000000000000071e+01,6.475560999999999900e+00,1.254533579999999870e-01,7.150590799999999803e+00,-7.275378760000000312e-03
2.139999999999999858e+01,6.488069999999999560e+00,1.247280139999999982e-01,7.109671910000000317e+00,-7.231511490000000139e-03
2.150000000000000000e+01,6.500506999999999813e+00,1.240070560000000044e-01,7.068993260000000056e+00,-7.187644219999999966e-03
2.160000000000000142e+01,6.512870999999999633e+00,1.232904850000000052e-01,7.028555029999999704e+00,-7.143776949999999792e-03
2.169999999999999929e+01,6.525165000000000326e+00,1.225783000000000011e-01,6.988357370000000124e+00,-7.099909689999999579e-03
2.180000000000000071e+01,6.537386999999999837e+00,1.218699639999999973e-01,6.948370040000000358e+00,-7.068992770000000030e-03
2.189999999999999858e+01,6.549539000000000222e+00,1.211644800000000050e-01,6.908536989999999989e+00,-7.040683429999999854e-03
2.200000000000000000e+01,6.561619999999999564e+00,1.204618269999999935e-01,6.868857099999999605e+00,-7.012374099999999638e-03
2.210000000000000142e+01,6.573630999999999780e+00,1.197620050000000047e-01,6.829330510000000132e+00,-6.984064760000000330e-03
2.219999999999999929e+01,6.585573000000000121e+00,1.190650139999999968e-01,6.789957310000000135e+00,-6.955755420000000154e-03
2.230000000000000071e+01,6.597444000000000308e+00,1.183708539999999976e-01,6.750737629999999712e+00,-6.927446089999999938e-03
