# POINT,X,Y,Mach,FLOW_ANG__D,WALTAN,SECDIF
1.000000000000000000e+00,0.000000000000000000e+00,1.000625600000000004e+00,1.063974799999999998e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.665624699999999903e-01
2.000000000000000000e+00,3.085158899999999871e-02,1.000692300000000090e+00,1.075179799999999908e+00,2.742262300000000153e-01,4.786187100000000375e-03,1.640745999999999871e-01
3.000000000000000000e+00,6.081964900000000340e-02,1.000912100000000082e+00,1.085584700000000069e+00,5.708413500000000251e-01,9.963390799999999325e-03,1.741111700000000095e-01
4.000000000000000000e+00,9.220166100000000420e-02,1.001311099999999898e+00,1.097479799999999894e+00,8.864003299999999586e-01,1.547183899999999938e-02,1.744746600000000036e-01
5.000000000000000000e+00,1.228186599999999962e-01,1.001867199999999958e+00,1.108518700000000079e+00,1.190563299999999991e+00,2.078224099999999991e-02,1.706305899999999987e-01
6.000000000000000000e+00,1.527691499999999925e-01,1.002566400000000080e+00,1.118796700000000088e+00,1.478488299999999978e+00,2.581021799999999936e-02,1.656634399999999951e-01
7.000000000000000000e+00,1.846270299999999975e-01,1.003472099999999978e+00,1.131392200000000070e+00,1.776339899999999972e+00,3.101291700000000096e-02,1.622785300000000042e-01
8.000000000000000000e+00,2.162844100000000103e-01,1.004535100000000014e+00,1.143530799999999958e+00,2.068497999999999948e+00,3.611779300000000220e-02,1.626649500000000026e-01
9.000000000000000000e+00,2.477067400000000086e-01,1.005749299999999957e+00,1.155118300000000042e+00,2.363433899999999976e+00,4.127311499999999911e-02,1.682180500000000078e-01
1.000000000000000000e+01,2.789580099999999785e-01,1.007120999999999933e+00,1.166257600000000005e+00,2.671438100000000038e+00,4.665920700000000115e-02,1.767808299999999999e-01
1.100000000000000000e+01,3.123139500000000068e-01,1.008775800000000000e+00,1.180204599999999937e+00,3.017480799999999963e+00,5.271371999999999863e-02,1.856675899999999935e-01
1.200000000000000000e+01,3.458854599999999779e-01,1.010650300000000001e+00,1.193764400000000059e+00,3.381519100000000222e+00,5.908726200000000151e-02,1.903974400000000011e-01
1.300000000000000000e+01,3.798084299999999747e-01,1.012766199999999950e+00,1.207009800000000022e+00,3.751221999999999834e+00,6.556488200000000488e-02,1.878415900000000027e-01
1.400000000000000000e+01,4.142276500000000028e-01,1.015134399999999992e+00,1.220009600000000027e+00,4.113724200000000053e+00,7.192165899999999890e-02,1.791939200000000065e-01
1.500000000000000000e+01,4.508454100000000020e-01,1.017889400000000055e+00,1.236252799999999930e+00,4.475379600000000124e+00,7.826935299999999984e-02,1.642804599999999893e-01
1.600000000000000000e+01,4.884438199999999730e-01,1.020949200000000001e+00,1.252497699999999936e+00,4.807029400000000230e+00,8.409589900000000173e-02,1.424670700000000012e-01
1.700000000000000000e+01,5.271269299999999935e-01,1.024310300000000007e+00,1.268664299999999967e+00,5.092145600000000272e+00,8.910944699999999441e-02,1.316537000000000124e-01
1.800000000000000000e+01,5.670892600000000394e-01,1.027963100000000018e+00,1.285382900000000106e+00,5.395874700000000246e+00,9.445518799999999549e-02,1.560721800000000048e-01
1.900000000000000000e+01,6.097892799999999891e-01,1.032135500000000095e+00,1.305922500000000097e+00,5.831798299999999990e+00,1.021370399999999984e-01,2.280981199999999876e-01
2.000000000000000000e+01,6.542569900000000382e-01,1.036882099999999918e+00,1.326552200000000070e+00,6.532593799999999895e+00,1.145118999999999998e-01,3.509575400000000123e-01
2.100000000000000000e+01,7.006922300000000270e-01,1.042576200000000064e+00,1.347338099999999983e+00,7.650878299999999577e+00,1.343323999999999907e-01,4.997016799999999814e-01
2.200000000000000000e+01,7.503031300000000403e-01,1.049861099999999992e+00,1.373952400000000074e+00,9.256952099999999461e+00,1.629848999999999881e-01,6.315762299999999607e-01
2.300000000000000000e+01,8.025214999999999987e-01,1.059259299999999904e+00,1.400954899999999892e+00,1.125122099999999925e+01,1.989345200000000036e-01,6.985682500000000017e-01
2.400000000000000000e+01,8.576650000000000107e-01,1.071333099999999927e+00,1.431511100000000036e+00,1.338979299999999917e+01,2.380453600000000114e-01,6.815225599999999995e-01
2.500000000000000000e+01,9.166971600000000109e-01,1.086592000000000002e+00,1.467439799999999961e+00,1.545742699999999914e+01,2.765245199999999959e-01,6.400093100000000534e-01
2.600000000000000000e+01,1.505328599999999906e+00,1.355244099999999952e+00,2.505564099999999961e+00,3.027854999999999919e+01,5.838507200000000452e-01,4.205369299999999755e-01
2.700000000000000000e+01,2.157186700000000013e+00,1.827834600000000087e+00,2.540483399999999836e+00,3.811996700000000260e+01,7.846630599999999678e-01,2.217545700000000120e-01
2.800000000000000000e+01,2.930050800000000066e+00,2.488952999999999971e+00,2.589100800000000202e+00,4.124957599999999758e+01,8.769633700000000198e-01,6.182784799999999775e-02
2.900000000000000000e+01,3.838568299999999933e+00,3.308704500000000159e+00,2.650121500000000019e+00,4.107609000000000066e+01,8.716209900000000399e-01,-4.164835199999999960e-02
3.000000000000000000e+01,4.911609999999999587e+00,4.205114199999999691e+00,2.722215600000000180e+00,3.801116999999999990e+01,7.815996299999999897e-01,-8.657211099999999326e-02
3.100000000000000000e+01,6.183065199999999706e+00,5.117842900000000306e+00,2.804014200000000123e+00,3.372278399999999721e+01,6.674917799999999790e-01,-7.898905999999999983e-02
3.200000000000000000e+01,7.685996499999999898e+00,6.031553100000000001e+00,2.894127300000000069e+00,2.959166400000000152e+01,5.678866399999999981e-01,-5.392899200000000198e-02
3.300000000000000000e+01,9.463347399999999965e+00,6.956674300000000422e+00,2.991160999999999959e+00,2.647254200000000068e+01,4.979834000000000205e-01,-3.060530300000000037e-02
3.400000000000000000e+01,1.154780599999999957e+01,7.939641499999999574e+00,3.093736400000000053e+00,2.449005400000000066e+01,4.555166199999999832e-01,-1.727869699999999911e-02
3.500000000000000000e+01,1.397750500000000073e+01,9.000946000000000780e+00,3.200508099999999967e+00,2.289424400000000048e+01,4.222981499999999833e-01,-1.233276600000000021e-02
3.600000000000000000e+01,1.678521900000000144e+01,1.013957100000000011e+01,3.310182499999999806e+00,2.140597299999999947e+01,3.920159699999999914e-01,-1.037558799999999982e-02
3.700000000000000000e+01,1.999838799999999850e+01,1.134947400000000073e+01,3.421535299999999946e+00,1.980821999999999861e+01,3.601842299999999941e-01,-9.771785700000000519e-03
3.800000000000000000e+01,2.363788100000000014e+01,1.259291600000000066e+01,3.533425199999999933e+00,1.801327399999999912e+01,3.251758499999999885e-01,-9.035451499999999636e-03
3.900000000000000000e+01,2.771473100000000045e+01,1.384336500000000036e+01,3.644805499999999920e+00,1.622524400000000000e+01,2.910047099999999998e-01,-7.733012899999999919e-03
4.000000000000000000e+01,3.223015399999999886e+01,1.507878200000000035e+01,3.754731000000000041e+00,1.453832500000000039e+01,2.593313400000000213e-01,-6.452740400000000348e-03
4.100000000000000000e+01,3.717254799999999904e+01,1.628331299999999970e+01,3.862361200000000050e+00,1.297878700000000052e+01,2.304782400000000009e-01,-5.380956099999999707e-03
4.200000000000000000e+01,4.251892699999999792e+01,1.743898899999999941e+01,3.966960999999999959e+00,1.154950099999999935e+01,2.043521699999999996e-01,-4.511549200000000183e-03
4.300000000000000000e+01,4.823250199999999666e+01,1.853446900000000142e+01,4.067897099999999710e+00,1.025201000000000029e+01,1.808656800000000009e-01,-3.860688299999999809e-03
4.400000000000000000e+01,5.426582899999999654e+01,1.955645600000000073e+01,4.164633799999999830e+00,9.043643599999999338e+00,1.591653700000000005e-01,-3.403660099999999793e-03
4.500000000000000000e+01,6.055896400000000313e+01,2.049098800000000153e+01,4.256726399999999799e+00,7.914143499999999776e+00,1.390130800000000111e-01,-3.020558100000000044e-03
4.600000000000000000e+01,6.704427099999999484e+01,2.132912500000000122e+01,4.343814100000000344e+00,6.878820300000000110e+00,1.206382399999999938e-01,-2.677927499999999822e-03
4.700000000000000000e+01,7.364485399999999515e+01,2.206764700000000090e+01,4.425612199999999774e+00,5.937764900000000345e+00,1.040061500000000055e-01,-2.398125699999999888e-03
4.800000000000000000e+01,8.028071900000000483e+01,2.270523899999999884e+01,4.501905299999999777e+00,5.080477400000000365e+00,8.890418599999999616e-02,-2.169444200000000041e-03
4.900000000000000000e+01,8.686704199999999787e+01,2.324386300000000105e+01,4.572539899999999768e+00,4.306864000000000026e+00,7.531085499999999600e-02,-1.974407400000000208e-03
5.000000000000000000e+01,9.332129500000000633e+01,2.368902699999999939e+01,4.637419000000000402e+00,3.612481900000000135e+00,6.313338300000000125e-02,-1.810472800000000092e-03
5.100000000000000000e+01,9.956092300000000250e+01,2.404773499999999942e+01,4.696496299999999735e+00,2.993655099999999791e+00,5.229673600000000339e-02,-1.672070500000000064e-03
5.200000000000000000e+01,1.055110600000000005e+02,2.432944900000000032e+01,4.749772799999999684e+00,2.445882699999999854e+00,4.271465700000000310e-02,-1.553949599999999986e-03
5.300000000000000000e+01,1.111013099999999980e+02,2.454391100000000137e+01,4.797293899999999667e+00,1.965857900000000047e+00,3.432416299999999781e-02,-1.452599300000000050e-03
5.400000000000000000e+01,1.162737199999999973e+02,2.470211700000000121e+01,4.839147600000000438e+00,1.549012800000000079e+00,2.704196199999999925e-02,-1.363554699999999916e-03
5.500000000000000000e+01,1.209785200000000032e+02,2.481417599999999979e+01,4.875464700000000207e+00,1.192522300000000035e+00,2.081644699999999834e-02,-1.284729199999999931e-03
5.600000000000000000e+01,1.251821699999999993e+02,2.489040800000000075e+01,4.906419999999999781e+00,8.914777200000000290e-01,1.556047699999999964e-02,-1.210589300000000082e-03
5.700000000000000000e+01,1.288619500000000073e+02,2.493937499999999829e+01,4.932234600000000135e+00,6.436227199999999815e-01,1.123380799999999964e-02,-1.140623799999999953e-03
5.800000000000000000e+01,1.320138800000000003e+02,2.496918600000000055e+01,4.953180599999999600e+00,4.430940300000000276e-01,7.733603900000000225e-03,-1.070106500000000092e-03
5.900000000000000000e+01,1.346463200000000029e+02,2.498575299999999899e+01,4.969585600000000269e+00,2.867864199999999864e-01,5.005409100000000194e-03,-9.821123300000000281e-04
6.000000000000000000e+01,1.367876599999999883e+02,2.499422699999999864e+01,4.981840199999999719e+00,1.717085100000000086e-01,2.996887800000000001e-03,-8.716137900000000193e-04
6.100000000000000000e+01,1.384790000000000134e+02,2.499801300000000026e+01,4.990405700000000166e+00,9.232293199999999644e-02,1.611340499999999905e-03,-7.356228999999999936e-04
6.200000000000000000e+01,1.397816300000000069e+02,2.499948300000000145e+01,4.995823099999999961e+00,4.222387999999999836e-02,7.369458599999999509e-04,-5.644901299999999797e-04
6.300000000000000000e+01,1.407691000000000088e+02,2.499991699999999994e+01,4.998722899999999747e+00,1.486531999999999958e-02,2.594487799999999869e-04,-3.672222099999999760e-04
6.400000000000000000e+01,1.415346099999999865e+02,2.500000899999999859e+01,4.999835299999999982e+00,2.714331300000000051e-03,4.737401800000000000e-05,-1.666020199999999896e-04
6.500000000000000000e+01,1.421829899999999895e+02,2.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
