# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.100000000000000000e+01,1.837968799999999958e-01,4.169273199999999902e-01,1.040162100000000089e+00,7.402640499999999690e+01,3.530816700000000141e-01,3.461585699999999988e-01,4.594920000000000254e-02,1.042317999999999995e-01
1.200000000000000000e+01,2.321890699999999974e-01,5.697461099999999723e-01,1.069960800000000045e+00,6.916581600000000662e+01,7.966451700000000136e-01,7.897220700000000537e-01,5.804730000000000306e-02,1.424364999999999937e-01
1.300000000000000000e+01,2.976560600000000001e-01,7.312608299999999728e-01,1.113617300000000032e+00,6.389309699999999737e+01,1.604726000000000097e+00,1.597802900000000026e+00,7.441399999999999404e-02,1.828152000000000110e-01
1.400000000000000000e+01,3.669523800000000224e-01,8.720785899999999868e-01,1.164572799999999964e+00,5.916913799999999668e+01,2.712474499999999900e+00,2.705551400000000051e+00,9.173810000000000298e-02,2.180196000000000078e-01
1.500000000000000000e+01,4.346467399999999759e-01,9.918967499999999937e-01,1.220685999999999938e+00,5.500593599999999839e+01,4.074557699999999727e+00,4.067634599999999878e+00,1.086617000000000000e-01,2.479742000000000057e-01
1.600000000000000000e+01,4.970103699999999791e-01,1.091917800000000049e+00,1.280616900000000058e+00,5.134063499999999891e+01,5.643818600000000352e+00,5.636895499999999615e+00,1.242526000000000047e-01,2.729794999999999860e-01
1.700000000000000000e+01,5.512245399999999851e-01,1.173027800000000065e+00,1.343327900000000019e+00,4.810929399999999845e+01,7.372835700000000436e+00,7.365912599999999699e+00,1.378060999999999869e-01,2.932568999999999870e-01
