# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,3.022931799999999924e+01,0.000000000000000000e+00,1.792321600000000004e+01,3.198396300000000192e+00,8.045517399999999952e+01,0.000000000000000000e+00,1.511465910000000079e+01,0.000000000000000000e+00
2.000000000000000000e+00,3.071260499999999993e+01,2.701302499999999954e-02,1.794611199999999940e+01,3.194311400000000134e+00,8.046728000000000236e+01,5.660326799999999652e-03,1.535630259999999936e+01,1.350649999999999941e-02
3.000000000000000000e+00,3.120194700000000054e+01,5.437247099999999861e-02,1.796135699999999957e+01,3.191597499999999865e+00,8.047532300000000305e+01,8.667435100000000711e-03,1.560097329999999971e+01,2.718620000000000064e-02
4.000000000000000000e+00,3.169806000000000168e+01,8.210912600000000450e-02,1.797056399999999954e+01,3.189960500000000199e+00,8.048017500000000268e+01,9.683490799999999732e-03,1.584903000000000084e+01,4.105459999999999665e-02
5.000000000000000000e+00,3.220126299999999731e+01,1.102346200000000054e-01,1.797565099999999916e+01,3.189056900000000194e+00,8.048285300000000575e+01,9.499708699999999742e-03,1.610063149999999865e+01,5.511730000000000101e-02
6.000000000000000000e+00,3.566015800000000269e+01,3.033520000000000105e-01,1.798796799999999863e+01,3.186871000000000009e+00,8.048933100000000707e+01,5.825038700000000069e-03,1.783007890000000017e+01,1.516760000000000053e-01
7.000000000000000000e+00,3.912100099999999969e+01,4.963477299999999870e-01,1.799082599999999843e+01,3.186364199999999869e+00,8.049083299999999497e+01,4.586866000000000207e-03,1.956050030000000106e+01,2.481739000000000028e-01
8.000000000000000000e+00,4.258254699999999815e+01,6.893015900000000196e-01,1.799228000000000094e+01,3.186106399999999894e+00,8.049159699999999873e+01,3.913469800000000422e-03,2.129127340000000146e+01,3.446507999999999794e-01
9.000000000000000000e+00,4.604450099999999679e+01,8.822316300000000444e-01,1.799320300000000117e+01,3.185942799999999853e+00,8.049208199999999636e+01,3.472123299999999805e-03,2.302225049999999840e+01,4.411158000000000023e-01
1.000000000000000000e+01,4.950673299999999699e+01,1.075145599999999924e+00,1.799385699999999844e+01,3.185826899999999906e+00,8.049242599999999470e+01,3.153621000000000115e-03,2.475336629999999971e+01,5.375727999999999618e-01
1.100000000000000000e+01,5.296916900000000084e+01,1.268047900000000006e+00,1.799435100000000176e+01,3.185739299999999830e+00,8.049268499999999449e+01,2.909625400000000021e-03,2.648458469999999920e+01,6.340238999999999736e-01
1.200000000000000000e+01,5.643176600000000320e+01,1.460941000000000045e+00,1.799474299999999971e+01,3.185670000000000002e+00,8.049289100000000019e+01,2.714899800000000057e-03,2.821588320000000039e+01,7.304705000000000226e-01
1.300000000000000000e+01,5.989449299999999710e+01,1.653826699999999983e+00,1.799506200000000078e+01,3.185613299999999981e+00,8.049305900000000236e+01,2.554780899999999858e-03,2.994724629999999976e+01,8.269132999999999623e-01
1.400000000000000000e+01,6.335732600000000048e+01,1.846706299999999912e+00,1.799532900000000168e+01,3.185566000000000120e+00,8.049319900000000416e+01,2.420079400000000030e-03,3.167866310000000141e+01,9.233531999999999851e-01
1.500000000000000000e+01,6.682025099999999895e+01,2.039580799999999972e+00,1.799555799999999905e+01,3.185525499999999788e+00,8.049331899999999962e+01,2.304700499999999975e-03,3.341012560000000065e+01,1.019790399999999986e+00
1.600000000000000000e+01,7.028325499999999693e+01,2.232450800000000068e+00,1.799575499999999906e+01,3.185490499999999781e+00,8.049342300000000705e+01,2.204419899999999870e-03,3.514162730000000323e+01,1.116225400000000034e+00
1.700000000000000000e+01,7.374632699999999375e+01,2.425316899999999887e+00,1.799592900000000029e+01,3.185459799999999841e+00,8.049351400000000467e+01,2.116204200000000070e-03,3.687316340000000281e+01,1.212658500000000084e+00
1.800000000000000000e+01,7.720946000000000708e+01,2.618179599999999940e+00,1.799608200000000124e+01,3.185432599999999947e+00,8.049359400000000164e+01,2.037810499999999879e-03,3.860472980000000121e+01,1.309089799999999970e+00
1.900000000000000000e+01,8.067264699999999777e+01,2.811039300000000019e+00,1.799622000000000099e+01,3.185408199999999912e+00,8.049366600000000460e+01,1.967540099999999861e-03,4.033632339999999772e+01,1.405519600000000091e+00
2.000000000000000000e+01,8.413588300000000686e+01,3.003896199999999794e+00,1.799634400000000056e+01,3.185386299999999782e+00,8.049373199999999429e+01,1.904079500000000098e-03,4.206794130000000109e+01,1.501948099999999897e+00
2.100000000000000000e+01,8.759916200000000686e+01,3.196750600000000109e+00,1.799645599999999845e+01,3.185366300000000095e+00,8.049379100000000165e+01,1.846394400000000036e-03,4.379958119999999866e+01,1.598375300000000054e+00
2.200000000000000000e+01,9.106248300000000029e+01,3.389602800000000027e+00,1.799655900000000130e+01,3.185348100000000127e+00,8.049384499999999321e+01,1.793658100000000092e-03,4.553124129999999781e+01,1.694801400000000013e+00
2.300000000000000000e+01,9.452584000000000231e+01,3.582452799999999993e+00,1.799665299999999846e+01,3.185331500000000204e+00,8.049389399999999739e+01,1.745200699999999942e-03,4.726291979999999882e+01,1.791226399999999996e+00
2.400000000000000000e+01,9.798923100000000375e+01,3.775300999999999796e+00,1.799673999999999907e+01,3.185316100000000095e+00,8.049393999999999494e+01,1.700473000000000089e-03,4.899461529999999954e+01,1.887650499999999898e+00
