# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,1.924269999999999925e+00,0.000000000000000000e+00,1.930204299999999984e+00,3.120354000000000028e+01,2.028331400000000073e+01,0.000000000000000000e+00,9.621349999999999625e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.053727499999999928e+00,7.766347099999999781e-02,2.008719000000000143e+00,2.985651899999999870e+01,2.197363800000000111e+01,8.590274100000000468e-01,1.026863700000000046e+00,3.883169999999999678e-02
3.000000000000000000e+00,2.179584399999999977e+00,1.518719600000000003e-01,2.089612699999999990e+00,2.859123699999999957e+01,2.365964100000000059e+01,1.741876699999999945e+00,1.089792199999999989e+00,7.593600000000000350e-02
4.000000000000000000e+00,2.300336099999999995e+00,2.221255299999999877e-01,2.171839700000000040e+00,2.741544700000000034e+01,2.531507399999999919e+01,2.632887600000000106e+00,1.150168000000000079e+00,1.110628000000000032e-01
5.000000000000000000e+00,2.414683199999999808e+00,2.880098600000000064e-01,2.254337099999999872e+00,2.633312400000000153e+01,2.691701899999999981e+01,3.517573500000000131e+00,1.207341599999999904e+00,1.440048999999999912e-01
6.000000000000000000e+00,2.521577199999999852e+00,3.492027600000000009e-01,2.336071200000000125e+00,2.534508599999999845e+01,2.844670899999999847e+01,4.383236400000000366e+00,1.260788599999999926e+00,1.746013999999999899e-01
7.000000000000000000e+00,2.620250299999999921e+00,4.054818600000000273e-01,2.416082299999999794e+00,2.444963500000000067e+01,2.988991599999999949e+01,5.219382000000000410e+00,1.310125100000000042e+00,2.027409000000000017e-01
8.000000000000000000e+00,2.710224999999999884e+00,4.567297900000000244e-01,2.493520999999999876e+00,2.364316799999999930e+01,3.123693700000000106e+01,6.017883300000000268e+00,1.355112499999999942e+00,2.283649000000000096e-01
9.000000000000000000e+00,2.791304900000000089e+00,5.029345200000000515e-01,2.567675500000000000e+00,2.292073600000000155e+01,3.248224900000000304e+01,6.772935200000000044e+00,1.395652499999999963e+00,2.514673000000000047e-01
1.000000000000000000e+01,2.863548100000000041e+00,5.441839800000000116e-01,2.637986699999999907e+00,2.227652000000000143e+01,3.362396400000000085e+01,7.480859899999999563e+00,1.431774000000000102e+00,2.720920000000000005e-01
