# POINT,X_over_YO,Y_over_YO,INT_Y_over_YO,PAR_over_YO,HYP_over_YO,C_Y,C_YI,C_YP
1.200000000000000000e+01,3.464068000000000147e-01,1.010036500000000004e+00,1.009848999999999997e+00,1.009999799999999892e+00,1.009950300000000079e+00,-8.829250000000000076e-04,3.628323000000000138e-03,-1.365144999999999900e-03
1.300000000000000000e+01,3.803527999999999909e-01,1.012111399999999994e+00,1.011931499999999984e+00,1.012055699999999892e+00,1.011983899999999936e+00,-1.012235000000000001e-03,2.257012000000000081e-03,-1.485283000000000003e-03
1.400000000000000000e+01,4.154556999999999833e-01,1.014464999999999950e+00,1.014290799999999937e+00,1.014383599999999941e+00,1.014281599999999894e+00,-1.135305999999999989e-03,1.294821000000000036e-03,-1.625937999999999949e-03
1.500000000000000000e+01,4.515896999999999828e-01,1.017110299999999912e+00,1.016944199999999965e+00,1.016994399999999965e+00,1.016852400000000101e+00,-1.258531999999999923e-03,5.453268000000000048e-04,-1.771744999999999917e-03
1.600000000000000000e+01,4.885978000000000265e-01,1.020054900000000098e+00,1.019891399999999893e+00,1.019894000000000078e+00,1.019699899999999992e+00,-1.379636000000000057e-03,2.172028999999999868e-05,-1.906362999999999894e-03
1.700000000000000000e+01,5.274934999999999485e-01,1.023407600000000084e+00,1.023247599999999924e+00,1.023187499999999917e+00,1.022924699999999909e+00,-1.499654999999999912e-03,-4.097363000000000025e-04,-2.024042000000000202e-03
1.800000000000000000e+01,5.676392999999999578e-01,1.027146099999999951e+00,1.026994900000000044e+00,1.026851200000000075e+00,1.026500100000000026e+00,-1.612317999999999954e-03,-7.855082000000000427e-04,-2.114079000000000045e-03
1.900000000000000000e+01,6.097487999999999797e-01,1.031371700000000002e+00,1.031233499999999914e+00,1.030982800000000088e+00,1.030517099999999964e+00,-1.715619999999999949e-03,-1.105686000000000039e-03,-2.177697000000000140e-03
2.000000000000000000e+01,6.537865999999999955e-01,1.036124700000000010e+00,1.036011199999999910e+00,1.035619700000000032e+00,1.035007000000000010e+00,-1.806805999999999994e-03,-1.400654999999999999e-03,-2.320303000000000122e-03
2.100000000000000000e+01,7.000138999999999667e-01,1.041493999999999920e+00,1.041407100000000030e+00,1.040834999999999955e+00,1.040033599999999891e+00,-1.921271999999999910e-03,-1.667875999999999994e-03,-2.719104999999999873e-03
2.200000000000000000e+01,7.487677000000000360e-01,1.047609100000000071e+00,1.047527400000000108e+00,1.046721100000000071e+00,1.045677900000000049e+00,-2.115351000000000124e-03,-1.920704999999999982e-03,-3.429298999999999802e-03
2.300000000000000000e+01,8.002434999999999965e-01,1.054608999999999908e+00,1.054477899999999968e+00,1.053365799999999908e+00,1.052013099999999923e+00,-2.425807999999999784e-03,-2.170034999999999846e-03,-4.394697999999999834e-03
2.400000000000000000e+01,8.546673000000000187e-01,1.062662800000000018e+00,1.062377600000000033e+00,1.060871399999999909e+00,1.059123599999999943e+00,-2.869614999999999840e-03,-2.412715000000000172e-03,-5.583087999999999940e-03
2.500000000000000000e+01,9.124383999999999828e-01,1.072009400000000001e+00,1.071403399999999895e+00,1.069378699999999904e+00,1.067125700000000066e+00,-3.463074999999999921e-03,-2.665430999999999790e-03,-6.671037000000000321e-03
2.600000000000000000e+01,1.084899800000000081e+00,1.104687500000000044e+00,1.102466399999999958e+00,1.098084000000000060e+00,1.093694600000000072e+00,-5.171387999999999853e-03,-3.431977000000000118e-03,-7.966066000000000813e-03
2.700000000000000000e+01,1.334877400000000103e+00,1.163971599999999995e+00,1.159478400000000020e+00,1.148491499999999998e+00,1.138851599999999964e+00,-6.508042999999999814e-03,-4.619037000000000316e-03,-7.250303999999999950e-03
2.800000000000000000e+01,1.634032300000000104e+00,1.250742800000000043e+00,1.249107900000000049e+00,1.222505100000000011e+00,1.202085800000000093e+00,-6.472124000000000106e-03,-6.097405999999999660e-03,-4.856136999999999954e-03
2.900000000000000000e+01,1.978100200000000086e+00,1.366212100000000040e+00,1.373615800000000053e+00,1.326073400000000069e+00,1.285358599999999907e+00,-5.185839000000000247e-03,-6.142378999999999895e-03,-1.801487000000000054e-03
3.000000000000000000e+01,2.358810599999999980e+00,1.506192600000000104e+00,1.521048799999999979e+00,1.463665599999999900e+00,1.388283600000000062e+00,-3.240300000000000211e-03,-4.372255000000000238e-03,1.032120999999999993e-03
3.100000000000000000e+01,2.771760700000000188e+00,1.665107399999999904e+00,1.681277200000000027e+00,1.640221499999999999e+00,1.510113500000000109e+00,-1.168657999999999936e-03,-1.927997999999999995e-03,3.364872000000000089e-03
3.200000000000000000e+01,3.215892100000000031e+00,1.835633099999999907e+00,1.847796400000000006e+00,1.861830199999999991e+00,1.650351600000000030e+00,7.876762999999999517e-04,4.219593999999999906e-04,5.145402999999999782e-03
3.300000000000000000e+01,3.691334299999999846e+00,2.010687499999999961e+00,2.017790000000000195e+00,2.135495800000000166e+00,1.808588300000000038e+00,2.481379000000000137e-03,2.340172000000000172e-03,6.289580999999999818e-03
3.400000000000000000e+01,4.198671400000000276e+00,2.186919699999999800e+00,2.189043499999999920e+00,2.469070100000000156e+00,1.984474800000000094e+00,3.811931000000000173e-03,3.783237999999999965e-03,6.895753999999999599e-03
3.500000000000000000e+01,4.738482099999999697e+00,2.360749000000000208e+00,2.360190100000000069e+00,2.871101100000000184e+00,2.177659799999999812e+00,4.796805999999999813e-03,4.802059000000000015e-03,7.119155000000000275e-03
3.600000000000000000e+01,5.310832800000000020e+00,2.531123700000000198e+00,2.529745399999999922e+00,3.350411999999999946e+00,2.387639899999999926e+00,5.469515999999999788e-03,5.478717000000000135e-03,7.073455999999999667e-03
3.700000000000000000e+01,5.915204000000000129e+00,2.697292599999999929e+00,2.696188699999999994e+00,3.915803100000000203e+00,2.613734200000000119e+00,5.887352999999999684e-03,5.892686999999999752e-03,6.869413000000000429e-03
3.800000000000000000e+01,6.550452599999999848e+00,2.858722699999999950e+00,2.858004699999999954e+00,4.575702500000000228e+00,2.855066499999999952e+00,6.108734000000000212e-03,6.111288999999999784e-03,6.583763000000000289e-03
3.900000000000000000e+01,7.214811899999999945e+00,3.014127600000000129e+00,3.013727600000000173e+00,5.337792600000000220e+00,3.110560299999999945e+00,6.187261000000000323e-03,6.188327000000000411e-03,6.263974999999999752e-03
4.000000000000000000e+01,7.905893599999999743e+00,3.162199799999999783e+00,3.162021199999999865e+00,6.208596100000000284e+00,3.378933599999999871e+00,6.165005999999999785e-03,6.165366999999999723e-03,5.934159999999999956e-03
4.100000000000000000e+01,8.620728599999999631e+00,3.301802599999999810e+00,3.301684299999999794e+00,7.193080100000000421e+00,3.658710199999999801e+00,6.073796999999999703e-03,6.073982000000000339e-03,5.609214999999999861e-03
4.200000000000000000e+01,9.355805000000000149e+00,3.431812700000000049e+00,3.431738300000000130e+00,8.294257299999999944e+00,3.948229299999999942e+00,5.937602999999999631e-03,5.937694000000000305e-03,5.297737999999999753e-03
4.300000000000000000e+01,1.010714439999999925e+01,3.551457699999999829e+00,3.551402299999999901e+00,9.512864000000000431e+00,4.245671699999999937e+00,5.773821000000000161e-03,5.773875000000000361e-03,5.004192999999999662e-03
4.400000000000000000e+01,1.087036939999999952e+01,3.660196800000000028e+00,3.660165800000000136e+00,1.084707760000000043e+01,4.549082900000000151e+00,5.595095999999999924e-03,5.595120000000000302e-03,4.731072000000000229e-03
4.500000000000000000e+01,1.164080820000000038e+01,3.757755799999999979e+00,3.757742499999999986e+00,1.229236790000000035e+01,4.856411800000000056e+00,5.410462000000000431e-03,5.410471000000000030e-03,4.479246000000000096e-03
4.600000000000000000e+01,1.241358209999999929e+01,3.844125399999999804e+00,3.844116300000000042e+00,1.384141840000000023e+01,5.165543200000000112e+00,5.226261000000000274e-03,5.226264999999999904e-03,4.248682999999999627e-03
4.700000000000000000e+01,1.318372819999999912e+01,3.919493899999999975e+00,3.919484000000000190e+00,1.548422410000000049e+01,5.474344499999999947e+00,5.046853999999999923e-03,5.046858999999999894e-03,4.038708000000000228e-03
4.800000000000000000e+01,1.394629559999999913e+01,3.984276799999999952e+00,3.984270299999999931e+00,1.720826339999999988e+01,5.780702999999999925e+00,4.875125999999999592e-03,4.875128000000000274e-03,3.848226000000000164e-03
4.900000000000000000e+01,1.469647460000000017e+01,4.039076099999999947e+00,4.039069600000000371e+00,1.899886370000000113e+01,6.082575699999999586e+00,4.712875000000000050e-03,4.712876999999999865e-03,3.675973999999999822e-03
5.000000000000000000e+01,1.542969100000000005e+01,4.084638100000000271e+00,4.084633700000000367e+00,2.083961370000000102e+01,6.378026900000000055e+00,4.561126000000000416e-03,4.561128000000000231e-03,3.520600999999999939e-03
5.100000000000000000e+01,1.614173149999999879e+01,4.121824400000000388e+00,4.121820699999999782e+00,2.271295800000000042e+01,6.665276900000000282e+00,4.420338000000000218e-03,4.420338999999999692e-03,3.380741999999999949e-03
5.200000000000000000e+01,1.682882640000000052e+01,4.151565699999999914e+00,4.151562900000000056e+00,2.460078310000000101e+01,6.942734800000000206e+00,4.290572000000000309e-03,4.290572999999999783e-03,3.255060000000000158e-03
5.300000000000000000e+01,1.748776240000000115e+01,4.174831400000000414e+00,4.174829500000000415e+00,2.648515289999999922e+01,7.209043300000000265e+00,4.171603999999999764e-03,4.171605000000000105e-03,3.142270999999999866e-03
5.400000000000000000e+01,1.811594739999999959e+01,4.192585900000000088e+00,4.192584199999999761e+00,2.834896260000000012e+01,7.463104300000000357e+00,4.063017000000000364e-03,4.063017000000000364e-03,3.041157000000000062e-03
5.500000000000000000e+01,1.871150420000000025e+01,4.205765300000000373e+00,4.205764600000000186e+00,3.017669910000000044e+01,7.704115700000000011e+00,3.964254000000000389e-03,3.964254000000000389e-03,2.950568000000000201e-03
5.600000000000000000e+01,1.927331179999999833e+01,4.215241299999999747e+00,4.215240200000000215e+00,3.195504550000000066e+01,7.931588200000000199e+00,3.874667000000000042e-03,3.874667000000000042e-03,2.869422999999999852e-03
5.700000000000000000e+01,1.980107699999999937e+01,4.221808700000000414e+00,4.221808600000000133e+00,3.367355429999999927e+01,8.145373499999999822e+00,3.793538999999999852e-03,3.793538999999999852e-03,2.796700000000000054e-03
5.800000000000000000e+01,2.029535020000000145e+01,4.226162399999999764e+00,4.226161799999999857e+00,3.532510330000000209e+01,8.345669900000000752e+00,3.720110999999999904e-03,3.720111999999999811e-03,2.731439999999999910e-03
5.900000000000000000e+01,2.075757229999999964e+01,4.228892000000000095e+00,4.228896999999999906e+00,3.690640069999999895e+01,8.533041700000000063e+00,3.653584999999999992e-03,3.653584999999999992e-03,2.672708000000000202e-03
6.000000000000000000e+01,2.119006600000000162e+01,4.230496900000000338e+00,4.230496999999999730e+00,3.841824129999999826e+01,8.708414499999999947e+00,3.593134999999999905e-03,3.593134999999999905e-03,2.619628000000000147e-03
6.100000000000000000e+01,2.159606069999999889e+01,4.231358099999999567e+00,4.231348800000000132e+00,3.986581960000000180e+01,8.873085100000000836e+00,3.537908000000000198e-03,3.537909000000000106e-03,2.571360999999999872e-03
6.200000000000000000e+01,2.197966320000000096e+01,4.231762899999999661e+00,4.231742599999999577e+00,4.125879969999999730e+01,9.028709700000000282e+00,3.487030999999999811e-03,3.487033000000000060e-03,2.527089000000000158e-03
6.300000000000000000e+01,2.234586889999999926e+01,4.231912399999999685e+00,4.231885400000000352e+00,4.261148790000000020e+01,9.177307700000000068e+00,3.439604000000000186e-03,3.439606000000000000e-03,2.486008999999999962e-03
6.400000000000000000e+01,2.270052250000000171e+01,4.231936600000000048e+00,4.231920299999999635e+00,4.394281029999999788e+01,9.321245700000000411e+00,3.394704000000000124e-03,3.394705000000000032e-03,2.447317999999999976e-03
6.500000000000000000e+01,2.305033089999999873e+01,4.231920599999999588e+00,4.231920599999999588e+00,4.527647970000000299e+01,9.463242499999999779e+00,3.351382999999999879e-03,3.351382999999999879e-03,2.410185000000000018e-03
