# POINT,X,X_IN,Mach,DM_over_DX,D2M_over_DX2,D3M_over_DX3,W_Q_over_Astar,DW_over_DX,D2W_over_DX2,D3W_over_DX3
1.000000000000000000e+00,1.108758000000000088e+01,2.771900000000000031e+00,3.000000000000000000e+00,-4.123133999999999927e-17,0.000000000000000000e+00,2.159528000000000142e-02,1.963961000000000068e+00,-9.640087999999999730e-18,-2.555187999999999887e-34,5.049081000000000402e-03
2.000000000000000000e+00,1.073886000000000074e+01,2.684709999999999930e+00,2.999849999999999905e+00,1.280819000000000098e-03,-7.253123999999999683e-03,2.000251000000000112e-02,1.963926000000000061e+00,2.994906999999999886e-04,-1.696225999999999897e-03,4.681323999999999728e-03
3.000000000000000000e+00,1.039279999999999937e+01,2.598199999999999843e+00,2.998836999999999975e+00,4.956928999999999676e-03,-1.390159000000000013e-02,1.842194000000000123e-02,1.963689000000000018e+00,1.159820999999999899e-03,-3.256386999999999910e-03,4.341473000000000207e-03
4.000000000000000000e+00,1.004946999999999946e+01,2.512370000000000214e+00,2.996194000000000024e+00,1.078474999999999920e-02,-1.995724999999999930e-02,1.685381000000000032e-02,1.963070000000000093e+00,2.527704999999999882e-03,-4.695063999999999661e-03,4.047620000000000037e-03
5.000000000000000000e+00,9.708909999999999485e+00,2.427230000000000221e+00,2.991255999999999915e+00,1.852867999999999876e-02,-2.543211000000000083e-02,1.529834000000000055e-02,1.961910999999999961e+00,4.356526000000000322e-03,-6.031619000000000216e-03,3.811563000000000017e-03
6.000000000000000000e+00,9.371180000000000732e+00,2.342789999999999928e+00,2.983452000000000215e+00,2.796111000000000082e-02,-3.033838000000000160e-02,1.375578000000000044e-02,1.960070999999999897e+00,6.607415999999999637e-03,-7.288137000000000087e-03,3.640251000000000164e-03
7.000000000000000000e+00,9.036329999999999529e+00,2.259079999999999977e+00,2.972304999999999975e+00,3.886252999999999930e-02,-3.468845000000000262e-02,1.222639000000000017e-02,1.957427999999999946e+00,9.249686000000000019e-03,-8.487901000000000820e-03,3.537063999999999920e-03
8.000000000000000000e+00,8.704420000000000712e+00,2.176099999999999923e+00,2.957422999999999913e+00,5.102153000000000244e-02,-3.849491000000000024e-02,1.071042999999999995e-02,1.953869000000000078e+00,1.226078000000000064e-02,-9.654311000000000489e-03,3.502855999999999938e-03
9.000000000000000000e+00,8.375510000000000232e+00,2.093879999999999963e+00,2.938498000000000054e+00,6.423489999999999756e-02,-4.177056999999999992e-02,9.208196999999999563e-03,1.949292999999999942e+00,1.562588999999999992e-02,-1.081013999999999933e-02,3.536740000000000023e-03
1.000000000000000000e+01,8.049680000000000391e+00,2.012420000000000098e+00,2.915299999999999780e+00,7.830768000000000451e-02,-4.452845999999999888e-02,7.719980999999999892e-03,1.943607000000000085e+00,1.933744000000000088e-02,-1.197701999999999968e-02,3.636630000000000071e-03
1.100000000000000000e+01,7.726980000000000182e+00,1.931750000000000078e+00,2.887671000000000099e+00,9.305323000000000067e-02,-4.678187000000000317e-02,6.246101000000000431e-03,1.936722999999999972e+00,2.339427999999999994e-02,-1.317514000000000012e-02,3.799550999999999970e-03
1.200000000000000000e+01,7.407499999999999751e+00,1.851869999999999905e+00,2.855522000000000116e+00,1.082932999999999951e-01,-4.854429999999999856e-02,4.786888000000000427e-03,1.928555000000000019e+00,2.780097999999999944e-02,-1.442296000000000029e-02,4.021742000000000025e-03
1.300000000000000000e+01,7.091300000000000381e+00,1.772829999999999906e+00,2.818830000000000169e+00,1.238579999999999959e-01,-4.982957999999999832e-02,3.342695000000000128e-03,1.919022000000000006e+00,3.256689000000000112e-02,-1.573694000000000134e-02,4.298581999999999577e-03
1.400000000000000000e+01,6.778480000000000061e+00,1.694620000000000015e+00,2.777630999999999961e+00,1.395862999999999965e-01,-5.065176999999999874e-02,1.913895000000000093e-03,1.908042000000000016e+00,3.770525999999999739e-02,-1.713131999999999849e-02,4.624343000000000377e-03
1.500000000000000000e+01,6.469109999999999694e+00,1.617280000000000051e+00,2.732015000000000082e+00,1.553254000000000024e-01,-5.102530000000000260e-02,5.008866999999999963e-04,1.895534000000000052e+00,4.323214999999999697e-02,-1.861770999999999912e-02,4.991805999999999674e-03
1.600000000000000000e+01,6.163289999999999935e+00,1.540820000000000078e+00,2.682126999999999928e+00,1.709315999999999891e-01,-5.096490000000000048e-02,-8.959083000000000498e-04,1.881418000000000035e+00,4.916533000000000014e-02,-2.020463999999999941e-02,5.391744999999999871e-03
1.700000000000000000e+01,5.861119999999999663e+00,1.465279999999999916e+00,2.628156000000000159e+00,1.862697000000000103e-01,-5.048567000000000332e-02,-2.276038000000000193e-03,1.865614000000000106e+00,5.552304999999999741e-02,-2.189692999999999848e-02,5.812300000000000279e-03
1.800000000000000000e+01,5.562700000000000422e+00,1.390679999999999916e+00,2.570333999999999897e+00,2.012139000000000011e-01,-4.960309000000000246e-02,-3.639020000000000189e-03,1.848044000000000020e+00,6.232254999999999739e-02,-2.369492000000000126e-02,6.238277000000000405e-03
1.900000000000000000e+01,5.268159999999999954e+00,1.317039999999999988e+00,2.508932000000000162e+00,2.156471000000000082e-01,-4.833309999999999690e-02,-4.984333999999999987e-03,1.828632000000000035e+00,6.957847000000000337e-02,-2.559356999999999951e-02,6.650412999999999984e-03
2.000000000000000000e+01,4.977599999999999802e+00,1.244399999999999951e+00,2.444255000000000067e+00,2.294615000000000127e-01,-4.669207000000000218e-02,-6.311421999999999692e-03,1.807307999999999915e+00,7.730101000000000333e-02,-2.758137999999999909e-02,7.024678000000000345e-03
2.100000000000000000e+01,4.691159999999999997e+00,1.172789999999999999e+00,2.376640000000000086e+00,2.425588999999999940e-01,-4.469689999999999774e-02,-7.619680000000000203e-03,1.784006999999999898e+00,8.549391000000000629e-02,-2.963936000000000001e-02,7.331698000000000208e-03
2.200000000000000000e+01,4.408990000000000187e+00,1.102249999999999952e+00,2.306448000000000054e+00,2.548504999999999798e-01,-4.236503999999999964e-02,-8.908454999999999152e-03,1.758675999999999906e+00,9.415218000000000198e-02,-3.173979999999999857e-02,7.536440000000000153e-03
2.300000000000000000e+01,4.131249999999999645e+00,1.032810000000000006e+00,2.234062999999999910e+00,2.662573999999999774e-01,-3.971456999999999765e-02,-1.017703000000000010e-02,1.731273999999999980e+00,1.032597999999999988e-01,-3.384539999999999771e-02,7.598289000000000258e-03
2.400000000000000000e+01,3.858089999999999797e+00,9.645200000000000440e-01,2.159888000000000030e+00,2.767104000000000230e-01,-3.676428000000000335e-02,-1.142462999999999985e-02,1.701780000000000070e+00,1.127873999999999960e-01,-3.590850000000000292e-02,7.471708999999999989e-03
2.500000000000000000e+01,3.589719999999999800e+00,8.974299999999999500e-01,2.084340000000000082e+00,2.861507999999999829e-01,-3.353373999999999938e-02,-1.265039999999999915e-02,1.670193999999999956e+00,1.226896999999999988e-01,-3.787088000000000260e-02,7.107635999999999642e-03
2.600000000000000000e+01,3.326340000000000074e+00,8.315799999999999859e-01,2.007849000000000217e+00,2.945304000000000255e-01,-3.004338000000000147e-02,-1.385338000000000021e-02,1.636543999999999999e+00,1.329043000000000030e-01,-3.966422000000000003e-02,6.455759000000000150e-03
2.700000000000000000e+01,3.068169999999999842e+00,7.670400000000000551e-01,1.930849999999999955e+00,3.018118000000000190e-01,-2.631469000000000169e-02,-1.503253000000000054e-02,1.600892999999999899e+00,1.433494999999999908e-01,-4.121149999999999813e-02,5.467721000000000039e-03
2.800000000000000000e+01,2.815479999999999983e+00,7.038699999999999957e-01,1.853785999999999934e+00,3.079690999999999956e-01,-2.237029999999999921e-02,-1.618667000000000022e-02,1.563339999999999952e+00,1.539243999999999890e-01,-4.242947999999999859e-02,4.101200999999999632e-03
2.900000000000000000e+01,2.568560000000000176e+00,6.421400000000000441e-01,1.777101999999999959e+00,3.129877999999999827e-01,-1.823425000000000046e-02,-1.731444999999999859e-02,1.524030999999999914e+00,1.645091999999999943e-01,-4.323235999999999746e-02,2.324600999999999924e-03
3.000000000000000000e+01,2.327739999999999920e+00,5.819400000000000128e-01,1.701241000000000003e+00,3.168662999999999896e-01,-1.393218000000000061e-02,-1.841436000000000114e-02,1.483155999999999919e+00,1.749676000000000009e-01,-4.353669000000000289e-02,1.219402000000000018e-04
3.100000000000000000e+01,2.093409999999999993e+00,5.233499999999999819e-01,1.626646999999999954e+00,3.196155999999999997e-01,-9.491718999999999157e-03,-1.948464000000000099e-02,1.440960999999999936e+00,1.851501000000000119e-01,-4.326726999999999657e-02,-2.502673999999999871e-03
3.200000000000000000e+01,1.866009999999999946e+00,4.665000000000000258e-01,1.553760999999999948e+00,3.212613000000000274e-01,-4.942898999999999730e-03,-2.052324999999999983e-02,1.397747000000000073e+00,1.948991999999999947e-01,-4.236378999999999839e-02,-5.521700000000000046e-03
3.300000000000000000e+01,1.646090000000000053e+00,4.115199999999999969e-01,1.483023999999999898e+00,3.218440000000000190e-01,-3.187962999999999821e-04,-2.152774999999999828e-02,1.353868999999999989e+00,2.040563999999999989e-01,-4.078764000000000001e-02,-8.882631000000000207e-03
3.400000000000000000e+01,1.434269999999999934e+00,3.585699999999999998e-01,1.414878999999999998e+00,3.214213000000000209e-01,4.343587000000000316e-03,-2.249519000000000171e-02,1.309746999999999995e+00,2.124701999999999980e-01,-3.852856999999999810e-02,-1.250876000000000071e-02
