# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
1.000000000000000000e+00,0.000000000000000000e+00,1.000625600000000004e+00,1.000625600000000004e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,3.035020000000000079e-02,1.000705699999999920e+00,1.000691400000000009e+00,1.430000000000000031e-05,2.000000000000000000e+00
3.000000000000000000e+00,6.119689999999999852e-02,1.000939400000000035e+00,1.000931500000000085e+00,7.999999999999999638e-06,3.000000000000000000e+00
4.000000000000000000e+00,9.175170000000000547e-02,1.001325299999999974e+00,1.001327400000000090e+00,-2.099999999999999799e-06,4.000000000000000000e+00
5.000000000000000000e+00,1.226996999999999949e-01,1.001875099999999907e+00,1.001892599999999911e+00,-1.739999999999999942e-05,5.000000000000000000e+00
6.000000000000000000e+00,1.534567000000000014e-01,1.002581100000000003e+00,1.002563700000000058e+00,1.739999999999999942e-05,6.000000000000000000e+00
7.000000000000000000e+00,1.849399999999999933e-01,1.003469399999999956e+00,1.003459399999999890e+00,1.000000000000000082e-05,7.000000000000000000e+00
8.000000000000000000e+00,2.160612000000000088e-01,1.004512099999999908e+00,1.004526800000000053e+00,-1.469999999999999986e-05,8.000000000000000000e+00
9.000000000000000000e+00,2.482083999999999957e-01,1.005760599999999894e+00,1.005772700000000075e+00,-1.209999999999999935e-05,9.000000000000000000e+00
1.000000000000000000e+01,2.804247000000000267e-01,1.007186700000000101e+00,1.007218600000000075e+00,-3.190000000000000290e-05,1.000000000000000000e+01
1.100000000000000000e+01,3.129898999999999876e-01,1.008806499999999939e+00,1.008787700000000065e+00,1.879999999999999957e-05,1.100000000000000000e+01
1.200000000000000000e+01,3.466234999999999733e-01,1.010668300000000075e+00,1.010651500000000036e+00,1.690000000000000082e-05,1.200000000000000000e+01
1.300000000000000000e+01,3.805907000000000040e-01,1.012744499999999936e+00,1.012754699999999897e+00,-1.020000000000000060e-05,1.300000000000000000e+01
1.400000000000000000e+01,4.157156000000000184e-01,1.015099600000000102e+00,1.015111499999999944e+00,-1.180000000000000052e-05,1.400000000000000000e+01
1.500000000000000000e+01,4.518722000000000016e-01,1.017746599999999946e+00,1.017771800000000004e+00,-2.519999999999999928e-05,1.500000000000000000e+01
1.600000000000000000e+01,4.889033999999999880e-01,1.020693000000000072e+00,1.020681100000000008e+00,1.189999999999999957e-05,1.600000000000000000e+01
1.700000000000000000e+01,5.278235000000000010e-01,1.024047799999999953e+00,1.024029000000000078e+00,1.879999999999999957e-05,1.700000000000000000e+01
1.800000000000000000e+01,5.679944000000000104e-01,1.027788600000000052e+00,1.027798400000000001e+00,-9.799999999999999345e-06,1.800000000000000000e+01
1.900000000000000000e+01,6.101301999999999559e-01,1.032016899999999904e+00,1.032034499999999966e+00,-1.760000000000000090e-05,1.900000000000000000e+01
2.000000000000000000e+01,6.541955000000000409e-01,1.036772800000000050e+00,1.036825700000000072e+00,-5.289999999999999835e-05,2.000000000000000000e+01
2.100000000000000000e+01,7.004517999999999578e-01,1.042145499999999947e+00,1.042170000000000041e+00,-2.449999999999999921e-05,2.100000000000000000e+01
2.200000000000000000e+01,7.492360999999999605e-01,1.048264499999999932e+00,1.048302000000000067e+00,-3.749999999999999671e-05,2.200000000000000000e+01
2.300000000000000000e+01,8.007440999999999587e-01,1.055268700000000059e+00,1.055253800000000020e+00,1.489999999999999964e-05,2.300000000000000000e+01
2.400000000000000000e+01,8.552020000000000177e-01,1.063327600000000039e+00,1.063174800000000086e+00,1.528000000000000007e-04,2.400000000000000000e+01
2.500000000000000000e+01,9.130091999999999652e-01,1.072680000000000078e+00,1.072161600000000048e+00,5.184000000000000240e-04,2.500000000000000000e+01
2.600000000000000000e+01,1.085578399999999943e+00,1.105378500000000042e+00,1.103225499999999970e+00,2.152999999999999966e-03,2.600000000000000000e+01
2.700000000000000000e+01,1.335712400000000022e+00,1.164699699999999893e+00,1.160211799999999904e+00,4.487900000000000396e-03,2.700000000000000000e+01
2.800000000000000000e+01,1.635054500000000077e+00,1.251525199999999893e+00,1.249364300000000094e+00,2.160899999999999887e-03,2.800000000000000000e+01
2.900000000000000000e+01,1.979337600000000030e+00,1.367066799999999915e+00,1.374304299999999923e+00,-7.237500000000000010e-03,2.900000000000000000e+01
3.000000000000000000e+01,2.360286200000000001e+00,1.507134799999999997e+00,1.522159500000000110e+00,-1.502460000000000080e-02,3.000000000000000000e+01
3.100000000000000000e+01,2.773494599999999810e+00,1.666149099999999939e+00,1.682240100000000016e+00,-1.609100000000000114e-02,3.100000000000000000e+01
3.200000000000000000e+01,3.217903800000000203e+00,1.836781400000000009e+00,1.848967900000000109e+00,-1.218649999999999942e-02,3.200000000000000000e+01
3.300000000000000000e+01,3.693643499999999857e+00,2.011945299999999826e+00,2.019023900000000094e+00,-7.078599999999999996e-03,3.300000000000000000e+01
3.400000000000000000e+01,4.201297900000000141e+00,2.188287700000000058e+00,2.190397799999999950e+00,-2.109999999999999896e-03,3.400000000000000000e+01
3.500000000000000000e+01,4.741446299999999781e+00,2.362225800000000042e+00,2.361658300000000210e+00,5.674999999999999706e-04,3.500000000000000000e+01
3.600000000000000000e+01,5.314155000000000406e+00,2.532707100000000100e+00,2.531326899999999824e+00,1.380200000000000047e-03,3.600000000000000000e+01
3.700000000000000000e+01,5.918904300000000340e+00,2.698980000000000157e+00,2.697881199999999868e+00,1.098800000000000037e-03,3.700000000000000000e+01
3.800000000000000000e+01,6.554550299999999829e+00,2.860510999999999804e+00,2.859800200000000014e+00,7.108000000000000386e-04,3.800000000000000000e+01
3.900000000000000000e+01,7.219325200000000109e+00,3.016013200000000172e+00,3.015626699999999882e+00,3.865000000000000163e-04,3.900000000000000000e+01
4.000000000000000000e+01,7.910839199999999849e+00,3.164177899999999877e+00,3.164011100000000187e+00,1.667999999999999886e-04,4.000000000000000000e+01
4.100000000000000000e+01,8.626121400000000605e+00,3.303868099999999863e+00,3.303766400000000214e+00,1.017999999999999943e-04,4.100000000000000000e+01
4.200000000000000000e+01,9.361657700000000304e+00,3.433959499999999831e+00,3.433897800000000000e+00,6.179999999999999784e-05,4.200000000000000000e+01
4.300000000000000000e+01,1.011346709999999938e+01,3.553679400000000044e+00,3.553639899999999852e+00,3.949999999999999789e-05,4.300000000000000000e+01
4.400000000000000000e+01,1.087716950000000082e+01,3.662486400000000142e+00,3.662466799999999800e+00,1.959999999999999869e-05,4.400000000000000000e+01
4.500000000000000000e+01,1.164809020000000039e+01,3.760106500000000018e+00,3.760106500000000018e+00,0.000000000000000000e+00,4.500000000000000000e+01
4.600000000000000000e+01,1.242134760000000071e+01,3.846530099999999841e+00,3.846530099999999841e+00,0.000000000000000000e+00,4.600000000000000000e+01
4.700000000000000000e+01,1.319197540000000046e+01,3.921945800000000037e+00,3.921945800000000037e+00,0.000000000000000000e+00,4.700000000000000000e+01
4.800000000000000000e+01,1.395501989999999992e+01,3.986769199999999902e+00,3.986769199999999902e+00,0.000000000000000000e+00,4.800000000000000000e+01
4.900000000000000000e+01,1.470566810000000046e+01,4.041602799999999718e+00,4.041602799999999718e+00,0.000000000000000000e+00,4.900000000000000000e+01
5.000000000000000000e+01,1.543934319999999971e+01,4.087193300000000029e+00,4.087193300000000029e+00,0.000000000000000000e+00,5.000000000000000000e+01
5.100000000000000000e+01,1.615182920000000166e+01,4.124402899999999761e+00,4.124402899999999761e+00,0.000000000000000000e+00,5.100000000000000000e+01
5.200000000000000000e+01,1.683935389999999899e+01,4.154162799999999933e+00,4.154162799999999933e+00,0.000000000000000000e+00,5.200000000000000000e+01
5.300000000000000000e+01,1.749870209999999915e+01,4.177443000000000239e+00,4.177443000000000239e+00,0.000000000000000000e+00,5.300000000000000000e+01
5.400000000000000000e+01,1.812728010000000012e+01,4.195208599999999954e+00,4.195208599999999954e+00,0.000000000000000000e+00,5.400000000000000000e+01
5.500000000000000000e+01,1.872320939999999823e+01,4.208396200000000142e+00,4.208396200000000142e+00,0.000000000000000000e+00,5.500000000000000000e+01
5.600000000000000000e+01,1.928536839999999941e+01,4.217878100000000074e+00,4.217878100000000074e+00,0.000000000000000000e+00,5.600000000000000000e+01
5.700000000000000000e+01,1.981346380000000096e+01,4.224449700000000085e+00,4.224449700000000085e+00,0.000000000000000000e+00,5.700000000000000000e+01
5.800000000000000000e+01,2.030804619999999971e+01,4.228806099999999901e+00,4.228806099999999901e+00,0.000000000000000000e+00,5.800000000000000000e+01
5.900000000000000000e+01,2.077055749999999890e+01,4.231537399999999671e+00,4.231542400000000370e+00,-4.899999999999999672e-06,5.900000000000000000e+01
6.000000000000000000e+01,2.120332170000000005e+01,4.233143300000000053e+00,4.233143300000000053e+00,0.000000000000000000e+00,6.000000000000000000e+01
6.100000000000000000e+01,2.160957030000000145e+01,4.234005100000000077e+00,4.233995700000000362e+00,9.399999999999999786e-06,6.100000000000000000e+01
6.200000000000000000e+01,2.199341289999999915e+01,4.234410099999999844e+00,4.234388599999999947e+00,2.159999999999999987e-05,6.200000000000000000e+01
6.300000000000000000e+01,2.235984759999999838e+01,4.234559800000000429e+00,4.234532699999999927e+00,2.699999999999999899e-05,6.300000000000000000e+01
6.400000000000000000e+01,2.271472310000000050e+01,4.234583899999999623e+00,4.234565199999999585e+00,1.870000000000000053e-05,6.400000000000000000e+01
6.500000000000000000e+01,2.306475040000000121e+01,4.234567900000000051e+00,4.234567900000000051e+00,0.000000000000000000e+00,6.500000000000000000e+01
