# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,N,CH,H,HU,CTH,THU,DSU,X
1.000000000000000000e+00,5.400000000000000000e+02,7.338999999999999773e+02,8.827000000000000455e+02,6.007000000000000455e+02,3.948777000000000000e+06,5.182000000000000000e+03,1.254930000000000101e+00,2.947999999999999954e+00,3.601739999999999942e+00,3.601739999999999942e+00,7.430999999999999828e-01,1.350999999999999979e+00,1.727500000000000036e+00,0.000000000000000000e+00,1.041999999999999958e-03,8.500000000000000611e-03,7.749999999999999728e-04,5.697460000000000413e+00,7.430170000000000385e-01,1.043199999999999987e-03,1.045799999999999941e-03,1.043199999999999987e-03,1.045799999999999941e-03,7.799999999999999859e-04,0.000000000000000000e+00
2.000000000000000000e+00,5.400000000000000000e+02,7.311000000000000227e+02,8.823999999999999773e+02,5.997999999999999545e+02,3.954660000000000000e+06,5.176000000000000000e+03,1.251600000000000046e+00,2.948650000000000215e+00,3.593970000000000109e+00,3.594019999999999992e+00,7.493999999999999551e-01,1.350999999999999979e+00,1.725119999999999987e+00,0.000000000000000000e+00,1.041999999999999958e-03,8.500000000000000611e-03,7.810000000000000102e-04,5.698719999999999786e+00,7.493049999999999988e-01,1.043199999999999987e-03,1.045799999999999941e-03,1.043199999999999987e-03,1.045799999999999941e-03,7.799999999999999859e-04,8.000000000000000167e-03
3.000000000000000000e+00,5.400000000000000000e+02,7.282999999999999545e+02,8.821000000000000227e+02,5.990000000000000000e+02,3.960172000000000000e+06,5.169000000000000000e+03,1.248110000000000053e+00,2.949390000000000178e+00,3.585900000000000087e+00,3.586079999999999934e+00,7.560999999999999943e-01,1.350899999999999990e+00,1.695279999999999898e+00,2.563999999999999960e-02,1.043000000000000090e-03,8.500000000000000611e-03,7.879999999999999635e-04,5.700000000000000178e+00,7.559299999999999908e-01,1.043199999999999987e-03,1.045899999999999998e-03,1.043199999999999987e-03,1.045899999999999998e-03,7.900000000000000121e-04,1.499999999999999944e-02
4.000000000000000000e+00,5.400000000000000000e+02,7.255000000000000000e+02,8.818999999999999773e+02,5.982000000000000455e+02,3.964947000000000000e+06,5.163000000000000000e+03,1.244690000000000074e+00,2.950079999999999814e+00,3.577939999999999898e+00,3.578349999999999920e+00,7.625999999999999446e-01,1.350800000000000001e+00,1.661999999999999922e+00,5.594999999999999973e-02,1.043000000000000090e-03,8.500000000000000611e-03,7.950000000000000252e-04,5.709719999999999906e+00,8.056940000000000213e-01,1.049199999999999916e-03,1.051999999999999984e-03,1.049199999999999916e-03,1.051999999999999984e-03,8.499999999999999526e-04,7.000000000000000666e-02
5.000000000000000000e+00,5.400000000000000000e+02,7.226000000000000227e+02,8.815000000000000000e+02,5.972999999999999545e+02,3.969263000000000000e+06,5.157000000000000000e+03,1.241149999999999975e+00,2.950759999999999827e+00,3.569640000000000146e+00,3.570380000000000109e+00,7.693999999999999728e-01,1.350700000000000012e+00,1.629019999999999913e+00,8.545999999999999430e-02,1.043000000000000090e-03,8.500000000000000611e-03,8.030000000000000028e-04,5.709719999999999906e+00,8.056940000000000213e-01,1.049199999999999916e-03,1.051999999999999984e-03,1.049199999999999916e-03,1.051999999999999984e-03,8.499999999999999526e-04,7.000000000000000666e-02
6.000000000000000000e+00,5.400000000000000000e+02,7.197999999999999545e+02,8.812999999999999545e+02,5.965000000000000000e+02,3.972895000000000000e+06,5.150000000000000000e+03,1.237659999999999982e+00,2.951439999999999841e+00,3.561469999999999914e+00,3.562629999999999963e+00,7.761000000000000121e-01,1.350600000000000023e+00,1.614009999999999945e+00,9.608999999999999486e-02,1.044000000000000006e-03,8.500000000000000611e-03,8.099999999999999561e-04,5.709719999999999906e+00,8.056940000000000213e-01,1.049199999999999916e-03,1.051999999999999984e-03,1.049199999999999916e-03,1.051999999999999984e-03,8.499999999999999526e-04,7.000000000000000666e-02
7.000000000000000000e+00,5.400000000000000000e+02,7.167000000000000455e+02,8.808999999999999773e+02,5.956000000000000227e+02,3.976126000000000000e+06,5.143000000000000000e+03,1.233919999999999906e+00,2.952210000000000001e+00,3.552770000000000206e+00,3.554469999999999796e+00,7.833999999999999853e-01,1.350500000000000034e+00,1.575749999999999984e+00,1.305999999999999939e-01,1.044999999999999922e-03,8.600000000000000006e-03,8.189999999999999581e-04,5.709719999999999906e+00,8.056940000000000213e-01,1.049199999999999916e-03,1.051999999999999984e-03,1.049199999999999916e-03,1.051999999999999984e-03,8.499999999999999526e-04,7.000000000000000666e-02
8.000000000000000000e+00,5.400000000000000000e+02,7.137999999999999545e+02,8.806000000000000227e+02,5.947000000000000455e+02,3.978588000000000000e+06,5.137000000000000000e+03,1.230350000000000055e+00,2.952890000000000015e+00,3.544420000000000126e+00,3.546730000000000160e+00,7.903999999999999915e-01,1.350500000000000034e+00,1.559099999999999930e+00,1.424199999999999910e-01,1.046000000000000055e-03,8.600000000000000006e-03,8.270000000000000441e-04,5.709719999999999906e+00,8.056940000000000213e-01,1.049199999999999916e-03,1.051999999999999984e-03,1.049199999999999916e-03,1.051999999999999984e-03,8.499999999999999526e-04,7.000000000000000666e-02
9.000000000000000000e+00,5.400000000000000000e+02,7.107000000000000455e+02,8.802999999999999545e+02,5.937999999999999545e+02,3.980635000000000000e+06,5.129000000000000000e+03,1.226410000000000000e+00,2.953780000000000072e+00,3.535320000000000018e+00,3.538370000000000015e+00,7.981000000000000316e-01,1.350400000000000045e+00,1.551619999999999999e+00,1.442799999999999916e-01,1.046999999999999971e-03,8.600000000000000006e-03,8.360000000000000460e-04,5.709719999999999906e+00,8.056940000000000213e-01,1.049199999999999916e-03,1.051999999999999984e-03,1.049199999999999916e-03,1.051999999999999984e-03,8.499999999999999526e-04,7.000000000000000666e-02
1.000000000000000000e+01,5.400000000000000000e+02,7.075000000000000000e+02,8.800000000000000000e+02,5.927999999999999545e+02,3.981971000000000000e+06,5.121000000000000000e+03,1.222529999999999895e+00,2.954660000000000064e+00,3.526370000000000005e+00,3.530260000000000176e+00,8.057999999999999607e-01,1.350300000000000056e+00,1.495239999999999903e+00,1.972899999999999932e-01,1.049000000000000019e-03,8.600000000000000006e-03,8.450000000000000479e-04,5.709719999999999906e+00,8.056940000000000213e-01,1.049199999999999916e-03,1.051999999999999984e-03,1.049199999999999916e-03,1.051999999999999984e-03,8.499999999999999526e-04,7.000000000000000666e-02
