# Untitled0,STA_IN,Y_IN,DELR_IN,R_IN,DY_over_DX,D2Y_over_DX2,DA_over_DX,DR_over_DX,MACH_NO,_____DM_over_DX,PE_over_PO,BETA
1.000000000000000000e+00,0.000000000000000000e+00,2.501559999999999895e-01,9.686000000000000165e-04,2.511249999999999871e-01,0.000000000000000000e+00,6.662498999999999505e-01,1.050600000000000058e-03,1.050600000000000058e-03,1.063974799999999998e+00,1.399140300000000003e+00,4.895300000000000207e-01,-5.647400000000000198e-01
2.000000000000000000e+00,7.588000000000000127e-03,2.501760000000000095e-01,9.768000000000001074e-04,2.511532000000000209e-01,5.088999999999999774e-03,6.613415000000000266e-01,1.112900000000000000e-03,6.202000000000000048e-03,1.074670699999999979e+00,1.427884099999999989e+00,4.831900000000000084e-01,-5.731600000000000028e-01
3.000000000000000000e+00,1.529900000000000010e-02,2.502349999999999852e-01,9.856000000000001045e-04,2.512205000000000132e-01,1.011570000000000004e-02,6.574630999999999670e-01,1.160199999999999903e-03,1.127580000000000075e-02,1.085824899999999982e+00,1.435594299999999990e+00,4.766299999999999981e-01,-5.730100000000000193e-01
4.000000000000000000e+00,2.293800000000000006e-02,2.503310000000000257e-01,9.945999999999999980e-04,2.513258999999999910e-01,1.518049999999999955e-02,6.667273999999999701e-01,1.211700000000000017e-03,1.639219999999999913e-02,1.096709200000000051e+00,1.439073599999999953e+00,4.702700000000000213e-01,-5.714299999999999935e-01
5.000000000000000000e+00,3.067500000000000088e-02,2.504689999999999972e-01,1.004300000000000071e-03,2.514730000000000021e-01,2.036779999999999841e-02,6.724086999999999703e-01,1.262300000000000054e-03,2.163009999999999933e-02,1.107954399999999895e+00,1.443432899999999908e+00,4.637499999999999956e-01,-5.702700000000000546e-01
6.000000000000000000e+00,3.836400000000000227e-02,2.506450000000000067e-01,1.014099999999999984e-03,2.516592999999999747e-01,2.555309999999999873e-02,6.752276999999999862e-01,1.319599999999999983e-03,2.687269999999999937e-02,1.118976900000000052e+00,1.463056600000000040e+00,4.574099999999999833e-01,-5.753000000000000336e-01
7.000000000000000000e+00,4.623499999999999832e-02,2.508670000000000067e-01,1.024799999999999973e-03,2.518922000000000105e-01,3.087470000000000145e-02,6.756851999999999858e-01,1.367299999999999896e-03,3.224199999999999983e-02,1.130730599999999919e+00,1.463484299999999960e+00,4.506999999999999895e-01,-5.726700000000000124e-01
8.000000000000000000e+00,5.401500000000000051e-02,2.511280000000000179e-01,1.035499999999999962e-03,2.521634999999999849e-01,3.612839999999999802e-02,6.748819999999999819e-01,1.424600000000000042e-03,3.755290000000000017e-02,1.141887499999999944e+00,1.482071600000000045e+00,4.443900000000000072e-01,-5.774599999999999733e-01
9.000000000000000000e+00,6.205200000000000299e-02,2.514399999999999968e-01,1.047399999999999980e-03,2.524874999999999758e-01,4.154920000000000141e-02,6.748925000000000063e-01,1.489400000000000099e-03,4.303860000000000324e-02,1.154197700000000104e+00,1.514039499999999983e+00,4.374799999999999800e-01,-5.871199999999999752e-01
1.000000000000000000e+01,7.010600000000000165e-02,2.517969999999999930e-01,1.059400000000000055e-03,2.528560999999999725e-01,4.698800000000000199e-02,6.763483999999999607e-01,1.533099999999999914e-03,4.852109999999999757e-02,1.166249099999999927e+00,1.495858499999999980e+00,4.307900000000000063e-01,-5.775299999999999878e-01
