# POINT,X,Y,Mach,FLOW_ANG__D,WALTAN,SECDIF
3.400000000000000000e+01,4.201297900000000141e+00,2.188287700000000058e+00,2.195853099999999891e+00,1.852528399999999920e+01,3.350860800000000084e-01,-4.570692700000000136e-02
3.500000000000000000e+01,4.741446299999999781e+00,2.362225800000000042e+00,2.237650599999999823e+00,1.723406400000000005e+01,3.102033299999999993e-01,-4.369445699999999905e-02
3.600000000000000000e+01,5.314155000000000406e+00,2.532707100000000100e+00,2.280879999999999797e+00,1.599333599999999933e+01,2.866195200000000165e-01,-3.870527700000000321e-02
3.700000000000000000e+01,5.918904300000000340e+00,2.698980000000000157e+00,2.325107399999999824e+00,1.483111599999999974e+01,2.647924799999999967e-01,-3.425570399999999793e-02
3.800000000000000000e+01,6.554550299999999829e+00,2.860510999999999804e+00,2.369916499999999981e+00,1.372550200000000054e+01,2.442453199999999880e-01,-3.120253499999999999e-02
3.900000000000000000e+01,7.219325200000000109e+00,3.016013200000000172e+00,2.414912499999999795e+00,1.264127200000000073e+01,2.242829299999999915e-01,-2.902212200000000089e-02
4.000000000000000000e+01,7.910839199999999849e+00,3.164177899999999877e+00,2.459725300000000114e+00,1.158170900000000003e+01,2.049378500000000047e-01,-2.709482499999999947e-02
4.100000000000000000e+01,8.626121400000000605e+00,3.303868099999999863e+00,2.504010699999999812e+00,1.054815900000000006e+01,1.862085900000000072e-01,-2.537901199999999940e-02
4.200000000000000000e+01,9.361657700000000304e+00,3.433959499999999831e+00,2.547452900000000131e+00,9.545027499999999776e+00,1.681506000000000112e-01,-2.374144099999999855e-02
4.300000000000000000e+01,1.011346699999999998e+01,3.553679400000000044e+00,2.589764800000000200e+00,8.582506499999999150e+00,1.509234899999999935e-01,-2.215815499999999882e-02
4.400000000000000000e+01,1.087716999999999956e+01,3.662486400000000142e+00,2.630688199999999810e+00,7.665250799999999920e+00,1.345877799999999902e-01,-2.067340399999999939e-02
4.500000000000000000e+01,1.164808999999999983e+01,3.760106500000000018e+00,2.669994200000000095e+00,6.798035399999999839e+00,1.192079999999999945e-01,-1.929090600000000003e-02
4.600000000000000000e+01,1.242134800000000006e+01,3.846530099999999841e+00,2.707482300000000119e+00,5.982887200000000405e+00,1.048022700000000029e-01,-1.802502300000000113e-02
4.700000000000000000e+01,1.319197499999999934e+01,3.921945800000000037e+00,2.742980100000000032e+00,5.220975400000000377e+00,9.137626299999999924e-02,-1.684934700000000063e-02
4.800000000000000000e+01,1.395501999999999931e+01,3.986769199999999902e+00,2.776342300000000041e+00,4.514266300000000065e+00,7.895224800000000265e-02,-1.574383899999999906e-02
4.900000000000000000e+01,1.470566799999999930e+01,4.041602799999999718e+00,2.807449800000000106e+00,3.863414899999999985e+00,6.753169100000000480e-02,-1.470386100000000036e-02
5.000000000000000000e+01,1.543934299999999915e+01,4.087193300000000029e+00,2.836209000000000202e+00,3.268602000000000007e+00,5.710983399999999821e-02,-1.371607199999999929e-02
5.100000000000000000e+01,1.615182899999999933e+01,4.124402899999999761e+00,2.862551299999999799e+00,2.729545100000000168e+00,4.767562100000000136e-02,-1.276652999999999989e-02
5.200000000000000000e+01,1.683935400000000016e+01,4.154162799999999933e+00,2.886432300000000062e+00,2.245604399999999945e+00,3.921327100000000093e-02,-1.184104899999999932e-02
5.300000000000000000e+01,1.749870200000000153e+01,4.177443000000000239e+00,2.907831600000000183e+00,1.815750299999999928e+00,3.170143400000000056e-02,-1.092496400000000055e-02
5.400000000000000000e+01,1.812727999999999895e+01,4.195208599999999954e+00,2.926753300000000113e+00,1.438658299999999945e+00,2.511460299999999923e-02,-1.000380699999999998e-02
5.500000000000000000e+01,1.872320900000000066e+01,4.208396200000000142e+00,2.943225899999999839e+00,1.112629000000000090e+00,1.942148100000000085e-02,-9.063317499999999291e-03
5.600000000000000000e+01,1.928536799999999829e+01,4.217878100000000074e+00,2.957303299999999968e+00,8.356753700000000284e-01,1.458632099999999931e-02,-8.091066299999999725e-03
5.700000000000000000e+01,1.981346399999999974e+01,4.224449700000000085e+00,2.969066300000000158e+00,6.053915100000000216e-01,1.056646800000000073e-02,-7.083192200000000376e-03
5.800000000000000000e+01,2.030804600000000093e+01,4.228806099999999901e+00,2.978623799999999822e+00,4.187203999999999926e-01,7.308179700000000389e-03,-6.017634400000000140e-03
5.900000000000000000e+01,2.077055700000000016e+01,4.231537399999999671e+00,2.986115199999999970e+00,2.733923500000000062e-01,4.771632900000000350e-03,-4.896141100000000156e-03
6.000000000000000000e+01,2.120332200000000000e+01,4.233143300000000053e+00,2.991712699999999892e+00,1.656369599999999997e-01,2.890918399999999836e-03,-3.777377199999999800e-03
6.100000000000000000e+01,2.160957000000000150e+01,4.234005100000000077e+00,2.995624199999999959e+00,9.013440100000000288e-02,1.573143400000000074e-03,-2.712986299999999799e-03
6.200000000000000000e+01,2.199341300000000032e+01,4.234410099999999844e+00,2.998096499999999942e+00,4.149831300000000195e-02,7.242823200000000515e-04,-1.762462399999999933e-03
6.300000000000000000e+01,2.235984799999999950e+01,4.234559800000000429e+00,2.999418499999999987e+00,1.349484299999999942e-02,2.355294499999999918e-04,-9.779603199999999628e-04
6.400000000000000000e+01,2.271472299999999933e+01,4.234583899999999623e+00,2.999925100000000011e+00,6.172309100000000206e-04,1.077271200000000054e-05,-3.299859999999999946e-04
6.500000000000000000e+01,2.306475000000000009e+01,4.234567900000000051e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
