# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,1.291531800000000063e-01,0.000000000000000000e+00,1.011043300000000089e+00,8.152386900000000480e+01,4.662427200000000133e-02,0.000000000000000000e+00,9.686500000000000665e-03,0.000000000000000000e+00
2.000000000000000000e+00,3.455073499999999909e-01,1.042632100000000062e+00,1.060070999999999986e+00,7.061905000000000143e+01,5.705133199999999905e-01,5.238890499999999673e-01,2.591310000000000141e-02,7.819740000000000024e-02
3.000000000000000000e+00,6.135520800000000552e-01,1.703320100000000004e+00,1.136203700000000039e+00,6.165731300000000203e+01,1.844478300000000015e+00,1.797854000000000063e+00,4.601639999999999897e-02,1.277490000000000014e-01
4.000000000000000000e+00,8.747813399999999628e-01,2.176116200000000056e+00,1.226665799999999917e+00,5.460892199999999974e+01,3.719901199999999797e+00,3.673276899999999845e+00,6.560860000000000303e-02,1.632087000000000121e-01
