# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,N,CH,H,HU,CTH,THU,DSU,X
1.000000000000000000e+00,5.400000000000000000e+02,8.948999999999999773e+02,1.160900000000000091e+03,6.463999999999999773e+02,1.117512000000000000e+06,2.033000000000000000e+03,1.370049999999999990e+00,3.556389999999999940e+00,4.923960000000000115e+00,4.923969999999999736e+00,4.571000000000000063e-01,1.381699999999999928e+00,1.861769999999999925e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.049999999999999606e-04,5.239830000000000432e+00,4.569090000000000096e-01,1.323699999999999920e-03,1.327800000000000074e-03,1.323699999999999920e-03,1.327800000000000074e-03,6.099999999999999737e-04,0.000000000000000000e+00
2.000000000000000000e+00,5.400000000000000000e+02,8.937999999999999545e+02,1.160799999999999955e+03,6.461000000000000227e+02,1.118319000000000000e+06,2.032000000000000000e+03,1.368999999999999995e+00,3.556659999999999933e+00,4.920410000000000394e+00,4.920440000000000147e+00,4.590000000000000191e-01,1.381699999999999928e+00,2.439350000000000129e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.070000000000000092e-04,5.240140000000000242e+00,4.587169999999999859e-01,1.323200000000000071e-03,1.327400000000000064e-03,1.323200000000000071e-03,1.327400000000000064e-03,6.099999999999999737e-04,1.000000000000000021e-03
3.000000000000000000e+00,5.400000000000000000e+02,8.927000000000000455e+02,1.160700000000000045e+03,6.457000000000000455e+02,1.119081000000000000e+06,2.032000000000000000e+03,1.367990000000000039e+00,3.556599999999999984e+00,4.916570000000000107e+00,4.916610000000000369e+00,4.606999999999999984e-01,1.381599999999999939e+00,2.396079999999999988e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.089999999999999494e-04,5.240599999999999703e+00,4.604409999999999892e-01,1.323399999999999967e-03,1.327599999999999961e-03,1.323399999999999967e-03,1.327599999999999961e-03,6.099999999999999737e-04,2.000000000000000042e-03
4.000000000000000000e+00,5.400000000000000000e+02,8.916000000000000227e+02,1.160500000000000000e+03,6.455000000000000000e+02,1.119803000000000000e+06,2.032000000000000000e+03,1.367029999999999967e+00,3.556649999999999867e+00,4.913039999999999630e+00,4.913109999999999644e+00,4.622999999999999887e-01,1.381599999999999939e+00,2.353899999999999881e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.109999999999999980e-04,5.243039999999999701e+00,4.707879999999999843e-01,1.323600000000000080e-03,1.327700000000000017e-03,1.323600000000000080e-03,1.327700000000000017e-03,6.199999999999999999e-04,8.999999999999999320e-03
5.000000000000000000e+00,5.400000000000000000e+02,8.906000000000000227e+02,1.160400000000000091e+03,6.452000000000000455e+02,1.120486000000000000e+06,2.032000000000000000e+03,1.366109999999999935e+00,3.556680000000000064e+00,4.909639999999999560e+00,4.909740000000000215e+00,4.638999999999999790e-01,1.381599999999999939e+00,2.312380000000000102e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.130000000000000466e-04,5.243039999999999701e+00,4.707879999999999843e-01,1.323600000000000080e-03,1.327700000000000017e-03,1.323600000000000080e-03,1.327700000000000017e-03,6.199999999999999999e-04,8.999999999999999320e-03
6.000000000000000000e+00,5.400000000000000000e+02,8.897000000000000455e+02,1.160299999999999955e+03,6.448999999999999773e+02,1.121135000000000000e+06,2.032000000000000000e+03,1.365229999999999944e+00,3.556719999999999882e+00,4.906390000000000029e+00,4.906520000000000437e+00,4.653999999999999804e-01,1.381599999999999939e+00,2.270950000000000024e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.149999999999999868e-04,5.243039999999999701e+00,4.707879999999999843e-01,1.323600000000000080e-03,1.327700000000000017e-03,1.323600000000000080e-03,1.327700000000000017e-03,6.199999999999999999e-04,8.999999999999999320e-03
7.000000000000000000e+00,5.400000000000000000e+02,8.887000000000000455e+02,1.160200000000000045e+03,6.447000000000000455e+02,1.121752000000000000e+06,2.032000000000000000e+03,1.364379999999999926e+00,3.556750000000000078e+00,4.903270000000000017e+00,4.903430000000000177e+00,4.668999999999999817e-01,1.381499999999999950e+00,2.229099999999999859e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.170000000000000354e-04,5.243039999999999701e+00,4.707879999999999843e-01,1.323600000000000080e-03,1.327700000000000017e-03,1.323600000000000080e-03,1.327700000000000017e-03,6.199999999999999999e-04,8.999999999999999320e-03
8.000000000000000000e+00,5.400000000000000000e+02,8.877999999999999545e+02,1.160000000000000000e+03,6.443999999999999773e+02,1.122341000000000000e+06,2.032000000000000000e+03,1.363560000000000105e+00,3.556799999999999962e+00,4.900269999999999904e+00,4.900470000000000326e+00,4.682999999999999940e-01,1.381499999999999950e+00,2.186249999999999805e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.189999999999999756e-04,5.243039999999999701e+00,4.707879999999999843e-01,1.323600000000000080e-03,1.327700000000000017e-03,1.323600000000000080e-03,1.327700000000000017e-03,6.199999999999999999e-04,8.999999999999999320e-03
9.000000000000000000e+00,5.400000000000000000e+02,8.870000000000000000e+02,1.159900000000000091e+03,6.442000000000000455e+02,1.122906000000000000e+06,2.032000000000000000e+03,1.362770000000000037e+00,3.556839999999999780e+00,4.897369999999999557e+00,4.897610000000000241e+00,4.697000000000000064e-01,1.381499999999999950e+00,2.141809999999999992e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.210000000000000242e-04,5.243039999999999701e+00,4.707879999999999843e-01,1.323600000000000080e-03,1.327700000000000017e-03,1.323600000000000080e-03,1.327700000000000017e-03,6.199999999999999999e-04,8.999999999999999320e-03
1.000000000000000000e+01,5.400000000000000000e+02,8.861000000000000227e+02,1.159799999999999955e+03,6.440000000000000000e+02,1.123449000000000000e+06,2.032000000000000000e+03,1.362000000000000099e+00,3.556890000000000107e+00,4.894569999999999865e+00,4.894829999999999792e+00,4.709999999999999742e-01,1.381499999999999950e+00,2.095250000000000057e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.229999999999999644e-04,5.243039999999999701e+00,4.707879999999999843e-01,1.323600000000000080e-03,1.327700000000000017e-03,1.323600000000000080e-03,1.327700000000000017e-03,6.199999999999999999e-04,8.999999999999999320e-03
1.100000000000000000e+01,5.400000000000000000e+02,8.852999999999999545e+02,1.159700000000000045e+03,6.437000000000000455e+02,1.123975000000000000e+06,2.031000000000000000e+03,1.361250000000000071e+00,3.556929999999999925e+00,4.891829999999999679e+00,4.892129999999999868e+00,4.722999999999999976e-01,1.381399999999999961e+00,2.046180000000000110e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.499999999999999764e-03,6.250000000000000130e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
1.200000000000000000e+01,5.400000000000000000e+02,8.845000000000000000e+02,1.159599999999999909e+03,6.435000000000000000e+02,1.124486000000000000e+06,2.031000000000000000e+03,1.360519999999999952e+00,3.556989999999999874e+00,4.889160000000000394e+00,4.889479999999999826e+00,4.736000000000000210e-01,1.381399999999999961e+00,1.994429999999999925e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.599999999999999159e-03,6.260000000000000373e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
1.300000000000000000e+01,5.400000000000000000e+02,8.837000000000000455e+02,1.159500000000000000e+03,6.432999999999999545e+02,1.124986000000000000e+06,2.031000000000000000e+03,1.359790000000000054e+00,3.557040000000000202e+00,4.886519999999999975e+00,4.886860000000000426e+00,4.748999999999999888e-01,1.381399999999999961e+00,1.940039999999999987e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.599999999999999159e-03,6.279999999999999775e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
1.400000000000000000e+01,5.400000000000000000e+02,8.830000000000000000e+02,1.159400000000000091e+03,6.431000000000000227e+02,1.125479000000000000e+06,2.031000000000000000e+03,1.359070000000000000e+00,3.557090000000000085e+00,4.883899999999999686e+00,4.884260000000000268e+00,4.761000000000000232e-01,1.381399999999999961e+00,1.883380000000000054e+00,0.000000000000000000e+00,1.322000000000000041e-03,9.599999999999999159e-03,6.300000000000000261e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
1.500000000000000000e+01,5.400000000000000000e+02,8.822000000000000455e+02,1.159299999999999955e+03,6.428999999999999773e+02,1.125966000000000000e+06,2.031000000000000000e+03,1.358349999999999946e+00,3.557150000000000034e+00,4.881289999999999907e+00,4.881669999999999732e+00,4.773999999999999910e-01,1.381399999999999961e+00,1.825039999999999996e+00,2.741000000000000034e-02,1.322000000000000041e-03,9.599999999999999159e-03,6.310000000000000504e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
1.600000000000000000e+01,5.400000000000000000e+02,8.813999999999999773e+02,1.159200000000000045e+03,6.427000000000000455e+02,1.126451000000000000e+06,2.031000000000000000e+03,1.357629999999999892e+00,3.557189999999999852e+00,4.878650000000000375e+00,4.879039999999999822e+00,4.786000000000000254e-01,1.381299999999999972e+00,1.765779999999999905e+00,1.043499999999999983e-01,1.322000000000000041e-03,9.599999999999999159e-03,6.329999999999999906e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
1.700000000000000000e+01,5.400000000000000000e+02,8.806000000000000227e+02,1.159099999999999909e+03,6.423999999999999773e+02,1.126937000000000000e+06,2.031000000000000000e+03,1.356899999999999995e+00,3.557189999999999852e+00,4.875919999999999810e+00,4.876310000000000144e+00,4.798999999999999932e-01,1.381299999999999972e+00,1.706439999999999957e+00,1.812199999999999922e-01,1.322999999999999957e-03,9.599999999999999159e-03,6.350000000000000392e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
1.800000000000000000e+01,5.400000000000000000e+02,8.797999999999999545e+02,1.159000000000000000e+03,6.422000000000000455e+02,1.127425000000000000e+06,2.031000000000000000e+03,1.356160000000000032e+00,3.557139999999999969e+00,4.873090000000000366e+00,4.873490000000000322e+00,4.812000000000000166e-01,1.381299999999999972e+00,1.647829999999999906e+00,2.569400000000000017e-01,1.322999999999999957e-03,9.599999999999999159e-03,6.369999999999999794e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
1.900000000000000000e+01,5.400000000000000000e+02,8.790000000000000000e+02,1.158900000000000091e+03,6.420000000000000000e+02,1.127917000000000000e+06,2.031000000000000000e+03,1.355410000000000004e+00,3.557040000000000202e+00,4.870149999999999757e+00,4.870540000000000092e+00,4.824999999999999845e-01,1.381299999999999972e+00,1.590689999999999937e+00,3.305400000000000005e-01,1.322999999999999957e-03,9.599999999999999159e-03,6.380000000000000037e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
2.000000000000000000e+01,5.400000000000000000e+02,8.782000000000000455e+02,1.158799999999999955e+03,6.417999999999999545e+02,1.128415000000000000e+06,2.032000000000000000e+03,1.354640000000000066e+00,3.556890000000000107e+00,4.867079999999999629e+00,4.867469999999999963e+00,4.838999999999999968e-01,1.381199999999999983e+00,1.535609999999999919e+00,4.012399999999999856e-01,1.324000000000000090e-03,9.599999999999999159e-03,6.400000000000000524e-04,5.246220000000000105e+00,4.836360000000000103e-01,1.324899999999999949e-03,1.329099999999999943e-03,1.324899999999999949e-03,1.329099999999999943e-03,6.400000000000000524e-04,1.899999999999999953e-02
2.100000000000000000e+01,5.400000000000000000e+02,8.772999999999999545e+02,1.158700000000000045e+03,6.415000000000000000e+02,1.128919000000000000e+06,2.032000000000000000e+03,1.353860000000000063e+00,3.556690000000000129e+00,4.863870000000000360e+00,4.864259999999999806e+00,4.853000000000000091e-01,1.381199999999999983e+00,1.483070000000000110e+00,4.683999999999999830e-01,1.324000000000000090e-03,9.599999999999999159e-03,6.430000000000000169e-04,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
2.200000000000000000e+01,5.400000000000000000e+02,8.763999999999999773e+02,1.158599999999999909e+03,6.412999999999999545e+02,1.129431000000000000e+06,2.033000000000000000e+03,1.353050000000000086e+00,3.556430000000000202e+00,4.860509999999999664e+00,4.860920000000000130e+00,4.867000000000000215e-01,1.381199999999999983e+00,1.433370000000000033e+00,5.316100000000000270e-01,1.325000000000000006e-03,9.599999999999999159e-03,6.449999999999999570e-04,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
2.300000000000000000e+01,5.400000000000000000e+02,8.756000000000000227e+02,1.158500000000000000e+03,6.410000000000000000e+02,1.129949000000000000e+06,2.034000000000000000e+03,1.352230000000000043e+00,3.556099999999999817e+00,4.857000000000000206e+00,4.857429999999999914e+00,4.880999999999999783e-01,1.381099999999999994e+00,1.386719999999999953e+00,5.906200000000000339e-01,1.325999999999999922e-03,9.599999999999999159e-03,6.470000000000000057e-04,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
2.400000000000000000e+01,5.400000000000000000e+02,8.746000000000000227e+02,1.158400000000000091e+03,6.407999999999999545e+02,1.130475000000000000e+06,2.035000000000000000e+03,1.351380000000000026e+00,3.555719999999999992e+00,4.853320000000000078e+00,4.853790000000000049e+00,4.895999999999999797e-01,1.381099999999999994e+00,1.343120000000000092e+00,6.453999999999999737e-01,1.325999999999999922e-03,9.599999999999999159e-03,6.489999999999999459e-04,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
2.500000000000000000e+01,5.400000000000000000e+02,8.737000000000000455e+02,1.158200000000000045e+03,6.405000000000000000e+02,1.131009000000000000e+06,2.036000000000000000e+03,1.350519999999999943e+00,3.555280000000000218e+00,4.849490000000000300e+00,4.850019999999999776e+00,4.910999999999999810e-01,1.381000000000000005e+00,1.328670000000000018e+00,6.613799999999999679e-01,1.327000000000000055e-03,9.599999999999999159e-03,6.520000000000000188e-04,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
2.600000000000000000e+01,5.400000000000000000e+02,8.127000000000000455e+02,1.150400000000000091e+03,6.235000000000000000e+02,1.154831000000000000e+06,1.648000000000000000e+03,1.292829999999999924e+00,3.720860000000000056e+00,4.850249999999999950e+00,4.859040000000000248e+00,6.027000000000000135e-01,1.385000000000000009e+00,1.353560000000000096e+00,9.406400000000000317e-01,1.100000000000000066e-03,8.099999999999999561e-03,6.629999999999999609e-04,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
2.700000000000000000e+01,5.400000000000000000e+02,7.315000000000000000e+02,1.140000000000000000e+03,6.000000000000000000e+02,1.156852000000000000e+06,2.072000000000000000e+03,1.212199999999999944e+00,3.542079999999999895e+00,4.318749999999999645e+00,4.349669999999999703e+00,7.684999999999999609e-01,1.375899999999999901e+00,8.982499999999999929e-01,8.542499999999999538e-01,1.469999999999999953e-03,1.149999999999999981e-02,1.129999999999999928e-03,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
2.800000000000000000e+01,5.400000000000000000e+02,6.295000000000000000e+02,1.127000000000000000e+03,5.688999999999999773e+02,1.119560000000000000e+06,1.965000000000000000e+03,1.103620000000000045e+00,3.582079999999999931e+00,3.963690000000000158e+00,4.031100000000000350e+00,1.044599999999999973e+00,1.373199999999999976e+00,3.882599999999999940e-01,1.401440000000000019e+00,1.582000000000000073e-03,1.310000000000000053e-02,1.652000000000000040e-03,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
2.900000000000000000e+01,5.400000000000000000e+02,4.991000000000000227e+02,1.110299999999999955e+03,5.261000000000000227e+02,1.018292000000000000e+06,1.789000000000000000e+03,9.494799999999999907e-01,3.655190000000000161e+00,3.467039999999999900e+00,3.584330000000000016e+00,1.559800000000000075e+00,1.368999999999999995e+00,-3.176200000000000134e-01,2.375630000000000130e+00,1.837000000000000091e-03,1.679999999999999896e-02,2.864999999999999925e-03,5.578549999999999898e+00,4.519411999999999985e+00,2.858600000000000203e-03,2.900100000000000074e-03,2.858600000000000203e-03,2.900100000000000074e-03,1.301000000000000073e-02,7.489999999999999991e-01
