# POINT,X,Y,Mach,FLOW_ANG__D,WALTAN,SECDIF
1.000000000000000000e+00,0.000000000000000000e+00,1.000018000000000074e+00,1.011043300000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.499954999999999886e-02
2.000000000000000000e+00,1.460623900000000003e-02,1.000025900000000023e+00,1.013597199999999976e+00,6.180917300000000197e-02,1.078774000000000009e-03,7.388383199999999651e-02
3.000000000000000000e+00,2.872914600000000054e-02,1.000048499999999896e+00,1.016036600000000067e+00,1.216154900000000066e-01,2.122594000000000217e-03,7.384837499999999388e-02
4.000000000000000000e+00,4.239592999999999834e-02,1.000084399999999984e+00,1.018368399999999951e+00,1.793955100000000080e-01,3.131052499999999791e-03,7.359610199999999658e-02
5.000000000000000000e+00,5.563914600000000044e-02,1.000132299999999974e+00,1.020599899999999893e+00,2.350962099999999999e-01,4.103225900000000148e-03,7.298733000000000304e-02
6.000000000000000000e+00,6.849750599999999967e-02,1.000191100000000111e+00,1.022738699999999890e+00,2.885652799999999796e-01,5.036456800000000192e-03,7.163866800000000257e-02
7.000000000000000000e+00,8.101667499999999633e-02,1.000259800000000032e+00,1.024793300000000018e+00,3.392940199999999740e-01,5.921866999999999930e-03,6.943019999999999747e-02
8.000000000000000000e+00,9.324999400000000271e-02,1.000337500000000102e+00,1.026772500000000088e+00,3.870705600000000079e-01,6.755758399999999865e-03,6.627834000000000503e-02
9.000000000000000000e+00,1.052590399999999982e-01,1.000423400000000074e+00,1.028685499999999919e+00,4.313975400000000238e-01,7.529449700000000363e-03,6.171241000000000226e-02
1.000000000000000000e+01,1.171139600000000031e-01,1.000517000000000101e+00,1.030542400000000081e+00,4.714930700000000141e-01,8.229292299999999699e-03,5.596770599999999901e-02
1.100000000000000000e+01,1.288933499999999899e-01,1.000617899999999949e+00,1.032353400000000088e+00,5.072073400000000065e-01,8.852669299999999311e-03,4.939057599999999854e-02
1.200000000000000000e+01,1.406837800000000083e-01,1.000725700000000051e+00,1.034129300000000029e+00,5.381829900000000277e-01,9.393341399999999633e-03,4.195756099999999739e-02
1.300000000000000000e+01,1.525786299999999929e-01,1.000840399999999963e+00,1.035880799999999935e+00,5.640946999999999489e-01,9.845627900000000765e-03,3.418898799999999655e-02
1.400000000000000000e+01,1.646764199999999900e-01,1.000961999999999907e+00,1.037618699999999894e+00,5.850873500000000060e-01,1.021205600000000061e-02,2.642813800000000032e-02
1.500000000000000000e+01,1.770785400000000065e-01,1.001090700000000000e+00,1.039353399999999983e+00,6.010528200000000432e-01,1.049073600000000051e-02,1.894350100000000148e-02
1.600000000000000000e+01,1.898866499999999902e-01,1.001226600000000078e+00,1.041094900000000045e+00,6.122803700000000182e-01,1.068671499999999941e-02,1.220046099999999925e-02
1.700000000000000000e+01,2.031997899999999913e-01,1.001369900000000035e+00,1.042851999999999890e+00,6.191274500000000236e-01,1.080623300000000016e-02,6.296922899999999809e-03
1.800000000000000000e+01,2.171116899999999961e-01,1.001520799999999989e+00,1.044632999999999923e+00,6.219136400000000453e-01,1.085486700000000068e-02,1.378247499999999933e-03
1.900000000000000000e+01,2.317084399999999877e-01,1.001679399999999998e+00,1.046444500000000000e+00,6.212081900000000489e-01,1.084255299999999957e-02,-1.340133000000000079e-03
2.000000000000000000e+01,2.470667300000000122e-01,1.001845600000000003e+00,1.048292199999999896e+00,6.195693899999999976e-01,1.081394700000000084e-02,5.495911399999999728e-04
2.100000000000000000e+01,2.632528700000000277e-01,1.002020499999999981e+00,1.050180700000000078e+00,6.224363600000000218e-01,1.086399099999999993e-02,7.368554999999999723e-03
2.200000000000000000e+01,2.803226300000000171e-01,1.002207000000000070e+00,1.052113400000000087e+00,6.340527299999999533e-01,1.106676000000000014e-02,1.770122299999999857e-02
2.300000000000000000e+01,2.983216599999999885e-01,1.002408900000000047e+00,1.054092800000000052e+00,6.586356799999999456e-01,1.149586799999999936e-02,2.786907900000000146e-02
2.400000000000000000e+01,3.172866200000000192e-01,1.002632500000000038e+00,1.056120900000000029e+00,6.935259999999999758e-01,1.210490300000000019e-02,3.581842100000000306e-02
2.500000000000000000e+01,3.372465299999999888e-01,1.002880699999999958e+00,1.058198999999999890e+00,7.389405100000000504e-01,1.289766000000000003e-02,3.986231999999999970e-02
2.600000000000000000e+01,1.293430800000000103e+00,1.036335999999999924e+00,1.195359700000000025e+00,3.299381700000000084e+00,5.764881000000000172e-02,4.650813599999999853e-02
2.700000000000000000e+01,2.519866799999999962e+00,1.142684999999999951e+00,1.385767900000000052e+00,6.516429999999999723e+00,1.142260999999999971e-01,4.467874899999999677e-02
2.800000000000000000e+01,3.982529500000000056e+00,1.357751399999999942e+00,1.648365300000000033e+00,1.003972399999999965e+01,1.770419400000000087e-01,3.996661700000000289e-02
2.900000000000000000e+01,5.759094400000000391e+00,1.737022300000000019e+00,2.052209799999999973e+00,1.358323399999999914e+01,2.416157300000000008e-01,3.356529700000000088e-02
3.000000000000000000e+01,9.992148300000000205e+00,3.043520500000000073e+00,3.580111099999999880e+00,1.957727099999999965e+01,3.556370500000000101e-01,2.213698299999999897e-02
3.100000000000000000e+01,1.508258200000000038e+01,5.141546400000000183e+00,3.852184600000000181e+00,2.369893700000000081e+01,4.389471799999999924e-01,1.153838400000000049e-02
3.200000000000000000e+01,2.172850499999999840e+01,8.291261000000000436e+00,4.156648699999999863e+00,2.534889700000000090e+01,4.737423499999999787e-01,2.292929100000000008e-03
3.300000000000000000e+01,3.044837899999999919e+01,1.242006600000000027e+01,4.487718100000000376e+00,2.470572100000000049e+01,4.600695899999999727e-01,-2.824803800000000135e-03
3.400000000000000000e+01,4.169366200000000333e+01,1.739900199999999941e+01,4.839469099999999635e+00,2.229743500000000012e+01,4.100775899999999918e-01,-4.821379699999999574e-03
3.500000000000000000e+01,5.593356399999999695e+01,2.264917900000000017e+01,5.206060700000000097e+00,1.850258600000000087e+01,3.346455099999999794e-01,-4.718769099999999862e-03
3.600000000000000000e+01,7.360687699999999722e+01,2.781661899999999932e+01,5.581930500000000350e+00,1.478533400000000064e+01,2.639375800000000050e-01,-3.264199699999999985e-03
3.700000000000000000e+01,9.511716499999999996e+01,3.274918900000000122e+01,5.961943299999999724e+00,1.202479600000000026e+01,2.130089199999999905e-01,-1.844734900000000091e-03
3.800000000000000000e+01,1.207415699999999958e+02,3.770975399999999667e+01,6.341487299999999827e+00,1.029832599999999942e+01,1.817006300000000019e-01,-1.021050099999999943e-03
3.900000000000000000e+01,1.506313700000000040e+02,4.272631100000000259e+01,6.716524200000000278e+00,8.988649099999999947e+00,1.581813699999999878e-01,-6.678945500000000104e-04
4.000000000000000000e+01,1.848041599999999960e+02,4.775464300000000151e+01,7.083599999999999675e+00,7.969930299999999690e+00,1.400056899999999882e-01,-4.726385100000000191e-04
4.100000000000000000e+01,2.231134299999999939e+02,5.281157900000000183e+01,7.439828300000000283e+00,7.093607300000000393e+00,1.244432800000000033e-01,-3.929480800000000116e-04
4.200000000000000000e+01,2.652793199999999842e+02,5.770799199999999729e+01,7.782853399999999588e+00,6.191844299999999635e+00,1.084907400000000022e-01,-3.519550799999999926e-04
4.300000000000000000e+01,3.108684000000000083e+02,6.227781000000000233e+01,8.110802299999999576e+00,5.355561500000000308e+00,9.374535999999999980e-02,-2.957266800000000009e-04
4.400000000000000000e+01,3.593505000000000109e+02,6.648796199999999601e+01,8.422230900000000631e+00,4.621560099999999949e+00,8.083683099999999788e-02,-2.477498899999999835e-04
4.500000000000000000e+01,4.100794999999999959e+02,7.027012200000000064e+01,8.716068200000000488e+00,3.961459800000000087e+00,6.925090200000000307e-02,-2.118512899999999948e-04
4.600000000000000000e+01,4.623688300000000027e+02,7.360526400000000535e+01,8.991563199999999867e+00,3.380228900000000092e+00,5.906466500000000230e-02,-1.817913100000000028e-04
4.700000000000000000e+01,5.154633300000000418e+02,7.648692699999999434e+01,9.248235100000000486e+00,2.868929399999999852e+00,5.011415300000000156e-02,-1.582451499999999972e-04
4.800000000000000000e+01,5.686265600000000404e+02,7.892970800000000509e+01,9.485828500000000219e+00,2.419383100000000120e+00,4.225131599999999710e-02,-1.395745599999999873e-04
4.900000000000000000e+01,6.210969800000000305e+02,8.095517800000000364e+01,9.704275499999999610e+00,2.025073400000000134e+00,3.535892399999999991e-02,-1.246430300000000079e-04
5.000000000000000000e+01,6.721832699999999932e+02,8.260022100000000478e+01,9.903662900000000491e+00,1.679737500000000106e+00,2.932535199999999898e-02,-1.125642100000000029e-04
5.100000000000000000e+01,7.212021399999999858e+02,8.390244699999999511e+01,1.008420600000000000e+01,1.378741100000000053e+00,2.406821699999999939e-02,-1.027476500000000021e-04
5.200000000000000000e+01,7.675803399999999783e+02,8.490909399999999607e+01,1.024623099999999987e+01,1.117149200000000064e+00,1.950040399999999896e-02,-9.465541599999999884e-05
5.300000000000000000e+01,8.107745800000000145e+02,8.566270400000000507e+01,1.039015700000000031e+01,8.918007500000000309e-01,1.556611599999999963e-02,-8.800242799999999951e-05
5.400000000000000000e+01,8.503802699999999959e+02,8.621090599999999426e+01,1.051649100000000026e+01,6.985506700000000402e-01,1.219261299999999971e-02,-8.236832099999999955e-05
5.500000000000000000e+01,8.860358700000000454e+02,8.659271300000000338e+01,1.062582899999999952e+01,5.354642200000000463e-01,9.345885800000000229e-03,-7.770658799999999951e-05
5.600000000000000000e+01,9.175385499999999865e+02,8.684921500000000094e+01,1.071885299999999930e+01,3.986168199999999828e-01,6.957288199999999909e-03,-7.347478100000000474e-05
5.700000000000000000e+01,9.447359800000000405e+02,8.701061199999999474e+01,1.079634300000000025e+01,2.872831000000000135e-01,5.014078100000000406e-03,-7.001384600000000295e-05
5.800000000000000000e+01,9.676485099999999875e+02,8.710773500000000524e+01,1.085919499999999971e+01,1.969576399999999894e-01,3.437572800000000123e-03,-6.604975700000000147e-05
5.900000000000000000e+01,9.863514999999999873e+02,8.715979500000000257e+01,1.090843699999999927e+01,1.285895499999999969e-01,2.244314800000000130e-03,-6.325396900000000309e-05
6.000000000000000000e+01,1.001102800000000002e+03,8.718662799999999891e+01,1.094525499999999951e+01,7.549253400000000003e-02,1.317594000000000057e-03,-5.962223899999999984e-05
6.100000000000000000e+01,1.012218499999999949e+03,8.719707400000000064e+01,1.097103000000000073e+01,3.905638100000000112e-02,6.816625499999999505e-04,-5.059973699999999723e-05
6.200000000000000000e+01,1.020203899999999976e+03,8.720103699999999947e+01,1.098736399999999946e+01,1.807832900000000062e-02,3.155263699999999861e-04,-4.139880099999999679e-05
6.300000000000000000e+01,1.025625299999999925e+03,8.720208200000000431e+01,1.099612899999999982e+01,6.157714600000000101e-03,1.074724000000000046e-04,-2.983753999999999961e-05
6.400000000000000000e+01,1.029243199999999888e+03,8.720226499999999703e+01,1.099949999999999939e+01,1.153804399999999947e-03,2.013768600000000037e-05,-1.459348800000000064e-05
6.500000000000000000e+01,1.031882800000000088e+03,8.720225999999999544e+01,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
