# POINT,X,Y,Mach,FLOW_ANG__D,WALTAN,SECDIF
1.300000000000000000e+01,1.542538499999999979e-01,1.001002600000000076e+00,1.037520400000000009e+00,6.739789699999999550e-01,1.176369499999999936e-02,4.139546599999999882e-02
1.400000000000000000e+01,1.664890199999999876e-01,1.001149700000000031e+00,1.039395700000000033e+00,6.996516299999999688e-01,1.221183200000000059e-02,3.194788400000000278e-02
1.500000000000000000e+01,1.790391600000000027e-01,1.001305399999999901e+00,1.041269000000000000e+00,7.191702100000000319e-01,1.255254700000000070e-02,2.280805199999999880e-02
1.600000000000000000e+01,1.920087400000000111e-01,1.001470099999999919e+00,1.043150500000000092e+00,7.327836599999999478e-01,1.279018500000000079e-02,1.433761199999999958e-02
1.700000000000000000e+01,2.054995500000000030e-01,1.001643999999999979e+00,1.045049600000000023e+00,7.406607200000000502e-01,1.292768799999999968e-02,6.692988900000000282e-03
1.800000000000000000e+01,2.196079499999999962e-01,1.001827000000000023e+00,1.046974400000000083e+00,7.431123699999999666e-01,1.297048500000000035e-02,3.468183099999999934e-04
1.900000000000000000e+01,2.344223699999999910e-01,1.002019100000000051e+00,1.048932200000000092e+00,7.410125899999999710e-01,1.293383099999999980e-02,-2.145631199999999909e-03
2.000000000000000000e+01,2.500215700000000263e-01,1.002220300000000064e+00,1.050928700000000049e+00,7.394044100000000119e-01,1.290575799999999981e-02,1.702508699999999951e-03
2.100000000000000000e+01,2.664735200000000193e-01,1.002432800000000013e+00,1.052968499999999974e+00,7.444900599999999535e-01,1.299453400000000029e-02,1.144519299999999934e-02
2.200000000000000000e+01,2.838351299999999910e-01,1.002659799999999990e+00,1.055055199999999971e+00,7.622221099999999527e-01,1.330406999999999944e-02,2.627231699999999989e-02
2.300000000000000000e+01,3.021527399999999752e-01,1.002907900000000074e+00,1.057191299999999945e+00,7.991382799999999786e-01,1.394849899999999962e-02,4.241958099999999787e-02
2.400000000000000000e+01,3.214630900000000069e-01,1.003185500000000063e+00,1.059378600000000059e+00,8.545028500000000360e-01,1.491499400000000086e-02,5.292408199999999729e-02
2.500000000000000000e+01,3.417947000000000068e-01,1.003500300000000012e+00,1.061618299999999904e+00,9.196636200000000150e-01,1.605253699999999867e-02,5.590599999999999736e-02
2.600000000000000000e+01,1.450785699999999956e+00,1.055753900000000023e+00,1.219024700000000072e+00,4.313219300000000089e+00,7.542240699999999687e-02,5.031502399999999986e-02
2.700000000000000000e+01,2.908267299999999889e+00,1.219897000000000009e+00,1.453681000000000001e+00,8.114975899999999243e+00,1.425877600000000078e-01,4.226492600000000127e-02
2.800000000000000000e+01,4.690683100000000216e+00,1.539368800000000093e+00,1.799091400000000007e+00,1.183774400000000071e+01,2.095984899999999984e-01,3.466836699999999855e-02
2.900000000000000000e+01,8.990398100000000170e+00,2.755514999999999937e+00,3.630125599999999952e+00,1.817512800000000084e+01,3.283023099999999861e-01,2.322224900000000036e-02
3.000000000000000000e+01,1.494196700000000000e+01,5.083920199999999667e+00,3.949943900000000063e+00,2.328638499999999922e+01,4.303863800000000128e-01,1.354908800000000080e-02
3.100000000000000000e+01,2.331295199999999923e+01,9.147756199999999893e+00,4.322000400000000297e+00,2.662825600000000037e+01,5.013796799999999942e-01,5.256985799999999882e-03
3.200000000000000000e+01,3.515421200000000113e+01,1.535126499999999972e+01,4.738718800000000009e+00,2.700467700000000093e+01,5.096282699999999943e-01,-7.960676000000000080e-04
3.300000000000000000e+01,5.143281300000000300e+01,2.332815700000000092e+01,5.191946500000000242e+00,2.485665699999999845e+01,4.632653899999999991e-01,-3.175269000000000095e-03
3.400000000000000000e+01,7.357532399999999484e+01,3.278010600000000352e+01,5.673315399999999897e+00,2.096197000000000088e+01,3.831026699999999785e-01,-3.395562500000000143e-03
3.500000000000000000e+01,1.029895900000000069e+02,4.233866400000000141e+01,6.174601000000000006e+00,1.627814400000000106e+01,2.920064299999999835e-01,-2.496841100000000112e-03
3.600000000000000000e+01,1.409473900000000128e+02,5.180826400000000120e+01,6.688016799999999762e+00,1.276923099999999955e+01,2.266297499999999909e-01,-1.381723799999999905e-03
3.700000000000000000e+01,1.886936800000000005e+02,6.125680700000000201e+01,7.206424000000000163e+00,1.026585999999999999e+01,1.811153299999999911e-01,-7.354221399999999898e-04
3.800000000000000000e+01,2.472167900000000031e+02,7.065290699999999902e+01,7.723459100000000355e+00,8.738085699999999179e+00,1.537018599999999957e-01,-3.559948699999999867e-04
3.900000000000000000e+01,3.171381099999999833e+02,8.082754699999999559e+01,8.233592200000000361e+00,7.868563599999999880e+00,1.382022800000000107e-01,-2.072679200000000028e-04
4.000000000000000000e+01,3.987372399999999857e+02,9.140830900000000270e+01,8.732131799999999444e+00,6.993027299999999613e+00,1.226610300000000042e-01,-1.754412900000000097e-04
4.100000000000000000e+01,4.917908499999999776e+02,1.020788500000000028e+02,9.215192000000000050e+00,6.160039600000000171e+00,1.079291500000000015e-01,-1.491228799999999935e-04
4.200000000000000000e+01,5.957250299999999470e+02,1.125137500000000017e+02,9.679634000000000071e+00,5.341477799999999831e+00,9.349739899999999493e-02,-1.287319599999999973e-04
4.300000000000000000e+01,7.094587699999999586e+02,1.222886000000000024e+02,1.012299400000000027e+01,4.580529600000000201e+00,8.011607699999999388e-02,-1.055771100000000033e-04
4.400000000000000000e+01,8.316711500000000115e+02,1.313143000000000029e+02,1.054340099999999936e+01,3.935709199999999797e+00,6.879932699999999346e-02,-8.494768700000000436e-05
4.500000000000000000e+01,9.606173599999999624e+02,1.394982100000000003e+02,1.093950099999999992e+01,3.370063000000000031e+00,5.888662000000000063e-02,-7.149388599999999835e-05
4.600000000000000000e+01,1.094492799999999988e+03,1.467449499999999887e+02,1.131037399999999948e+01,2.866019800000000117e+00,5.006324499999999927e-02,-6.118537000000000335e-05
4.700000000000000000e+01,1.231185799999999972e+03,1.530205799999999954e+02,1.165546800000000083e+01,2.425523600000000002e+00,4.235868000000000272e-02,-5.267811800000000229e-05
4.800000000000000000e+01,1.368719900000000052e+03,1.583548499999999990e+02,1.197453199999999995e+01,2.040224900000000119e+00,3.562369900000000172e-02,-4.603276200000000018e-05
4.900000000000000000e+01,1.504918599999999969e+03,1.627803600000000017e+02,1.226756199999999986e+01,1.704058099999999909e+00,2.975019699999999906e-02,-4.079941200000000056e-05
5.000000000000000000e+01,1.637915299999999888e+03,1.663808300000000031e+02,1.253475700000000082e+01,1.410679100000000075e+00,2.462597199999999945e-02,-3.661653100000000234e-05
5.100000000000000000e+01,1.765719100000000026e+03,1.692277300000000082e+02,1.277648499999999920e+01,1.156135600000000041e+00,2.018111300000000052e-02,-3.327161000000000246e-05
5.200000000000000000e+01,1.886788600000000088e+03,1.714308299999999861e+02,1.299324599999999919e+01,9.353158200000000200e-01,1.632579099999999922e-02,-3.054111300000000027e-05
5.300000000000000000e+01,1.999501099999999951e+03,1.730746000000000038e+02,1.318566500000000019e+01,7.459561799999999687e-01,1.302012699999999940e-02,-2.835244800000000112e-05
5.400000000000000000e+01,2.102787400000000162e+03,1.742714100000000030e+02,1.335447100000000020e+01,5.834839600000000237e-01,1.018406799999999925e-02,-2.650749699999999833e-05
5.500000000000000000e+01,2.195515300000000025e+03,1.750989399999999989e+02,1.350050099999999986e+01,4.471977799999999892e-01,7.805232199999999690e-03,-2.507498000000000162e-05
5.600000000000000000e+01,2.277181399999999940e+03,1.756558799999999962e+02,1.362470000000000070e+01,3.322600499999999735e-01,5.799096800000000385e-03,-2.373584699999999921e-05
5.700000000000000000e+01,2.347223700000000008e+03,1.760007500000000107e+02,1.372813799999999951e+01,2.398615600000000014e-01,4.186398400000000165e-03,-2.287660699999999962e-05
5.800000000000000000e+01,2.405763300000000072e+03,1.762097400000000107e+02,1.381202599999999947e+01,1.635477899999999984e-01,2.854455100000000134e-03,-2.221929800000000039e-05
5.900000000000000000e+01,2.452861199999999826e+03,1.763170599999999979e+02,1.387774800000000042e+01,1.047474999999999934e-01,1.828190799999999993e-03,-2.066788899999999899e-05
6.000000000000000000e+01,2.489300699999999779e+03,1.763709800000000030e+02,1.392689500000000002e+01,6.340916200000000502e-02,1.106699100000000085e-03,-1.943997899999999943e-05
6.100000000000000000e+01,2.515804000000000087e+03,1.763931200000000104e+02,1.396130499999999941e+01,3.428635499999999753e-02,5.984098500000000148e-04,-1.944178099999999877e-05
6.200000000000000000e+01,2.533841600000000199e+03,1.764010100000000136e+02,1.398311900000000030e+01,1.400835899999999974e-02,2.444919900000000024e-04,-1.734441900000000149e-05
6.300000000000000000e+01,2.544824999999999818e+03,1.764024100000000033e+02,1.399482599999999977e+01,3.965861099999999813e-03,6.921733500000000125e-05,-1.102122000000000016e-05
6.400000000000000000e+01,2.550931399999999940e+03,1.764026299999999878e+02,1.399933099999999975e+01,1.070174699999999930e-03,1.867807299999999941e-05,-6.527971900000000144e-06
6.500000000000000000e+01,2.554286399999999958e+03,1.764026599999999974e+02,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
