# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,RE_over_FT,DELTA,N,H,THETA,DELTAstar,X
1.100000000000000000e+01,5.400000000000000000e+02,8.847000000000000455e+02,1.159599999999999909e+03,6.436000000000000227e+02,1.124369000000000000e+06,2.033000000000000000e+03,1.360679999999999890e+00,3.556270000000000042e+00,4.888810000000000322e+00,4.889079999999999870e+00,4.732999999999999985e-01,1.381399999999999961e+00,2.173729999999999940e+00,0.000000000000000000e+00,1.324000000000000090e-03,9.599999999999999159e-03,6.260000000000000373e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,5.400000000000000000e+02,8.838999999999999773e+02,1.159500000000000000e+03,6.432999999999999545e+02,1.124916000000000000e+06,2.033000000000000000e+03,1.359890000000000043e+00,3.556329999999999991e+00,4.885930000000000106e+00,4.886239999999999917e+00,4.747000000000000108e-01,1.381399999999999961e+00,2.120940000000000047e+00,0.000000000000000000e+00,1.324000000000000090e-03,9.599999999999999159e-03,6.279999999999999775e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,5.400000000000000000e+02,8.830000000000000000e+02,1.159400000000000091e+03,6.431000000000000227e+02,1.125451000000000000e+06,2.033000000000000000e+03,1.359110000000000040e+00,3.556389999999999940e+00,4.883090000000000153e+00,4.883429999999999715e+00,4.759999999999999787e-01,1.381299999999999972e+00,2.064420000000000144e+00,0.000000000000000000e+00,1.324000000000000090e-03,9.599999999999999159e-03,6.300000000000000261e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,5.400000000000000000e+02,8.822000000000000455e+02,1.159299999999999955e+03,6.428999999999999773e+02,1.125978000000000000e+06,2.033000000000000000e+03,1.358330000000000037e+00,3.556449999999999889e+00,4.880270000000000330e+00,4.880630000000000024e+00,4.773999999999999910e-01,1.381299999999999972e+00,2.004589999999999872e+00,0.000000000000000000e+00,1.324000000000000090e-03,9.599999999999999159e-03,6.319999999999999663e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,5.400000000000000000e+02,8.812999999999999545e+02,1.159200000000000045e+03,6.426000000000000227e+02,1.126500000000000000e+06,2.033000000000000000e+03,1.357560000000000100e+00,3.556519999999999904e+00,4.877460000000000129e+00,4.877839999999999954e+00,4.788000000000000034e-01,1.381299999999999972e+00,1.942190000000000083e+00,0.000000000000000000e+00,1.324000000000000090e-03,9.599999999999999159e-03,6.340000000000000149e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,5.400000000000000000e+02,8.805000000000000000e+02,1.159099999999999909e+03,6.423999999999999773e+02,1.127019000000000000e+06,2.032000000000000000e+03,1.356780000000000097e+00,3.556589999999999918e+00,4.874640000000000306e+00,4.875040000000000262e+00,4.801000000000000267e-01,1.381299999999999972e+00,1.878169999999999895e+00,0.000000000000000000e+00,1.324000000000000090e-03,9.599999999999999159e-03,6.359999999999999551e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,5.400000000000000000e+02,8.796000000000000227e+02,1.159000000000000000e+03,6.422000000000000455e+02,1.127539000000000000e+06,2.032000000000000000e+03,1.355990000000000029e+00,3.556659999999999933e+00,4.871789999999999843e+00,4.872200000000000308e+00,4.814999999999999836e-01,1.381299999999999972e+00,1.813600000000000101e+00,3.543999999999999928e-02,1.324000000000000090e-03,9.599999999999999159e-03,6.369999999999999794e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,5.400000000000000000e+02,8.787999999999999545e+02,1.158900000000000091e+03,6.418999999999999773e+02,1.128061000000000000e+06,2.032000000000000000e+03,1.355189999999999895e+00,3.556709999999999816e+00,4.868870000000000253e+00,4.869279999999999831e+00,4.828999999999999959e-01,1.381199999999999983e+00,1.749500000000000055e+00,1.186799999999999938e-01,1.324000000000000090e-03,9.599999999999999159e-03,6.390000000000000280e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,5.400000000000000000e+02,8.778999999999999773e+02,1.158799999999999955e+03,6.417000000000000455e+02,1.128587000000000000e+06,2.032000000000000000e+03,1.354370000000000074e+00,3.556700000000000195e+00,4.865829999999999878e+00,4.866240000000000343e+00,4.843000000000000083e-01,1.381199999999999983e+00,1.686809999999999921e+00,1.998499999999999999e-01,1.324000000000000090e-03,9.599999999999999159e-03,6.409999999999999682e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,5.400000000000000000e+02,8.770000000000000000e+02,1.158700000000000045e+03,6.413999999999999773e+02,1.129118000000000000e+06,2.032000000000000000e+03,1.353539999999999965e+00,3.556649999999999867e+00,4.862659999999999982e+00,4.863059999999999938e+00,4.858000000000000096e-01,1.381199999999999983e+00,1.626300000000000079e+00,2.779099999999999904e-01,1.324000000000000090e-03,9.599999999999999159e-03,6.430000000000000169e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,5.400000000000000000e+02,8.761000000000000227e+02,1.158500000000000000e+03,6.412000000000000455e+02,1.129655000000000000e+06,2.033000000000000000e+03,1.352700000000000014e+00,3.556540000000000035e+00,4.859340000000000437e+00,4.859750000000000014e+00,4.873000000000000109e-01,1.381199999999999983e+00,1.568610000000000060e+00,3.520499999999999741e-01,1.325000000000000006e-03,9.599999999999999159e-03,6.449999999999999570e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,5.400000000000000000e+02,8.751000000000000227e+02,1.158400000000000091e+03,6.408999999999999773e+02,1.130199000000000000e+06,2.033000000000000000e+03,1.351830000000000087e+00,3.556369999999999809e+00,4.855870000000000353e+00,4.856300000000000061e+00,4.888000000000000123e-01,1.381099999999999994e+00,1.514140000000000041e+00,4.217000000000000193e-01,1.325000000000000006e-03,9.599999999999999159e-03,6.480000000000000300e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,5.400000000000000000e+02,8.742000000000000455e+02,1.158299999999999955e+03,6.407000000000000455e+02,1.130751000000000000e+06,2.034000000000000000e+03,1.350940000000000030e+00,3.556140000000000079e+00,4.852229999999999599e+00,4.852699999999999569e+00,4.904000000000000026e-01,1.381099999999999994e+00,1.463179999999999925e+00,4.865300000000000180e-01,1.325999999999999922e-03,9.599999999999999159e-03,6.499999999999999702e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,5.400000000000000000e+02,8.732000000000000455e+02,1.158200000000000045e+03,6.403999999999999773e+02,1.131309000000000000e+06,2.034000000000000000e+03,1.350030000000000063e+00,3.555849999999999955e+00,4.848429999999999573e+00,4.848969999999999558e+00,4.919999999999999929e-01,1.381000000000000005e+00,1.415739999999999998e+00,5.464900000000000313e-01,1.327000000000000055e-03,9.599999999999999159e-03,6.530000000000000431e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+01,5.400000000000000000e+02,8.722000000000000455e+02,1.158000000000000000e+03,6.401000000000000227e+02,1.131875000000000000e+06,2.035000000000000000e+03,1.349099999999999966e+00,3.555499999999999883e+00,4.844479999999999897e+00,4.845100000000000406e+00,4.935999999999999832e-01,1.381000000000000005e+00,1.396300000000000097e+00,5.691399999999999793e-01,1.327000000000000055e-03,9.599999999999999159e-03,6.549999999999999833e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,5.400000000000000000e+02,8.023999999999999773e+02,1.149099999999999909e+03,6.205000000000000000e+02,1.156858000000000000e+06,1.465000000000000000e+03,1.282799999999999940e+00,3.818420000000000147e+00,4.937330000000000219e+00,4.951360000000000205e+00,6.249000000000000110e-01,1.387799999999999923e+00,1.320640000000000036e+00,1.175810000000000022e+00,9.840000000000000656e-04,7.300000000000000065e-03,6.149999999999999868e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,5.400000000000000000e+02,7.038999999999999773e+02,1.136500000000000000e+03,5.917000000000000455e+02,1.150817000000000000e+06,2.089000000000000000e+03,1.183689999999999909e+00,3.535860000000000003e+00,4.206150000000000055e+00,4.248689999999999856e+00,8.349999999999999645e-01,1.374600000000000044e+00,8.131500000000000394e-01,8.836899999999999755e-01,1.526000000000000013e-03,1.209999999999999964e-02,1.273999999999999959e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+01,5.400000000000000000e+02,5.771000000000000227e+02,1.120299999999999955e+03,5.522000000000000455e+02,1.085495000000000000e+06,1.894000000000000000e+03,1.043970000000000065e+00,3.610640000000000072e+00,3.773330000000000073e+00,3.855329999999999924e+00,1.224199999999999955e+00,1.371699999999999919e+00,1.762100000000000055e-01,1.634989999999999943e+00,1.660999999999999933e-03,1.420000000000000082e-02,2.033000000000000085e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+01,5.400000000000000000e+02,2.224000000000000057e+02,1.074900000000000091e+03,4.158000000000000114e+02,6.448190000000000000e+05,9.010000000000000000e+02,5.272299999999999764e-01,4.270279999999999632e+00,2.284520000000000106e+00,2.404490000000000016e+00,4.620199999999999640e+00,1.361099999999999977e+00,-9.323799999999999866e-01,3.634440000000000115e+00,2.609000000000000208e-03,3.570000000000000256e-02,1.205200000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,5.400000000000000000e+02,1.934000000000000057e+02,1.071200000000000045e+03,4.013999999999999773e+02,5.949820000000000000e+05,1.123000000000000000e+03,4.702799999999999758e-01,4.055089999999999861e+00,1.954110000000000014e+00,2.127400000000000180e+00,5.419599999999999973e+00,1.349699999999999900e+00,8.951000000000000623e-02,7.122000000000000552e-01,3.926999999999999935e-03,5.909999999999999976e-02,2.128400000000000084e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,5.400000000000000000e+02,1.660000000000000000e+02,1.067599999999999909e+03,3.870000000000000000e+02,5.460770000000000000e+05,7.870000000000000000e+02,4.128200000000000203e-01,4.411800000000000388e+00,1.892409999999999926e+00,2.116950000000000109e+00,6.466199999999999726e+00,1.353499999999999925e+00,1.203599999999999948e-01,6.455600000000000227e-01,3.431000000000000022e-03,5.580000000000000238e-02,2.218300000000000133e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,5.400000000000000000e+02,1.414000000000000057e+02,1.064500000000000000e+03,3.731000000000000227e+02,5.008610000000000000e+05,8.550000000000000000e+02,3.579800000000000204e-01,4.323809999999999931e+00,1.638339999999999907e+00,1.838829999999999965e+00,7.714599999999999902e+00,1.344700000000000006e+00,1.013399999999999995e-01,4.458799999999999986e-01,4.673000000000000070e-03,8.459999999999999465e-02,3.604799999999999671e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+01,5.400000000000000000e+02,1.200999999999999943e+02,1.061799999999999955e+03,3.601999999999999886e+02,4.608320000000000000e+05,7.140000000000000000e+02,3.078500000000000125e-01,4.517190000000000261e+00,1.506350000000000078e+00,1.660139999999999949e+00,9.217499999999999361e+00,1.342799999999999994e+00,6.629999999999999782e-02,5.026399999999999757e-01,4.938999999999999814e-03,9.890000000000000180e-02,4.552300000000000096e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000000e+01,5.400000000000000000e+02,1.022999999999999972e+02,1.059500000000000000e+03,3.486000000000000227e+02,4.264590000000000000e+05,6.750000000000000000e+02,2.635000000000000120e-01,4.580560000000000187e+00,1.343709999999999960e+00,1.438940000000000108e+00,1.094759999999999955e+01,1.337299999999999933e+00,3.477999999999999842e-02,5.148899999999999588e-01,5.883000000000000208e-03,1.313999999999999890e-01,6.439999999999999891e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,5.400000000000000000e+02,8.750000000000000000e+01,1.057599999999999909e+03,3.383000000000000114e+02,3.970140000000000000e+05,6.410000000000000000e+02,2.255199999999999982e-01,4.640240000000000364e+00,1.200080000000000036e+00,1.250199999999999978e+00,1.290600000000000058e+01,1.331800000000000095e+00,1.324000000000000003e-02,5.325499999999999678e-01,6.989000000000000420e-03,1.743000000000000105e-01,9.019900000000000140e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+01,5.400000000000000000e+02,7.540000000000000568e+01,1.056000000000000000e+03,3.293000000000000114e+02,3.705670000000000000e+05,6.310000000000000000e+02,1.943199999999999927e-01,4.659810000000000230e+00,1.066899999999999959e+00,1.093949999999999978e+00,1.507429999999999914e+01,1.325700000000000101e+00,3.629999999999999980e-03,5.161000000000000032e-01,8.505999999999999672e-03,2.368999999999999995e-01,1.282260000000000066e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,5.400000000000000000e+02,6.550000000000000000e+01,1.054799999999999955e+03,3.213999999999999773e+02,3.469690000000000000e+05,6.240000000000000000e+02,1.688399999999999901e-01,4.671940000000000204e+00,9.521899999999999809e-01,9.676799999999999846e-01,1.743329999999999913e+01,1.319700000000000095e+00,-2.799999999999999755e-04,4.867199999999999860e-01,1.029000000000000054e-02,3.190999999999999948e-01,1.793909999999999949e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,5.400000000000000000e+02,5.739999999999999858e+01,1.053799999999999955e+03,3.146000000000000227e+02,3.260770000000000000e+05,6.210000000000000000e+02,1.480299999999999949e-01,4.678429999999999644e+00,8.542100000000000248e-01,8.642400000000000082e-01,1.995589999999999975e+01,1.314100000000000046e+00,-9.300000000000000541e-04,4.436100000000000043e-01,1.233800000000000001e-02,4.244999999999999885e-01,2.462080000000000102e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,5.400000000000000000e+02,5.079999999999999716e+01,1.052900000000000091e+03,3.086000000000000227e+02,3.076700000000000000e+05,6.150000000000000000e+02,1.310099999999999876e-01,4.689849999999999852e+00,7.723900000000000210e-01,7.797300000000000342e-01,2.261199999999999832e+01,1.309099999999999930e+00,-4.200000000000000174e-04,3.959400000000000142e-01,1.453300000000000078e-02,5.517999999999999572e-01,3.286290000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,5.400000000000000000e+02,4.539999999999999858e+01,1.052200000000000045e+03,3.035000000000000000e+02,2.914990000000000000e+05,6.070000000000000000e+02,1.170299999999999951e-01,4.705020000000000202e+00,7.039100000000000357e-01,7.091800000000000326e-01,2.536840000000000117e+01,1.304599999999999982e+00,-4.299999999999999894e-04,3.617900000000000005e-01,1.683600000000000027e-02,7.016000000000000014e-01,4.271010000000000084e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,5.400000000000000000e+02,4.089999999999999858e+01,1.051599999999999909e+03,2.990000000000000000e+02,2.773110000000000000e+05,6.000000000000000000e+02,1.054900000000000004e-01,4.718289999999999651e+00,6.457699999999999552e-01,6.495199999999999863e-01,2.819040000000000035e+01,1.300400000000000000e+00,-6.300000000000000261e-04,3.368900000000000228e-01,1.927200000000000094e-02,8.767000000000000348e-01,5.432979999999999476e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+01,5.400000000000000000e+02,3.720000000000000284e+01,1.051200000000000045e+03,2.951999999999999886e+02,2.648700000000000000e+05,5.950000000000000000e+02,9.592000000000000526e-02,4.728620000000000267e+00,5.961699999999999777e-01,5.987700000000000244e-01,3.104420000000000002e+01,1.296599999999999975e+00,-9.700000000000000505e-04,3.204600000000000226e-01,2.182800000000000018e-02,1.078200000000000047e+00,6.776320000000000121e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+01,5.400000000000000000e+02,3.410000000000000142e+01,1.050799999999999955e+03,2.918000000000000114e+02,2.539610000000000000e+05,5.920000000000000000e+02,8.792999999999999428e-02,4.733950000000000102e+00,5.534799999999999720e-01,5.552599999999999758e-01,3.389719999999999800e+01,1.292999999999999927e+00,-1.289999999999999914e-03,3.092699999999999894e-01,2.451100000000000154e-02,1.308100000000000041e+00,8.308659999999999934e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,5.400000000000000000e+02,3.150000000000000000e+01,1.050400000000000091e+03,2.888000000000000114e+02,2.443920000000000000e+05,5.920000000000000000e+02,8.124000000000000665e-02,4.734499999999999709e+00,5.166100000000000136e-01,5.178399999999999670e-01,3.671909999999999741e+01,1.289700000000000069e+00,-1.500000000000000031e-03,2.999999999999999889e-01,2.730300000000000088e-02,1.566500000000000004e+00,1.002552000000000110e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,5.400000000000000000e+02,2.930000000000000071e+01,1.050200000000000045e+03,2.863000000000000114e+02,2.359970000000000000e+05,5.940000000000000000e+02,7.560000000000000053e-02,4.731160000000000032e+00,4.847400000000000042e-01,4.855800000000000116e-01,3.948199999999999932e+01,1.286699999999999955e+00,-1.670000000000000043e-03,2.932799999999999851e-01,3.016900000000000137e-02,1.852200000000000069e+00,1.191141999999999923e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
