# POINT,X_over_YO,Y_over_YO,INT_Y_over_YO,PAR_over_YO,HYP_over_YO,C_Y,C_YI,C_YP
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.551264100000000035e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,nan
2.000000000000000000e+00,1.478439999999999963e-02,1.000009200000000043e+00,2.551269299999999962e+00,1.000002700000000022e+00,1.000002700000000022e+00,-2.010021000000000058e+00,-4.800379000000000233e+05,-1.348783999999999983e+00
3.000000000000000000e+00,2.907490000000000074e-02,1.000035800000000030e+00,2.551284100000000166e+00,1.000010599999999972e+00,1.000010599999999972e+00,-1.028656999999999933e+00,-6.311491999999999825e+04,-6.898153999999999675e-01
4.000000000000000000e+00,4.289939999999999726e-02,1.000078299999999976e+00,2.551307200000000108e+00,1.000023000000000106e+00,1.000023000000000106e+00,-7.002076000000000411e-01,-1.964893000000000029e+04,-4.694536000000000264e-01
5.000000000000000000e+00,5.629100000000000076e-02,1.000135100000000055e+00,2.551337600000000094e+00,1.000039600000000029e+00,1.000039600000000029e+00,-5.352101999999999693e-01,-8.697195999999999913e+03,-3.587149000000000032e-01
6.000000000000000000e+00,6.928940000000000099e-02,1.000205000000000011e+00,2.551374500000000101e+00,1.000059999999999949e+00,1.000059999999999949e+00,-4.357390999999999903e-01,-4.663359999999999673e+03,-2.914864999999999817e-01
7.000000000000000000e+00,8.194160000000000332e-02,1.000286800000000031e+00,2.551417100000000104e+00,1.000083899999999915e+00,1.000083899999999915e+00,-3.687557000000000196e-01,-2.819625000000000000e+03,-2.454553999999999903e-01
8.000000000000000000e+00,9.430230000000000556e-02,1.000379600000000035e+00,2.551464900000000036e+00,1.000111200000000089e+00,1.000111200000000089e+00,-3.200639000000000123e-01,-1.849878999999999905e+03,-2.114611999999999881e-01
9.000000000000000000e+00,1.064348999999999990e-01,1.000482499999999941e+00,2.551517500000000105e+00,1.000141600000000075e+00,1.000141600000000075e+00,-2.827418999999999905e-01,-1.286664999999999964e+03,-1.846954000000000096e-01
1.000000000000000000e+01,1.184111999999999942e-01,1.000594900000000065e+00,2.551574800000000032e+00,1.000175299999999989e+00,1.000175199999999931e+00,-2.527594000000000229e-01,-9.344257999999999811e+02,-1.623568999999999984e-01
1.100000000000000000e+01,1.303122999999999920e-01,1.000716200000000056e+00,2.551636699999999980e+00,1.000212300000000054e+00,1.000212199999999996e+00,-2.277314000000000005e-01,-7.010914000000000215e+02,-1.431246999999999936e-01
1.200000000000000000e+01,1.422268999999999894e-01,1.000846200000000019e+00,2.551703499999999902e+00,1.000252900000000000e+00,1.000252799999999942e+00,-2.062199999999999867e-01,-5.392531999999999925e+02,-1.261243999999999976e-01
1.300000000000000000e+01,1.542511000000000021e-01,1.000984600000000002e+00,2.551775500000000196e+00,1.000297400000000003e+00,1.000297400000000003e+00,-1.872398000000000118e-01,-4.227280000000000086e+02,-1.107788999999999996e-01
1.400000000000000000e+01,1.664859999999999951e-01,1.001131599999999899e+00,2.551853200000000044e+00,1.000346500000000027e+00,1.000346399999999969e+00,-1.701496999999999871e-01,-3.362174999999999727e+02,-9.680590999999999502e-02
1.500000000000000000e+01,1.790358999999999978e-01,1.001287400000000050e+00,2.551937399999999911e+00,1.000400699999999921e+00,1.000400600000000084e+00,-1.545161999999999924e-01,-2.703593999999999937e+02,-8.399036999999999475e-02
1.600000000000000000e+01,1.920052999999999899e-01,1.001452100000000067e+00,2.552028799999999986e+00,1.000460799999999928e+00,1.000460700000000092e+00,-1.400397999999999921e-01,-2.191953000000000031e+02,-7.224403999999999548e-02
1.700000000000000000e+01,2.054959000000000091e-01,1.001625900000000069e+00,2.552128399999999964e+00,1.000527900000000026e+00,1.000527699999999909e+00,-1.265389000000000097e-01,-1.788012999999999977e+02,-6.149310000000000193e-02
1.800000000000000000e+01,2.196039999999999937e-01,1.001808899999999891e+00,2.552237100000000147e+00,1.000602800000000014e+00,1.000602599999999898e+00,-1.138847999999999944e-01,-1.465105000000000075e+02,-5.170377000000000306e-02
1.900000000000000000e+01,2.344181999999999932e-01,1.002001099999999978e+00,2.552356000000000069e+00,1.000686900000000046e+00,1.000686699999999929e+00,-1.020183999999999952e-01,-1.204552000000000049e+02,-4.290650000000000019e-02
2.000000000000000000e+01,2.500170999999999921e-01,1.002202199999999932e+00,2.552486000000000033e+00,1.000781399999999932e+00,1.000781099999999979e+00,-9.091741000000000406e-02,-9.928874999999999318e+01,-3.549025000000000096e-02
2.100000000000000000e+01,2.664687000000000028e-01,1.002414700000000103e+00,2.552628100000000178e+00,1.000887599999999988e+00,1.000887199999999977e+00,-8.071317999999999548e-02,-8.201256999999999664e+01,-2.972918999999999909e-02
2.200000000000000000e+01,2.838300000000000267e-01,1.002641799999999916e+00,2.552783400000000036e+00,1.001006999999999980e+00,1.001006499999999910e+00,-7.149592999999999920e-02,-6.786629000000000644e+01,-2.568834999999999869e-02
2.300000000000000000e+01,3.021473000000000075e-01,1.002889799999999942e+00,2.552952599999999794e+00,1.001141199999999953e+00,1.001140499999999989e+00,-6.339482999999999924e-02,-5.625780000000000314e+01,-2.334906000000000134e-02
2.400000000000000000e+01,3.214573000000000014e-01,1.003167399999999931e+00,2.553136600000000200e+00,1.001291699999999896e+00,1.001290900000000095e+00,-5.646827000000000096e-02,-4.671737999999999857e+01,-2.218859000000000109e-02
2.500000000000000000e+01,3.417884999999999951e-01,1.003482200000000102e+00,2.553336199999999945e+00,1.001460199999999912e+00,1.001459199999999994e+00,-5.064119999999999733e-02,-3.886731000000000336e+01,-2.142287999999999831e-02
2.600000000000000000e+01,1.450759600000000038e+00,1.055734900000000032e+00,2.580047599999999886e+00,1.026308800000000021e+00,1.025971500000000036e+00,-9.637095000000000036e-03,-5.088521999999999768e-01,-6.200940000000000271e-03
2.700000000000000000e+01,2.908215000000000217e+00,1.219875000000000043e+00,2.665053100000000175e+00,1.105721399999999965e+00,1.100655600000000067e+00,-4.640983999999999908e-03,-6.339558000000000693e-02,-2.754186999999999955e-03
2.800000000000000000e+01,4.690598699999999788e+00,1.539341099999999907e+00,2.849703900000000178e+00,1.275021500000000030e+00,1.245007200000000092e+00,-2.561206999999999807e-03,-1.525837000000000027e-02,-1.398883999999999978e-03
2.900000000000000000e+01,8.990236299999999403e+00,2.755465399999999843e+00,4.306216499999999670e+00,2.010304399999999880e+00,1.737989900000000087e+00,-1.025503000000000092e-03,-3.159672000000000088e-03,-4.270429000000000174e-04
3.000000000000000000e+01,1.494169780000000003e+01,5.083828699999999756e+00,7.722042000000000073e+00,3.790679200000000026e+00,2.565415799999999802e+00,-3.876581000000000146e-04,-1.178536999999999901e-03,-8.487171000000000331e-05
3.100000000000000000e+01,2.331253219999999970e+01,9.147591600000000156e+00,1.193291609999999991e+01,7.793427000000000326e+00,3.819274000000000058e+00,-1.068815999999999966e-04,-3.267219999999999933e-04,4.994634000000000264e-05
3.200000000000000000e+01,3.515357910000000174e+01,1.535098920000000078e+01,1.714038469999999847e+01,1.644717650000000120e+01,5.647508600000000101e+00,2.523341999999999938e-05,-1.595713999999999949e-05,9.958971999999999421e-05
3.300000000000000000e+01,5.143188719999999847e+01,2.332773690000000144e+01,2.332265549999999976e+01,3.406548779999999965e+01,8.193349500000000063e+00,7.892524999999999790e-05,7.896258999999999440e-05,1.036493000000000039e-04
3.400000000000000000e+01,7.357399970000000167e+01,3.277951620000000332e+01,3.062052539999999823e+01,6.866416800000000364e+01,1.167597259999999970e+01,9.010225000000000287e-05,9.552323000000000259e-05,8.967371000000000239e-05
3.500000000000000000e+01,1.029877388999999965e+02,4.233790199999999970e+01,3.895537399999999906e+01,1.335809294999999963e+02,1.631446779999999919e+01,8.353012000000000316e-05,8.662672000000000330e-05,7.173878999999999759e-05
3.600000000000000000e+01,1.409448571000000072e+02,5.180733180000000004e+01,4.826894099999999810e+01,2.493181592999999907e+02,2.230776360000000125e+01,7.054126000000000569e-05,7.180499999999999437e-05,5.532202999999999860e-05
