# POINT,X,X_IN,Mach,DM_over_DX,D2M_over_DX2,D3M_over_DX3,W_Q_over_Astar,DW_over_DX,D2W_over_DX2,D3W_over_DX3
1.000000000000000000e+00,9.095726999999999407e+01,6.821790000000000020e+00,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.226608999999999857e-04,1.984502999999999906e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.891669000000000008e-07
2.000000000000000000e+00,8.801649000000000456e+01,6.601239999999999775e+00,1.399866199999999949e+01,1.354399000000000054e-03,-9.072362999999999521e-04,2.943431999999999841e-04,1.984499999999999931e+00,2.893658000000000036e-06,-1.939128000000000130e-06,6.305237000000000386e-07
3.000000000000000000e+00,8.509824000000000410e+01,6.382369999999999877e+00,1.398965699999999934e+01,5.215382000000000177e-03,-1.725198999999999960e-03,2.662424999999999839e-04,1.984480999999999939e+00,1.116381000000000044e-05,-3.705179999999999989e-06,5.821282999999999598e-07
4.000000000000000000e+00,8.220295000000000130e+01,6.165219999999999700e+00,1.396627699999999983e+01,1.128730000000000011e-02,-2.455688000000000142e-03,2.383627999999999940e-04,1.984431000000000056e+00,2.428078999999999898e-05,-5.340558000000000275e-06,5.507823000000000443e-07
5.000000000000000000e+00,7.933104000000000156e+01,5.949830000000000396e+00,1.392281999999999975e+01,1.928478999999999957e-02,-3.100533999999999842e-03,2.107082000000000030e-04,1.984337000000000018e+00,4.186840000000000049e-05,-6.902766999999999940e-06,5.410273999999999600e-07
6.000000000000000000e+00,7.648296999999999457e+01,5.736220000000000319e+00,1.385453599999999952e+01,2.893284000000000133e-02,-3.661591999999999972e-03,1.832832000000000005e-04,1.984186999999999923e+00,6.373384999999999966e-05,-8.458980000000000112e-06,5.562262000000000312e-07
7.000000000000000000e+00,7.365921000000000163e+01,5.524440000000000239e+00,1.375757600000000025e+01,3.996688999999999797e-02,-4.140750000000000333e-03,1.560923000000000031e-04,1.983970999999999929e+00,8.988513999999999369e-05,-1.008366000000000028e-05,5.995214999999999994e-07
8.000000000000000000e+00,7.086024999999999352e+01,5.314519999999999911e+00,1.362894499999999987e+01,5.213289000000000117e-02,-4.539925999999999684e-03,1.291401999999999871e-04,1.983678000000000052e+00,1.205440000000000033e-04,-1.185875000000000060e-05,6.746670999999999546e-07
9.000000000000000000e+00,6.808662999999999954e+01,5.106499999999999595e+00,1.346645000000000003e+01,6.518741999999999592e-02,-4.861072999999999610e-03,1.024321000000000048e-04,1.983295999999999948e+00,1.561614999999999922e-04,-1.387598999999999994e-05,7.867861000000000072e-07
1.000000000000000000e+01,6.533889999999999532e+01,4.900420000000000442e+00,1.326864999999999917e+01,7.889775000000000260e-02,-5.106178000000000279e-03,7.597326000000000383e-05,1.982811000000000101e+00,1.974401999999999939e-04,-1.624118000000000160e-05,9.431427999999999530e-07
1.100000000000000000e+01,6.261762999999999835e+01,4.696320000000000050e+00,1.303480799999999995e+01,9.304199999999999970e-02,-5.277267999999999890e-03,4.976927000000000266e-05,1.982210999999999945e+00,2.453700000000000173e-04,-1.908040000000000116e-05,1.154033999999999969e-06
1.200000000000000000e+01,5.992343999999999937e+01,4.494259999999999700e+00,1.276484199999999980e+01,1.074091999999999963e-01,-5.376408000000000055e-03,2.382604999999999866e-05,1.981476000000000015e+00,3.012789999999999999e-04,-2.254849999999999934e-05,1.433927000000000052e-06
1.300000000000000000e+01,5.725697999999999865e+01,4.294270000000000032e+00,1.245927200000000035e+01,1.217994000000000021e-01,-5.405707000000000047e-03,-1.850133999999999962e-06,1.980588000000000015e+00,3.669076000000000173e-04,-2.684064999999999856e-05,1.803006000000000098e-06
1.400000000000000000e+01,5.461894999999999811e+01,4.096420000000000172e+00,1.211917599999999950e+01,1.360240000000000060e-01,-5.367320000000000077e-03,-2.725262999999999931e-05,1.979521000000000086e+00,4.445119000000000088e-04,-3.220780000000000019e-05,2.289331999999999869e-06
1.500000000000000000e+01,5.201006999999999891e+01,3.900760000000000005e+00,1.174613899999999944e+01,1.499053999999999942e-01,-5.263450999999999720e-03,-5.237438999999999712e-05,1.978243999999999891e+00,5.370054000000000407e-04,-3.897787000000000295e-05,2.931922000000000014e-06
1.600000000000000000e+01,4.943113000000000312e+01,3.707329999999999792e+00,1.134220599999999912e+01,1.632779000000000036e-01,-5.096357999999999618e-03,-7.720788000000000184e-05,1.976720999999999950e+00,6.481533999999999733e-04,-4.758476999999999672e-05,3.785175000000000144e-06
