# POINT,X,X_IN,Mach,DM_over_DX,D2M_over_DX2,D3M_over_DX3,W_Q_over_Astar,DW_over_DX,D2W_over_DX2,D3W_over_DX3
1.700000000000000000e+01,4.688295000000000101e+01,3.516220000000000123e+00,1.090982900000000022e+01,1.759871000000000074e-01,-4.868357000000000240e-03,-1.017451000000000027e-04,1.974903999999999993e+00,7.828374000000000140e-04,-5.860880000000000034e-05,4.925251000000000221e-06
1.800000000000000000e+01,4.436643999999999721e+01,3.327479999999999993e+00,1.045182699999999976e+01,1.878905999999999910e-01,-4.581822999999999625e-03,-1.259773999999999909e-04,1.972733999999999988e+00,9.474166999999999918e-04,-7.283292000000000672e-05,6.459336999999999681e-06
1.900000000000000000e+01,4.188255000000000194e+01,3.141189999999999927e+00,9.971329000000000775e+00,1.988581000000000099e-01,-4.239203999999999889e-03,-1.498956000000000019e-04,1.970137999999999945e+00,1.150221000000000099e-03,-9.132205999999999484e-05,8.539101999999999749e-06
2.000000000000000000e+01,3.943231000000000108e+01,2.957419999999999938e+00,9.471735000000000682e+00,2.087716000000000016e-01,-3.843018000000000128e-03,-1.734898000000000072e-04,1.967022999999999966e+00,1.402227000000000031e-03,-1.155347999999999971e-04,1.138026000000000071e-05
2.100000000000000000e+01,3.701682999999999879e+01,2.776260000000000172e+00,8.956663000000000707e+00,2.175256000000000134e-01,-3.395865999999999989e-03,-1.967492000000000101e-04,1.963270999999999988e+00,1.717984000000000091e-03,-1.474813000000000003e-04,1.529096000000000039e-05
2.200000000000000000e+01,3.463732999999999862e+01,2.597799999999999887e+00,8.429900999999999200e+00,2.250274999999999914e-01,-2.900439999999999789e-03,-2.196622000000000125e-04,1.958728000000000025e+00,2.116886000000000115e-03,-1.899458999999999935e-04,2.071259000000000153e-05
2.300000000000000000e+01,3.229511999999999716e+01,2.422130000000000116e+00,7.895366000000000106e+00,2.311978000000000089e-01,-2.359531000000000215e-03,-2.422162000000000002e-04,1.953200999999999965e+00,2.624911000000000171e-03,-2.467996999999999878e-04,2.827774999999999874e-05
2.400000000000000000e+01,2.999163000000000068e+01,2.249369999999999870e+00,7.357051000000000229e+00,2.359707000000000054e-01,-1.776044000000000060e-03,-2.643971000000000168e-04,1.946436999999999973e+00,3.276988000000000210e-03,-3.234323999999999901e-04,3.889014999999999898e-05
2.500000000000000000e+01,2.772847000000000151e+01,2.079629999999999868e+00,6.818982000000000099e+00,2.392943999999999904e-01,-1.153008999999999978e-03,-2.861898999999999888e-04,1.938110999999999917e+00,4.120185000000000167e-03,-4.273370999999999984e-04,5.382972999999999935e-05
2.600000000000000000e+01,2.550735999999999848e+01,1.913049999999999917e+00,6.285172000000000203e+00,2.411319000000000101e-01,-4.935983000000000341e-04,-3.075776999999999808e-04,1.927799000000000040e+00,5.217890999999999675e-03,-5.688682000000000027e-04,7.487783999999999933e-05
2.700000000000000000e+01,2.333025999999999911e+01,1.749770000000000048e+00,5.759572999999999610e+00,2.414610000000000090e-01,1.988488000000000061e-04,-3.285416999999999786e-04,1.914949999999999930e+00,6.655117999999999798e-03,-7.621487999999999830e-04,1.044360000000000009e-04
2.800000000000000000e+01,2.119934999999999903e+01,1.589949999999999974e+00,5.246031000000000333e+00,2.402758000000000116e-01,9.208035000000000482e-04,-3.490608999999999769e-04,1.898854999999999960e+00,8.544764999999999305e-03,-1.025988999999999937e-03,1.455596000000000082e-04
2.900000000000000000e+01,1.911710000000000065e+01,1.433780000000000054e+00,4.748243999999999687e+00,2.375873000000000013e-01,1.668512999999999941e-03,-3.691116000000000254e-04,1.878600000000000048e+00,1.103404000000000017e-02,-1.384409999999999981e-03,2.017208999999999951e-04
3.000000000000000000e+01,1.708630000000000138e+01,1.281470000000000109e+00,4.269714999999999705e+00,2.334243000000000012e-01,2.437959999999999867e-03,-3.886668000000000241e-04,1.853032999999999930e+00,1.430886999999999958e-02,-1.865867000000000003e-03,2.759258999999999800e-04
3.100000000000000000e+01,1.511020000000000074e+01,1.133270000000000000e+00,3.813712999999999909e+00,2.278353999999999935e-01,3.224803999999999952e-03,-4.076953000000000131e-04,1.820731000000000099e+00,1.859181000000000028e-02,-2.499402999999999868e-03,3.685342000000000197e-04
3.200000000000000000e+01,1.319258999999999915e+01,9.894399999999999862e-01,3.383227000000000206e+00,2.208905999999999925e-01,4.024309999999999693e-03,-4.261606000000000140e-04,1.780021000000000075e+00,2.412492999999999929e-02,-3.304913999999999942e-03,4.729518999999999737e-04
3.300000000000000000e+01,1.133796000000000070e+01,8.503500000000000503e-01,2.980933999999999973e+00,2.126838000000000062e-01,4.831242999999999822e-03,-4.440194999999999862e-04,1.729063999999999934e+00,3.112557999999999991e-02,-4.274296999999999819e-03,5.688353999999999850e-04
3.400000000000000000e+01,9.551729999999999166e+00,7.163800000000000168e-01,2.609166000000000096e+00,2.033366000000000062e-01,5.639723999999999605e-03,-4.612196999999999846e-04,1.666091999999999906e+00,3.970214999999999855e-02,-5.342737999999999654e-03,6.147244000000000059e-04
3.500000000000000000e+01,7.840650000000000119e+00,5.880499999999999616e-01,2.269886000000000070e+00,1.930033999999999916e-01,6.443003000000000098e-03,-4.776962000000000157e-04,1.589828999999999937e+00,4.972910999999999998e-02,-6.358457999999999992e-03,5.469869000000000467e-04
3.600000000000000000e+01,6.213350000000000151e+00,4.660000000000000253e-01,1.964687999999999990e+00,1.818791999999999909e-01,7.233108999999999719e-03,-4.933659999999999652e-04,1.500124999999999931e+00,6.071449000000000290e-02,-7.075350999999999689e-03,2.967568999999999979e-04
3.700000000000000000e+01,4.681339999999999613e+00,3.511000000000000232e-01,1.694833000000000034e+00,1.702133000000000118e-01,8.000250999999999890e-03,-5.081181999999999626e-04,1.398687999999999931e+00,7.174350000000000172e-02,-7.203806999999999572e-03,-1.692010000000000085e-04
3.800000000000000000e+01,3.261000000000000121e+00,2.445700000000000096e-01,1.461384999999999934e+00,1.583330000000000015e-01,8.731667999999999721e-03,-5.217951999999999877e-04,1.289671999999999930e+00,8.160592999999999320e-02,-6.533078000000000322e-03,-8.034750000000000008e-04
3.900000000000000000e+01,1.977919999999999900e+00,1.483399999999999996e-01,1.265603999999999951e+00,1.466967000000000132e-01,9.409099000000000629e-03,-5.341503999999999740e-04,1.179928000000000088e+00,8.914571999999999774e-02,-5.075607000000000209e-03,-1.474489999999999959e-03
4.000000000000000000e+01,8.799799999999999844e-01,6.600000000000000311e-02,1.110330000000000039e+00,1.360420999999999991e-01,1.000136000000000081e-02,-5.447228000000000356e-04,1.079350000000000032e+00,9.371520999999999324e-02,-3.146804000000000007e-03,-2.027062000000000048e-03
4.100000000000000000e+01,1.291499999999999870e-01,9.690000000000000696e-03,1.011042999999999914e+00,1.283785000000000065e-01,1.041306999999999996e-02,-5.519528000000000325e-04,1.008246999999999893e+00,9.547532999999999714e-02,-1.502164000000000060e-03,-2.342088999999999890e-03
