# X_IN,Y_IN,DY_over_DX,ANGLE,D2Y_over_DX2
0.000000000000000000e+00,7.565099999999999603e-02,2.466123409999999849e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,7.791099999999999415e-02,5.542049460000000177e-02,3.172115450000000170e+00,7.867415819999999949e-01
1.600000000000000033e-01,8.498699999999999311e-02,1.193116010000000032e-01,6.803887800000000041e+00,6.654152169999999478e-01
2.399999999999999911e-01,9.630199999999999871e-02,1.603089639999999982e-01,9.107536570000000609e+00,4.716708680000000209e-01
3.200000000000000067e-01,1.108669999999999933e-01,2.066953820000000108e-01,1.167831570000000063e+01,6.879895849999999591e-01
4.000000000000000222e-01,1.297530000000000072e-01,2.652641259999999890e-01,1.485636640000000064e+01,6.917231000000000352e-01
4.799999999999999822e-01,1.530420000000000114e-01,3.151408210000000154e-01,1.749176710000000057e+01,5.551942720000000442e-01
5.600000000000000533e-01,1.798839999999999884e-01,3.540952090000000219e-01,1.949881050000000116e+01,4.186654439999999977e-01
6.400000000000000133e-01,2.094060000000000088e-01,3.821272920000000073e-01,2.091322119999999884e+01,2.821366160000000067e-01
7.199999999999999734e-01,2.407559999999999978e-01,4.007601519999999806e-01,2.183894580000000119e+01,2.122341859999999913e-01
8.000000000000000444e-01,2.734750000000000236e-01,4.169409840000000145e-01,2.263325580000000059e+01,1.922866179999999925e-01
8.800000000000000044e-01,3.074239999999999751e-01,4.315260109999999871e-01,2.334145409999999998e+01,1.723390509999999931e-01
9.599999999999999645e-01,3.424769999999999759e-01,4.445152319999999824e-01,2.396587570000000156e+01,1.523914829999999943e-01
1.040000000000000036e+00,3.785040000000000071e-01,4.559086480000000274e-01,2.450865260000000134e+01,1.324439159999999949e-01
1.120000000000000107e+00,4.153789999999999982e-01,4.657062590000000113e-01,2.497169020000000117e+01,1.124963479999999960e-01
1.199999999999999956e+00,4.530009999999999870e-01,4.748896719999999849e-01,2.540256019999999992e+01,1.172892209999999991e-01
1.280000000000000027e+00,4.913719999999999755e-01,4.844725999999999755e-01,2.584891670000000019e+01,1.222839710000000052e-01
1.360000000000000098e+00,5.305269999999999708e-01,4.944551070000000048e-01,2.631032869999999946e+01,1.272787200000000118e-01
1.439999999999999947e+00,5.704960000000000031e-01,5.048371950000000163e-01,2.678634260000000111e+01,1.322734700000000041e-01
1.520000000000000018e+00,6.113119999999999665e-01,5.156188619999999556e-01,2.727648560000000089e+01,1.372682189999999969e-01
1.600000000000000089e+00,6.530059999999999754e-01,5.268001100000000436e-01,2.778026639999999858e+01,1.422629689999999891e-01
1.679999999999999938e+00,6.956099999999999506e-01,5.383809370000000039e-01,2.829717559999999921e+01,1.472577180000000097e-01
1.760000000000000009e+00,7.391569999999999530e-01,5.503388599999999853e-01,2.882569769999999920e+01,1.483516940000000062e-01
1.840000000000000080e+00,7.836349999999999705e-01,5.613240459999999654e-01,2.930654519999999863e+01,1.262779790000000124e-01
1.919999999999999929e+00,8.289220000000000477e-01,5.705433359999999565e-01,2.970663150000000030e+01,1.042042650000000042e-01
2.000000000000000000e+00,8.748749999999999583e-01,5.779967289999999869e-01,3.002777180000000001e+01,8.213055040000000195e-02
2.080000000000000071e+00,9.213540000000000063e-01,5.836842239999999737e-01,3.027143519999999910e+01,6.005683590000000099e-02
2.160000000000000142e+00,9.682180000000000231e-01,5.876058229999999716e-01,3.043874299999999877e+01,3.798312150000000137e-02
2.240000000000000213e+00,1.015323999999999893e+00,5.897615240000000369e-01,3.053046829999999900e+01,1.590940709999999828e-02
2.319999999999999840e+00,1.062532000000000032e+00,5.901513280000000305e-01,3.054703599999999852e+01,-6.164307320000000402e-03
2.399999999999999911e+00,1.109701000000000048e+00,5.887752349999999524e-01,3.048852300000000071e+01,-2.823802170000000097e-02
2.479999999999999982e+00,1.156689000000000078e+00,5.856332440000000528e-01,3.035465810000000175e+01,-5.031173619999999846e-02
2.560000000000000053e+00,1.203354999999999952e+00,5.807253570000000531e-01,3.014482170000000139e+01,-7.238545059999999809e-02
