# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
1.000000000000000000e+00,0.000000000000000000e+00,1.000018000000000074e+00,1.000018000000000074e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.478469999999999958e-02,1.000027199999999894e+00,1.000027199999999894e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,2.907550000000000065e-02,1.000053800000000104e+00,1.000053800000000104e+00,9.999999999999999547e-08,3.000000000000000000e+00
4.000000000000000000e+00,4.290009999999999657e-02,1.000096300000000049e+00,1.000096099999999932e+00,1.999999999999999909e-07,4.000000000000000000e+00
5.000000000000000000e+00,5.629200000000000176e-02,1.000153099999999906e+00,1.000152699999999895e+00,3.999999999999999819e-07,5.000000000000000000e+00
6.000000000000000000e+00,6.929069999999999674e-02,1.000223000000000084e+00,1.000222299999999898e+00,5.999999999999999728e-07,6.000000000000000000e+00
7.000000000000000000e+00,8.194310000000000482e-02,1.000304800000000105e+00,1.000304000000000082e+00,7.999999999999999638e-07,7.000000000000000000e+00
8.000000000000000000e+00,9.430399999999999894e-02,1.000397600000000109e+00,1.000396599999999969e+00,9.999999999999999547e-07,8.000000000000000000e+00
9.000000000000000000e+00,1.064367999999999981e-01,1.000500500000000015e+00,1.000499500000000097e+00,1.100000000000000056e-06,9.000000000000000000e+00
1.000000000000000000e+01,1.184134000000000020e-01,1.000612899999999916e+00,1.000611899999999999e+00,9.999999999999999547e-07,1.000000000000000000e+01
1.100000000000000000e+01,1.303146000000000027e-01,1.000734199999999907e+00,1.000733499999999943e+00,7.999999999999999638e-07,1.100000000000000000e+01
1.200000000000000000e+01,1.422295000000000087e-01,1.000864200000000093e+00,1.000863800000000081e+00,3.999999999999999819e-07,1.200000000000000000e+01
1.300000000000000000e+01,1.542538999999999993e-01,1.001002600000000076e+00,1.001002699999999912e+00,-9.999999999999999547e-08,1.300000000000000000e+01
1.400000000000000000e+01,1.664889999999999981e-01,1.001149700000000031e+00,1.001150100000000043e+00,-4.999999999999999774e-07,1.400000000000000000e+01
1.500000000000000000e+01,1.790392000000000094e-01,1.001305399999999901e+00,1.001306199999999924e+00,-7.999999999999999638e-07,1.500000000000000000e+01
1.600000000000000000e+01,1.920087000000000044e-01,1.001470099999999919e+00,1.001471100000000058e+00,-9.999999999999999547e-07,1.600000000000000000e+01
1.700000000000000000e+01,2.054996000000000045e-01,1.001643999999999979e+00,1.001645099999999955e+00,-1.199999999999999946e-06,1.700000000000000000e+01
1.800000000000000000e+01,2.196078999999999948e-01,1.001827000000000023e+00,1.001828500000000011e+00,-1.599999999999999928e-06,1.800000000000000000e+01
1.900000000000000000e+01,2.344224000000000030e-01,1.002019100000000051e+00,1.002021700000000015e+00,-2.600000000000000094e-06,1.900000000000000000e+01
2.000000000000000000e+01,2.500216000000000105e-01,1.002220300000000064e+00,1.002225099999999980e+00,-4.799999999999999783e-06,2.000000000000000000e+01
2.100000000000000000e+01,2.664734999999999743e-01,1.002432800000000013e+00,1.002439099999999916e+00,-6.299999999999999821e-06,2.100000000000000000e+01
2.200000000000000000e+01,2.838351000000000068e-01,1.002659799999999990e+00,1.002664000000000000e+00,-4.199999999999999598e-06,2.200000000000000000e+01
2.300000000000000000e+01,3.021526999999999963e-01,1.002907900000000074e+00,1.002900200000000019e+00,7.600000000000000080e-06,2.300000000000000000e+01
2.400000000000000000e+01,3.214631000000000016e-01,1.003185500000000063e+00,1.003148200000000045e+00,3.729999999999999863e-05,2.400000000000000000e+01
2.500000000000000000e+01,3.417947000000000068e-01,1.003500300000000012e+00,1.003408099999999914e+00,9.220000000000000493e-05,2.500000000000000000e+01
2.600000000000000000e+01,1.450785699999999956e+00,1.055753900000000023e+00,1.023519999999999985e+00,3.223379999999999995e-02,2.600000000000000000e+01
2.700000000000000000e+01,2.908267299999999889e+00,1.219897000000000009e+00,1.108032499999999976e+00,1.118645000000000056e-01,2.700000000000000000e+01
2.800000000000000000e+01,4.690683100000000216e+00,1.539368800000000093e+00,1.299279099999999909e+00,2.400897999999999921e-01,2.800000000000000000e+01
2.900000000000000000e+01,8.990398100000000170e+00,2.755514999999999937e+00,4.272230399999999761e+00,-1.516715400000000047e+00,2.900000000000000000e+01
3.000000000000000000e+01,1.494196670000000005e+01,5.083920199999999667e+00,7.691249899999999862e+00,-2.607329700000000194e+00,3.000000000000000000e+01
3.100000000000000000e+01,2.331295180000000045e+01,9.147756199999999893e+00,1.191102350000000065e+01,-2.763267299999999871e+00,3.100000000000000000e+01
