# POINT,X,Y_CALC,Y_IN,DIFF,POINT1
3.200000000000000000e+01,3.515421169999999762e+01,1.535126540000000084e+01,1.712968529999999845e+01,-1.778419900000000053e+00,3.200000000000000000e+01
3.300000000000000000e+01,5.143281280000000066e+01,2.332815670000000097e+01,2.331192139999999924e+01,1.623530000000000112e-02,3.300000000000000000e+01
3.400000000000000000e+01,7.357532380000000671e+01,3.278010609999999758e+01,3.059183129999999906e+01,2.188274700000000017e+00,3.400000000000000000e+01
3.500000000000000000e+01,1.029895922999999982e+02,4.233866390000000024e+01,3.895122630000000186e+01,3.387437600000000160e+00,3.500000000000000000e+01
3.600000000000000000e+01,1.409473935999999981e+02,5.180826410000000237e+01,4.825097780000000114e+01,3.557286299999999901e+00,3.600000000000000000e+01
3.700000000000000000e+01,1.886936804000000052e+02,6.125680719999999724e+01,5.834163550000000242e+01,2.915171700000000143e+00,3.700000000000000000e+01
3.800000000000000000e+01,2.472167885000000069e+02,7.065290679999999668e+01,6.901184910000000627e+01,1.641057699999999953e+00,3.800000000000000000e+01
3.900000000000000000e+01,3.171381078000000002e+02,8.082754679999999325e+01,8.000612700000000643e+01,8.214198000000000333e-01,3.900000000000000000e+01
4.000000000000000000e+01,3.987372447999999849e+02,9.140830870000000630e+01,9.107267450000000508e+01,3.356341999999999937e-01,4.000000000000000000e+01
4.100000000000000000e+01,4.917908484999999814e+02,1.020788540000000069e+02,1.019467647000000028e+02,1.320891999999999900e-01,4.100000000000000000e+01
4.200000000000000000e+01,5.957250268999999889e+02,1.125137452999999965e+02,1.124065738999999979e+02,1.071712999999999971e-01,4.200000000000000000e+01
4.300000000000000000e+01,7.094587708000000248e+02,1.222885957000000019e+02,1.222434030000000007e+02,4.519259999999999944e-02,4.300000000000000000e+01
4.400000000000000000e+01,8.316711534999999458e+02,1.313142957999999965e+02,1.313142957999999965e+02,0.000000000000000000e+00,4.400000000000000000e+01
4.500000000000000000e+01,9.606173641000000316e+02,1.394982075000000066e+02,1.394982075000000066e+02,0.000000000000000000e+00,4.500000000000000000e+01
4.600000000000000000e+01,1.094492844599999898e+03,1.467449515000000133e+02,1.467449515000000133e+02,0.000000000000000000e+00,4.600000000000000000e+01
4.700000000000000000e+01,1.231185772900000075e+03,1.530205803000000060e+02,1.530205803000000060e+02,0.000000000000000000e+00,4.700000000000000000e+01
4.800000000000000000e+01,1.368719908900000064e+03,1.583548539999999889e+02,1.583548539999999889e+02,0.000000000000000000e+00,4.800000000000000000e+01
4.900000000000000000e+01,1.504918580400000110e+03,1.627803584000000114e+02,1.627803584000000114e+02,0.000000000000000000e+00,4.900000000000000000e+01
5.000000000000000000e+01,1.637915267800000038e+03,1.663808272999999929e+02,1.663808272999999929e+02,0.000000000000000000e+00,5.000000000000000000e+01
5.100000000000000000e+01,1.765719089400000030e+03,1.692277309000000116e+02,1.692277309000000116e+02,0.000000000000000000e+00,5.100000000000000000e+01
5.200000000000000000e+01,1.886788609899999983e+03,1.714308345000000031e+02,1.714308345000000031e+02,0.000000000000000000e+00,5.200000000000000000e+01
5.300000000000000000e+01,1.999501103600000079e+03,1.730746034999999949e+02,1.730746034999999949e+02,0.000000000000000000e+00,5.300000000000000000e+01
5.400000000000000000e+01,2.102787424099999953e+03,1.742714114999999993e+02,1.742714114999999993e+02,0.000000000000000000e+00,5.400000000000000000e+01
5.500000000000000000e+01,2.195515254599999935e+03,1.750989420999999879e+02,1.750989420999999879e+02,0.000000000000000000e+00,5.500000000000000000e+01
5.600000000000000000e+01,2.277181444800000008e+03,1.756558780999999954e+02,1.756558780999999954e+02,0.000000000000000000e+00,5.600000000000000000e+01
5.700000000000000000e+01,2.347223687700000028e+03,1.760007515000000069e+02,1.760007515000000069e+02,0.000000000000000000e+00,5.700000000000000000e+01
5.800000000000000000e+01,2.405763253199999781e+03,1.762097438000000125e+02,1.762097438000000125e+02,0.000000000000000000e+00,5.800000000000000000e+01
5.900000000000000000e+01,2.452861175699999876e+03,1.763170650000000137e+02,1.763170650000000137e+02,0.000000000000000000e+00,5.900000000000000000e+01
6.000000000000000000e+01,2.489300689700000021e+03,1.763709825999999907e+02,1.763744858000000022e+02,-3.503200000000000151e-03,6.000000000000000000e+01
6.100000000000000000e+01,2.515803986100000202e+03,1.763931245999999931e+02,1.763931245999999931e+02,0.000000000000000000e+00,6.100000000000000000e+01
6.200000000000000000e+01,2.533841626400000223e+03,1.764010087000000055e+02,1.764043106000000023e+02,-3.301899999999999974e-03,6.200000000000000000e+01
6.300000000000000000e+01,2.544825036000000182e+03,1.764024060000000134e+02,1.764024060000000134e+02,0.000000000000000000e+00,6.300000000000000000e+01
6.400000000000000000e+01,2.550931407399999898e+03,1.764026317000000006e+02,1.764063529999999957e+02,-3.721299999999999868e-03,6.400000000000000000e+01
6.500000000000000000e+01,2.554286362899999858e+03,1.764026607000000126e+02,1.764026607000000126e+02,0.000000000000000000e+00,6.500000000000000000e+01
